type,side,route,n,q,batch,ms,sd_pct
float,Left,vendor,256,4096,128,6.01864,0.18505343399837837
float,Left,vendor,256,256,512,1.59096,1.1027869965303967
float,Left,vendor,256,1024,512,6.04838,0.31814469328977346
float,Left,vendor,256,4096,512,23.5257,0.07723978457601686
float,Left,vendor,256,256,2048,6.07667,0.19986604505428138
float,Left,vendor,256,1024,2048,23.5531,0.32144770752045376
float,Left,vendor,512,256,128,1.00737,2.2379661891857014
float,Left,vendor,512,1024,128,3.64871,0.5643501401865316
float,Left,vendor,512,4096,128,14.3769,0.1693306623820156
float,Left,vendor,512,256,512,3.76679,0.18662388930627935
float,Left,vendor,512,1024,512,14.2913,0.16534534996816244
float,Left,vendor,512,256,2048,14.9328,0.08949895531983285
float,Left,native,8,256,128,0.0105393,9.469566289981307
float,Left,native,8,1024,128,0.0122746,7.410172225571506
float,Left,native,8,4096,128,0.0208638,5.7430094230197755
float,Left,native,8,256,512,0.0120473,1.3198476007072124
float,Left,native,8,1024,512,0.0208243,3.7479771228804815
float,Left,native,8,4096,512,0.137712,1.7063291506912976
float,Left,native,8,256,2048,0.0208731,3.1705448639636664
float,Left,native,8,1024,2048,0.138732,1.1721664792549664
float,Left,native,8,4096,2048,0.59318,0.6445564584106005
float,Left,native,16,256,128,0.0134448,1.590369510888968
float,Left,native,16,1024,128,0.0161786,1.6669118465132953
float,Left,native,16,4096,128,0.0367405,1.7310352335978008
float,Left,native,16,256,512,0.01637,3.022779474648748
float,Left,native,16,1024,512,0.0367681,1.491178494401397
float,Left,native,16,4096,512,0.3057,0.7506869479882238
float,Left,native,16,256,2048,0.0372343,2.9831096596417823
float,Left,native,16,1024,2048,0.304639,0.4983866149770713
float,Left,native,16,4096,2048,1.18752,0.27724585691188364
float,Left,native,32,256,128,0.0223928,3.1001036047300916
float,Left,native,32,1024,128,0.0317583,1.9145514715838061
float,Left,native,32,4096,128,0.145637,0.41618132754725795
float,Left,native,32,256,512,0.0316846,2.7817046767199205
float,Left,native,32,1024,512,0.151328,0.33982078663565235
float,Left,native,32,4096,512,0.611775,0.3428858649013118
float,Left,native,32,256,2048,0.166867,1.297464447733824
float,Left,native,32,1024,2048,0.614598,0.10279695020159518
float,Left,native,32,4096,2048,2.35783,0.09320179996013284
float,Left,native,64,256,128,0.0483721,5.092170900167659
float,Left,native,64,1024,128,0.0923613,0.334427947636077
float,Left,native,64,4096,128,0.506422,0.13785992709637415
float,Left,native,64,256,512,0.0986702,0.38051711661676985
float,Left,native,64,1024,512,0.519024,0.6653468818397608
float,Left,native,64,4096,512,2.12337,0.37409165618804074
float,Left,native,64,256,2048,0.546555,0.5254640429599948
float,Left,native,64,1024,2048,2.13577,0.09855321499974248
float,Left,native,64,4096,2048,8.37531,0.06362403302086729
float,Left,native,128,256,128,0.117943,3.159678827908396
float,Left,native,128,1024,128,0.312478,0.22056720793143836
float,Left,native,128,4096,128,1.53389,0.6739596711628604
float,Left,native,128,256,512,0.326014,1.8541074923162808
float,Left,native,128,1024,512,1.54671,1.096436953275016
float,Left,native,128,4096,512,6.11379,0.10564968701901767
float,Left,native,128,256,2048,1.63014,0.5374618130958077
float,Left,native,128,1024,2048,6.17641,0.1692148027737796
float,Left,native,256,256,128,0.280642,1.9851127058672615
float,Left,native,256,1024,128,0.949782,0.2727025780652823
float,Left,native,256,4096,128,4.52807,0.12637702155664554
float,Left,native,256,256,512,1.0302,2.5228013977868375
float,Left,native,256,1024,512,4.58504,0.42462224975136525
float,Left,native,256,4096,512,18.4178,0.06648133870494848
float,Left,native,256,256,2048,4.87347,0.3202112663051173
float,Left,native,256,1024,2048,18.6616,0.05844890041582716
float,Left,native,512,256,128,0.832435,0.7577324355655396
float,Left,native,512,1024,128,2.44272,0.26769994104932204
float,Left,native,512,4096,128,11.0711,0.6017496003107189
float,Left,native,512,256,512,2.67268,0.8316483828965682
float,Left,native,512,1024,512,11.192,0.06647292709077912
float,Left,native,512,256,2048,12.1871,0.06624676912473026
float,Right,vendor,8,256,128,0.023996,5.644024004000666
float,Right,vendor,8,1024,128,0.0341527,1.85979439400106
float,Right,vendor,8,4096,128,0.0765212,1.5856651490044589
float,Right,vendor,8,256,512,0.0345626,3.743786636422029
float,Right,vendor,8,1024,512,0.0777441,1.678918400238732
float,Right,vendor,8,4096,512,0.261335,1.3631890102741695
float,Right,vendor,8,256,2048,0.0794538,1.9778286249367556
float,Right,vendor,8,1024,2048,0.262558,0.28653859337746324
float,Right,vendor,8,4096,2048,0.960187,0.31591658708147474
float,Right,vendor,16,256,128,0.0285491,3.6126532885449976
float,Right,vendor,16,1024,128,0.0515803,2.4173376269622313
float,Right,vendor,16,4096,128,0.146762,2.458708657554408
float,Right,vendor,16,256,512,0.0521384,3.1958211222438737
float,Right,vendor,16,1024,512,0.146203,0.31788403794723774
float,Right,vendor,16,4096,512,0.856627,0.36801081450853174
float,Right,vendor,16,256,2048,0.150615,3.572359990704777
float,Right,vendor,16,1024,2048,0.837811,0.7006997998355238
float,Right,vendor,16,4096,2048,3.31413,0.416260074287973
float,Right,vendor,32,256,128,0.0411821,2.7246789260382545
float,Right,vendor,32,1024,128,0.100995,1.0100995098767267
float,Right,vendor,32,4096,128,0.582672,0.3192241947442129
float,Right,vendor,32,256,512,0.108959,2.530483943501684
float,Right,vendor,32,1024,512,0.579482,0.9405865928536175
float,Right,vendor,32,4096,512,2.39576,0.6733938290980732
float,Right,vendor,32,256,2048,0.622046,1.6044006391810253
float,Right,vendor,32,1024,2048,2.32638,0.9798313259226783
float,Right,vendor,32,4096,2048,9.43398,0.38105974360768197
float,Right,vendor,64,256,128,0.0808155,3.132715877523495
float,Right,vendor,64,1024,128,0.253946,0.3682578185913541
float,Right,vendor,64,4096,128,1.69626,1.0456297973188073
float,Right,vendor,64,256,512,0.258876,3.8210301457068248
float,Right,vendor,64,1024,512,1.69678,0.4681007555487453
float,Right,vendor,64,4096,512,6.54775,0.47852315680959107
float,Right,vendor,64,256,2048,1.80648,1.1725676453655727
float,Right,vendor,64,1024,2048,6.54844,0.8271221848256989
float,Right,vendor,64,4096,2048,25.9387,0.29570024712109705
float,Right,vendor,128,256,128,0.166071,3.9626545272805007
float,Right,vendor,128,1024,128,0.882984,0.4022405842008462
float,Right,vendor,128,4096,128,3.81906,0.36054945457782805
float,Right,vendor,128,256,512,0.884647,1.200015373363613
float,Right,vendor,128,1024,512,3.88932,0.2749863729392285
float,Right,vendor,128,4096,512,14.8478,0.20661512143213137
float,Right,vendor,128,256,2048,4.04135,1.3947888700557982
float,Right,vendor,128,1024,2048,15.0744,0.2702223637425038
float,Right,vendor,256,256,128,0.356187,1.8679401550309247
float,Right,vendor,256,1024,128,2.11542,0.819884467387091
float,Right,vendor,256,4096,128,8.5319,0.24166598295807495
float,Right,vendor,256,256,512,2.20172,1.8938057518667224
float,Right,vendor,256,1024,512,8.71973,0.161204532709155
float,Right,vendor,256,4096,512,33.2644,0.16131540024771227
float,Right,vendor,256,256,2048,9.31604,1.2559306314700238
float,Right,vendor,256,1024,2048,34.1274,0.10700580765015792
float,Right,vendor,512,256,128,0.997597,2.0199038289008486
float,Right,vendor,512,1024,128,4.60544,0.2266471824624792
float,Right,vendor,512,4096,128,18.7472,0.3291136809763591
float,Right,vendor,512,256,512,5.03977,1.2204763312611489
float,Right,vendor,512,1024,512,18.9934,0.17426053260606314
float,Right,vendor,512,256,2048,20.7817,0.6156570444188877
float,Right,native,8,256,128,0.00974088,1.5793131626711343
float,Right,native,8,1024,128,0.0115195,5.683727592343417
float,Right,native,8,4096,128,0.0175937,3.7494841903635963
float,Right,native,8,256,512,0.0114109,6.6348403719250895
float,Right,native,8,1024,512,0.0175104,3.193896198830409
float,Right,native,8,4096,512,0.138127,2.281436648881102
float,Right,native,8,256,2048,0.0176344,4.4466724130109325
float,Right,native,8,1024,2048,0.135531,2.307125307125307
float,Right,native,8,4096,2048,0.592273,0.5941246688604748
float,Right,native,16,256,128,0.0120685,1.4249906782118738
float,Right,native,16,1024,128,0.0149813,2.1485385113441424
float,Right,native,16,4096,128,0.0296682,1.443956829197592
float,Right,native,16,256,512,0.0156041,4.009324472414302
float,Right,native,16,1024,512,0.0294958,0.9579363841631691
float,Right,native,16,4096,512,0.305488,1.1608999371497408
float,Right,native,16,256,2048,0.0299086,2.720451642671338
float,Right,native,16,1024,2048,0.305618,0.9145436459894378
float,Right,native,16,4096,2048,1.18584,0.6930496525669568
float,Right,native,32,256,128,0.0185048,2.955227832778523
float,Right,native,32,1024,128,0.0288558,3.7923398415569833
float,Right,native,32,4096,128,0.168672,0.8729901821286283
float,Right,native,32,256,512,0.0290426,2.3440428887220843
float,Right,native,32,1024,512,0.170029,2.3185280158090675
float,Right,native,32,4096,512,0.666699,0.5895254080177111
float,Right,native,32,256,2048,0.178135,1.2369663457490105
float,Right,native,32,1024,2048,0.65936,0.507460264498908
float,Right,native,32,4096,2048,2.58371,0.2471240967446037
float,Right,native,64,256,128,0.0402848,3.9752214234649297
float,Right,native,64,1024,128,0.0840754,1.977986426469574
float,Right,native,64,4096,128,0.534644,0.38906823980068983
float,Right,native,64,256,512,0.085153,2.5133583079868003
float,Right,native,64,1024,512,0.534589,0.14833096079418023
float,Right,native,64,4096,512,2.19539,0.11050382847694486
float,Right,native,64,256,2048,0.566739,0.5499886190997972
float,Right,native,64,1024,2048,2.18612,0.04016298281887545
float,Right,native,64,4096,2048,8.66153,0.037779006711285416
float,Right,native,128,256,128,0.103585,0.38723463821981946
float,Right,native,128,1024,128,0.307292,0.21061856475274332
float,Right,native,128,4096,128,1.53093,0.10299295199649887
float,Right,native,128,256,512,0.328508,2.1547055170650333
float,Right,native,128,1024,512,1.53869,0.09655551150654129
float,Right,native,128,4096,512,6.14321,0.04799982419614501
float,Right,native,128,256,2048,1.6338,0.5408054841473865
float,Right,native,128,1024,2048,6.15817,0.026527036441020627
float,Right,native,256,256,128,0.290171,3.947741159523178
float,Right,native,256,1024,128,1.00878,0.7129661571403081
float,Right,native,256,4096,128,4.43064,0.06511722911362693
float,Right,native,256,256,512,1.10968,0.950760579626559
float,Right,native,256,1024,512,4.49317,0.06918634282700188
float,Right,native,256,4096,512,17.5161,0.0127446178087588
float,Right,native,256,256,2048,4.80215,0.2711764522141124
float,Right,native,256,1024,2048,17.7596,0.05606663438365729
float,Right,native,512,256,128,1.00247,0.29556994224266064
float,Right,native,512,1024,128,3.54336,1.0315265736476114
float,Right,native,512,4096,128,13.9117,0.6353249423147422
float,Right,native,512,256,512,3.68041,0.7558886102363594
float,Right,native,512,1024,512,14.0638,0.05841586200031287
float,Right,native,512,256,2048,15.0692,0.2003742733522682
complex<float>,Left,vendor,8,256,128,0.0198968,3.1539946121989466
complex<float>,Left,vendor,8,1024,128,0.0407398,1.134595653390542
complex<float>,Left,vendor,8,4096,128,0.139979,0.2904449953207267
complex<float>,Left,vendor,8,256,512,0.0401478,2.756439954368608
complex<float>,Left,vendor,8,1024,512,0.140606,2.1440123465570458
complex<float>,Left,vendor,8,4096,512,0.52578,0.14249534025638097
complex<float>,Left,vendor,8,256,2048,0.147934,3.385813944056133
complex<float>,Left,vendor,8,1024,2048,0.531241,0.12610905408279857
complex<float>,Left,vendor,8,4096,2048,1.98728,0.08441487862807456
complex<float>,Left,vendor,16,256,128,0.0756485,2.538450861550461
complex<float>,Left,vendor,16,1024,128,0.180839,0.2516968131874209
complex<float>,Left,vendor,16,4096,128,0.811177,0.365360457705285
complex<float>,Left,vendor,16,256,512,0.192967,3.714821705265667
complex<float>,Left,vendor,16,1024,512,0.783342,0.18478391302904737
complex<float>,Left,vendor,16,4096,512,3.05198,0.3258969586956664
complex<float>,Left,vendor,16,256,2048,0.817944,1.7610374304353356
complex<float>,Left,vendor,16,1024,2048,3.06081,0.3331961147539377
complex<float>,Left,vendor,16,4096,2048,11.9074,0.11489745872314695
complex<float>,Left,vendor,32,256,128,0.25015,4.0712372576454126
complex<float>,Left,vendor,32,1024,128,0.658281,0.23662083517525187
complex<float>,Left,vendor,32,4096,128,3.20569,0.6359317338856846
complex<float>,Left,vendor,32,256,512,0.679753,2.8374130014873047
complex<float>,Left,vendor,32,1024,512,3.21824,0.5854535398230087
complex<float>,Left,vendor,32,4096,512,13.053,1.2187772925764193
complex<float>,Left,vendor,32,256,2048,3.37575,3.7764052432792714
complex<float>,Left,vendor,32,1024,2048,13.0809,0.8304550910105575
complex<float>,Left,vendor,32,4096,2048,52.594,0.26603224702437545
complex<float>,Left,vendor,64,256,128,0.921839,2.881793892425901
complex<float>,Left,vendor,64,1024,128,2.6995,0.6355510279681422
complex<float>,Left,vendor,64,4096,128,12.4344,1.1684600784919257
complex<float>,Left,vendor,64,256,512,2.86773,3.3909782301681126
complex<float>,Left,vendor,64,1024,512,12.3508,0.25304352754477444
complex<float>,Left,vendor,64,4096,512,50.4854,1.4416663035253758
complex<float>,Left,vendor,64,256,2048,12.6424,4.319836423463899
complex<float>,Left,vendor,64,1024,2048,50.3546,0.7893141838084305
complex<float>,Left,vendor,128,256,128,3.76267,3.506525950986932
complex<float>,Left,vendor,128,1024,128,25.3615,0.3606261459298543
complex<float>,Left,vendor,128,4096,128,114.599,0.3360535432246355
complex<float>,Left,vendor,128,256,512,27.3919,0.5955410176000934
complex<float>,Left,vendor,128,1024,512,115.953,0.3925159331798228
complex<float>,Left,vendor,128,4096,512,489.644,0.21496638374002336
complex<float>,Left,vendor,128,256,2048,123.382,0.25646447617966966
complex<float>,Left,vendor,128,1024,2048,498.493,0.2345328821066695
complex<float>,Left,vendor,256,256,128,14.1527,3.3879683735259
complex<float>,Left,vendor,256,1024,128,132.642,0.26165241778622156
complex<float>,Left,vendor,256,4096,128,547.894,0.19874647285788857
complex<float>,Left,vendor,256,256,512,140.248,0.4905381894928983
complex<float>,Left,vendor,256,1024,512,563.114,0.5013567412637583
complex<float>,Left,vendor,256,256,2048,597.691,0.27800485535167835
complex<float>,Left,vendor,512,256,128,112.951,0.49511026905472283
complex<float>,Left,vendor,512,1024,128,575.542,0.11777333365766529
complex<float>,Left,vendor,512,4096,128,2322.99,0.03734127137869729
complex<float>,Left,vendor,512,256,512,601.705,0.0610445317888334
complex<float>,Left,vendor,512,1024,512,2375.93,0.053570601827494915
complex<float>,Left,native,8,256,128,0.0160987,2.810407051501053
complex<float>,Left,native,8,1024,128,0.0370965,0.4676856307198793
complex<float>,Left,native,8,4096,128,0.103633,0.38321384115098467
complex<float>,Left,native,8,256,512,0.0381426,3.194171346473497
complex<float>,Left,native,8,1024,512,0.104083,0.4338585551915298
complex<float>,Left,native,8,4096,512,0.380588,0.7441853132521257
complex<float>,Left,native,8,256,2048,0.10927,4.87986638601629
complex<float>,Left,native,8,1024,2048,0.379263,0.21671847767907756
complex<float>,Left,native,8,4096,2048,1.43977,0.20754773331851614
complex<float>,Left,native,16,256,128,0.0403756,2.2565460327524542
complex<float>,Left,native,16,1024,128,0.12794,0.4039041738314836
complex<float>,Left,native,16,4096,128,0.475848,0.19900535465106503
complex<float>,Left,native,16,256,512,0.133823,3.7625445551213175
complex<float>,Left,native,16,1024,512,0.47532,0.28873811327105947
complex<float>,Left,native,16,4096,512,1.83072,0.23466778098234573
complex<float>,Left,native,16,256,2048,0.482473,3.0550725118296778
complex<float>,Left,native,16,1024,2048,1.82585,0.5059796806966619
complex<float>,Left,native,16,4096,2048,7.21958,0.11940888528141526
complex<float>,Left,native,32,256,128,0.0767104,2.963718087769064
complex<float>,Left,native,32,1024,128,0.249015,1.3645121779812464
complex<float>,Left,native,32,4096,128,0.965932,0.44236550813100717
complex<float>,Left,native,32,256,512,0.257807,3.9561377309382597
complex<float>,Left,native,32,1024,512,0.964717,0.4584277047051104
complex<float>,Left,native,32,4096,512,3.80408,0.3178771214064899
complex<float>,Left,native,32,256,2048,1.0164,3.389098780007871
complex<float>,Left,native,32,1024,2048,3.78808,0.5173913961690355
complex<float>,Left,native,32,4096,2048,15.0734,0.1508173338463784
complex<float>,Left,native,64,256,128,0.163818,4.085601093896885
complex<float>,Left,native,64,1024,128,0.575268,0.584042567985704
complex<float>,Left,native,64,4096,128,2.38313,0.4361910596568378
complex<float>,Left,native,64,256,512,0.586889,2.092013992424462
complex<float>,Left,native,64,1024,512,2.38161,0.49330494917303847
complex<float>,Left,native,64,4096,512,9.3758,0.24499882676678258
complex<float>,Left,native,64,256,2048,2.4609,3.0894510138567184
complex<float>,Left,native,64,1024,2048,9.39734,0.32718513962461715
complex<float>,Left,native,128,256,128,0.335746,3.223121049841249
complex<float>,Left,native,128,1024,128,1.46264,0.5924902915276486
complex<float>,Left,native,128,4096,128,5.75891,0.3850659239335222
complex<float>,Left,native,128,256,512,1.56939,2.7577848718291817
complex<float>,Left,native,128,1024,512,5.76472,0.42469885788034806
complex<float>,Left,native,128,4096,512,22.2436,0.14420327644805697
complex<float>,Left,native,128,256,2048,5.99621,2.4891556499855745
complex<float>,Left,native,128,1024,2048,22.3244,0.18593019297271146
complex<float>,Left,native,256,256,128,0.851767,1.5539695714907948
complex<float>,Left,native,256,1024,128,3.52879,0.4648165518492175
complex<float>,Left,native,256,4096,128,13.8016,0.24067137143519593
complex<float>,Left,native,256,256,512,3.75476,2.3984675451959645
complex<float>,Left,native,256,1024,512,13.7465,0.2698563270650711
complex<float>,Left,native,256,256,2048,14.0573,0.13781024805617012
complex<float>,Left,native,512,256,128,2.18477,2.1501988767696374
complex<float>,Left,native,512,1024,128,8.39108,0.3336411999408896
complex<float>,Left,native,512,4096,128,32.6658,0.35014296297656883
complex<float>,Left,native,512,256,512,8.67584,1.243303242106816
complex<float>,Left,native,512,1024,512,32.048,0.476454068896655
complex<float>,Right,vendor,8,256,128,0.014249,6.804463471120781
complex<float>,Right,vendor,8,1024,128,0.0167981,1.168703603383716
complex<float>,Right,vendor,8,4096,128,0.0381999,3.0436467111170447
complex<float>,Right,vendor,8,256,512,0.0165797,3.10899473452475
complex<float>,Right,vendor,8,1024,512,0.0379221,0.5315370193106395
complex<float>,Right,vendor,8,4096,512,0.310483,1.1253917283716017
complex<float>,Right,vendor,8,256,2048,0.0372664,4.44690123006247
complex<float>,Right,vendor,8,1024,2048,0.308382,0.9280308189193922
complex<float>,Right,vendor,8,4096,2048,1.19313,0.8563358561095605
complex<float>,Right,vendor,16,256,128,0.0264118,3.2253727500586864
complex<float>,Right,vendor,16,1024,128,0.0352152,1.4606221177218928
complex<float>,Right,vendor,16,4096,128,0.162902,1.7662950731114415
complex<float>,Right,vendor,16,256,512,0.0353635,3.2341821369491144
complex<float>,Right,vendor,16,1024,512,0.162844,0.8042052516518877
complex<float>,Right,vendor,16,4096,512,0.629836,0.4809617106675389
complex<float>,Right,vendor,16,256,2048,0.169023,2.1591913526561473
complex<float>,Right,vendor,16,1024,2048,0.624583,0.4792925840120529
complex<float>,Right,vendor,16,4096,2048,2.41783,0.5159874763734422
complex<float>,Right,vendor,32,256,128,0.0851224,2.495089424170371
complex<float>,Right,vendor,32,1024,128,0.120044,1.792934257438939
complex<float>,Right,vendor,32,4096,128,0.523505,0.515145032043629
complex<float>,Right,vendor,32,256,512,0.128676,3.0366812770058127
complex<float>,Right,vendor,32,1024,512,0.533454,0.36762682443097244
complex<float>,Right,vendor,32,4096,512,1.86882,0.5299964683597137
complex<float>,Right,vendor,32,256,2048,0.548533,2.0089402096136424
complex<float>,Right,vendor,32,1024,2048,1.8804,0.8466868751329505
complex<float>,Right,vendor,32,4096,2048,6.93223,0.8079593435301483
complex<float>,Right,vendor,64,256,128,0.336055,3.0537263245599684
complex<float>,Right,vendor,64,1024,128,0.508666,1.0385223309598046
complex<float>,Right,vendor,64,4096,128,2.41105,1.5339374961116528
complex<float>,Right,vendor,64,256,512,0.527829,2.3990345358061043
complex<float>,Right,vendor,64,1024,512,2.54696,0.7285116374030216
complex<float>,Right,vendor,64,4096,512,8.26848,1.5309585316769223
complex<float>,Right,vendor,64,256,2048,3.26118,0.653610042990574
complex<float>,Right,vendor,64,1024,2048,9.01356,0.8300926603916765
complex<float>,Right,vendor,128,256,128,1.58472,3.70721010651724
complex<float>,Right,vendor,128,1024,128,5.63242,0.6921234567024476
complex<float>,Right,vendor,128,4096,128,27.5371,0.940843443935636
complex<float>,Right,vendor,128,256,512,6.57198,0.6853703145779507
complex<float>,Right,vendor,128,1024,512,28.1195,0.47512580237913193
complex<float>,Right,vendor,128,4096,512,107.485,0.3844424803460948
complex<float>,Right,vendor,128,256,2048,30.3014,0.23614321450494036
complex<float>,Right,vendor,128,1024,2048,108.376,0.8183389311286631
complex<float>,Right,vendor,256,256,128,6.61348,2.0509625794589237
complex<float>,Right,vendor,256,1024,128,34.216,0.21105389291559504
complex<float>,Right,vendor,256,4096,128,138.923,0.11391490249994601
complex<float>,Right,vendor,256,256,512,35.3316,0.17937993184571316
complex<float>,Right,vendor,256,1024,512,140.512,0.14389731837850148
complex<float>,Right,vendor,256,256,2048,143.909,0.06401774732643545
complex<float>,Right,vendor,512,256,128,40.2718,1.4346490596397479
complex<float>,Right,vendor,512,1024,128,147.493,0.0988196049982033
complex<float>,Right,vendor,512,4096,128,583.614,0.04190029711418849
complex<float>,Right,vendor,512,256,512,148.772,0.16986260855537333
complex<float>,Right,vendor,512,1024,512,590.359,0.19563858601291756
complex<float>,Right,native,8,256,128,0.0106209,1.5382406387405965
complex<float>,Right,native,8,1024,128,0.0138823,4.106653796561089
complex<float>,Right,native,8,4096,128,0.0256154,0.677557250716366
complex<float>,Right,native,8,256,512,0.0139206,3.7243581454822348
complex<float>,Right,native,8,1024,512,0.0256977,0.6156854504488729
complex<float>,Right,native,8,4096,512,0.301918,0.1433458753701336
complex<float>,Right,native,8,256,2048,0.0261585,3.3128657988799053
complex<float>,Right,native,8,1024,2048,0.303887,0.7968323751920943
complex<float>,Right,native,8,4096,2048,1.18399,0.6188050574751475
complex<float>,Right,native,16,256,128,0.0135694,3.5167361858298816
complex<float>,Right,native,16,1024,128,0.0214774,4.8517511430620095
complex<float>,Right,native,16,4096,128,0.138142,0.33034775810398
complex<float>,Right,native,16,256,512,0.0217359,3.0232472545420253
complex<float>,Right,native,16,1024,512,0.138599,0.32830034848736284
complex<float>,Right,native,16,4096,512,0.59781,0.6344641273983372
complex<float>,Right,native,16,256,2048,0.145818,2.318060870400088
complex<float>,Right,native,16,1024,2048,0.60069,0.4534651817077028
complex<float>,Right,native,16,4096,2048,2.35458,0.10486201360752236
complex<float>,Right,native,32,256,128,0.0232936,3.2749210083456397
complex<float>,Right,native,32,1024,128,0.056282,0.645600724920934
complex<float>,Right,native,32,4096,128,0.346073,0.5507190679423126
complex<float>,Right,native,32,256,512,0.0568613,2.6397391547502433
complex<float>,Right,native,32,1024,512,0.3445,0.7183976777939043
complex<float>,Right,native,32,4096,512,1.31105,0.977559971015598
complex<float>,Right,native,32,256,2048,0.353458,0.5528011814699342
complex<float>,Right,native,32,1024,2048,1.30576,0.15310164195564266
complex<float>,Right,native,32,4096,2048,5.14672,0.04732489818758355
complex<float>,Right,native,64,256,128,0.0506759,3.0213178256330915
complex<float>,Right,native,64,1024,128,0.21854,0.9705042555138647
complex<float>,Right,native,64,4096,128,1.11455,0.7176367143690279
complex<float>,Right,native,64,256,512,0.234759,1.3017477498200283
complex<float>,Right,native,64,1024,512,1.11957,0.26590655340889807
complex<float>,Right,native,64,4096,512,4.35379,0.16524269659308324
complex<float>,Right,native,64,256,2048,1.17271,0.7628586777634709
complex<float>,Right,native,64,1024,2048,4.37832,0.407067094227923
complex<float>,Right,native,128,256,128,0.126119,3.7326493232581925
complex<float>,Right,native,128,1024,128,0.663728,0.3481802786683702
complex<float>,Right,native,128,4096,128,3.0923,0.05054425508521165
complex<float>,Right,native,128,256,512,0.715174,0.4350703465170714
complex<float>,Right,native,128,1024,512,3.11753,0.05800842333514032
complex<float>,Right,native,128,4096,512,12.1594,0.06985402240242118
complex<float>,Right,native,128,256,2048,3.2674,0.5030115688314868
complex<float>,Right,native,128,1024,2048,12.2713,0.03348333102442284
complex<float>,Right,native,256,256,128,0.407894,2.4064560890819675
complex<float>,Right,native,256,1024,128,2.13599,0.0811857733416355
complex<float>,Right,native,256,4096,128,8.79846,0.029942626323242936
complex<float>,Right,native,256,256,512,2.29686,0.557704866644027
complex<float>,Right,native,256,1024,512,8.91087,0.06456922836939603
complex<float>,Right,native,256,256,2048,9.39859,0.22628394259138873
complex<float>,Right,native,512,256,128,1.65315,0.7989595620482111
complex<float>,Right,native,512,1024,128,7.06506,0.08116420808882019
complex<float>,Right,native,512,4096,128,27.19,0.036292019124678186
complex<float>,Right,native,512,256,512,7.57413,0.6001428546909018
complex<float>,Right,native,512,1024,512,27.6099,0.0897203539310175
