typ,tag,transA,m,nnzrow,nrhs,batch,transB,beta,pattern,t_vendor,t_native,ratio,relsd,sd_v,sd_n,chk_v,chk_n,agree,gbs_v,gbs_n,roof_v,roof_n,fp_mb,l2res
cdouble,scl,1,1024,3,1,128,0,0,1,0.0522763,0.0221082,0.4229105732425593,0.005092137758840611,0.003304977590227311,0.005092137758840611,2521.86,2521.86,True,240.71,569.175,0.2387996031746032,0.564657738095238,12.583424,True
cdouble,scl,1,1024,3,1,256,0,0,1,0.091336,0.0370645,0.4058038451432075,0.0031520457580703908,0.0006323027064903214,0.0031520457580703908,2521.86,2521.86,True,275.541,679.002,0.2733541666666667,0.6736130952380952,25.166848,True
cdouble,scl,1,1024,3,1,512,0,0,1,0.170739,0.066392,0.3888508190864419,0.0016639256408904819,0.0016639256408904819,0.0006174734907820218,2521.86,2521.86,True,294.799,758.129,0.2924593253968254,0.7521121031746032,50.333696,True
cdouble,scl,1,1024,3,1,1024,0,0,1,0.33068,0.162461,0.49129369783476473,0.009839161398735696,0.0005629762912785775,0.009839161398735696,2521.86,2521.86,True,304.425,619.638,0.3020089285714286,0.6147202380952381,100.667392,False
cdouble,scl,1,1024,3,2,128,0,0,1,0.0559347,0.0357971,0.6399801911872237,0.004497710708409341,0.000830690072531005,0.004497710708409341,4971.24,4971.24,True,299.952,468.689,0.29757142857142854,0.46496924603174605,16.777728,True
cdouble,scl,1,1024,3,2,256,0,0,1,0.0955222,0.0642217,0.6723222455094209,0.005315648760465699,0.0005220451371513638,0.005315648760465699,4971.24,4971.24,True,351.284,522.494,0.3484960317460317,0.5183472222222223,33.555456,True
cdouble,scl,1,1024,3,2,512,0,0,1,0.176672,0.121382,0.6870471834812535,0.002265105205055115,0.0013630116826661837,0.002265105205055115,4971.24,4971.24,True,379.861,552.89,0.37684623015873014,0.5485019841269841,67.110912,True
cdouble,scl,1,1024,3,2,1024,0,0,1,0.3427,0.314268,0.917035307849431,0.0013202171395114996,0.0008110679894951853,0.0013202171395114996,4971.24,4971.24,True,391.66,427.093,0.38855158730158734,0.423703373015873,134.221824,False
cdouble,scl,1,1024,3,4,128,0,0,1,0.0829447,0.0634351,0.7647878646857484,0.0027207492381977802,0.0023937756119438614,0.0027207492381977802,9997.29,9997.29,True,303.411,396.726,0.30100297619047617,0.39357738095238093,25.166336,True
cdouble,scl,1,1024,3,4,256,0,0,1,0.146383,0.118736,0.8111324402423777,0.02168575663657189,0.0022085078185308405,0.02168575663657189,9997.29,9997.29,True,343.842,423.903,0.34111309523809524,0.42053869047619047,50.332672,True
