2760 MHz, 61
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       1       1       100         0.056611    9.8055e-05  2521.9      222.27      518.66      0.11057     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       1       1       100         0.10521     0.00018242  4971.2      239.20      358.82      0.20548     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       4       512     0       0       1       1       100         0.20456     0.00024491  9997.3      246.05      266.57      0.39952     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       8       512     0       0       1       1       100         0.42386     0.00046960  19846.      237.49      207.81      0.82785     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       12      512     0       0       1       1       100         0.70926     0.0013522   29807.      212.89      171.50      1.3853      3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       25      512     0       0       1       1       100         1.5613      0.0036549   61992.      201.48      147.75      3.0494      3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       1       512     0       0       1       1       100         0.12301     0.00025657  4875.6      204.58      392.13      0.24026     6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       2       512     0       0       1       1       100         0.22931     0.00036634  9659.8      219.49      246.93      0.44788     6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       4       512     0       0       1       1       100         0.44099     0.00056507  19555.      228.26      166.45      0.86132     6144        6           
