2760 MHz, 66
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      128     0       0       0       0       100         0.11843     0.00011762  25892.      1699.9      429.42      0.92525     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      128     1       0       0       0       100         0.12921     0.00010452  25986.      1558.1      393.60      1.0094      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       0       0       0       100         0.46117     0.00034970  25892.      1746.2      441.11      0.90072     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     1       0       0       0       100         0.49798     0.0012416   25986.      1617.2      408.50      0.97261     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      128     0       0       0       0       100         0.19729     0.00017284  54102.      2126.0      395.97      1.5413      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      128     1       0       0       0       100         0.20426     0.00016012  54792.      2053.4      382.45      1.5958      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      512     0       0       0       0       100         0.85798     0.0050539   54102.      1955.4      364.20      1.6757      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      512     1       0       0       0       100         0.92703     0.023708    54792.      1809.8      337.07      1.8106      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      128     0       0       0       0       100         0.38090     0.0069761   1.0784e+05  2202.3      342.74      2.9758      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      128     1       0       0       0       100         0.39897     0.0018540   1.0924e+05  2102.6      327.21      3.1170      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      512     0       0       0       0       100         1.6477      0.0043331   1.0784e+05  2036.4      316.92      3.2182      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      512     1       0       0       0       100         1.7294      0.013519    1.0924e+05  1940.2      301.94      3.3778      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      128     0       0       0       0       100         0.22615     0.00016749  52093.      1780.5      449.76      1.7668      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      128     1       0       0       0       100         0.24689     0.00014970  52154.      1630.9      411.98      1.9288      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      512     0       0       0       0       100         0.98029     0.00037566  52093.      1643.0      415.03      1.9146      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      512     1       0       0       0       100         1.0470      0.00090559  52154.      1538.4      388.60      2.0448      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      128     0       0       0       0       100         0.40654     0.00019069  1.0822e+05  2063.4      384.32      3.1761      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      128     1       0       0       0       100         0.42005     0.00037046  1.0896e+05  1997.0      371.95      3.2817      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      512     0       0       0       0       100         1.7236      0.015679    1.0822e+05  1946.8      362.59      3.3663      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      512     1       0       0       0       100         1.7639      0.0070394   1.0896e+05  1902.3      354.31      3.4450      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      128     0       0       0       0       100         0.80098     0.0063789   2.1696e+05  2094.6      325.97      6.2576      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      128     1       0       0       0       100         0.84748     0.0081912   2.1880e+05  1979.7      308.09      6.6209      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      512     0       0       0       0       100         3.1503      0.0040448   2.1696e+05  2130.3      331.52      6.1528      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      512     1       0       0       0       100         3.3244      0.0017814   2.1880e+05  2018.7      314.15      6.4930      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      128     0       0       0       0       100         0.46478     0.00028090  1.0400e+05  1732.6      437.67      3.6311      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      128     1       0       0       0       100         0.50102     0.00023252  1.0458e+05  1607.3      406.02      3.9142      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      512     0       0       0       0       100         1.9514      0.0013555   1.0400e+05  1650.7      416.98      3.8113      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      512     1       0       0       0       100         2.0811      0.0015559   1.0458e+05  1547.9      390.99      4.0646      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      25      128     0       0       0       0       100         0.86540     0.0061814   2.1673e+05  1938.7      361.08      6.7609      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      25      128     1       0       0       0       100         0.89412     0.0081831   2.1811e+05  1876.4      349.48      6.9853      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      25      512     0       0       0       0       100         3.4025      0.016167    2.1673e+05  1972.4      367.35      6.6454      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      25      512     1       0       0       0       100         3.5100      0.011074    2.1811e+05  1911.9      356.10      6.8554      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      50      128     0       0       0       0       100         1.5927      0.0011099   4.3414e+05  2106.8      327.87      12.443      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      50      128     1       0       0       0       100         1.6772      0.012774    4.3677e+05  2000.7      311.35      13.103      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      50      512     0       0       0       0       64          6.3024      0.0094379   4.3414e+05  2129.6      331.42      12.309      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      50      512     1       0       0       0       61          6.6448      0.024683    4.3677e+05  2019.9      314.35      12.978      65536       16          
2700 MHz, 72
