2670 MHz, 72
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       512     0       0       1       1       100         0.16546     0.00012128  1134.1      19.012      177.46      0.32316     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       0       1       1       100         0.16708     0.00035499  2210.6      37.656      225.95      0.32633     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       4       512     0       0       1       1       100         0.17343     0.00036477  4394.9      72.555      314.42      0.33872     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       8       512     0       0       1       1       100         0.24557     0.00022468  8677.2      102.48      358.69      0.47963     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       12      512     0       0       1       1       100         0.42208     0.00038630  13024.      89.435      288.18      0.82437     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       25      512     0       0       1       1       100         1.0307      0.0015995   26970.      76.303      223.82      2.0130      3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       1       512     0       0       1       1       100         0.20228     0.0016245   1921.5      31.102      238.46      0.39508     6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       2       512     0       0       1       1       100         0.20397     0.00022139  3775.3      61.689      277.61      0.39838     6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       4       512     0       0       1       1       100         0.29186     0.0010599   7616.2      86.226      251.50      0.57004     6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       8       512     0       0       1       1       100         0.52345     0.013315    15100.      96.154      204.33      1.0224      6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       12      512     0       0       1       1       100         0.77651     0.010027    22678.      97.227      180.95      1.5166      6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       25      512     0       0       1       1       100         1.6682      0.012048    46974.      94.285      149.60      3.2582      6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    8       1       512     0       0       1       1       100         0.22284     0.00022493  2451.3      37.644      272.93      0.43524     8192        8           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    8       2       512     0       0       1       1       100         0.25469     0.00024142  4830.6      65.874      271.74      0.49743     8192        8           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    8       4       512     0       0       1       1       100         0.37858     0.0011676   9744.1      88.633      227.13      0.73941     8192        8           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    8       8       512     0       0       1       1       100         0.66408     0.017758    19326.      101.06      180.01      1.2970      8192        8           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    8       12      512     0       0       1       1       100         1.0023      0.0012981   28999.      100.43      152.74      1.9577      8192        8           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    8       25      512     0       0       1       1       100         2.1258      0.023734    60059.      98.651      123.31      4.1520      8192        8           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    12      1       512     0       0       1       1       100         0.25726     0.00023972  3521.2      48.912      334.24      0.50245     12288       12          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    12      2       512     0       0       1       1       100         0.35517     0.00026308  6912.3      70.855      265.71      0.69370     12288       12          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    12      4       512     0       0       1       1       100         0.54515     0.00030073  13926.      92.326      203.89      1.0648      12288       12          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    12      8       512     0       0       1       1       100         1.0451      0.0014583   27601.      96.319      138.46      2.0412      12288       12          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    12      12      512     0       0       1       1       100         1.4066      0.0010075   41478.      107.35      126.74      2.7472      12288       12          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    12      25      512     0       0       1       1       100         3.0602      0.0053359   85844.      102.79      93.886      5.9770      12288       12          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      1       512     0       0       1       1       100         0.31624     0.00029190  4553.1      53.053      351.48      0.61765     16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      2       512     0       0       1       1       100         0.45109     0.0013486   8975.8      74.385      265.00      0.88104     16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      4       512     0       0       1       1       100         0.75696     0.0027150   18039.      88.656      180.08      1.4784      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      8       512     0       0       1       1       100         1.3204      0.012017    35801.      101.65      128.65      2.5789      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      512     0       0       1       1       100         1.8529      0.0013094   53883.      108.65      109.79      3.6190      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      512     0       0       1       1       100         3.9712      0.0033462   1.1127e+05  105.62      78.686      7.7562      16384       16          
2760 MHz, 63
