typ,tag,transA,m,nnzrow,nrhs,batch,transB,beta,pattern,t_vendor,t_native,ratio,relsd,sd_v,sd_n,chk_v,chk_n,agree,gbs_v,gbs_n,roof_v,roof_n,fp_mb,l2res
cdouble,bnd_banded,0,1024,16,12,128,0,0,0,0.801204,0.240347,0.2999822766736062,0.0033585524262836645,0.0014591664544859986,0.0033585524262836645,25891.7,25891.7,True,115.825,386.106,0.11490575396825398,0.38304166666666667,92.799488,False
cdouble,bnd_banded,0,1024,16,12,128,1,0,0,0.800493,0.486932,0.6082901412004852,0.0010363685278437236,0.00038615952919013655,0.0010363685278437236,25985.9,25985.9,True,115.928,190.58,0.1150079365079365,0.18906746031746033,92.799488,False
cdouble,bnd_banded,0,1024,16,12,512,0,0,0,3.22243,0.900286,0.27938108818500323,0.0009576790042275454,0.00034437675915380625,0.0009576790042275454,25891.7,25891.7,True,115.192,412.311,0.11427777777777777,0.40903869047619046,371.197952,False
cdouble,bnd_banded,0,1024,16,12,512,1,0,0,3.21835,1.87432,0.5823853838146876,0.005477506509027274,0.00034831202324172325,0.005477506509027274,25985.9,25985.9,True,115.338,198.044,0.11442261904761904,0.19647222222222224,371.197952,False
cdouble,bnd_banded,0,1024,16,25,128,0,0,0,1.61962,0.525237,0.3242964399056568,0.0004017215085761285,0.00027278867882589745,0.0004017215085761285,54102.2,54102.2,True,90.9631,280.493,0.09024117063492063,0.2782668650793651,147.32544,False
cdouble,bnd_banded,0,1024,16,25,128,1,0,0,1.61824,1.09823,0.6786570595214555,0.002844959616838003,0.0002911113308285545,0.002844959616838003,54791.6,54791.6,True,91.0404,134.149,0.09031785714285714,0.1330843253968254,147.32544,False
cdouble,bnd_banded,0,1024,16,25,512,0,0,0,6.5333,2.06359,0.31585722376134573,0.000830494429610533,0.00046242327766978403,0.000830494429610533,54102.2,54102.2,True,90.1997,285.571,0.08948382936507937,0.2833045634920635,589.30176,False
cdouble,bnd_banded,0,1024,16,25,512,1,0,0,6.52778,4.30748,0.6598690519594717,0.000914790086082814,0.00043267389525995055,0.000914790086082814,54791.6,54791.6,True,90.276,136.809,0.08955952380952381,0.1357232142857143,589.30176,False
cdouble,bnd_banded,0,1024,16,50,128,0,0,0,3.20886,0.964261,0.3004995543588689,0.00029021499365835596,0.00020882587585622307,0.00029021499365835596,107842.0,107842.0,True,78.5895,261.53,0.07796577380952381,0.25945436507936503,252.18304,False
cdouble,bnd_banded,0,1024,16,50,128,1,0,0,3.20774,2.0686,0.6448777020581469,0.0018742821231750942,0.00017110457830123388,0.0018742821231750942,109238.0,109238.0,True,78.6171,121.91,0.07799315476190476,0.12094246031746031,252.18304,False
cdouble,bnd_banded,0,1024,16,50,512,0,0,0,12.8358,3.82033,0.2976308449804453,0.0026662094635803717,5.4864519546892286e-05,0.0026662094635803717,107842.0,107842.0,True,78.5876,264.043,0.07796388888888889,0.26194742063492066,1008.73216,False
cdouble,bnd_banded,0,1024,16,50,512,1,0,0,12.8328,8.2305,0.6413643164391246,0.0019816779053520445,0.0003853469235085094,0.0019816779053520445,109238.0,109238.0,True,78.606,122.56,0.07798214285714285,0.12158730158730159,1008.73216,False
cdouble,bnd_banded,0,2048,16,12,128,0,0,0,1.59911,0.465784,0.29127702284395696,0.00793556670044484,0.0003676914033431096,0.00793556670044484,52093.2,52093.2,True,116.063,398.465,0.11514186507936508,0.39530257936507934,185.598464,False
cdouble,bnd_banded,0,2048,16,12,128,1,0,0,1.59708,0.965484,0.6045307686527913,0.0014664562022778213,0.0003923178550855311,0.0014664562022778213,52154.3,52154.3,True,116.211,192.234,0.11528869047619048,0.19070833333333334,185.598464,False
