2775 MHz, 54
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       1       0       100         0.013122    1.0438e-05  2501.8      958.91      2237.6      0.025629    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       1       0       100         0.019513    2.1205e-05  4985.5      1289.7      1934.7      0.038111    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       4       512     0       0       1       0       100         0.033743    3.7429e-05  9973.2      1491.6      1616.0      0.065905    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       8       512     0       0       1       0       100         0.10308     0.00036680  19873.      976.57      854.52      0.20133     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       12      512     0       0       1       0       100         0.13852     0.00012505  29814.      1090.1      878.12      0.27055     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       25      512     0       0       1       0       100         0.26063     0.00029967  61852.      1207.0      885.11      0.50905     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       1       512     0       0       1       0       100         0.021764    3.1713e-05  4887.6      1156.3      2216.3      0.042508    6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       2       512     0       0       1       0       100         0.032005    3.8787e-05  9761.0      1572.6      1769.3      0.062510    6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       4       512     0       0       1       0       100         0.061007    0.00039446  19641.      1650.0      1203.2      0.11916     6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       8       512     0       0       1       0       100         0.18360     0.00049421  38905.      1096.6      582.57      0.35859     6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       12      512     0       0       1       0       100         0.21293     0.00050353  58388.      1418.3      659.90      0.41587     6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    6       25      512     0       0       1       0       100         0.41925     0.0013608   1.2115e+05  1500.6      595.26      0.81885     6144        6           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    8       1       512     0       0       1       0       100         0.035769    4.8694e-05  6451.2      938.10      1700.4      0.069861    8192        8           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    8       2       512     0       0       1       0       100         0.047078    5.3744e-05  12868.      1425.5      1470.1      0.091949    8192        8           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    8       4       512     0       0       1       0       100         0.12961     0.00031511  26001.      1035.6      663.43      0.25314     8192        8           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    8       8       512     0       0       1       0       100         0.22699     0.00071948  51482.      1182.6      526.63      0.44334     8192        8           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    8       12      512     0       0       1       0       100         0.26853     0.0011165   77230.      1499.5      570.11      0.52448     8192        8           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    8       25      512     0       0       1       0       100         0.54935     0.0038007   1.6035e+05  1527.0      477.19      1.0730      8192        8           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    12      1       512     0       0       1       0       100         0.099024    9.3702e-05  9653.9      508.28      868.33      0.19341     12288       12          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    12      2       512     0       0       1       0       100         0.12387     0.00018444  19228.      812.65      761.88      0.24193     12288       12          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    12      4       512     0       0       1       0       100         0.19689     0.00047035  38811.      1022.6      564.54      0.38454     12288       12          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    12      8       512     0       0       1       0       100         0.31970     0.00081963  76690.      1259.5      452.64      0.62441     12288       12          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    12      12      512     0       0       1       0       100         0.41661     0.00072753  1.1521e+05  1449.7      427.88      0.81369     12288       12          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    12      25      512     0       0       1       0       100         0.85979     0.0032490   2.3951e+05  1463.5      334.16      1.6793      12288       12          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      1       512     0       0       1       0       100         0.16920     0.00022220  12665.      396.63      656.93      0.33047     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      2       512     0       0       1       0       100         0.18508     0.00022697  25335.      725.20      645.90      0.36148     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      4       512     0       0       1       0       100         0.27579     0.00052371  51255.      973.34      494.28      0.53865     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      8       512     0       0       1       0       100         0.42666     0.00090465  1.0142e+05  1258.3      398.14      0.83333     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       0       1       0       100         0.59119     0.00079422  1.5242e+05  1362.2      344.10      1.1547      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      512     0       0       1       0       100         1.2268      0.0033558   3.1682e+05  1367.6      254.72      2.3960      16384       16          
2760 MHz, 69
