2760 MHz, 62
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       512     0       0       1       1       100         0.029397    0.00014968  1134.1      107.01      642.12      0.057416    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       512     0       0       1       1       100         0.052611    4.1123e-05  2210.6      119.58      438.52      0.10276     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       4       512     0       0       1       1       100         0.098580    5.9014e-05  4394.9      127.64      319.13      0.19254     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       8       512     0       0       1       1       100         0.19714     0.00021581  8677.2      127.66      244.69      0.38503     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       12      512     0       0       1       1       100         0.30662     0.00035471  13024.      123.11      212.03      0.59887     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       25      512     0       0       1       1       100         0.72047     0.0012009   26970.      109.16      165.92      1.4072      3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       1       512     0       0       1       1       100         0.060479    7.2394e-05  1921.5      104.03      520.17      0.11812     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       2       512     0       0       1       1       100         0.11084     0.00022737  3775.3      113.53      321.68      0.21648     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       4       512     0       0       1       1       100         0.20902     0.0014501   7616.2      120.40      210.71      0.40824     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       8       512     0       0       1       1       100         0.41763     0.00060940  15100.      120.52      145.63      0.81568     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       12      512     0       0       1       1       100         0.67885     0.00092818  22678.      111.21      114.31      1.3259      6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       25      512     0       0       1       1       100         1.4167      0.0048353   46974.      111.02      93.261      2.7670      6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       1       512     0       0       1       1       100         0.084471    9.0657e-05  2451.3      99.307      471.73      0.16498     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       2       512     0       0       1       1       100         0.15097     0.00031215  4830.6      111.13      291.72      0.29487     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       4       512     0       0       1       1       100         0.28294     0.00047854  9744.1      118.59      185.31      0.55262     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       8       512     0       0       1       1       100         0.57234     0.00075551  19326.      117.25      120.92      1.1179      8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       12      512     0       0       1       1       100         0.91551     0.0012827   28999.      109.95      93.920      1.7881      8192        8           
