2775 MHz, 56
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       1       0       100         0.075623    8.7314e-05  2501.8      166.39      665.58      0.14770     3072        3           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       1       0       100         0.080784    5.3200e-05  4985.5      311.52      830.74      0.15778     3072        3           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    3       4       512     0       0       1       0       100         0.15102     0.0012916   9973.2      333.27      666.55      0.29497     3072        3           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    3       8       512     0       0       1       0       100         0.26665     0.00040654  19873.      377.52      629.20      0.52079     3072        3           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    3       12      512     0       0       1       0       100         0.38706     0.0021929   29814.      390.10      606.83      0.75599     3072        3           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    3       25      512     0       0       1       0       100         0.85714     0.00036851  61852.      367.00      528.49      1.6741      3072        3           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    6       1       512     0       0       1       0       100         0.12051     0.00022384  4887.6      208.83      678.72      0.23537     6144        6           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    6       2       512     0       0       1       0       100         0.14808     0.00028914  9761.0      339.91      665.66      0.28921     6144        6           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    6       4       512     0       0       1       0       100         0.25458     0.00071183  19641.      395.42      518.99      0.49722     6144        6           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    6       8       512     0       0       1       0       100         0.41908     0.00051941  38905.      480.40      475.40      0.81853     6144        6           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    6       12      512     0       0       1       0       100         0.60271     0.00054533  58388.      501.06      441.91      1.1772      6144        6           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    6       25      512     0       0       1       0       100         1.3355      0.0014256   1.2115e+05  471.10      362.75      2.6083      6144        6           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    8       1       512     0       0       1       0       100         0.17424     0.00039443  6451.2      192.57      589.77      0.34032     8192        8           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    8       2       512     0       0       1       0       100         0.19776     0.00053062  12868.      339.34      604.46      0.38626     8192        8           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    8       4       512     0       0       1       0       100         0.33174     0.0016288   26001.      404.59      461.49      0.64793     8192        8           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    8       8       512     0       0       1       0       100         0.57211     0.00093650  51482.      469.20      384.89      1.1174      8192        8           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    8       12      512     0       0       1       0       100         0.82530     0.0046348   77230.      487.89      348.13      1.6119      8192        8           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    8       25      512     0       0       1       0       100         1.6718      0.0016634   1.6035e+05  501.78      302.32      3.2652      8192        8           
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    12      1       512     0       0       1       0       100         0.29734     0.0011330   9653.9      169.27      486.66      0.58075     12288       12          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    12      2       512     0       0       1       0       100         0.32374     0.0010223   19228.      310.94      498.80      0.63231     12288       12          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    12      4       512     0       0       1       0       100         0.48557     0.0018077   38811.      414.62      401.67      0.94837     12288       12          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    12      8       512     0       0       1       0       100         0.83852     0.0029339   76690.      480.20      312.63      1.6377      12288       12          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    12      12      512     0       0       1       0       100         1.2292      0.0054491   1.1521e+05  491.37      267.86      2.4008      12288       12          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    12      25      512     0       0       1       0       100         2.3167      0.057618    2.3951e+05  543.15      236.27      4.5248      12288       12          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      1       512     0       0       1       0       100         0.45032     0.00077092  12665.      149.02      414.48      0.87953     16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      2       512     0       0       1       0       100         0.48206     0.0010929   25335.      278.42      421.99      0.94153     16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      4       512     0       0       1       0       100         0.63365     0.0024616   51255.      423.64      373.99      1.2376      16384       16          
