2775 MHz, 62
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      12      8       0       0       1       0       100         0.029950    3.0281e-05  1.5242e+05  420.13      193.66      3.7437      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      12      32      0       0       1       0       100         0.12986     0.00018900  1.5242e+05  387.58      178.65      4.0581      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      12      128     0       0       1       0       100         0.42875     0.0012088   1.5242e+05  469.57      216.44      3.3496      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       0       1       0       100         1.6014      0.015063    1.5242e+05  502.86      231.79      3.1278      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      25      8       0       0       1       0       100         0.066125    3.5456e-05  3.1682e+05  396.43      139.25      8.2657      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      25      32      0       0       1       0       100         0.22149     0.00083435  3.1682e+05  473.43      166.29      6.9214      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      25      128     0       0       1       0       100         0.84104     0.0044937   3.1682e+05  498.70      175.17      6.5706      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      25      512     0       0       1       0       100         3.2517      0.061014    3.1682e+05  515.95      181.23      6.3510      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      50      8       0       0       1       0       100         0.14634     0.00020324  6.3339e+05  358.26      107.70      18.293      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      50      32      0       0       1       0       100         0.44015     0.0028825   6.3339e+05  476.46      143.24      13.755      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      50      128     0       0       1       0       100         1.6529      0.0072165   6.3339e+05  507.52      152.57      12.913      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m1024    16      50      512     0       0       1       0       62          6.4684      0.0095791   6.3339e+05  518.75      155.95      12.634      16384       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      12      8       0       0       1       0       100         0.070102    4.5100e-05  3.0598e+05  358.99      165.47      8.7627      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      12      32      0       0       1       0       100         0.27250     0.00084974  3.0598e+05  369.41      170.27      8.5156      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      12      128     0       0       1       0       100         1.0056      0.0044498   3.0598e+05  400.40      184.56      7.8565      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      12      512     0       0       1       0       100         3.8515      0.0049905   3.0598e+05  418.18      192.76      7.5224      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      25      8       0       0       1       0       100         0.17216     0.0010676   6.3677e+05  304.54      106.97      21.520      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      25      32      0       0       1       0       100         0.54242     0.0012910   6.3677e+05  386.63      135.80      16.951      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      25      128     0       0       1       0       100         2.0543      0.0046484   6.3677e+05  408.35      143.43      16.049      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      25      512     0       0       1       0       50          8.0796      0.0053444   6.3677e+05  415.30      145.87      15.780      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      50      8       0       0       1       0       100         0.28666     0.0010821   1.2757e+06  365.79      109.97      35.832      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      50      32      0       0       1       0       100         1.0427      0.0047295   1.2757e+06  402.27      120.93      32.583      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      50      128     0       0       1       0       100         4.0120      0.0049062   1.2757e+06  418.17      125.71      31.344      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m2048    16      50      512     0       0       1       0       26          15.894      0.011618    1.2757e+06  422.22      126.93      31.043      32768       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      12      8       0       0       1       0       100         0.17565     0.00030290  6.0668e+05  286.55      132.08      21.956      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      12      32      0       0       1       0       100         0.58606     0.0014915   6.0668e+05  343.53      158.34      18.314      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      12      128     0       0       1       0       100         2.2711      0.022393    6.0668e+05  354.59      163.45      17.743      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      12      512     0       0       1       0       45          8.9456      0.0099554   6.0668e+05  360.09      165.98      17.472      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      25      8       0       0       1       0       100         0.32496     0.0011978   1.2647e+06  322.68      113.34      40.620      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      25      32      0       0       1       0       100         1.2152      0.0066700   1.2647e+06  345.15      121.24      37.975      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      25      128     0       0       1       0       85          4.7470      0.013418    1.2647e+06  353.43      124.14      37.086      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      25      512     0       0       1       0       22          18.869      0.0064148   1.2647e+06  355.66      124.93      36.853      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      50      8       0       0       1       0       100         0.61542     0.0019006   2.5318e+06  340.77      102.44      76.927      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      50      32      0       0       1       0       100         2.3689      0.0046169   2.5318e+06  354.11      106.46      74.028      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      50      128     0       0       1       0       43          9.3612      0.0060909   2.5318e+06  358.44      107.76      73.135      65536       16          
[1m(BM_SPMM_Grid<std::complex<double>, batchlas::Backend::CUDA>)[0m4096    16      50      512     0       0       1       0       20          37.350      0.014067    2.5318e+06  359.35      108.03      72.949      65536       16          
2760 MHz, 66
