2775 MHz, 63
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       8       0       0       0       0       100         0.0028909   7.1736e-05  440.70      17.002      158.70      0.36136     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       8       0       0       1       0       100         0.0034037   5.3180e-06  1134.1      14.441      134.79      0.42546     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       32      0       0       0       0       100         0.0028708   6.0893e-05  440.70      68.486      639.25      0.089711    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       32      0       0       1       0       100         0.0038653   0.00020241  1134.1      50.864      474.77      0.12079     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       64      0       0       0       0       100         0.0034884   0.00037657  440.70      112.72      1052.1      0.054507    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       64      0       0       1       0       100         0.0043921   2.1009e-05  1134.1      89.529      835.66      0.068626    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       128     0       0       0       0       100         0.0040849   3.8223e-06  440.70      192.52      1797.0      0.031914    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       128     0       0       1       0       100         0.0061865   0.00029718  1134.1      127.12      1186.6      0.048332    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       256     0       0       0       0       100         0.0057025   0.00011022  440.70      275.82      2574.5      0.022275    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       256     0       0       1       0       100         0.010165    1.2392e-05  1134.1      154.74      1444.3      0.039705    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       512     0       0       0       0       100         0.0087472   2.4468e-06  440.70      359.63      3356.8      0.017084    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       512     0       0       1       0       100         0.016873    1.3287e-05  1134.1      186.44      1740.2      0.032955    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       1024    0       0       0       0       100         0.015024    5.8495e-05  440.70      418.75      3908.6      0.014672    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       1024    0       0       1       0       100         0.030345    1.2578e-05  1134.1      207.33      1935.2      0.029634    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8       0       0       0       0       100         0.0029151   3.6776e-05  874.68      33.723      202.35      0.36438     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       8       0       0       1       0       100         0.0034884   1.4166e-06  2210.6      28.180      169.09      0.43605     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       32      0       0       0       0       100         0.0029099   4.5825e-05  874.68      135.13      810.82      0.090935    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       32      0       0       1       0       100         0.0040798   1.2682e-06  2210.6      96.381      578.32      0.12749     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       64      0       0       0       0       100         0.0032287   1.8468e-06  874.68      243.57      1461.5      0.050449    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       64      0       0       1       0       100         0.0048600   2.3439e-06  2210.6      161.82      970.96      0.075937    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       128     0       0       0       0       100         0.0044885   1.5601e-06  874.68      350.42      2102.6      0.035067    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       128     0       0       1       0       100         0.0069522   2.8542e-06  2210.6      226.24      1357.5      0.054314    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       256     0       0       0       0       100         0.0066079   2.2975e-06  874.68      476.06      2856.5      0.025812    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       256     0       0       1       0       100         0.011169    1.8482e-05  2210.6      281.66      1690.1      0.043627    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       0       0       0       100         0.010142    8.9256e-06  874.68      620.34      3722.2      0.019809    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       0       1       0       100         0.021650    2.3435e-05  2210.6      290.60      1743.7      0.042286    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1024    0       0       0       0       100         0.036012    6.7164e-05  874.68      349.41      2096.6      0.035168    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       1024    0       0       1       0       100         0.043118    0.00063028  2210.6      291.83      1751.1      0.042107    3072        3           
2715 MHz, 69
