2760 MHz, 66
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       0       0       0       100         0.16755     0.00026175  874.68      37.549      225.30      0.32726     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       0       1       0       100         0.16689     0.00022514  2210.6      37.698      226.20      0.32596     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       1       0       0       100         0.16237     0.00020639  3.0439e+06  38.747      284.16      0.31713     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       1       1       0       100         0.16220     0.00016318  7.7106e+06  38.789      284.46      0.31679     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     1       0       0       0       100         0.16736     0.0010580   830.12      37.593      225.57      0.32687     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     1       0       1       0       100         0.16707     0.00021163  2155.0      37.658      225.96      0.32630     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     1       1       0       0       100         0.16279     0.00084910  2.8888e+06  38.648      283.43      0.31794     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     1       1       1       0       100         0.16244     0.00033687  7.4993e+06  38.730      284.03      0.31727     3072        3           
2775 MHz, 56
