2715 MHz, 69
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      8       0       0       1       0       100         0.015607    1.3622e-05  53883.      201.56      203.66      1.9509      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      32      0       0       1       0       100         0.050898    0.00018486  53883.      247.22      249.79      1.5906      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      128     0       0       1       0       100         0.13390     0.00050949  53883.      375.88      379.80      1.0461      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      512     0       0       1       0       100         0.53048     0.0017528   53883.      379.52      383.48      1.0361      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      8       0       0       1       0       100         0.026000    2.2323e-05  1.1127e+05  252.07      187.79      3.2499      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      32      0       0       1       0       100         0.081606    0.00020245  1.1127e+05  321.23      239.32      2.5502      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      128     0       0       1       0       100         0.27096     0.00068582  1.1127e+05  386.98      288.30      2.1169      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      512     0       0       1       0       100         1.0749      0.0090488   1.1127e+05  390.19      290.69      2.0995      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      50      8       0       0       1       0       100         0.054751    7.4043e-05  2.2244e+05  239.40      149.03      6.8438      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      50      32      0       0       1       0       100         0.13358     0.00060788  2.2244e+05  392.48      244.32      4.1745      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      50      128     0       0       1       0       100         0.52188     0.00088976  2.2244e+05  401.85      250.15      4.0772      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      50      512     0       0       1       0       100         2.0615      0.012072    2.2244e+05  406.93      253.31      4.0263      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      12      8       0       0       1       0       100         0.037281    3.1536e-05  1.0758e+05  168.76      170.52      4.6601      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      12      32      0       0       1       0       100         0.10973     0.00070686  1.0758e+05  229.35      231.74      3.4290      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      12      128     0       0       1       0       100         0.38229     0.00096322  1.0758e+05  263.32      266.06      2.9866      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      12      512     0       0       1       0       100         1.5423      0.012345    1.0758e+05  261.08      263.80      3.0123      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      25      8       0       0       1       0       100         0.072735    8.7437e-05  2.2318e+05  180.21      134.25      9.0919      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      25      32      0       0       1       0       100         0.19575     0.00081390  2.2318e+05  267.83      199.53      6.1173      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      25      128     0       0       1       0       100         0.81057     0.0016664   2.2318e+05  258.72      192.75      6.3326      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      25      512     0       0       1       0       100         3.2633      0.0095388   2.2318e+05  257.06      191.51      6.3736      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      50      8       0       0       1       0       100         0.13825     0.00014436  4.4688e+05  189.62      118.04      17.281      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      50      32      0       0       1       0       100         0.38082     0.0010183   4.4688e+05  275.35      171.41      11.901      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      50      128     0       0       1       0       100         1.5867      0.0069230   4.4688e+05  264.34      164.55      12.396      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m2048    16      50      512     0       0       1       0       63          6.3881      0.027620    4.4688e+05  262.63      163.49      12.477      32768       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      12      8       0       0       1       0       100         0.088524    9.7352e-05  2.1262e+05  142.14      143.62      11.066      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      12      32      0       0       1       0       100         0.28085     0.00086544  2.1262e+05  179.21      181.08      8.7767      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      12      128     0       0       1       0       100         1.1354      0.0036249   2.1262e+05  177.32      179.17      8.8703      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      12      512     0       0       1       0       89          4.5376      0.0057587   2.1262e+05  177.47      179.32      8.8626      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      25      8       0       0       1       0       100         0.16440     0.00091877  4.4286e+05  159.46      118.80      20.550      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      25      32      0       0       1       0       100         0.58777     0.00099657  4.4286e+05  178.40      132.91      18.368      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      25      128     0       0       1       0       100         2.3579      0.010443    4.4286e+05  177.88      132.52      18.421      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      25      512     0       0       1       0       43          9.3978      0.0082099   4.4286e+05  178.52      133.00      18.355      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      50      8       0       0       1       0       100         0.28930     0.00090156  8.8738e+05  181.23      112.81      36.162      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      50      32      0       0       1       0       100         1.1625      0.0035139   8.8738e+05  180.40      112.30      36.328      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      50      128     0       0       1       0       86          4.6546      0.0056417   8.8738e+05  180.22      112.19      36.364      65536       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m4096    16      50      512     0       0       1       0       22          18.576      0.010466    8.8738e+05  180.64      112.45      36.280      65536       16          
2760 MHz, 64
