type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,96,2048,512,T,auto,1,1,1.80789,1.80801,0.0002,0.0003,900.6,900.5,1.0001,0.00e+00,0.00e+00,96,2048,96,1536,0
double,96,2048,512,T,auto,1,1,0.87625,0.87528,0.0037,0.0021,929.1,930.1,0.9989,0.00e+00,0.00e+00,96,2048,96,768,0
cfloat,96,2048,512,T,auto,1,1,0.87499,0.87633,0.0015,0.0042,930.4,929.0,1.0015,0.00e+00,0.00e+00,96,2048,96,768,0
float,96,2048,512,T,auto,1,1,0.43806,0.43773,0.0016,0.0017,929.2,929.9,0.9993,0.00e+00,0.00e+00,96,2048,96,384,0
cdouble,128,2048,512,T,auto,1,1,2.32797,2.32846,0.0810,0.0536,930.1,929.9,1.0002,0.00e+00,0.00e+00,128,2048,128,2048,0
double,128,2048,512,T,auto,1,1,1.16353,1.16375,0.0033,0.0032,930.5,930.3,1.0002,0.00e+00,0.00e+00,128,2048,128,1024,0
cfloat,128,2048,512,T,auto,1,1,1.16097,1.16069,0.0020,0.0035,932.5,932.8,0.9998,0.00e+00,0.00e+00,128,2048,128,1024,0
float,128,2048,512,T,auto,1,1,0.58391,0.58228,0.1175,0.1594,927.1,929.7,0.9972,0.00e+00,0.00e+00,128,2048,128,512,0
cdouble,1,256,512,T,auto,8,1,0.02088,0.16404,0.0038,0.0007,201.3,25.6,7.8569,0.00e+00,0.00e+00,1,256,1,2,0
double,1,256,512,T,auto,8,1,0.01131,0.06840,0.0098,0.0019,185.8,30.7,6.0495,0.00e+00,0.00e+00,1,256,1,1,0
cfloat,1,256,512,T,auto,8,1,0.00838,0.02522,0.0111,0.0032,250.8,83.3,3.0101,0.00e+00,0.00e+00,1,256,1,1,0
float,1,256,512,T,auto,8,1,0.00856,0.02345,0.0101,0.0042,122.7,44.8,2.7374,0.00e+00,0.00e+00,1,256,1,0,0
cdouble,2,256,512,T,auto,8,1,0.02087,0.16413,0.0049,0.0012,302.3,38.4,7.8664,0.00e+00,0.00e+00,2,256,2,4,0
double,2,256,512,T,auto,8,1,0.01126,0.06841,0.0125,0.0022,280.1,46.1,6.0764,0.00e+00,0.00e+00,2,256,2,2,0
cfloat,2,256,512,T,auto,8,1,0.00854,0.02532,0.0071,0.0035,369.3,124.6,2.9646,0.00e+00,0.00e+00,2,256,2,2,0
float,2,256,512,T,auto,8,1,0.00825,0.02302,0.0122,0.0607,191.1,68.5,2.7895,0.00e+00,0.00e+00,2,256,2,1,0
cdouble,4,256,512,T,auto,8,1,0.02105,0.16450,0.0048,0.0031,499.6,63.9,7.8139,0.00e+00,0.00e+00,4,256,4,8,0
double,4,256,512,T,auto,8,1,0.01135,0.06854,0.0125,0.0010,463.2,76.7,6.0370,0.00e+00,0.00e+00,4,256,4,4,0
cfloat,4,256,512,T,auto,8,1,0.00854,0.02531,0.0111,0.0041,615.6,207.8,2.9623,0.00e+00,0.00e+00,4,256,4,4,0
float,4,256,512,T,auto,8,1,0.00823,0.02293,0.0157,0.0032,319.3,114.7,2.7849,0.00e+00,0.00e+00,4,256,4,2,0
cdouble,8,256,512,T,auto,8,1,0.02513,0.16424,0.0031,0.0011,753.6,115.3,6.5353,0.00e+00,0.00e+00,8,256,8,16,0
double,8,256,512,T,auto,8,1,0.01160,0.06837,0.0099,0.0014,816.6,138.5,5.8955,0.00e+00,0.00e+00,8,256,8,8,0
cfloat,8,256,512,T,auto,8,1,0.00879,0.02533,0.0099,0.0185,1077.6,373.8,2.8826,0.00e+00,0.00e+00,8,256,8,8,0
float,8,256,512,T,auto,8,1,0.00828,0.02311,0.0102,0.0053,572.1,204.9,2.7916,0.00e+00,0.00e+00,8,256,8,4,0
cdouble,16,256,512,T,auto,8,1,0.03477,0.16569,0.0226,0.0073,1029.1,216.0,4.7653,0.00e+00,0.00e+00,16,256,16,32,0
double,16,256,512,T,auto,8,1,0.01503,0.06850,0.0096,0.0053,1190.8,261.2,4.5592,0.00e+00,0.00e+00,16,256,16,16,0
cfloat,16,256,512,T,auto,8,1,0.01216,0.02533,0.0255,0.0031,1471.6,706.2,2.0837,0.00e+00,0.00e+00,16,256,16,16,0
float,16,256,512,T,auto,8,1,0.00877,0.02320,0.0085,0.0031,1020.6,385.6,2.6469,0.00e+00,0.00e+00,16,256,16,8,0
cdouble,24,256,512,T,auto,8,1,0.04208,0.16538,0.0215,0.0485,1250.7,318.2,3.9304,0.00e+00,0.00e+00,24,256,24,48,0
double,24,256,512,T,auto,8,1,0.01542,0.06842,0.0047,0.0012,1706.5,384.6,4.4374,0.00e+00,0.00e+00,24,256,24,24,0
cfloat,24,256,512,T,auto,1,1,0.02545,0.02549,0.0026,0.0056,1033.8,1032.3,1.0014,0.00e+00,0.00e+00,24,256,24,24,0
float,24,256,512,T,auto,8,1,0.00991,0.02313,0.0073,0.0020,1327.0,568.8,2.3332,0.00e+00,0.00e+00,24,256,24,12,0
cdouble,32,256,512,T,auto,8,1,0.04971,0.16497,0.0014,0.0012,1397.6,421.1,3.3189,0.00e+00,0.00e+00,32,256,32,64,0
double,32,256,512,T,auto,8,1,0.01881,0.06842,0.0074,0.0023,1846.6,507.7,3.6375,0.00e+00,0.00e+00,32,256,32,32,0
cfloat,32,256,512,T,auto,1,1,0.02543,0.02542,0.0022,0.0036,1366.0,1366.4,0.9998,0.00e+00,0.00e+00,32,256,32,32,0
float,32,256,512,T,auto,4,1,0.01157,0.02298,0.0059,0.0039,1501.6,755.7,1.9869,0.00e+00,0.00e+00,32,256,32,16,0
cdouble,48,256,512,T,auto,4,1,0.11736,0.23255,0.0210,0.0015,878.9,443.6,1.9814,0.00e+00,0.00e+00,48,256,48,96,0
double,48,256,512,T,auto,4,1,0.02509,0.06806,0.0034,0.0023,2055.9,757.8,2.7129,0.00e+00,0.00e+00,48,256,48,48,0
cfloat,48,256,512,T,auto,1,1,0.02995,0.02989,0.0046,0.0042,1722.3,1725.5,0.9982,0.00e+00,0.00e+00,48,256,48,48,0
float,48,256,512,T,auto,1,1,0.02336,0.02338,0.0042,0.0036,1103.8,1102.9,1.0008,0.00e+00,0.00e+00,48,256,48,24,0
cdouble,64,256,512,T,auto,4,1,0.15887,0.19980,0.0083,0.0020,861.4,684.9,1.2577,0.00e+00,0.00e+00,64,256,64,128,0
double,64,256,512,T,auto,1,1,0.06858,0.06872,0.0014,0.0025,997.7,995.7,1.0021,0.00e+00,0.00e+00,64,256,64,64,0
cfloat,64,256,512,T,auto,1,1,0.02806,0.02805,0.0021,0.0031,2438.0,2439.1,0.9995,0.00e+00,0.00e+00,64,256,64,64,0
float,64,256,512,T,auto,1,1,0.02327,0.02326,0.0041,0.0039,1470.0,1470.7,0.9995,0.00e+00,0.00e+00,64,256,64,32,0
cdouble,96,256,512,T,auto,1,1,0.23649,0.23652,0.0015,0.0011,863.5,863.4,1.0001,0.00e+00,0.00e+00,96,256,96,192,0
double,96,256,512,T,auto,1,1,0.11648,0.11642,0.0020,0.0020,876.6,877.1,0.9994,0.00e+00,0.00e+00,96,256,96,96,0
cfloat,96,256,512,T,auto,1,1,0.11602,0.11592,0.0014,0.0017,880.0,880.8,0.9991,0.00e+00,0.00e+00,96,256,96,96,0
float,96,256,512,T,auto,1,1,0.02343,0.02351,0.0029,0.0059,2179.1,2171.3,1.0036,0.00e+00,0.00e+00,96,256,96,48,0
cdouble,128,256,512,T,auto,1,1,0.30231,0.30166,0.0031,0.0033,898.3,900.3,0.9978,0.00e+00,0.00e+00,128,256,128,256,0
double,128,256,512,T,auto,1,1,0.15259,0.15266,0.0014,0.0024,889.9,889.5,1.0004,0.00e+00,0.00e+00,128,256,128,128,0
cfloat,128,256,512,T,auto,1,1,0.15126,0.15105,0.0055,0.0016,897.8,899.0,0.9987,0.00e+00,0.00e+00,128,256,128,128,0
float,128,256,512,T,auto,1,1,0.02661,0.02646,0.0038,0.1758,2551.8,2566.3,0.9943,0.00e+00,0.00e+00,128,256,128,64,0
cdouble,256,256,512,T,auto,1,1,0.58803,0.58895,0.0052,0.0017,920.1,918.7,1.0016,0.00e+00,0.00e+00,256,256,256,512,0
double,256,256,512,T,auto,1,1,0.29517,0.29534,0.0027,0.0023,916.5,916.0,1.0006,0.00e+00,0.00e+00,256,256,256,256,0
cfloat,256,256,512,T,auto,1,1,0.29446,0.29446,0.0017,0.0023,918.7,918.8,1.0000,0.00e+00,0.00e+00,256,256,256,256,0
float,256,256,512,T,auto,1,1,0.15164,0.15164,0.0117,0.0061,892.0,892.0,1.0000,0.00e+00,0.00e+00,256,256,256,128,0
cdouble,8,64,512,T,auto,8,1,0.01103,0.04560,0.0254,0.0122,433.9,104.9,4.1361,0.00e+00,0.00e+00,8,64,8,4,0
double,8,64,512,T,auto,8,1,0.00749,0.02161,0.0105,0.0042,319.3,110.7,2.8844,0.00e+00,0.00e+00,8,64,8,2,0
cfloat,8,64,512,T,auto,8,1,0.00663,0.01079,0.0155,0.0071,360.6,221.7,1.6266,0.00e+00,0.00e+00,8,64,8,2,0
float,8,64,512,T,auto,8,1,0.00645,0.01019,0.0128,0.0091,185.5,117.4,1.5802,0.00e+00,0.00e+00,8,64,8,1,0
cdouble,16,64,512,T,auto,8,1,0.01305,0.04574,0.0044,0.0020,693.1,197.7,3.5057,0.00e+00,0.00e+00,16,64,16,8,0
double,16,64,512,T,auto,8,1,0.00853,0.02153,0.0128,0.0044,529.9,210.0,2.5230,0.00e+00,0.00e+00,16,64,16,4,0
cfloat,16,64,512,T,auto,8,1,0.00785,0.01087,0.0101,0.0074,575.8,416.0,1.3843,0.00e+00,0.00e+00,16,64,16,4,0
float,16,64,512,T,auto,8,1,0.00664,0.01024,0.0109,0.0076,340.5,220.8,1.5423,0.00e+00,0.00e+00,16,64,16,2,0
cdouble,32,64,512,T,auto,8,1,0.01703,0.04576,0.0027,0.0016,1031.1,383.8,2.6866,0.00e+00,0.00e+00,32,64,32,16,0
double,32,64,512,T,auto,8,1,0.00986,0.02160,0.0068,0.0048,891.0,406.6,2.1912,0.00e+00,0.00e+00,32,64,32,8,0
cfloat,32,64,512,T,auto,1,1,0.01081,0.01076,0.0051,0.0100,812.1,816.5,0.9946,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,T,auto,4,1,0.00756,0.01021,0.0115,0.0870,581.0,430.0,1.3510,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,T,auto,4,1,0.02894,0.05404,0.0031,0.0018,1195.5,640.3,1.8672,0.00e+00,0.00e+00,64,64,64,32,0
double,64,64,512,T,auto,1,1,0.02188,0.02181,0.0049,0.0042,790.7,793.4,0.9966,0.00e+00,0.00e+00,64,64,64,16,0
cfloat,64,64,512,T,auto,1,1,0.01129,0.01131,0.0096,0.0095,1531.9,1529.3,1.0017,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,T,auto,1,1,0.01107,0.01110,0.0095,0.0121,781.4,779.7,1.0022,0.00e+00,0.00e+00,64,64,64,8,0
cdouble,128,64,512,T,auto,1,1,0.07065,0.07064,0.0019,0.0016,972.2,972.2,1.0000,0.00e+00,0.00e+00,128,64,128,64,0
double,128,64,512,T,auto,1,1,0.02902,0.02896,0.0039,0.0070,1183.2,1185.8,0.9978,0.00e+00,0.00e+00,128,64,128,32,0
cfloat,128,64,512,T,auto,1,1,0.01351,0.01351,0.0066,0.0073,2541.7,2541.7,1.0000,0.00e+00,0.00e+00,128,64,128,32,0
float,128,64,512,T,auto,1,1,0.01104,0.01106,0.0080,0.0105,1554.6,1553.2,1.0009,0.00e+00,0.00e+00,128,64,128,16,0
cdouble,8,256,128,T,auto,8,1,0.01085,0.04539,0.0074,0.0013,436.4,104.3,4.1836,0.00e+00,0.00e+00,8,256,8,4,0
double,8,256,128,T,auto,8,1,0.00747,0.02162,0.0084,0.0047,316.8,109.5,2.8931,0.00e+00,0.00e+00,8,256,8,2,0
cfloat,8,256,128,T,auto,8,1,0.00677,0.01094,0.0170,0.0077,349.8,216.4,1.6166,0.00e+00,0.00e+00,8,256,8,2,0
float,8,256,128,T,auto,8,1,0.00650,0.01021,0.0108,0.0062,182.2,116.0,1.5708,0.00e+00,0.00e+00,8,256,8,1,0
cdouble,32,256,128,T,auto,8,1,0.01715,0.04587,0.0057,0.0011,1012.7,378.6,2.6748,0.00e+00,0.00e+00,32,256,32,16,0
double,32,256,128,T,auto,8,1,0.00990,0.02158,0.0075,0.0038,877.4,402.4,2.1807,0.00e+00,0.00e+00,32,256,32,8,0
cfloat,32,256,128,T,auto,1,1,0.01088,0.01085,0.0096,0.0115,797.9,800.5,0.9968,0.00e+00,0.00e+00,32,256,32,8,0
float,32,256,128,T,auto,4,1,0.00763,0.01018,0.0119,0.0054,568.9,426.3,1.3345,0.00e+00,0.00e+00,32,256,32,4,0
cdouble,64,256,128,T,auto,4,1,0.02881,0.05409,0.0033,0.0019,1187.4,632.5,1.8774,0.00e+00,0.00e+00,64,256,64,32,0
double,64,256,128,T,auto,1,1,0.02178,0.02197,0.0051,0.0079,785.3,778.6,1.0086,0.00e+00,0.00e+00,64,256,64,16,0
cfloat,64,256,128,T,auto,1,1,0.01145,0.01145,0.0520,0.0063,1493.4,1494.5,0.9992,0.00e+00,0.00e+00,64,256,64,16,0
float,64,256,128,T,auto,1,1,0.01026,0.01023,0.0097,0.0098,833.2,836.3,0.9963,0.00e+00,0.00e+00,64,256,64,8,0
cdouble,128,256,128,T,auto,1,1,0.07070,0.07067,0.0019,0.0197,960.3,960.7,0.9996,0.00e+00,0.00e+00,128,256,128,64,0
double,128,256,128,T,auto,1,1,0.02880,0.02891,0.0025,0.0059,1178.9,1174.5,1.0038,0.00e+00,0.00e+00,128,256,128,32,0
cfloat,128,256,128,T,auto,1,1,0.01346,0.01340,0.0060,0.0108,2522.3,2534.0,0.9954,0.00e+00,0.00e+00,128,256,128,32,0
float,128,256,128,T,auto,1,1,0.01090,0.01090,0.0064,0.0060,1556.9,1556.9,1.0000,0.00e+00,0.00e+00,128,256,128,16,0
cdouble,16,2048,128,T,auto,8,1,0.06085,0.32270,0.0026,0.0006,1172.3,221.1,5.3031,0.00e+00,0.00e+00,16,2048,16,64,0
double,16,2048,128,T,auto,8,1,0.02432,0.13145,0.0031,0.0008,1466.4,271.3,5.4042,0.00e+00,0.00e+00,16,2048,16,32,0
cfloat,16,2048,128,T,auto,8,1,0.01757,0.04472,0.0151,0.0015,2030.2,797.6,2.5452,0.00e+00,0.00e+00,16,2048,16,32,0
float,16,2048,128,T,auto,8,1,0.01138,0.04030,0.0076,0.0018,1566.4,442.5,3.5397,0.00e+00,0.00e+00,16,2048,16,16,0
cdouble,64,2048,128,T,auto,4,1,0.30526,0.39259,0.0285,0.0466,893.5,694.8,1.2861,0.00e+00,0.00e+00,64,2048,64,256,0
double,64,2048,128,T,auto,1,1,0.15186,0.15236,0.0033,0.0040,898.1,895.1,1.0033,0.00e+00,0.00e+00,64,2048,64,128,0
cfloat,64,2048,128,T,auto,1,1,0.15210,0.15245,0.0022,0.0031,896.6,894.6,1.0023,0.00e+00,0.00e+00,64,2048,64,128,0
float,64,2048,128,T,auto,1,1,0.04074,0.04070,0.0066,0.0068,1673.9,1675.4,0.9991,0.00e+00,0.00e+00,64,2048,64,64,0
