type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,8,1,512,T,auto,1,1,0.00760,0.00772,0.0107,0.0396,18.3,18.0,1.0159,0.00e+00,0.00e+00,8,1,8,0,0
double,8,1,512,T,auto,1,1,0.00725,0.00725,0.0211,0.0169,9.6,9.6,0.9990,0.00e+00,0.00e+00,8,1,8,0,0
cfloat,8,1,512,T,auto,1,1,0.00628,0.00625,0.0123,0.0160,11.1,11.1,0.9967,0.00e+00,0.00e+00,8,1,8,0,0
float,8,1,512,T,auto,1,1,0.00618,0.00613,0.0148,0.0175,5.6,5.7,0.9926,0.00e+00,0.00e+00,8,1,8,0,0
cdouble,32,1,512,T,auto,1,1,0.00756,0.00755,0.0180,0.0306,70.4,70.5,0.9989,0.00e+00,0.00e+00,32,1,32,0,0
double,32,1,512,T,auto,1,1,0.00755,0.00754,0.0200,0.1053,35.3,35.3,0.9991,0.00e+00,0.00e+00,32,1,32,0,0
cfloat,32,1,512,T,auto,1,1,0.00621,0.00620,0.0082,0.0150,42.9,42.9,0.9986,0.00e+00,0.00e+00,32,1,32,0,0
float,32,1,512,T,auto,1,1,0.00659,0.00669,0.0096,0.0199,20.2,19.9,1.0153,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,64,1,512,T,auto,1,1,0.00672,0.00681,0.0106,0.0120,157.3,155.3,1.0128,0.00e+00,0.00e+00,64,1,64,0,0
double,64,1,512,T,auto,1,1,0.00630,0.00635,0.0080,0.0169,83.8,83.2,1.0075,0.00e+00,0.00e+00,64,1,64,0,0
cfloat,64,1,512,T,auto,1,1,0.00623,0.00623,0.0101,0.2381,84.8,84.8,0.9990,0.00e+00,0.00e+00,64,1,64,0,0
float,64,1,512,T,auto,1,1,0.00617,0.00613,0.0136,0.0097,42.8,43.1,0.9945,0.00e+00,0.00e+00,64,1,64,0,0
cdouble,32,2,512,T,auto,1,1,0.00722,0.00731,0.0100,0.0131,111.1,109.8,1.0125,0.00e+00,0.00e+00,32,2,32,0,0
double,32,2,512,T,auto,1,1,0.00636,0.00639,0.0107,0.0131,63.1,62.8,1.0052,0.00e+00,0.00e+00,32,2,32,0,0
cfloat,32,2,512,T,auto,1,1,0.00752,0.00755,0.0137,0.0254,53.4,53.2,1.0033,0.00e+00,0.00e+00,32,2,32,0,0
float,32,2,512,T,auto,1,1,0.00622,0.00627,0.0116,0.0243,32.3,32.0,1.0080,0.00e+00,0.00e+00,32,2,32,0,0
cdouble,64,2,512,T,auto,1,1,0.00754,0.00754,0.0132,0.0136,210.7,210.9,0.9993,0.00e+00,0.00e+00,64,2,64,1,0
double,64,2,512,T,auto,1,1,0.00645,0.00648,0.2087,0.0150,123.2,122.7,1.0039,0.00e+00,0.00e+00,64,2,64,0,0
cfloat,64,2,512,T,auto,1,1,0.00622,0.00621,0.0225,0.0126,127.7,127.9,0.9987,0.00e+00,0.00e+00,64,2,64,0,0
float,64,2,512,T,auto,1,1,0.00626,0.00622,0.0138,0.0128,63.4,63.9,0.9931,0.00e+00,0.00e+00,64,2,64,0,0
cdouble,32,4,512,T,auto,8,1,0.00709,0.00866,0.0187,0.0118,189.6,155.2,1.2220,0.00e+00,0.00e+00,32,4,32,1,0
double,32,4,512,T,auto,8,1,0.00656,0.00690,0.0048,0.0126,102.5,97.3,1.0531,0.00e+00,0.00e+00,32,4,32,0,0
cfloat,32,4,512,T,auto,1,1,0.00683,0.00677,0.1330,0.0126,98.4,99.3,0.9915,0.00e+00,0.00e+00,32,4,32,0,0
float,32,4,512,T,auto,1,1,0.00620,0.00619,0.0084,0.0262,54.2,54.2,0.9985,0.00e+00,0.00e+00,32,4,32,0,0
cdouble,64,4,512,T,auto,1,1,0.00912,0.00919,0.0076,0.0089,290.9,289.0,1.0066,0.00e+00,0.00e+00,64,4,64,2,0
