type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
double,64,4,512,T,auto,1,1,0.00695,0.00696,0.0751,0.0177,191.1,190.6,1.0026,0.00e+00,0.00e+00,64,4,64,1,0
cfloat,64,4,512,T,auto,1,1,0.00638,0.00649,0.0137,0.0102,207.9,204.6,1.0160,0.00e+00,0.00e+00,64,4,64,1,0
float,64,4,512,T,auto,1,1,0.00617,0.00616,0.0128,0.0122,107.5,107.8,0.9977,0.00e+00,0.00e+00,64,4,64,0,0
cdouble,32,8,512,T,auto,8,1,0.00725,0.01086,0.0101,0.0075,334.4,223.2,1.4983,0.00e+00,0.00e+00,32,8,32,2,0
double,32,8,512,T,auto,8,1,0.00715,0.00830,0.0136,0.0103,169.5,146.1,1.1603,0.00e+00,0.00e+00,32,8,32,1,0
cfloat,32,8,512,T,auto,1,1,0.00650,0.00651,0.0184,0.0103,186.5,186.1,1.0022,0.00e+00,0.00e+00,32,8,32,1,0
float,32,8,512,T,auto,1,1,0.00630,0.00631,0.0069,0.0137,96.3,96.1,1.0017,0.00e+00,0.00e+00,32,8,32,0,0
cdouble,64,8,512,T,auto,1,1,0.01217,0.01231,0.0085,0.0189,393.0,388.5,1.0117,0.00e+00,0.00e+00,64,8,64,4,0
double,64,8,512,T,auto,1,1,0.00806,0.00813,0.0092,0.0153,296.7,294.2,1.0087,0.00e+00,0.00e+00,64,8,64,2,0
cfloat,64,8,512,T,auto,1,1,0.00668,0.00666,0.0150,0.0136,357.9,359.4,0.9957,0.00e+00,0.00e+00,64,8,64,2,0
float,64,8,512,T,auto,1,1,0.00639,0.00634,0.0127,0.0125,187.2,188.5,0.9930,0.00e+00,0.00e+00,64,8,64,1,0
cdouble,32,16,512,T,auto,8,1,0.00883,0.01613,0.0113,0.0060,519.5,284.4,1.8263,0.00e+00,0.00e+00,32,16,32,4,0
double,32,16,512,T,auto,8,1,0.00691,0.01027,0.0148,0.0087,331.9,223.4,1.4861,0.00e+00,0.00e+00,32,16,32,2,0
cfloat,32,16,512,T,auto,1,1,0.00731,0.00728,0.0095,0.0143,313.6,315.2,0.9949,0.00e+00,0.00e+00,32,16,32,2,0
float,32,16,512,T,auto,4,1,0.00649,0.00709,0.0123,0.0121,176.6,161.8,1.0916,0.00e+00,0.00e+00,32,16,32,1,0
cdouble,64,16,512,T,auto,4,1,0.01190,0.01824,0.0064,0.0049,759.8,495.9,1.5323,0.00e+00,0.00e+00,64,16,64,8,0
double,64,16,512,T,auto,1,1,0.01044,0.01042,0.0051,0.0243,433.3,434.0,0.9984,0.00e+00,0.00e+00,64,16,64,4,0
cfloat,64,16,512,T,auto,1,1,0.00975,0.00955,0.1264,0.0176,463.7,473.3,0.9798,0.00e+00,0.00e+00,64,16,64,4,0
float,64,16,512,T,auto,1,1,0.00704,0.00703,0.0144,0.0187,321.1,321.5,0.9989,0.00e+00,0.00e+00,64,16,64,2,0
cdouble,32,32,512,T,auto,8,1,0.01159,0.02590,0.0109,0.0043,769.1,344.1,2.2348,0.00e+00,0.00e+00,32,32,32,8,0
double,32,32,512,T,auto,8,1,0.00828,0.01472,0.0073,0.0082,538.2,302.8,1.7773,0.00e+00,0.00e+00,32,32,32,4,0
cfloat,32,32,512,T,auto,1,1,0.00849,0.00850,0.0077,0.0065,524.7,524.3,1.0007,0.00e+00,0.00e+00,32,32,32,4,0
float,32,32,512,T,auto,4,1,0.00680,0.00792,0.0118,0.0091,327.5,281.4,1.1639,0.00e+00,0.00e+00,32,32,32,2,0
cdouble,64,32,512,T,auto,4,1,0.01761,0.03020,0.0093,0.0057,997.4,581.6,1.7149,0.00e+00,0.00e+00,64,32,64,16,0
double,64,32,512,T,auto,1,1,0.01419,0.01421,0.0067,0.0078,618.8,618.1,1.0012,0.00e+00,0.00e+00,64,32,64,8,0
cfloat,64,32,512,T,auto,1,1,0.00878,0.00877,0.0116,0.0053,1000.2,1000.8,0.9994,0.00e+00,0.00e+00,64,32,64,8,0
float,64,32,512,T,auto,1,1,0.00804,0.00812,0.0145,0.0091,546.3,541.1,1.0096,0.00e+00,0.00e+00,64,32,64,4,0
cdouble,32,64,512,T,auto,8,1,0.01709,0.04587,0.0042,0.0031,1027.5,382.9,2.6832,0.00e+00,0.00e+00,32,64,32,16,0
double,32,64,512,T,auto,8,1,0.00991,0.02150,0.0101,0.0028,886.1,408.4,2.1696,0.00e+00,0.00e+00,32,64,32,8,0
cfloat,32,64,512,T,auto,1,1,0.01082,0.01081,0.0117,0.0093,811.8,812.7,0.9989,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,T,auto,4,1,0.00752,0.01014,0.0158,0.0129,584.1,433.0,1.3489,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,T,auto,4,1,0.02890,0.05416,0.0101,0.0019,1197.4,638.9,1.8743,0.00e+00,0.00e+00,64,64,64,32,0
double,64,64,512,T,auto,1,1,0.02179,0.02192,0.0059,0.0076,794.1,789.3,1.0060,0.00e+00,0.00e+00,64,64,64,16,0
cfloat,64,64,512,T,auto,1,1,0.01143,0.01138,0.0352,0.0088,1513.4,1520.3,0.9955,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,T,auto,1,1,0.01007,0.01010,0.0052,0.0083,859.1,856.8,1.0027,0.00e+00,0.00e+00,64,64,64,8,0
cdouble,32,1,128,T,auto,1,1,0.00624,0.00619,0.0793,0.0187,21.3,21.5,0.9923,0.00e+00,0.00e+00,32,1,32,0,0
double,32,1,128,T,auto,1,1,0.00603,0.00601,0.0141,0.0147,11.0,11.1,0.9962,0.00e+00,0.00e+00,32,1,32,0,0
cfloat,32,1,128,T,auto,1,1,0.00602,0.00604,0.0187,0.0188,11.1,11.0,1.0038,0.00e+00,0.00e+00,32,1,32,0,0
float,32,1,128,T,auto,1,1,0.00601,0.00595,0.0142,0.0183,5.5,5.6,0.9897,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,64,1,128,T,auto,1,1,0.00631,0.00634,0.2269,0.0108,41.8,41.7,1.0048,0.00e+00,0.00e+00,64,1,64,0,0
double,64,1,128,T,auto,1,1,0.00615,0.00611,0.0142,0.0175,21.5,21.6,0.9946,0.00e+00,0.00e+00,64,1,64,0,0
cfloat,64,1,128,T,auto,1,1,0.00637,0.00648,0.0128,0.0126,20.7,20.4,1.0174,0.00e+00,0.00e+00,64,1,64,0,0
float,64,1,128,T,auto,1,1,0.00600,0.00601,0.0159,0.0262,11.0,11.0,1.0022,0.00e+00,0.00e+00,64,1,64,0,0
cdouble,32,4,128,T,auto,1,1,0.00658,0.00657,0.0119,0.0129,51.1,51.2,0.9980,0.00e+00,0.00e+00,32,4,32,0,0
double,32,4,128,T,auto,1,1,0.00624,0.00629,0.0094,0.0300,26.9,26.7,1.0078,0.00e+00,0.00e+00,32,4,32,0,0
cfloat,32,4,128,T,auto,1,1,0.00621,0.00621,0.1072,0.0551,27.0,27.1,0.9994,0.00e+00,0.00e+00,32,4,32,0,0
float,32,4,128,T,auto,1,1,0.00619,0.00618,0.0119,0.0183,13.6,13.6,0.9994,0.00e+00,0.00e+00,32,4,32,0,0
cdouble,64,4,128,T,auto,1,1,0.00691,0.00681,0.0866,0.0502,96.0,97.4,0.9860,0.00e+00,0.00e+00,64,4,64,0,0
double,64,4,128,T,auto,1,1,0.00630,0.00632,0.0122,0.0196,52.7,52.5,1.0025,0.00e+00,0.00e+00,64,4,64,0,0
cfloat,64,4,128,T,auto,1,1,0.00625,0.00634,0.0084,0.0126,53.1,52.3,1.0142,0.00e+00,0.00e+00,64,4,64,0,0
float,64,4,128,T,auto,1,1,0.00611,0.00601,0.0520,0.0133,27.1,27.6,0.9835,0.00e+00,0.00e+00,64,4,64,0,0
cdouble,32,16,128,T,auto,8,1,0.00695,0.00856,0.0146,0.0094,165.1,134.0,1.2322,0.00e+00,0.00e+00,32,16,32,1,0
double,32,16,128,T,auto,8,1,0.00664,0.00689,0.0097,0.0099,86.3,83.2,1.0373,0.00e+00,0.00e+00,32,16,32,0,0
cfloat,32,16,128,T,auto,1,1,0.00635,0.00635,0.0183,0.0169,90.4,90.4,1.0000,0.00e+00,0.00e+00,32,16,32,0,0
float,32,16,128,T,auto,1,1,0.00616,0.00620,0.0183,0.0108,46.5,46.2,1.0068,0.00e+00,0.00e+00,32,16,32,0,0
cdouble,64,16,128,T,auto,1,1,0.00916,0.00916,0.0103,0.0135,246.9,246.8,1.0005,0.00e+00,0.00e+00,64,16,64,2,0
double,64,16,128,T,auto,1,1,0.00706,0.00702,0.0127,0.0115,160.1,160.9,0.9945,0.00e+00,0.00e+00,64,16,64,1,0
cfloat,64,16,128,T,auto,1,1,0.00647,0.00637,0.0147,0.0178,174.7,177.4,0.9844,0.00e+00,0.00e+00,64,16,64,1,0
float,64,16,128,T,auto,1,1,0.00623,0.00625,0.0878,0.0142,90.8,90.4,1.0037,0.00e+00,0.00e+00,64,16,64,0,0
cdouble,32,64,128,T,auto,8,1,0.00880,0.01610,0.0079,0.0481,498.7,272.8,1.8285,0.00e+00,0.00e+00,32,64,32,4,0
double,32,64,128,T,auto,8,1,0.00688,0.01014,0.0080,0.0220,319.0,216.6,1.4728,0.00e+00,0.00e+00,32,64,32,2,0
cfloat,32,64,128,T,auto,1,1,0.00712,0.00709,0.0164,0.0125,308.3,309.7,0.9954,0.00e+00,0.00e+00,32,64,32,2,0
float,32,64,128,T,auto,4,1,0.00632,0.00693,0.0130,0.0117,173.7,158.4,1.0970,0.00e+00,0.00e+00,32,64,32,1,0
cdouble,64,64,128,T,auto,4,1,0.01228,0.01863,0.0083,0.0088,704.5,464.4,1.5169,0.00e+00,0.00e+00,64,64,64,8,0
double,64,64,128,T,auto,1,1,0.01032,0.01040,0.0293,0.0152,419.2,415.8,1.0082,0.00e+00,0.00e+00,64,64,64,4,0
cfloat,64,64,128,T,auto,1,1,0.00738,0.00734,0.0080,0.0117,586.2,589.1,0.9950,0.00e+00,0.00e+00,64,64,64,4,0
float,64,64,128,T,auto,1,1,0.00745,0.00741,0.0096,0.0074,290.5,291.9,0.9952,0.00e+00,0.00e+00,64,64,64,2,0
cdouble,32,1,4096,T,auto,8,1,0.00769,0.01130,0.0105,0.1578,554.0,377.0,1.4696,0.00e+00,0.00e+00,32,1,32,2,0
double,32,1,4096,T,auto,8,1,0.00679,0.00793,0.0137,0.0129,313.8,268.5,1.1689,0.00e+00,0.00e+00,32,1,32,1,0
cfloat,32,1,4096,T,auto,1,1,0.00654,0.00662,0.0757,0.0199,325.5,321.8,1.0115,0.00e+00,0.00e+00,32,1,32,1,0
float,32,1,4096,T,auto,1,1,0.00624,0.00630,0.0312,0.0147,170.5,169.0,1.0088,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,32,4,4096,T,auto,8,1,0.01168,0.02601,0.0110,0.0034,920.2,413.2,2.2268,0.00e+00,0.00e+00,32,4,32,8,0
double,32,4,4096,T,auto,8,1,0.00806,0.01419,0.0136,0.0148,666.6,378.6,1.7606,0.00e+00,0.00e+00,32,4,32,4,0
cfloat,32,4,4096,T,auto,1,1,0.00847,0.00849,0.0092,0.0081,634.2,632.8,1.0022,0.00e+00,0.00e+00,32,4,32,4,0
float,32,4,4096,T,auto,4,1,0.00688,0.00803,0.0106,0.0124,390.6,334.5,1.1678,0.00e+00,0.00e+00,32,4,32,2,0
cdouble,32,16,4096,T,auto,8,1,0.02800,0.08543,0.0029,0.0014,1310.8,429.6,3.0513,0.00e+00,0.00e+00,32,16,32,32,0
double,32,16,4096,T,auto,8,1,0.01317,0.03717,0.0092,0.0035,1393.0,493.7,2.8215,0.00e+00,0.00e+00,32,16,32,16,0
cfloat,32,16,4096,T,auto,1,1,0.01567,0.01570,0.0052,0.0409,1171.0,1168.8,1.0019,0.00e+00,0.00e+00,32,16,32,16,0
float,32,16,4096,T,auto,4,1,0.00893,0.01456,0.0123,0.0073,1027.6,630.4,1.6301,0.00e+00,0.00e+00,32,16,32,8,0
