arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
native:cta,double,512,1,512,T,native:cta,0.00715,0.00719,0.0113,586.8,0.618,0.00e+00,512,1,512,0
vendor,cfloat,512,1,512,T,vendor:auto,0.00902,0.00943,0.1243,465.4,0.490,0.00e+00,512,1,512,0
native:direct,cfloat,512,1,512,T,native:direct,0.04688,0.04688,0.0027,89.6,0.094,0.00e+00,512,1,512,0
native:cta,cfloat,512,1,512,T,native:cta,0.00689,0.00689,0.0100,609.3,0.641,0.00e+00,512,1,512,0
vendor,cdouble,512,1,512,T,vendor:auto,0.02147,0.02149,0.0061,391.1,0.412,0.00e+00,512,1,512,0
native:direct,cdouble,512,1,512,T,native:direct,0.06924,0.06923,0.0010,121.3,0.128,0.00e+00,512,1,512,0
native:cta,cdouble,512,1,512,T,native:cta,0.00874,0.00877,0.0120,960.7,1.011,0.00e+00,512,1,512,0
vendor,float,512,1,512,C,vendor:auto,0.00842,0.00845,0.0189,249.3,0.262,0.00e+00,512,1,512,0
native:direct,float,512,1,512,C,native:direct,0.02575,0.02577,0.0042,81.5,0.086,0.00e+00,512,1,512,0
native:cta,float,512,1,512,C,native:cta,0.00648,0.00651,0.0120,323.8,0.341,0.00e+00,512,1,512,0
vendor,double,512,1,512,C,vendor:auto,0.01137,0.01139,0.0121,369.2,0.389,0.00e+00,512,1,512,0
native:direct,double,512,1,512,C,native:direct,0.03556,0.03556,0.0017,118.1,0.124,0.00e+00,512,1,512,0
native:cta,double,512,1,512,C,native:cta,0.00704,0.00704,0.0069,596.4,0.628,0.00e+00,512,1,512,0
vendor,cfloat,512,1,512,C,vendor:auto,0.00877,0.00894,0.0576,479.0,0.504,0.00e+00,512,1,512,0
native:direct,cfloat,512,1,512,C,native:direct,0.04680,0.04681,0.0016,89.7,0.094,0.00e+00,512,1,512,0
native:cta,cfloat,512,1,512,C,native:cta,0.00705,0.00707,0.0128,595.9,0.627,0.00e+00,512,1,512,0
vendor,cdouble,512,1,512,C,vendor:auto,0.01592,0.01594,0.0075,527.3,0.555,0.00e+00,512,1,512,0
native:direct,cdouble,512,1,512,C,native:direct,0.06937,0.06960,0.0097,121.0,0.127,0.00e+00,512,1,512,0
native:cta,cdouble,512,1,512,C,native:cta,0.00886,0.00882,0.0138,947.3,0.997,0.00e+00,512,1,512,0
vendor,float,1,2048,512,N,vendor:auto,0.01229,0.01231,0.0117,682.5,0.718,0.00e+00,1,1,2048,0
native:direct,float,1,2048,512,N,native:direct,0.00841,0.00840,0.0110,997.9,1.050,0.00e+00,1,1,2048,0
vendor,double,1,2048,512,N,vendor:auto,0.02162,0.02164,0.0060,776.3,0.817,0.00e+00,1,1,2048,0
native:direct,double,1,2048,512,N,native:direct,0.01006,0.01007,0.0084,1668.6,1.756,0.00e+00,1,1,2048,0
vendor,cfloat,1,2048,512,N,vendor:auto,0.01387,0.01389,0.0134,1210.1,1.274,0.00e+00,1,1,2048,0
native:direct,cfloat,1,2048,512,N,native:direct,0.00963,0.00963,0.0091,1743.2,1.835,0.00e+00,1,1,2048,0
vendor,cdouble,1,2048,512,N,vendor:auto,0.05954,0.05956,0.0050,563.7,0.593,0.00e+00,1,1,2048,0
native:direct,cdouble,1,2048,512,N,native:direct,0.01538,0.01551,0.0267,2182.7,2.298,0.00e+00,1,1,2048,0
vendor,float,2048,1,512,T,vendor:auto,0.01227,0.01226,0.0106,683.9,0.720,0.00e+00,2048,1,2048,0
native:direct,float,2048,1,512,T,native:direct,0.08675,0.08677,0.0008,96.7,0.102,0.00e+00,2048,1,2048,0
native:cta,float,2048,1,512,T,native:cta,0.00832,0.00833,0.0119,1008.4,1.061,0.00e+00,2048,1,2048,0
vendor,double,2048,1,512,T,vendor:auto,0.02158,0.02160,0.0058,777.6,0.819,0.00e+00,2048,1,2048,0
native:direct,double,2048,1,512,T,native:direct,0.12569,0.12573,0.0009,133.5,0.141,0.00e+00,2048,1,2048,0
native:cta,double,2048,1,512,T,native:cta,0.01021,0.01022,0.0105,1644.3,1.731,0.00e+00,2048,1,2048,0
vendor,cfloat,2048,1,512,T,vendor:auto,0.01396,0.01394,0.0061,1202.0,1.265,0.00e+00,2048,1,2048,0
native:direct,cfloat,2048,1,512,T,native:direct,0.17027,0.17027,0.0005,98.6,0.104,0.00e+00,2048,1,2048,0
native:cta,cfloat,2048,1,512,T,native:cta,0.00987,0.00984,0.0088,1700.4,1.790,0.00e+00,2048,1,2048,0
vendor,cdouble,2048,1,512,T,vendor:auto,0.05973,0.05960,0.0038,561.9,0.591,0.00e+00,2048,1,2048,0
native:direct,cdouble,2048,1,512,T,native:direct,0.25976,0.25982,0.0004,129.2,0.136,0.00e+00,2048,1,2048,0
native:cta,cdouble,2048,1,512,T,native:cta,0.01575,0.01576,0.0116,2130.6,2.243,0.00e+00,2048,1,2048,0
vendor,float,2048,1,512,C,vendor:auto,0.01231,0.01233,0.0100,681.5,0.717,0.00e+00,2048,1,2048,0
native:direct,float,2048,1,512,C,native:direct,0.08677,0.08674,0.0013,96.7,0.102,0.00e+00,2048,1,2048,0
native:cta,float,2048,1,512,C,native:cta,0.00834,0.00831,0.0113,1006.2,1.059,0.00e+00,2048,1,2048,0
vendor,double,2048,1,512,C,vendor:auto,0.02162,0.02166,0.0081,776.2,0.817,0.00e+00,2048,1,2048,0
native:direct,double,2048,1,512,C,native:direct,0.12558,0.12556,0.0009,133.6,0.141,0.00e+00,2048,1,2048,0
native:cta,double,2048,1,512,C,native:cta,0.01013,0.01009,0.0079,1656.8,1.744,0.00e+00,2048,1,2048,0
vendor,cfloat,2048,1,512,C,vendor:auto,0.01336,0.01338,0.0106,1256.6,1.323,0.00e+00,2048,1,2048,0
native:direct,cfloat,2048,1,512,C,native:direct,0.17055,0.17056,0.0006,98.4,0.104,0.00e+00,2048,1,2048,0
native:cta,cfloat,2048,1,512,C,native:cta,0.00964,0.00968,0.0099,1740.3,1.832,0.00e+00,2048,1,2048,0
vendor,cdouble,2048,1,512,C,vendor:auto,0.03909,0.03916,0.0057,858.6,0.904,0.00e+00,2048,1,2048,0
native:direct,cdouble,2048,1,512,C,native:direct,0.25960,0.25962,0.0003,129.3,0.136,0.00e+00,2048,1,2048,0
native:cta,cdouble,2048,1,512,C,native:cta,0.01594,0.01591,0.0067,2105.4,2.216,0.00e+00,2048,1,2048,0
vendor,float,4,1024,512,N,vendor:auto,0.01043,0.01047,0.0102,1005.7,1.059,0.00e+00,4,4,1024,0
native:direct,float,4,1024,512,N,native:direct,0.01015,0.01018,0.0110,1034.2,1.089,0.00e+00,4,4,1024,0
vendor,double,4,1024,512,N,vendor:auto,0.01548,0.01554,0.0132,1355.8,1.427,0.00e+00,4,4,1024,0
native:direct,double,4,1024,512,N,native:direct,0.01282,0.01280,0.0072,1637.0,1.723,0.00e+00,4,4,1024,0
vendor,cfloat,4,1024,512,N,vendor:auto,0.01231,0.01236,0.0169,1704.9,1.795,0.00e+00,4,4,1024,0
native:direct,cfloat,4,1024,512,N,native:direct,0.01141,0.01141,0.0092,1839.8,1.937,0.00e+00,4,4,1024,0
vendor,cdouble,4,1024,512,N,vendor:auto,0.03436,0.03428,0.0088,1221.6,1.286,0.00e+00,4,4,1024,0
native:direct,cdouble,4,1024,512,N,native:direct,0.02018,0.02018,0.0057,2080.4,2.190,0.00e+00,4,4,1024,0
vendor,float,1024,4,512,T,vendor:auto,0.00959,0.00962,0.0172,1094.7,1.152,0.00e+00,1024,4,1024,0
native:direct,float,1024,4,512,T,native:direct,0.03705,0.03702,0.0020,283.3,0.298,0.00e+00,1024,4,1024,0
native:cta,float,1024,4,512,T,native:cta,0.00805,0.00805,0.0099,1302.8,1.371,0.00e+00,1024,4,1024,0
vendor,double,1024,4,512,T,vendor:auto,0.01295,0.01297,0.0163,1620.8,1.706,0.00e+00,1024,4,1024,0
native:direct,double,1024,4,512,T,native:direct,0.05657,0.05657,0.0018,371.0,0.391,0.00e+00,1024,4,1024,0
native:cta,double,1024,4,512,T,native:cta,0.01122,0.01120,0.0147,1869.9,1.968,0.00e+00,1024,4,1024,0
vendor,cfloat,1024,4,512,T,vendor:auto,0.01169,0.01173,0.0124,1795.5,1.890,0.00e+00,1024,4,1024,0
native:direct,cfloat,1024,4,512,T,native:direct,0.07016,0.07024,0.0040,299.1,0.315,0.00e+00,1024,4,1024,0
native:cta,cfloat,1024,4,512,T,native:cta,0.01024,0.01082,0.1763,2050.4,2.158,0.00e+00,1024,4,1024,0
vendor,cdouble,1024,4,512,T,vendor:auto,0.02261,0.02264,0.0089,1856.2,1.954,0.00e+00,1024,4,1024,0
native:direct,cdouble,1024,4,512,T,native:direct,0.12147,0.12146,0.0005,345.6,0.364,0.00e+00,1024,4,1024,0
native:cta,cdouble,1024,4,512,T,native:cta,0.02447,0.02444,0.0038,1715.6,1.806,0.00e+00,1024,4,1024,0
vendor,float,1024,4,512,C,vendor:auto,0.00966,0.00974,0.0246,1086.4,1.144,0.00e+00,1024,4,1024,0
native:direct,float,1024,4,512,C,native:direct,0.03706,0.03705,0.0028,283.2,0.298,0.00e+00,1024,4,1024,0
native:cta,float,1024,4,512,C,native:cta,0.00814,0.00814,0.0070,1288.7,1.357,0.00e+00,1024,4,1024,0
vendor,double,1024,4,512,C,vendor:auto,0.01307,0.01359,0.1304,1606.4,1.691,0.00e+00,1024,4,1024,0
native:direct,double,1024,4,512,C,native:direct,0.05656,0.05670,0.0072,371.1,0.391,0.00e+00,1024,4,1024,0
native:cta,double,1024,4,512,C,native:cta,0.01120,0.01125,0.0105,1873.3,1.972,0.00e+00,1024,4,1024,0
vendor,cfloat,1024,4,512,C,vendor:auto,0.01184,0.01185,0.0112,1772.0,1.865,0.00e+00,1024,4,1024,0
native:direct,cfloat,1024,4,512,C,native:direct,0.07014,0.07016,0.0015,299.2,0.315,0.00e+00,1024,4,1024,0
native:cta,cfloat,1024,4,512,C,native:cta,0.01015,0.01015,0.0035,2068.6,2.177,0.00e+00,1024,4,1024,0
vendor,cdouble,1024,4,512,C,vendor:auto,0.02252,0.02251,0.0056,1864.1,1.962,0.00e+00,1024,4,1024,0
native:direct,cdouble,1024,4,512,C,native:direct,0.12115,0.12114,0.0004,346.5,0.365,0.00e+00,1024,4,1024,0
native:cta,cdouble,1024,4,512,C,native:cta,0.02436,0.02437,0.0031,1723.1,1.814,0.00e+00,1024,4,1024,0
vendor,float,16,512,512,N,vendor:auto,0.01150,0.01220,0.1849,1553.2,1.635,0.00e+00,16,16,512,0
native:direct,float,16,512,512,N,native:direct,0.01553,0.01558,0.0399,1149.9,1.210,0.00e+00,16,16,512,0
vendor,double,16,512,512,N,vendor:auto,0.01703,0.01708,0.0113,2097.3,2.208,0.00e+00,16,16,512,0
native:direct,double,16,512,512,N,native:direct,0.01919,0.01922,0.0077,1861.5,1.960,0.00e+00,16,16,512,0
vendor,cfloat,16,512,512,N,vendor:auto,0.01463,0.01475,0.0319,2441.0,2.570,0.00e+00,16,16,512,0
native:direct,cfloat,16,512,512,N,native:direct,0.01629,0.01625,0.0065,2192.6,2.308,0.00e+00,16,16,512,0
vendor,cdouble,16,512,512,N,vendor:auto,0.03459,0.03461,0.0069,2065.2,2.174,0.00e+00,16,16,512,0
native:direct,cdouble,16,512,512,N,native:direct,0.03383,0.03386,0.0046,2111.8,2.223,0.00e+00,16,16,512,0
vendor,float,512,16,512,T,vendor:auto,0.01266,0.01267,0.0104,1411.1,1.485,0.00e+00,512,16,512,0
native:direct,float,512,16,512,T,native:direct,0.02136,0.02136,0.0039,836.0,0.880,0.00e+00,512,16,512,0
native:cta,float,512,16,512,T,native:cta,0.01000,0.01000,0.0067,1785.1,1.879,0.00e+00,512,16,512,0
vendor,double,512,16,512,T,vendor:auto,0.01726,0.01827,0.1868,2069.4,2.178,0.00e+00,512,16,512,0
native:direct,double,512,16,512,T,native:direct,0.03095,0.03094,0.0028,1154.2,1.215,0.00e+00,512,16,512,0
native:cta,double,512,16,512,T,native:cta,0.01820,0.01818,0.0080,1962.5,2.066,0.00e+00,512,16,512,0
vendor,cfloat,512,16,512,T,vendor:auto,0.01464,0.01467,0.0089,2440.4,2.569,0.00e+00,512,16,512,0
native:direct,cfloat,512,16,512,T,native:direct,0.04706,0.04544,0.0635,759.0,0.799,0.00e+00,512,16,512,0
native:cta,cfloat,512,16,512,T,native:cta,0.01350,0.01348,0.0070,2645.1,2.784,0.00e+00,512,16,512,0
vendor,cdouble,512,16,512,T,vendor:auto,0.03478,0.03474,0.0046,2053.7,2.162,0.00e+00,512,16,512,0
native:direct,cdouble,512,16,512,T,native:direct,0.06690,0.06800,0.0523,1067.7,1.124,0.00e+00,512,16,512,0
native:cta,cdouble,512,16,512,T,native:cta,0.04657,0.04658,0.0019,1533.7,1.614,0.00e+00,512,16,512,0
vendor,float,512,16,512,C,vendor:auto,0.01090,0.01092,0.0123,1637.6,1.724,0.00e+00,512,16,512,0
native:direct,float,512,16,512,C,native:direct,0.02116,0.02113,0.0031,844.0,0.888,0.00e+00,512,16,512,0
native:cta,float,512,16,512,C,native:cta,0.01004,0.01005,0.0082,1778.9,1.873,0.00e+00,512,16,512,0
vendor,double,512,16,512,C,vendor:auto,0.01733,0.01776,0.0742,2061.2,2.170,0.00e+00,512,16,512,0
native:direct,double,512,16,512,C,native:direct,0.03103,0.03103,0.0041,1151.2,1.212,0.00e+00,512,16,512,0
native:cta,double,512,16,512,C,native:cta,0.01815,0.01817,0.0086,1968.3,2.072,0.00e+00,512,16,512,0
vendor,cfloat,512,16,512,C,vendor:auto,0.01473,0.01477,0.0078,2424.1,2.552,0.00e+00,512,16,512,0
native:direct,cfloat,512,16,512,C,native:direct,0.04230,0.04331,0.0907,844.5,0.889,0.00e+00,512,16,512,0
native:cta,cfloat,512,16,512,C,native:cta,0.01351,0.01351,0.0066,2643.8,2.783,0.00e+00,512,16,512,0
vendor,cdouble,512,16,512,C,vendor:auto,0.03450,0.03451,0.0033,2070.7,2.180,0.00e+00,512,16,512,0
native:direct,cdouble,512,16,512,C,native:direct,0.06728,0.06735,0.0046,1061.8,1.118,0.00e+00,512,16,512,0
native:cta,cdouble,512,16,512,C,native:cta,0.04644,0.04646,0.0024,1538.1,1.619,0.00e+00,512,16,512,0
vendor,float,16,2048,512,N,vendor:auto,0.02351,0.02378,0.0333,3034.8,3.195,0.00e+00,16,16,2048,0
native:direct,float,16,2048,512,N,native:direct,0.05395,0.05404,0.0068,1322.3,1.392,0.00e+00,16,16,2048,0
vendor,double,16,2048,512,N,vendor:auto,0.15777,0.15777,0.0014,904.3,0.952,0.00e+00,16,16,2048,0
native:direct,double,16,2048,512,N,native:direct,0.16106,0.16115,0.0025,885.8,0.932,0.00e+00,16,16,2048,0
vendor,cfloat,16,2048,512,N,vendor:auto,0.14854,0.14857,0.0020,960.5,1.011,0.00e+00,16,16,2048,0
native:direct,cfloat,16,2048,512,N,native:direct,0.16209,0.16207,0.0045,880.2,0.927,0.00e+00,16,16,2048,0
vendor,cdouble,16,2048,512,N,vendor:auto,0.31650,0.31680,0.0045,901.6,0.949,0.00e+00,16,16,2048,0
native:direct,cdouble,16,2048,512,N,native:direct,0.31544,0.31559,0.0062,904.6,0.952,0.00e+00,16,16,2048,0
vendor,float,2048,16,512,T,vendor:auto,0.02187,0.02190,0.0050,3262.4,3.434,0.00e+00,2048,16,2048,0
native:direct,float,2048,16,512,T,native:direct,0.06950,0.06979,0.0098,1026.5,1.081,0.00e+00,2048,16,2048,0
native:cta,float,2048,16,512,T,native:cta,0.02394,0.02398,0.0103,2980.0,3.137,0.00e+00,2048,16,2048,0
vendor,double,2048,16,512,T,vendor:auto,0.15062,0.15057,0.0031,947.2,0.997,0.00e+00,2048,16,2048,0
native:direct,double,2048,16,512,T,native:direct,0.73010,0.72929,0.0028,195.4,0.206,0.00e+00,2048,16,2048,0
native:cta,double,2048,16,512,T,native:cta,0.16029,0.16066,0.0058,890.1,0.937,0.00e+00,2048,16,2048,0
vendor,cfloat,2048,16,512,T,vendor:auto,0.15733,0.15737,0.0017,906.8,0.955,0.00e+00,2048,16,2048,0
native:direct,cfloat,2048,16,512,T,native:direct,0.72592,0.72639,0.0037,196.5,0.207,0.00e+00,2048,16,2048,0
native:cta,cfloat,2048,16,512,T,native:cta,0.15682,0.15677,0.0014,909.8,0.958,0.00e+00,2048,16,2048,0
vendor,cdouble,2048,16,512,T,vendor:auto,0.31032,0.31028,0.0029,919.5,0.968,0.00e+00,2048,16,2048,0
native:direct,cdouble,2048,16,512,T,native:direct,1.35182,1.35181,0.0035,211.1,0.222,0.00e+00,2048,16,2048,0
native:cta,cdouble,2048,16,512,T,native:cta,0.32900,0.32864,0.0053,867.3,0.913,0.00e+00,2048,16,2048,0
vendor,float,2048,16,512,C,vendor:auto,0.02177,0.02186,0.0065,3276.2,3.449,0.00e+00,2048,16,2048,0
native:direct,float,2048,16,512,C,native:direct,0.07047,0.07009,0.0084,1012.3,1.066,0.00e+00,2048,16,2048,0
native:cta,float,2048,16,512,C,native:cta,0.02399,0.02396,0.0082,2973.4,3.130,0.00e+00,2048,16,2048,0
vendor,double,2048,16,512,C,vendor:auto,0.15036,0.15040,0.0014,948.8,0.999,0.00e+00,2048,16,2048,0
native:direct,double,2048,16,512,C,native:direct,0.72676,0.72626,0.0040,196.3,0.207,0.00e+00,2048,16,2048,0
native:cta,double,2048,16,512,C,native:cta,0.15973,0.15975,0.0018,893.2,0.940,0.00e+00,2048,16,2048,0
vendor,cfloat,2048,16,512,C,vendor:auto,0.15706,0.15714,0.0014,908.4,0.956,0.00e+00,2048,16,2048,0
native:direct,cfloat,2048,16,512,C,native:direct,0.73953,0.73933,0.0044,192.9,0.203,0.00e+00,2048,16,2048,0
native:cta,cfloat,2048,16,512,C,native:cta,0.15726,0.15720,0.0020,907.3,0.955,0.00e+00,2048,16,2048,0
vendor,cdouble,2048,16,512,C,vendor:auto,0.31024,0.31121,0.0071,919.7,0.968,0.00e+00,2048,16,2048,0
native:direct,cdouble,2048,16,512,C,native:direct,1.39316,1.39256,0.0055,204.8,0.216,0.00e+00,2048,16,2048,0
native:cta,cdouble,2048,16,512,C,native:cta,0.33224,0.33238,0.0063,858.9,0.904,0.00e+00,2048,16,2048,0
vendor,float,64,64,512,N,vendor:auto,0.00911,0.00912,0.0112,949.6,1.000,0.00e+00,64,64,64,0
native:direct,float,64,64,512,N,native:direct,0.00762,0.00761,0.0116,1135.1,1.195,0.00e+00,64,64,64,0
vendor,double,64,64,512,N,vendor:auto,0.01234,0.01237,0.0126,1402.1,1.476,0.00e+00,64,64,64,0
native:direct,double,64,64,512,N,native:direct,0.00984,0.00986,0.0083,1758.1,1.851,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,N,vendor:auto,0.01083,0.01087,0.0141,1597.3,1.681,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,N,native:direct,0.00976,0.00977,0.0101,1772.9,1.866,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,N,vendor:auto,0.02474,0.02479,0.0150,1398.9,1.473,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,N,native:direct,0.01835,0.01836,0.0043,1886.0,1.985,0.00e+00,64,64,64,0
vendor,float,64,64,512,T,vendor:auto,0.01050,0.01057,0.0199,823.6,0.867,0.00e+00,64,64,64,0
native:direct,float,64,64,512,T,native:direct,0.01178,0.01182,0.0082,734.4,0.773,0.00e+00,64,64,64,0
native:cta,float,64,64,512,T,native:cta,0.01013,0.01014,0.0068,853.6,0.898,0.00e+00,64,64,64,0
vendor,double,64,64,512,T,vendor:auto,0.01334,0.01339,0.0092,1297.3,1.366,0.00e+00,64,64,64,0
native:direct,double,64,64,512,T,native:direct,0.01281,0.01281,0.0081,1351.0,1.422,0.00e+00,64,64,64,0
native:cta,double,64,64,512,T,native:cta,0.02168,0.02173,0.0071,797.9,0.840,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,T,vendor:auto,0.01195,0.01195,0.0097,1447.8,1.524,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,T,native:direct,0.01817,0.01815,0.0035,952.0,1.002,0.00e+00,64,64,64,0
native:cta,cfloat,64,64,512,T,native:cta,0.01136,0.01145,0.0242,1523.7,1.604,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,T,vendor:auto,0.02440,0.02433,0.0093,1418.1,1.493,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,T,native:direct,0.02286,0.02290,0.0071,1513.4,1.593,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,T,native:cta,0.02885,0.02890,0.0061,1199.3,1.262,0.00e+00,64,64,64,0
vendor,float,64,64,512,C,vendor:auto,0.01054,0.01053,0.0099,821.0,0.864,0.00e+00,64,64,64,0
native:direct,float,64,64,512,C,native:direct,0.01192,0.01193,0.0073,725.6,0.764,0.00e+00,64,64,64,0
native:cta,float,64,64,512,C,native:cta,0.01009,0.01011,0.0076,857.4,0.902,0.00e+00,64,64,64,0
vendor,double,64,64,512,C,vendor:auto,0.01357,0.01416,0.1361,1274.6,1.342,0.00e+00,64,64,64,0
native:direct,double,64,64,512,C,native:direct,0.01250,0.01254,0.0084,1384.1,1.457,0.00e+00,64,64,64,0
native:cta,double,64,64,512,C,native:cta,0.02171,0.02175,0.0093,796.9,0.839,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,C,vendor:auto,0.01191,0.01193,0.0132,1452.3,1.529,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,C,native:direct,0.01811,0.01811,0.0046,955.4,1.006,0.00e+00,64,64,64,0
native:cta,cfloat,64,64,512,C,native:cta,0.01132,0.01132,0.0080,1528.7,1.609,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,C,vendor:auto,0.02430,0.02441,0.0160,1424.1,1.499,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,C,native:direct,0.02276,0.02278,0.0045,1520.1,1.600,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,C,native:cta,0.02878,0.02879,0.0041,1202.2,1.265,0.00e+00,64,64,64,0
vendor,float,64,512,512,N,vendor:auto,0.02163,0.02168,0.0113,3156.7,3.323,0.00e+00,64,64,512,0
