type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,1,2048,512,T,auto,8,1,0.12406,1.26869,0.0018,0.0004,270.5,26.5,10.2267,0.00e+00,0.00e+00,1,2048,1,16,0
double,1,2048,512,T,auto,8,1,0.04806,0.50444,0.0093,0.0016,349.2,33.3,10.4957,0.00e+00,0.00e+00,1,2048,1,8,0
cfloat,1,2048,512,T,auto,8,1,0.02554,0.15935,0.0049,0.0010,657.1,105.3,6.2394,0.00e+00,0.00e+00,1,2048,1,8,0
float,1,2048,512,T,auto,8,1,0.02458,0.14159,0.0364,0.0016,341.3,59.3,5.7602,0.00e+00,0.00e+00,1,2048,1,4,0
cdouble,2,2048,512,T,auto,8,1,0.12444,1.26927,0.0019,0.0005,404.6,39.7,10.1996,0.00e+00,0.00e+00,2,2048,2,32,0
double,2,2048,512,T,auto,8,1,0.04821,0.50461,0.0039,0.0008,522.2,49.9,10.4667,0.00e+00,0.00e+00,2,2048,2,16,0
cfloat,2,2048,512,T,auto,8,1,0.02547,0.15979,0.0044,0.0009,988.3,157.5,6.2735,0.00e+00,0.00e+00,2,2048,2,16,0
float,2,2048,512,T,auto,8,1,0.02416,0.14162,0.0028,0.0007,520.9,88.9,5.8604,0.00e+00,0.00e+00,2,2048,2,8,0
cdouble,4,2048,512,T,auto,8,1,0.12495,1.26996,0.0023,0.0007,671.6,66.1,10.1635,0.00e+00,0.00e+00,4,2048,4,64,0
double,4,2048,512,T,auto,8,1,0.04821,0.50460,0.0023,0.0007,870.4,83.2,10.4673,0.00e+00,0.00e+00,4,2048,4,32,0
cfloat,4,2048,512,T,auto,8,1,0.02545,0.16042,0.0034,0.0014,1648.4,261.6,6.3023,0.00e+00,0.00e+00,4,2048,4,32,0
float,4,2048,512,T,auto,8,1,0.02389,0.14170,0.0024,0.0016,878.3,148.1,5.9320,0.00e+00,0.00e+00,4,2048,4,16,0
cdouble,8,2048,512,T,auto,8,1,0.17202,1.27159,0.0026,0.0009,878.2,118.8,7.3922,0.00e+00,0.00e+00,8,2048,8,128,0
double,8,2048,512,T,auto,8,1,0.05069,0.50412,0.0128,0.0012,1490.2,149.8,9.9460,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,auto,8,1,0.04502,0.16786,0.1232,0.0056,1677.9,449.9,3.7290,0.00e+00,0.00e+00,8,2048,8,64,0
float,8,2048,512,T,auto,8,1,0.02409,0.14311,0.0053,0.0011,1567.5,263.9,5.9399,0.00e+00,0.00e+00,8,2048,8,32,0
cdouble,16,2048,512,T,auto,8,1,0.31813,1.27344,0.0058,0.0004,896.9,224.1,4.0029,0.00e+00,0.00e+00,16,2048,16,256,0
double,16,2048,512,T,auto,8,1,0.16159,0.50575,0.0026,0.0007,882.9,282.1,3.1298,0.00e+00,0.00e+00,16,2048,16,128,0
cfloat,16,2048,512,T,auto,8,1,0.16036,0.18355,0.0030,0.0022,889.7,777.3,1.1446,0.00e+00,0.00e+00,16,2048,16,128,0
float,16,2048,512,T,auto,8,1,0.02854,0.14614,0.0123,0.0056,2499.3,488.1,5.1201,0.00e+00,0.00e+00,16,2048,16,64,0
cdouble,24,2048,512,T,auto,8,1,0.46326,1.27461,0.0022,0.0004,905.8,329.2,2.7514,0.00e+00,0.00e+00,24,2048,24,384,0
double,24,2048,512,T,auto,8,1,0.23313,0.50641,0.0087,0.0010,900.0,414.3,2.1722,0.00e+00,0.00e+00,24,2048,24,192,0
cfloat,24,2048,512,T,auto,1,1,0.23070,0.23051,0.0103,0.0032,909.4,910.2,0.9991,0.00e+00,0.00e+00,24,2048,24,192,0
float,24,2048,512,T,auto,8,1,0.11912,0.16007,0.0026,0.0024,880.7,655.4,1.3438,0.00e+00,0.00e+00,24,2048,24,96,0
cdouble,32,2048,512,T,auto,8,1,0.60719,1.27552,0.0019,0.0003,912.2,434.3,2.1007,0.00e+00,0.00e+00,32,2048,32,512,0
double,32,2048,512,T,auto,8,1,0.30551,0.50765,0.0021,0.0013,906.5,545.6,1.6617,0.00e+00,0.00e+00,32,2048,32,256,0
cfloat,32,2048,512,T,auto,1,1,0.30078,0.30042,0.0030,0.0026,920.8,921.9,0.9988,0.00e+00,0.00e+00,32,2048,32,256,0
float,32,2048,512,T,auto,4,1,0.15491,0.16642,0.0020,0.0023,893.9,832.1,1.0743,0.00e+00,0.00e+00,32,2048,32,128,0
cdouble,48,2048,512,T,auto,4,1,0.89378,1.80397,0.0017,0.0002,920.2,455.9,2.0184,0.00e+00,0.00e+00,48,2048,48,768,0
double,48,2048,512,T,auto,4,1,0.44855,0.50330,0.0015,0.0016,916.8,817.1,1.1221,0.00e+00,0.00e+00,48,2048,48,384,0
cfloat,48,2048,512,T,auto,1,1,0.44287,0.44279,0.0471,0.0119,928.6,928.7,0.9998,0.00e+00,0.00e+00,48,2048,48,384,0
float,48,2048,512,T,auto,1,1,0.22479,0.22528,0.3560,0.0040,914.7,912.7,1.0022,0.00e+00,0.00e+00,48,2048,48,192,0
cdouble,64,2048,512,T,auto,4,1,1.18143,1.54276,0.0302,0.0602,923.5,707.2,1.3058,0.00e+00,0.00e+00,64,2048,64,1024,0
double,64,2048,512,T,auto,1,1,0.58704,0.58584,0.0078,0.0031,929.3,931.2,0.9979,0.00e+00,0.00e+00,64,2048,64,512,0
cfloat,64,2048,512,T,auto,1,1,0.59042,0.59168,0.1423,0.1539,924.0,922.0,1.0021,0.00e+00,0.00e+00,64,2048,64,512,0
float,64,2048,512,T,auto,1,1,0.29528,0.29482,0.0094,0.0032,923.7,925.2,0.9984,0.00e+00,0.00e+00,64,2048,64,256,0
cdouble,96,2048,512,T,auto,1,1,1.81140,1.81118,0.0002,0.0001,898.9,899.0,0.9999,0.00e+00,0.00e+00,96,2048,96,1536,0
double,96,2048,512,T,auto,1,1,0.87522,0.87554,0.0041,0.0018,930.2,929.8,1.0004,0.00e+00,0.00e+00,96,2048,96,768,0
cfloat,96,2048,512,T,auto,1,1,0.87710,0.87595,0.0794,0.1060,928.2,929.4,0.9987,0.00e+00,0.00e+00,96,2048,96,768,0
float,96,2048,512,T,auto,1,1,0.43828,0.43824,0.0020,0.0060,928.7,928.8,0.9999,0.00e+00,0.00e+00,96,2048,96,384,0
cdouble,128,2048,512,T,auto,1,1,2.32374,2.32632,0.0603,0.0538,931.8,930.8,1.0011,0.00e+00,0.00e+00,128,2048,128,2048,0
double,128,2048,512,T,auto,1,1,1.16207,1.16141,0.0057,0.0088,931.7,932.2,0.9994,0.00e+00,0.00e+00,128,2048,128,1024,0
cfloat,128,2048,512,T,auto,1,1,1.16331,1.16230,0.0030,0.0022,930.7,931.5,0.9991,0.00e+00,0.00e+00,128,2048,128,1024,0
float,128,2048,512,T,auto,1,1,0.58274,0.58251,0.0052,0.0027,928.9,929.3,0.9996,0.00e+00,0.00e+00,128,2048,128,512,0
cdouble,1,256,512,T,auto,8,1,0.02092,0.16404,0.0064,0.0009,200.8,25.6,7.8395,0.00e+00,0.00e+00,1,256,1,2,0
double,1,256,512,T,auto,8,1,0.01126,0.06847,0.0574,0.0014,186.6,30.7,6.0810,0.00e+00,0.00e+00,1,256,1,1,0
cfloat,1,256,512,T,auto,8,1,0.00844,0.02523,0.0088,0.0154,248.8,83.3,2.9877,0.00e+00,0.00e+00,1,256,1,1,0
float,1,256,512,T,auto,8,1,0.00859,0.02337,0.0154,0.0046,122.4,45.0,2.7222,0.00e+00,0.00e+00,1,256,1,0,0
cdouble,2,256,512,T,auto,8,1,0.02083,0.16438,0.0066,0.0012,302.8,38.4,7.8900,0.00e+00,0.00e+00,2,256,2,4,0
double,2,256,512,T,auto,8,1,0.01122,0.06836,0.0078,0.0019,281.1,46.1,6.0925,0.00e+00,0.00e+00,2,256,2,2,0
cfloat,2,256,512,T,auto,8,1,0.00837,0.02526,0.0076,0.0040,376.8,124.9,3.0172,0.00e+00,0.00e+00,2,256,2,2,0
