type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
float,2,256,512,T,auto,8,1,0.00826,0.02299,0.0187,0.0208,190.8,68.6,2.7820,0.00e+00,0.00e+00,2,256,2,1,0
cdouble,4,256,512,T,auto,8,1,0.02092,0.16416,0.0140,0.0006,502.8,64.1,7.8469,0.00e+00,0.00e+00,4,256,4,8,0
double,4,256,512,T,auto,8,1,0.01134,0.06854,0.0080,0.0066,463.6,76.7,6.0416,0.00e+00,0.00e+00,4,256,4,4,0
cfloat,4,256,512,T,auto,8,1,0.00854,0.02538,0.0090,0.0052,615.9,207.2,2.9721,0.00e+00,0.00e+00,4,256,4,4,0
float,4,256,512,T,auto,8,1,0.00821,0.02287,0.1446,0.0058,320.2,115.0,2.7847,0.00e+00,0.00e+00,4,256,4,2,0
cdouble,8,256,512,T,auto,8,1,0.02538,0.16450,0.0237,0.0007,746.3,115.1,6.4821,0.00e+00,0.00e+00,8,256,8,16,0
double,8,256,512,T,auto,8,1,0.01160,0.06853,0.0097,0.0019,816.4,138.2,5.9079,0.00e+00,0.00e+00,8,256,8,8,0
cfloat,8,256,512,T,auto,8,1,0.00860,0.02521,0.0117,0.0055,1101.2,375.7,2.9313,0.00e+00,0.00e+00,8,256,8,8,0
float,8,256,512,T,auto,8,1,0.00824,0.02320,0.0082,0.0030,574.6,204.1,2.8149,0.00e+00,0.00e+00,8,256,8,4,0
cdouble,16,256,512,T,auto,8,1,0.03329,0.16446,0.0025,0.0008,1074.7,217.6,4.9394,0.00e+00,0.00e+00,16,256,16,32,0
double,16,256,512,T,auto,8,1,0.01521,0.06850,0.0066,0.0017,1176.1,261.2,4.5034,0.00e+00,0.00e+00,16,256,16,16,0
cfloat,16,256,512,T,auto,8,1,0.01206,0.02537,0.0063,0.0050,1483.5,705.2,2.1036,0.00e+00,0.00e+00,16,256,16,16,0
float,16,256,512,T,auto,8,1,0.00933,0.02375,0.7009,0.0612,959.0,376.7,2.5461,0.00e+00,0.00e+00,16,256,16,8,0
cdouble,24,256,512,T,auto,8,1,0.04175,0.16465,0.0028,0.0010,1260.5,319.6,3.9438,0.00e+00,0.00e+00,24,256,24,48,0
double,24,256,512,T,auto,8,1,0.01591,0.06907,0.0074,0.0009,1654.2,381.0,4.3421,0.00e+00,0.00e+00,24,256,24,24,0
cfloat,24,256,512,T,auto,1,1,0.02546,0.02548,0.0033,0.0066,1033.4,1032.6,1.0008,0.00e+00,0.00e+00,24,256,24,24,0
float,24,256,512,T,auto,8,1,0.01004,0.02341,0.0392,0.0176,1309.9,562.1,2.3304,0.00e+00,0.00e+00,24,256,24,12,0
cdouble,32,256,512,T,auto,8,1,0.04985,0.16504,0.0036,0.0028,1393.6,420.9,3.3110,0.00e+00,0.00e+00,32,256,32,64,0
double,32,256,512,T,auto,8,1,0.01876,0.06845,0.0081,0.0012,1851.3,507.5,3.6481,0.00e+00,0.00e+00,32,256,32,32,0
cfloat,32,256,512,T,auto,1,1,0.02542,0.02541,0.0026,0.0042,1366.2,1367.1,0.9993,0.00e+00,0.00e+00,32,256,32,32,0
float,32,256,512,T,auto,4,1,0.01186,0.02315,0.0580,0.0193,1464.3,750.2,1.9519,0.00e+00,0.00e+00,32,256,32,16,0
cdouble,48,256,512,T,auto,4,1,0.12178,0.23252,0.0054,0.0008,847.1,443.6,1.9094,0.00e+00,0.00e+00,48,256,48,96,0
double,48,256,512,T,auto,4,1,0.02511,0.06814,0.0051,0.0102,2054.0,757.0,2.7135,0.00e+00,0.00e+00,48,256,48,48,0
cfloat,48,256,512,T,auto,1,1,0.03038,0.03048,1.5768,0.0136,1697.6,1692.0,1.0033,0.00e+00,0.00e+00,48,256,48,48,0
float,48,256,512,T,auto,1,1,0.02333,0.02339,0.0037,0.0027,1105.5,1102.4,1.0028,0.00e+00,0.00e+00,48,256,48,24,0
cdouble,64,256,512,T,auto,4,1,0.15740,0.19999,0.0031,0.0014,869.4,684.2,1.2706,0.00e+00,0.00e+00,64,256,64,128,0
double,64,256,512,T,auto,1,1,0.06940,0.06943,0.0021,0.0028,985.9,985.4,1.0005,0.00e+00,0.00e+00,64,256,64,64,0
cfloat,64,256,512,T,auto,1,1,0.02837,0.02844,0.0033,0.0069,2411.5,2405.8,1.0024,0.00e+00,0.00e+00,64,256,64,64,0
float,64,256,512,T,auto,1,1,0.02318,0.02323,0.0046,0.0030,1475.9,1472.4,1.0024,0.00e+00,0.00e+00,64,256,64,32,0
cdouble,96,256,512,T,auto,1,1,0.23587,0.23572,0.0010,0.0014,865.8,866.3,0.9994,0.00e+00,0.00e+00,96,256,96,192,0
double,96,256,512,T,auto,1,1,0.11608,0.11621,0.0019,0.0018,879.6,878.6,1.0011,0.00e+00,0.00e+00,96,256,96,96,0
cfloat,96,256,512,T,auto,1,1,0.11531,0.11528,0.0014,0.0010,885.5,885.7,0.9998,0.00e+00,0.00e+00,96,256,96,96,0
float,96,256,512,T,auto,1,1,0.02349,0.02347,0.0053,0.0028,2173.0,2174.9,0.9991,0.00e+00,0.00e+00,96,256,96,48,0
cdouble,128,256,512,T,auto,1,1,0.30220,0.30211,0.0016,0.0025,898.7,899.0,0.9997,0.00e+00,0.00e+00,128,256,128,256,0
double,128,256,512,T,auto,1,1,0.15280,0.15278,0.0020,0.0025,888.7,888.8,0.9999,0.00e+00,0.00e+00,128,256,128,128,0
cfloat,128,256,512,T,auto,1,1,0.15145,0.15130,0.0023,0.0018,896.6,897.5,0.9990,0.00e+00,0.00e+00,128,256,128,128,0
float,128,256,512,T,auto,1,1,0.02643,0.02638,0.0148,0.0059,2569.4,2573.4,0.9984,0.00e+00,0.00e+00,128,256,128,64,0
cdouble,256,256,512,T,auto,1,1,0.58739,0.58879,0.0026,0.0019,921.1,919.0,1.0024,0.00e+00,0.00e+00,256,256,256,512,0
double,256,256,512,T,auto,1,1,0.29520,0.29546,0.0023,0.0043,916.4,915.6,1.0009,0.00e+00,0.00e+00,256,256,256,256,0
cfloat,256,256,512,T,auto,1,1,0.29350,0.29344,0.0024,0.0028,921.7,922.0,0.9998,0.00e+00,0.00e+00,256,256,256,256,0
float,256,256,512,T,auto,1,1,0.15016,0.15012,0.0062,0.0095,900.8,901.1,0.9998,0.00e+00,0.00e+00,256,256,256,128,0
cdouble,8,64,512,T,auto,8,1,0.01107,0.04566,0.0211,0.0019,432.1,104.8,4.1240,0.00e+00,0.00e+00,8,64,8,4,0
double,8,64,512,T,auto,8,1,0.00750,0.02159,0.0129,0.0032,319.1,110.8,2.8804,0.00e+00,0.00e+00,8,64,8,2,0
cfloat,8,64,512,T,auto,8,1,0.00679,0.01086,0.0090,0.0091,352.0,220.3,1.5978,0.00e+00,0.00e+00,8,64,8,2,0
float,8,64,512,T,auto,8,1,0.00646,0.01029,0.0162,0.0244,185.1,116.3,1.5920,0.00e+00,0.00e+00,8,64,8,1,0
cdouble,16,64,512,T,auto,8,1,0.01308,0.04577,0.0040,0.0021,691.4,197.6,3.4991,0.00e+00,0.00e+00,16,64,16,8,0
double,16,64,512,T,auto,8,1,0.00853,0.02163,0.0068,0.0072,530.4,209.1,2.5368,0.00e+00,0.00e+00,16,64,16,4,0
cfloat,16,64,512,T,auto,8,1,0.00788,0.01084,0.0102,0.0072,573.9,417.3,1.3753,0.00e+00,0.00e+00,16,64,16,4,0
float,16,64,512,T,auto,8,1,0.00662,0.01020,0.0136,0.0099,341.7,221.8,1.5409,0.00e+00,0.00e+00,16,64,16,2,0
cdouble,32,64,512,T,auto,8,1,0.01709,0.04589,0.0060,0.0022,1027.5,382.7,2.6846,0.00e+00,0.00e+00,32,64,32,16,0
double,32,64,512,T,auto,8,1,0.00984,0.02156,0.0121,0.0149,892.5,407.4,2.1907,0.00e+00,0.00e+00,32,64,32,8,0
cfloat,32,64,512,T,auto,1,1,0.01087,0.01085,0.0089,0.0119,807.6,809.5,0.9976,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,T,auto,4,1,0.00749,0.01004,0.0124,0.0093,585.9,437.2,1.3403,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,T,auto,4,1,0.02897,0.05417,0.0122,0.0024,1194.6,638.8,1.8700,0.00e+00,0.00e+00,64,64,64,32,0
double,64,64,512,T,auto,1,1,0.02174,0.02191,0.0063,0.0186,795.8,789.5,1.0080,0.00e+00,0.00e+00,64,64,64,16,0
cfloat,64,64,512,T,auto,1,1,0.01143,0.01146,0.0082,0.0388,1513.3,1510.1,1.0021,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,T,auto,1,1,0.01021,0.01024,0.0728,0.0092,847.7,844.6,1.0037,0.00e+00,0.00e+00,64,64,64,8,0
cdouble,128,64,512,T,auto,1,1,0.07067,0.07066,0.0023,0.0017,971.8,972.0,0.9998,0.00e+00,0.00e+00,128,64,128,64,0
double,128,64,512,T,auto,1,1,0.02889,0.02890,0.0075,0.0045,1188.7,1188.3,1.0003,0.00e+00,0.00e+00,128,64,128,32,0
cfloat,128,64,512,T,auto,1,1,0.01343,0.01338,0.0095,0.0382,2556.8,2566.8,0.9961,0.00e+00,0.00e+00,128,64,128,32,0
float,128,64,512,T,auto,1,1,0.01106,0.01108,0.0086,0.0494,1552.6,1549.1,1.0023,0.00e+00,0.00e+00,128,64,128,16,0
cdouble,8,256,128,T,auto,8,1,0.01100,0.04566,0.0129,0.0021,430.4,103.7,4.1503,0.00e+00,0.00e+00,8,256,8,4,0
double,8,256,128,T,auto,8,1,0.00758,0.02155,0.0694,0.0038,312.4,109.8,2.8443,0.00e+00,0.00e+00,8,256,8,2,0
cfloat,8,256,128,T,auto,8,1,0.00668,0.01083,0.0095,0.0040,354.3,218.5,1.6212,0.00e+00,0.00e+00,8,256,8,2,0
float,8,256,128,T,auto,8,1,0.00639,0.01011,0.0141,0.0105,185.2,117.1,1.5818,0.00e+00,0.00e+00,8,256,8,1,0
cdouble,32,256,128,T,auto,8,1,0.01708,0.04570,0.0040,0.0018,1016.8,380.0,2.6756,0.00e+00,0.00e+00,32,256,32,16,0
double,32,256,128,T,auto,8,1,0.00986,0.02162,0.0123,0.0046,880.6,401.6,2.1925,0.00e+00,0.00e+00,32,256,32,8,0
cfloat,32,256,128,T,auto,1,1,0.01094,0.01088,0.0626,0.0078,793.5,798.4,0.9938,0.00e+00,0.00e+00,32,256,32,8,0
float,32,256,128,T,auto,4,1,0.00755,0.01018,0.0111,0.0097,574.9,426.3,1.3485,0.00e+00,0.00e+00,32,256,32,4,0
cdouble,64,256,128,T,auto,4,1,0.02872,0.05414,0.0034,0.0042,1191.4,631.9,1.8854,0.00e+00,0.00e+00,64,256,64,32,0
double,64,256,128,T,auto,1,1,0.02188,0.02173,0.0078,0.0193,781.7,787.1,0.9931,0.00e+00,0.00e+00,64,256,64,16,0
cfloat,64,256,128,T,auto,1,1,0.01141,0.01145,0.0051,0.0033,1498.6,1493.4,1.0035,0.00e+00,0.00e+00,64,256,64,16,0
float,64,256,128,T,auto,1,1,0.01023,0.01030,0.0538,0.0165,836.0,830.2,1.0070,0.00e+00,0.00e+00,64,256,64,8,0
cdouble,128,256,128,T,auto,1,1,0.07054,0.07069,0.0010,0.0019,962.5,960.5,1.0022,0.00e+00,0.00e+00,128,256,128,64,0
double,128,256,128,T,auto,1,1,0.02886,0.02894,0.0034,0.0036,1176.3,1173.2,1.0027,0.00e+00,0.00e+00,128,256,128,32,0
cfloat,128,256,128,T,auto,1,1,0.01337,0.01349,0.0103,0.0066,2538.3,2515.9,1.0089,0.00e+00,0.00e+00,128,256,128,32,0
float,128,256,128,T,auto,1,1,0.01110,0.01111,0.0044,0.0041,1529.2,1527.8,1.0009,0.00e+00,0.00e+00,128,256,128,16,0
cdouble,16,2048,128,T,auto,8,1,0.06091,0.32256,0.0083,0.0004,1171.3,221.2,5.2961,0.00e+00,0.00e+00,16,2048,16,64,0
double,16,2048,128,T,auto,8,1,0.02366,0.13085,0.0053,0.0016,1507.8,272.6,5.5315,0.00e+00,0.00e+00,16,2048,16,32,0
cfloat,16,2048,128,T,auto,8,1,0.01765,0.04482,0.0087,0.0042,2020.7,795.8,2.5393,0.00e+00,0.00e+00,16,2048,16,32,0
float,16,2048,128,T,auto,8,1,0.01148,0.04042,0.0062,0.0022,1553.5,441.2,3.5208,0.00e+00,0.00e+00,16,2048,16,16,0
cdouble,64,2048,128,T,auto,4,1,0.30338,0.39171,0.0016,0.0010,899.1,696.3,1.2912,0.00e+00,0.00e+00,64,2048,64,256,0
double,64,2048,128,T,auto,1,1,0.15244,0.15283,0.3710,0.2801,894.6,892.4,1.0026,0.00e+00,0.00e+00,64,2048,64,128,0
cfloat,64,2048,128,T,auto,1,1,0.15140,0.15171,0.0023,0.0021,900.8,899.0,1.0020,0.00e+00,0.00e+00,64,2048,64,128,0
float,64,2048,128,T,auto,1,1,0.04072,0.04073,0.0039,0.0021,1674.8,1674.4,1.0002,0.00e+00,0.00e+00,64,2048,64,64,0
