type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,1,2048,512,T,auto,8,1,0.12474,1.26972,0.0014,0.0005,269.0,26.4,10.1785,0.00e+00,0.00e+00,1,2048,1,16,0
double,1,2048,512,T,auto,8,1,0.04818,0.50452,0.0095,0.0006,348.3,33.3,10.4716,0.00e+00,0.00e+00,1,2048,1,8,0
cfloat,1,2048,512,T,auto,8,1,0.02586,0.15980,0.0056,0.0012,649.0,105.0,6.1796,0.00e+00,0.00e+00,1,2048,1,8,0
float,1,2048,512,T,auto,8,1,0.02505,0.14238,0.0237,0.0012,335.0,58.9,5.6848,0.00e+00,0.00e+00,1,2048,1,4,0
cdouble,2,2048,512,T,auto,8,1,0.12502,1.27001,0.0016,0.0003,402.7,39.6,10.1584,0.00e+00,0.00e+00,2,2048,2,32,0
double,2,2048,512,T,auto,8,1,0.04812,0.50434,0.0029,0.0004,523.1,49.9,10.4806,0.00e+00,0.00e+00,2,2048,2,16,0
cfloat,2,2048,512,T,auto,8,1,0.02558,0.15988,0.0236,0.0010,984.1,157.5,6.2504,0.00e+00,0.00e+00,2,2048,2,16,0
float,2,2048,512,T,auto,8,1,0.02411,0.14153,0.0040,0.0010,522.1,88.9,5.8707,0.00e+00,0.00e+00,2,2048,2,8,0
cdouble,4,2048,512,T,auto,8,1,0.12545,1.27007,0.5826,0.0269,669.0,66.1,10.1245,0.00e+00,0.00e+00,4,2048,4,64,0
double,4,2048,512,T,auto,8,1,0.04807,0.50448,0.0375,0.0005,872.9,83.2,10.4947,0.00e+00,0.00e+00,4,2048,4,32,0
cfloat,4,2048,512,T,auto,8,1,0.02549,0.16032,0.0039,0.0007,1645.9,261.7,6.2886,0.00e+00,0.00e+00,4,2048,4,32,0
float,4,2048,512,T,auto,8,1,0.02402,0.14164,0.0047,0.0012,873.5,148.1,5.8973,0.00e+00,0.00e+00,4,2048,4,16,0
cdouble,8,2048,512,T,auto,8,1,0.17274,1.27181,0.1908,0.0730,874.5,118.8,7.3624,0.00e+00,0.00e+00,8,2048,8,128,0
double,8,2048,512,T,auto,8,1,0.05405,0.50464,0.8599,0.1779,1397.5,149.7,9.3369,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,auto,8,1,0.04746,0.16736,0.0266,0.0039,1591.4,451.3,3.5262,0.00e+00,0.00e+00,8,2048,8,64,0
float,8,2048,512,T,auto,8,1,0.02450,0.14372,0.0172,0.0050,1541.4,262.8,5.8659,0.00e+00,0.00e+00,8,2048,8,32,0
cdouble,16,2048,512,T,auto,8,1,0.31875,1.27296,0.0027,0.0003,895.2,224.2,3.9937,0.00e+00,0.00e+00,16,2048,16,256,0
double,16,2048,512,T,auto,8,1,0.16158,0.50538,0.0097,0.0002,883.0,282.3,3.1278,0.00e+00,0.00e+00,16,2048,16,128,0
cfloat,16,2048,512,T,auto,8,1,0.16218,0.18475,0.0059,0.0036,879.7,772.3,1.1392,0.00e+00,0.00e+00,16,2048,16,128,0
float,16,2048,512,T,auto,8,1,0.03047,0.14435,0.0528,0.0104,2341.4,494.2,4.7377,0.00e+00,0.00e+00,16,2048,16,64,0
cdouble,24,2048,512,T,auto,8,1,0.46344,1.27447,0.0019,0.0004,905.5,329.3,2.7501,0.00e+00,0.00e+00,24,2048,24,384,0
