arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,MB,gpu,foreign
native:cta,cdouble,320,256,512,C,native:cta,0.72941,0.73037,0.0040,926.5,0.975,0.00e+00,320,256,320,640,0,0
vendor,cdouble,320,256,1024,C,vendor:auto,4.39818,4.39656,0.0061,307.3,0.323,0.00e+00,320,256,320,1280,0,0
native:cta,cdouble,320,256,1024,C,native:cta,1.44764,1.44799,0.0019,933.7,0.983,0.00e+00,320,256,320,1280,0,0
vendor,cdouble,352,256,192,C,vendor:auto,0.31192,0.31241,0.0030,893.5,0.941,0.00e+00,352,256,352,264,0,0
native:cta,cdouble,352,256,192,C,native:cta,0.30849,0.30889,0.0063,903.4,0.951,0.00e+00,352,256,352,264,0,0
vendor,cdouble,352,256,256,C,vendor:auto,0.40746,0.40789,0.0033,912.0,0.960,0.00e+00,352,256,352,352,0,0
native:cta,cdouble,352,256,256,C,native:cta,0.40546,0.40582,0.0024,916.5,0.965,0.00e+00,352,256,352,352,0,0
vendor,cdouble,352,256,320,C,vendor:auto,1.31535,1.31856,0.0067,353.1,0.372,0.00e+00,352,256,352,440,0,0
native:cta,cdouble,352,256,320,C,native:cta,0.50425,0.50513,0.0063,921.1,0.970,0.00e+00,352,256,352,440,0,0
vendor,cdouble,352,256,512,C,vendor:auto,2.25200,2.24775,0.0069,330.0,0.347,0.00e+00,352,256,352,704,0,0
native:cta,cdouble,352,256,512,C,native:cta,0.79927,0.80000,0.0027,929.8,0.979,0.00e+00,352,256,352,704,0,0
vendor,cdouble,352,256,1024,C,vendor:auto,4.74079,4.82478,0.0462,313.5,0.330,0.00e+00,352,256,352,1408,0,0
native:cta,cdouble,352,256,1024,C,native:cta,1.58797,1.61852,0.0570,936.0,0.985,0.00e+00,352,256,352,1408,0,0
vendor,cdouble,384,256,192,C,vendor:auto,0.34932,0.42812,0.2692,870.1,0.916,0.00e+00,384,256,384,288,0,0
native:cta,cdouble,384,256,192,C,native:cta,0.33515,0.33507,0.0029,906.9,0.955,0.00e+00,384,256,384,288,0,0
vendor,cdouble,384,256,256,C,vendor:auto,0.46078,0.45970,0.0031,879.5,0.926,0.00e+00,384,256,384,384,0,0
native:cta,cdouble,384,256,256,C,native:cta,0.44195,0.44222,0.0038,917.0,0.965,0.00e+00,384,256,384,384,0,0
vendor,cdouble,384,256,320,C,vendor:auto,0.57180,0.57274,0.0053,886.0,0.933,0.00e+00,384,256,384,480,0,0
native:cta,cdouble,384,256,320,C,native:cta,0.55011,0.58013,0.1629,920.9,0.969,0.00e+00,384,256,384,480,0,0
vendor,cdouble,384,256,512,C,vendor:auto,0.90273,0.90305,0.0030,897.9,0.945,0.00e+00,384,256,384,768,0,0
native:cta,cdouble,384,256,512,C,native:cta,0.87125,0.87224,0.0041,930.3,0.979,0.00e+00,384,256,384,768,0,0
vendor,cdouble,384,256,1024,C,vendor:auto,1.78776,1.78799,0.0028,906.8,0.955,0.00e+00,384,256,384,1536,0,0
native:cta,cdouble,384,256,1024,C,native:cta,1.73034,1.73202,0.0022,936.9,0.986,0.00e+00,384,256,384,1536,0,0
vendor,cdouble,48,512,192,C,vendor:auto,0.13751,0.13782,0.0218,561.5,0.591,0.00e+00,48,512,48,72,0,0
native:cta,cdouble,48,512,192,C,native:cta,0.06261,0.06262,0.0021,1233.3,1.298,0.00e+00,48,512,48,72,0,0
vendor,cdouble,48,512,256,C,vendor:auto,0.17874,0.17818,0.0278,576.0,0.606,0.00e+00,48,512,48,96,0,0
native:cta,cdouble,48,512,256,C,native:cta,0.12204,0.12211,0.0031,843.7,0.888,0.00e+00,48,512,48,96,0,0
vendor,cdouble,48,512,320,C,vendor:auto,0.21611,0.21364,0.0535,595.5,0.627,0.00e+00,48,512,48,120,0,0
native:cta,cdouble,48,512,320,C,native:cta,0.14960,0.14945,0.0028,860.2,0.906,0.00e+00,48,512,48,120,0,0
vendor,cdouble,48,512,512,C,vendor:auto,0.31203,0.31054,0.0595,659.9,0.695,0.00e+00,48,512,48,192,0,0
native:cta,cdouble,48,512,512,C,native:cta,0.23186,0.23210,0.0036,888.1,0.935,0.00e+00,48,512,48,192,0,0
vendor,cdouble,48,512,1024,C,vendor:auto,0.54687,0.55047,0.0524,753.1,0.793,0.00e+00,48,512,48,384,0,0
native:cta,cdouble,48,512,1024,C,native:cta,0.45343,0.45423,0.0061,908.3,0.956,0.00e+00,48,512,48,384,0,0
vendor,cdouble,64,512,192,C,vendor:auto,0.27680,0.27656,0.0034,370.1,0.390,0.00e+00,64,512,64,96,0,0
native:cta,cdouble,64,512,192,C,native:cta,0.12180,0.12235,0.0092,841.0,0.885,0.00e+00,64,512,64,96,0,0
vendor,cdouble,64,512,256,C,vendor:auto,0.36421,0.36448,0.0077,375.0,0.395,0.00e+00,64,512,64,128,0,0
native:cta,cdouble,64,512,256,C,native:cta,0.15774,0.15782,0.0034,865.9,0.911,0.00e+00,64,512,64,128,0,0
vendor,cdouble,64,512,320,C,vendor:auto,0.46154,0.46152,0.0059,369.9,0.389,0.00e+00,64,512,64,160,0,0
native:cta,cdouble,64,512,320,C,native:cta,0.19441,0.19499,0.0082,878.2,0.924,0.00e+00,64,512,64,160,0,0
vendor,cdouble,64,512,512,C,vendor:auto,0.73303,0.73348,0.0028,372.6,0.392,0.00e+00,64,512,64,256,0,0
native:cta,cdouble,64,512,512,C,native:cta,0.30483,0.30460,0.0029,896.1,0.943,0.00e+00,64,512,64,256,0,0
vendor,cdouble,64,512,1024,C,vendor:auto,1.46272,1.46354,0.0030,373.5,0.393,0.00e+00,64,512,64,512,0,0
native:cta,cdouble,64,512,1024,C,native:cta,0.59712,0.59800,0.0050,914.9,0.963,0.00e+00,64,512,64,512,0,0
vendor,cdouble,96,512,192,C,vendor:auto,0.16707,0.16721,0.0023,915.0,0.963,0.00e+00,96,512,96,144,0,0
native:cta,cdouble,96,512,192,C,native:cta,0.18019,0.18013,0.0010,848.4,0.893,0.00e+00,96,512,96,144,0,0
vendor,cdouble,96,512,256,C,vendor:auto,0.21972,0.21968,0.0010,927.6,0.976,0.00e+00,96,512,96,192,0,0
native:cta,cdouble,96,512,256,C,native:cta,0.23653,0.23696,0.0059,861.7,0.907,0.00e+00,96,512,96,192,0,0
vendor,cdouble,96,512,320,C,vendor:auto,0.75337,0.78320,0.1210,338.2,0.356,0.00e+00,96,512,96,240,0,0
native:cta,cdouble,96,512,320,C,native:cta,0.29293,0.29288,0.0006,869.7,0.916,0.00e+00,96,512,96,240,0,0
vendor,cdouble,96,512,512,C,vendor:auto,1.21738,1.21990,0.0071,334.8,0.352,0.00e+00,96,512,96,384,0,0
native:cta,cdouble,96,512,512,C,native:cta,0.46186,0.50286,0.1952,882.6,0.929,0.00e+00,96,512,96,384,0,0
vendor,cdouble,96,512,1024,C,vendor:auto,2.43964,2.43565,0.0094,334.2,0.352,0.00e+00,96,512,96,768,0,0
native:cta,cdouble,96,512,1024,C,native:cta,0.91172,0.91171,0.0003,894.2,0.941,0.00e+00,96,512,96,768,0,0
vendor,cdouble,128,512,192,C,vendor:auto,0.22108,0.22121,0.0030,919.5,0.968,0.00e+00,128,512,128,192,0,0
native:cta,cdouble,128,512,192,C,native:cta,0.22984,0.22955,0.0035,884.5,0.931,0.00e+00,128,512,128,192,0,0
vendor,cdouble,128,512,256,C,vendor:auto,0.29106,0.29190,0.0085,931.3,0.980,0.00e+00,128,512,128,256,0,0
native:cta,cdouble,128,512,256,C,native:cta,0.30282,0.30351,0.0061,895.1,0.942,0.00e+00,128,512,128,256,0,0
vendor,cdouble,128,512,320,C,vendor:auto,1.01211,1.01168,0.0115,334.8,0.352,0.00e+00,128,512,128,320,0,0
native:cta,cdouble,128,512,320,C,native:cta,0.37409,0.37506,0.0063,905.7,0.953,0.00e+00,128,512,128,320,0,0
vendor,cdouble,128,512,512,C,vendor:auto,1.63219,1.66039,0.0582,332.1,0.350,0.00e+00,128,512,128,512,0,0
native:cta,cdouble,128,512,512,C,native:cta,0.59070,0.59176,0.0053,917.7,0.966,0.00e+00,128,512,128,512,0,0
vendor,cdouble,128,512,1024,C,vendor:auto,3.31570,3.31456,0.0031,327.0,0.344,0.00e+00,128,512,128,1024,0,0
native:cta,cdouble,128,512,1024,C,native:cta,1.16996,1.17121,0.0029,926.7,0.975,0.00e+00,128,512,128,1024,0,0
vendor,cdouble,192,512,192,C,vendor:auto,0.34051,0.34076,0.0025,893.2,0.940,0.00e+00,192,512,192,288,0,0
native:cta,cdouble,192,512,192,C,native:cta,0.33509,0.33533,0.0019,907.7,0.955,0.00e+00,192,512,192,288,0,0
vendor,cdouble,192,512,256,C,vendor:auto,0.44669,0.44645,0.0033,907.9,0.956,0.00e+00,192,512,192,384,0,0
native:cta,cdouble,192,512,256,C,native:cta,0.44339,0.44438,0.0063,914.6,0.963,0.00e+00,192,512,192,384,0,0
vendor,cdouble,192,512,320,C,vendor:auto,1.58944,1.58657,0.0084,318.9,0.336,0.00e+00,192,512,192,480,0,0
native:cta,cdouble,192,512,320,C,native:cta,0.55208,0.55246,0.0025,918.2,0.967,0.00e+00,192,512,192,480,0,0
vendor,cdouble,192,512,512,C,vendor:auto,2.56512,2.56493,0.0092,316.2,0.333,0.00e+00,192,512,192,768,0,0
native:cta,cdouble,192,512,512,C,native:cta,0.87583,0.91836,0.1086,926.1,0.975,0.00e+00,192,512,192,768,0,0
vendor,cdouble,192,512,1024,C,vendor:auto,5.21468,5.29620,0.0421,311.1,0.327,0.00e+00,192,512,192,1536,0,0
native:cta,cdouble,192,512,1024,C,native:cta,1.73892,1.74086,0.0022,932.8,0.982,0.00e+00,192,512,192,1536,0,0
vendor,cdouble,256,512,192,C,vendor:auto,0.43524,0.43673,0.0079,930.6,0.980,0.00e+00,256,512,256,384,0,0
native:cta,cdouble,256,512,192,C,native:cta,0.44252,0.44267,0.0019,915.2,0.963,0.00e+00,256,512,256,384,0,0
vendor,cdouble,256,512,256,C,vendor:auto,0.57728,0.57790,0.0054,935.5,0.985,0.00e+00,256,512,256,512,0,0
native:cta,cdouble,256,512,256,C,native:cta,0.59038,0.66891,0.1723,914.7,0.963,0.00e+00,256,512,256,512,0,0
vendor,cdouble,256,512,320,C,vendor:auto,2.16561,2.16302,0.0058,311.7,0.328,0.00e+00,256,512,256,640,0,0
native:cta,cdouble,256,512,320,C,native:cta,0.73119,0.73132,0.0028,923.2,0.972,0.00e+00,256,512,256,640,0,0
vendor,cdouble,256,512,512,C,vendor:auto,3.50602,3.50274,0.0054,308.1,0.324,0.00e+00,256,512,256,1024,0,0
native:cta,cdouble,256,512,512,C,native:cta,1.16245,1.16251,0.0030,929.1,0.978,0.00e+00,256,512,256,1024,0,0
vendor,cdouble,256,512,1024,C,vendor:auto,7.12552,7.13341,0.0055,303.1,0.319,0.00e+00,256,512,256,2048,0,0
native:cta,cdouble,256,512,1024,C,native:cta,2.30893,2.31080,0.0024,935.5,0.985,0.00e+00,256,512,256,2048,0,0
vendor,cdouble,320,512,192,C,vendor:auto,0.60372,0.60440,0.0127,837.9,0.882,0.00e+00,320,512,320,480,0,0
native:cta,cdouble,320,512,192,C,native:cta,0.55242,0.63193,0.1828,915.7,0.964,0.00e+00,320,512,320,480,0,0
vendor,cdouble,320,512,256,C,vendor:auto,0.80216,0.80204,0.0075,840.9,0.885,0.00e+00,320,512,320,640,0,0
native:cta,cdouble,320,512,256,C,native:cta,0.72899,0.72937,0.0023,925.2,0.974,0.00e+00,320,512,320,640,0,0
vendor,cdouble,320,512,320,C,vendor:auto,2.69704,2.69920,0.0087,312.6,0.329,0.00e+00,320,512,320,800,0,0
native:cta,cdouble,320,512,320,C,native:cta,0.90771,0.90768,0.0032,928.8,0.978,0.00e+00,320,512,320,800,0,0
vendor,cdouble,320,512,512,C,vendor:auto,4.42293,4.42339,0.0080,305.0,0.321,0.00e+00,320,512,320,1280,0,0
native:cta,cdouble,320,512,512,C,native:cta,1.44441,1.44499,0.0023,933.9,0.983,0.00e+00,320,512,320,1280,0,0
vendor,cdouble,320,512,1024,C,vendor:auto,8.88597,8.88774,0.0082,303.6,0.320,0.00e+00,320,512,320,2560,0,0
native:cta,cdouble,320,512,1024,C,native:cta,2.87986,2.91739,0.0433,936.8,0.986,0.00e+00,320,512,320,2560,0,0
vendor,cdouble,352,512,192,C,vendor:auto,0.71810,0.70024,0.1543,774.7,0.815,0.00e+00,352,512,352,528,0,0
native:cta,cdouble,352,512,192,C,native:cta,0.60348,0.60398,0.0046,921.8,0.970,0.00e+00,352,512,352,528,0,0
vendor,cdouble,352,512,256,C,vendor:auto,0.79240,0.79245,0.0012,936.1,0.985,0.00e+00,352,512,352,704,0,0
native:cta,cdouble,352,512,256,C,native:cta,0.79990,0.79960,0.0036,927.3,0.976,0.00e+00,352,512,352,704,0,0
vendor,cdouble,352,512,320,C,vendor:auto,2.93520,2.93745,0.0045,315.9,0.333,0.00e+00,352,512,352,880,0,0
native:cta,cdouble,352,512,320,C,native:cta,0.99548,0.99767,0.0046,931.4,0.980,0.00e+00,352,512,352,880,0,0
vendor,cdouble,352,512,512,C,vendor:auto,4.73662,4.73769,0.0024,313.2,0.330,0.00e+00,352,512,352,1408,0,0
native:cta,cdouble,352,512,512,C,native:cta,1.58636,1.62821,0.0621,935.1,0.984,0.00e+00,352,512,352,1408,0,0
vendor,cdouble,352,512,1024,C,vendor:auto,9.60279,9.60742,0.0022,309.0,0.325,0.00e+00,352,512,352,2816,0,0
native:cta,cdouble,352,512,1024,C,native:cta,3.16341,3.24706,0.0574,937.9,0.987,0.00e+00,352,512,352,2816,0,0
vendor,cdouble,384,512,192,C,vendor:auto,0.74403,0.74539,0.0079,815.5,0.858,0.00e+00,384,512,384,576,0,0
native:cta,cdouble,384,512,192,C,native:cta,0.65482,0.65567,0.0038,926.6,0.975,0.00e+00,384,512,384,576,0,0
vendor,cdouble,384,512,256,C,vendor:auto,1.01029,1.00382,0.0119,800.7,0.843,0.00e+00,384,512,384,768,0,0
native:cta,cdouble,384,512,256,C,native:cta,0.87103,0.87128,0.0026,928.8,0.978,0.00e+00,384,512,384,768,0,0
vendor,cdouble,384,512,320,C,vendor:auto,1.25021,1.25006,0.0117,808.8,0.851,0.00e+00,384,512,384,960,0,0
native:cta,cdouble,384,512,320,C,native:cta,1.08630,1.08719,0.0031,930.9,0.980,0.00e+00,384,512,384,960,0,0
vendor,cdouble,384,512,512,C,vendor:auto,2.01885,2.06880,0.0506,801.4,0.844,0.00e+00,384,512,384,1536,0,0
native:cta,cdouble,384,512,512,C,native:cta,1.72819,1.72944,0.0027,936.2,0.985,0.00e+00,384,512,384,1536,0,0
vendor,cdouble,384,512,1024,C,vendor:auto,4.03048,4.03230,0.0141,802.9,0.845,0.00e+00,384,512,384,3072,0,0
native:cta,cdouble,384,512,1024,C,native:cta,3.44931,3.53338,0.0527,938.1,0.988,0.00e+00,384,512,384,3072,0,0
vendor,cdouble,48,1024,192,C,vendor:auto,0.24955,0.24555,0.0476,618.3,0.651,0.00e+00,48,1024,48,144,0,0
native:cta,cdouble,48,1024,192,C,native:cta,0.17682,0.17739,0.0115,872.6,0.919,0.00e+00,48,1024,48,144,0,0
vendor,cdouble,48,1024,256,C,vendor:auto,0.31718,0.31366,0.0487,648.6,0.683,0.00e+00,48,1024,48,192,0,0
native:cta,cdouble,48,1024,256,C,native:cta,0.23263,0.23318,0.0083,884.3,0.931,0.00e+00,48,1024,48,192,0,0
vendor,cdouble,48,1024,320,C,vendor:auto,0.36953,0.37386,0.0811,695.9,0.733,0.00e+00,48,1024,48,240,0,0
native:cta,cdouble,48,1024,320,C,native:cta,0.28682,0.28699,0.0017,896.5,0.944,0.00e+00,48,1024,48,240,0,0
vendor,cdouble,48,1024,512,C,vendor:auto,0.55374,0.54522,0.0645,743.0,0.782,0.00e+00,48,1024,48,384,0,0
native:cta,cdouble,48,1024,512,C,native:cta,0.45277,0.48257,0.1960,908.7,0.957,0.00e+00,48,1024,48,384,0,0
vendor,cdouble,48,1024,1024,C,vendor:auto,1.05551,1.09061,0.0784,779.6,0.821,0.00e+00,48,1024,48,768,0,0
native:cta,cdouble,48,1024,1024,C,native:cta,0.89627,0.89673,0.0026,918.1,0.966,0.00e+00,48,1024,48,768,0,0
vendor,cdouble,64,1024,192,C,vendor:auto,0.54607,0.54660,0.0034,374.8,0.395,0.00e+00,64,1024,64,192,0,0
native:cta,cdouble,64,1024,192,C,native:cta,0.23086,0.23117,0.0052,886.6,0.933,0.00e+00,64,1024,64,192,0,0
vendor,cdouble,64,1024,256,C,vendor:auto,0.73770,0.79427,0.1332,369.9,0.389,0.00e+00,64,1024,64,256,0,0
native:cta,cdouble,64,1024,256,C,native:cta,0.30459,0.30472,0.0023,895.9,0.943,0.00e+00,64,1024,64,256,0,0
vendor,cdouble,64,1024,320,C,vendor:auto,0.91748,0.91792,0.0041,371.8,0.391,0.00e+00,64,1024,64,320,0,0
native:cta,cdouble,64,1024,320,C,native:cta,0.37838,0.37856,0.0015,901.5,0.949,0.00e+00,64,1024,64,320,0,0
vendor,cdouble,64,1024,512,C,vendor:auto,1.46067,1.45974,0.0039,373.7,0.393,0.00e+00,64,1024,64,512,0,0
native:cta,cdouble,64,1024,512,C,native:cta,0.59802,0.59769,0.0021,912.7,0.961,0.00e+00,64,1024,64,512,0,0
vendor,cdouble,64,1024,1024,C,vendor:auto,2.93493,3.02375,0.0667,371.9,0.391,0.00e+00,64,1024,64,1024,0,0
native:cta,cdouble,64,1024,1024,C,native:cta,1.18575,1.18539,0.0025,920.6,0.969,0.00e+00,64,1024,64,1024,0,0
vendor,cdouble,96,1024,192,C,vendor:auto,0.92836,0.93034,0.0046,329.0,0.346,0.00e+00,96,1024,96,288,0,0
native:cta,cdouble,96,1024,192,C,native:cta,0.34974,0.34979,0.0009,873.3,0.919,0.00e+00,96,1024,96,288,0,0
vendor,cdouble,96,1024,256,C,vendor:auto,1.22511,1.28398,0.0896,332.4,0.350,0.00e+00,96,1024,96,384,0,0
native:cta,cdouble,96,1024,256,C,native:cta,0.46251,0.46260,0.0007,880.5,0.927,0.00e+00,96,1024,96,384,0,0
vendor,cdouble,96,1024,320,C,vendor:auto,1.53073,1.53069,0.0119,332.6,0.350,0.00e+00,96,1024,96,480,0,0
native:cta,cdouble,96,1024,320,C,native:cta,0.57519,0.57528,0.0007,885.0,0.932,0.00e+00,96,1024,96,480,0,0
vendor,cdouble,96,1024,512,C,vendor:auto,2.42991,2.43343,0.0157,335.2,0.353,0.00e+00,96,1024,96,768,0,0
native:cta,cdouble,96,1024,512,C,native:cta,0.91412,0.93450,0.0694,891.0,0.938,0.00e+00,96,1024,96,768,0,0
vendor,cdouble,96,1024,1024,C,vendor:auto,4.86237,4.97327,0.0503,335.0,0.353,0.00e+00,96,1024,96,1536,0,0
native:cta,cdouble,96,1024,1024,C,native:cta,1.81507,1.81516,0.0003,897.5,0.945,0.00e+00,96,1024,96,1536,0,0
vendor,cdouble,128,1024,192,C,vendor:auto,1.22690,1.25330,0.0762,331.1,0.348,0.00e+00,128,1024,128,384,0,0
native:cta,cdouble,128,1024,192,C,native:cta,0.44704,0.44705,0.0020,908.6,0.956,0.00e+00,128,1024,128,384,0,0
vendor,cdouble,128,1024,256,C,vendor:auto,1.64099,1.64543,0.0065,330.0,0.347,0.00e+00,128,1024,128,512,0,0
native:cta,cdouble,128,1024,256,C,native:cta,0.59085,0.59154,0.0035,916.6,0.965,0.00e+00,128,1024,128,512,0,0
vendor,cdouble,128,1024,320,C,vendor:auto,2.07199,2.15263,0.0597,326.7,0.344,0.00e+00,128,1024,128,640,0,0
native:cta,cdouble,128,1024,320,C,native:cta,0.73466,0.73549,0.0022,921.5,0.970,0.00e+00,128,1024,128,640,0,0
vendor,cdouble,128,1024,512,C,vendor:auto,3.34504,3.33954,0.0046,323.8,0.341,0.00e+00,128,1024,128,1024,0,0
native:cta,cdouble,128,1024,512,C,native:cta,1.16962,1.16959,0.0023,926.1,0.975,0.00e+00,128,1024,128,1024,0,0
vendor,cdouble,128,1024,1024,C,vendor:auto,6.70458,6.70147,0.0038,323.1,0.340,0.00e+00,128,1024,128,2048,0,0
native:cta,cdouble,128,1024,1024,C,native:cta,2.32839,2.32811,0.0021,930.4,0.979,0.00e+00,128,1024,128,2048,0,0
vendor,cdouble,192,1024,192,C,vendor:auto,1.93815,1.93953,0.0040,313.6,0.330,0.00e+00,192,1024,192,576,0,0
native:cta,cdouble,192,1024,192,C,native:cta,0.65835,0.65838,0.0010,923.1,0.972,0.00e+00,192,1024,192,576,0,0
vendor,cdouble,192,1024,256,C,vendor:auto,2.55634,2.55589,0.0050,317.0,0.334,0.00e+00,192,1024,192,768,0,0
native:cta,cdouble,192,1024,256,C,native:cta,0.87605,0.87700,0.0038,924.9,0.974,0.00e+00,192,1024,192,768,0,0
vendor,cdouble,192,1024,320,C,vendor:auto,3.19716,3.21257,0.0140,316.8,0.333,0.00e+00,192,1024,192,960,0,0
native:cta,cdouble,192,1024,320,C,native:cta,1.08960,1.09124,0.0030,929.6,0.978,0.00e+00,192,1024,192,960,0,0
vendor,cdouble,192,1024,512,C,vendor:auto,5.15080,5.15633,0.0084,314.6,0.331,0.00e+00,192,1024,192,1536,0,0
native:cta,cdouble,192,1024,512,C,native:cta,1.73805,1.73917,0.0025,932.4,0.981,0.00e+00,192,1024,192,1536,0,0
vendor,cdouble,192,1024,1024,C,vendor:auto,10.34871,10.48181,0.0329,313.2,0.330,0.00e+00,192,1024,192,3072,0,0
native:cta,cdouble,192,1024,1024,C,native:cta,3.47000,3.46819,0.0019,934.0,0.983,0.00e+00,192,1024,192,3072,0,0
vendor,cdouble,256,1024,192,C,vendor:auto,2.64097,2.63782,0.0049,306.4,0.323,0.00e+00,256,1024,256,768,0,0
native:cta,cdouble,256,1024,192,C,native:cta,0.87462,0.87520,0.0029,925.3,0.974,0.00e+00,256,1024,256,768,0,0
vendor,cdouble,256,1024,256,C,vendor:auto,3.51362,3.51311,0.0050,307.1,0.323,0.00e+00,256,1024,256,1024,0,0
native:cta,cdouble,256,1024,256,C,native:cta,1.16179,1.16081,0.0025,928.7,0.978,0.00e+00,256,1024,256,1024,0,0
vendor,cdouble,256,1024,320,C,vendor:auto,4.38843,4.38393,0.0037,307.3,0.324,0.00e+00,256,1024,256,1280,0,0
native:cta,cdouble,256,1024,320,C,native:cta,1.44588,1.44733,0.0027,932.8,0.982,0.00e+00,256,1024,256,1280,0,0
vendor,cdouble,256,1024,512,C,vendor:auto,7.13347,7.12624,0.0053,302.5,0.318,0.00e+00,256,1024,256,2048,0,0
native:cta,cdouble,256,1024,512,C,native:cta,2.30662,2.30769,0.0019,935.6,0.985,0.00e+00,256,1024,256,2048,0,0
vendor,cdouble,256,1024,1024,C,vendor:auto,14.38862,14.51239,0.0290,300.0,0.316,0.00e+00,256,1024,256,4096,0,0
native:cta,cdouble,256,1024,1024,C,native:cta,4.60461,4.60308,0.0017,937.3,0.987,0.00e+00,256,1024,256,4096,0,0
vendor,cdouble,320,1024,192,C,vendor:auto,3.29841,3.30053,0.0138,306.4,0.323,0.00e+00,320,1024,320,960,0,0
native:cta,cdouble,320,1024,192,C,native:cta,1.08495,1.08593,0.0030,931.6,0.981,0.00e+00,320,1024,320,960,0,0
vendor,cdouble,320,1024,256,C,vendor:auto,4.38671,4.39898,0.0103,307.2,0.323,0.00e+00,320,1024,320,1280,0,0
native:cta,cdouble,320,1024,256,C,native:cta,1.44149,1.44291,0.0028,934.9,0.984,0.00e+00,320,1024,320,1280,0,0
vendor,cdouble,320,1024,320,C,vendor:auto,5.50991,5.51583,0.0048,305.7,0.322,0.00e+00,320,1024,320,1600,0,0
native:cta,cdouble,320,1024,320,C,native:cta,1.80055,1.80180,0.0027,935.6,0.985,0.00e+00,320,1024,320,1600,0,0
vendor,cdouble,320,1024,512,C,vendor:auto,8.94743,8.95494,0.0138,301.2,0.317,0.00e+00,320,1024,320,2560,0,0
native:cta,cdouble,320,1024,512,C,native:cta,2.87655,2.87544,0.0017,937.0,0.986,0.00e+00,320,1024,320,2560,0,0
vendor,cdouble,320,1024,1024,C,vendor:auto,17.99774,18.06883,0.0143,299.5,0.315,0.00e+00,320,1024,320,5120,0,0
native:cta,cdouble,320,1024,1024,C,native:cta,5.73903,5.73733,0.0012,939.3,0.989,0.00e+00,320,1024,320,5120,0,0
vendor,cdouble,352,1024,192,C,vendor:auto,3.58586,3.60412,0.0109,310.0,0.326,0.00e+00,352,1024,352,1056,0,0
native:cta,cdouble,352,1024,192,C,native:cta,1.19226,1.19271,0.0025,932.3,0.981,0.00e+00,352,1024,352,1056,0,0
vendor,cdouble,352,1024,256,C,vendor:auto,4.77198,4.77211,0.0034,310.6,0.327,0.00e+00,352,1024,352,1408,0,0
native:cta,cdouble,352,1024,256,C,native:cta,1.58593,1.58496,0.0018,934.5,0.984,0.00e+00,352,1024,352,1408,0,0
vendor,cdouble,352,1024,320,C,vendor:auto,5.92216,5.92377,0.0062,312.8,0.329,0.00e+00,352,1024,352,1760,0,0
native:cta,cdouble,352,1024,320,C,native:cta,1.97631,2.04049,0.0558,937.4,0.987,0.00e+00,352,1024,352,1760,0,0
vendor,cdouble,352,1024,512,C,vendor:auto,9.60056,9.59537,0.0030,308.7,0.325,0.00e+00,352,1024,352,2816,0,0
native:cta,cdouble,352,1024,512,C,native:cta,3.16270,3.28955,0.0662,937.2,0.987,0.00e+00,352,1024,352,2816,0,0
vendor,cdouble,352,1024,1024,C,vendor:auto,19.41465,19.50293,0.0145,305.3,0.321,0.00e+00,352,1024,352,5632,0,0
native:cta,cdouble,352,1024,1024,C,native:cta,6.30770,6.34241,0.0196,939.8,0.989,0.00e+00,352,1024,352,5632,0,0
vendor,cdouble,384,1024,192,C,vendor:auto,1.50245,1.50323,0.0111,806.9,0.849,0.00e+00,384,1024,384,1152,0,0
native:cta,cdouble,384,1024,192,C,native:cta,1.29967,1.29920,0.0025,932.8,0.982,0.00e+00,384,1024,384,1152,0,0
vendor,cdouble,384,1024,256,C,vendor:auto,2.03605,2.02390,0.0115,793.9,0.836,0.00e+00,384,1024,384,1536,0,0
native:cta,cdouble,384,1024,256,C,native:cta,1.72881,1.72798,0.0024,935.0,0.984,0.00e+00,384,1024,384,1536,0,0
vendor,cdouble,384,1024,320,C,vendor:auto,2.51459,2.51897,0.0133,803.5,0.846,0.00e+00,384,1024,384,1920,0,0
native:cta,cdouble,384,1024,320,C,native:cta,2.16525,2.28307,0.0761,933.1,0.982,0.00e+00,384,1024,384,1920,0,0
vendor,cdouble,384,1024,512,C,vendor:auto,4.03483,4.02328,0.0108,801.2,0.843,0.00e+00,384,1024,384,3072,0,0
native:cta,cdouble,384,1024,512,C,native:cta,3.44947,3.56943,0.0572,937.2,0.986,0.00e+00,384,1024,384,3072,0,0
vendor,cdouble,384,1024,1024,C,vendor:auto,8.03898,8.01588,0.0136,804.3,0.847,0.00e+00,384,1024,384,6144,0,0
native:cta,cdouble,384,1024,1024,C,native:cta,6.87239,6.99735,0.0304,940.8,0.990,0.00e+00,384,1024,384,6144,0,0
vendor,cdouble,288,768,512,T,vendor:auto,5.61345,5.71075,0.0388,324.3,0.341,0.00e+00,288,768,288,1728,0,0
native:cta,cdouble,288,768,512,T,native:cta,1.95330,2.04197,0.0655,932.1,0.981,0.00e+00,288,768,288,1728,0,0
vendor,cdouble,320,768,512,T,vendor:auto,6.54404,6.53296,0.0046,309.0,0.325,0.00e+00,320,768,320,1920,0,0
native:cta,cdouble,320,768,512,T,native:cta,2.16348,2.22369,0.0628,934.7,0.984,0.00e+00,320,768,320,1920,0,0
vendor,cdouble,352,768,512,T,vendor:auto,6.77654,6.77689,0.0046,328.2,0.345,0.00e+00,352,768,352,2112,0,0
