type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cfloat,16,256,512,C,auto,8,1,0.01213,0.02539,0.0081,0.0024,1474.8,704.7,2.0928,0.00e+00,0.00e+00,16,256,16,16,0
float,16,256,512,C,auto,8,1,0.00878,0.02313,0.0113,0.0071,1018.3,386.7,2.6331,0.00e+00,0.00e+00,16,256,16,8,0
cdouble,32,256,512,C,auto,8,1,0.04996,0.16559,0.0079,0.0013,1390.5,419.5,3.3146,0.00e+00,0.00e+00,32,256,32,64,0
double,32,256,512,C,auto,8,1,0.01885,0.06854,0.0196,0.0023,1842.8,506.8,3.6362,0.00e+00,0.00e+00,32,256,32,32,0
cfloat,32,256,512,C,auto,1,1,0.02540,0.02540,0.0046,0.0042,1367.6,1367.3,1.0002,0.00e+00,0.00e+00,32,256,32,32,0
float,32,256,512,C,auto,4,1,0.01161,0.02300,0.0072,0.0032,1495.4,755.1,1.9804,0.00e+00,0.00e+00,32,256,32,16,0
cdouble,48,256,512,C,auto,4,1,0.12168,0.23279,0.0123,0.0011,847.8,443.1,1.9132,0.00e+00,0.00e+00,48,256,48,96,0
double,48,256,512,C,auto,4,1,0.02519,0.06808,0.0044,0.0016,2047.8,757.5,2.7031,0.00e+00,0.00e+00,48,256,48,48,0
cfloat,48,256,512,C,auto,1,1,0.02991,0.03000,0.0034,0.0034,1724.2,1719.2,1.0029,0.00e+00,0.00e+00,48,256,48,48,0
float,48,256,512,C,auto,1,1,0.02329,0.02341,0.0060,0.0118,1107.4,1101.5,1.0053,0.00e+00,0.00e+00,48,256,48,24,0
cdouble,64,256,512,C,auto,4,1,0.15802,0.19962,0.0043,0.0020,866.0,685.5,1.2633,0.00e+00,0.00e+00,64,256,64,128,0
double,64,256,512,C,auto,1,1,0.06867,0.06877,0.0023,0.0030,996.4,994.9,1.0014,0.00e+00,0.00e+00,64,256,64,64,0
cfloat,64,256,512,C,auto,1,1,0.02832,0.02838,0.0026,0.0045,2416.1,2411.1,1.0021,0.00e+00,0.00e+00,64,256,64,64,0
float,64,256,512,C,auto,1,1,0.02316,0.02319,0.0029,0.0024,1477.0,1475.2,1.0013,0.00e+00,0.00e+00,64,256,64,32,0
cdouble,8,64,512,C,auto,8,1,0.01108,0.04556,0.0046,0.0086,431.7,105.0,4.1104,0.00e+00,0.00e+00,8,64,8,4,0
double,8,64,512,C,auto,8,1,0.00754,0.02158,0.0119,0.0042,317.2,110.9,2.8618,0.00e+00,0.00e+00,8,64,8,2,0
cfloat,8,64,512,C,auto,8,1,0.00726,0.01134,0.0327,0.0147,329.5,211.0,1.5617,0.00e+00,0.00e+00,8,64,8,2,0
float,8,64,512,C,auto,8,1,0.00636,0.01010,0.0138,0.0108,188.1,118.4,1.5889,0.00e+00,0.00e+00,8,64,8,1,0
cdouble,32,64,512,C,auto,8,1,0.01722,0.04586,0.0040,0.0020,1019.8,383.0,2.6625,0.00e+00,0.00e+00,32,64,32,16,0
double,32,64,512,C,auto,8,1,0.01000,0.02162,0.0354,0.0053,878.3,406.2,2.1620,0.00e+00,0.00e+00,32,64,32,8,0
cfloat,32,64,512,C,auto,1,1,0.01084,0.01092,0.0067,0.0136,810.4,804.2,1.0077,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,C,auto,4,1,0.00756,0.01018,0.0132,0.0100,581.1,431.5,1.3469,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,C,auto,4,1,0.02897,0.05413,0.0041,0.0025,1194.3,639.3,1.8682,0.00e+00,0.00e+00,64,64,64,32,0
double,64,64,512,C,auto,1,1,0.02179,0.02193,0.0048,0.0076,794.2,789.0,1.0065,0.00e+00,0.00e+00,64,64,64,16,0
cfloat,64,64,512,C,auto,1,1,0.01145,0.01139,0.0067,0.0059,1511.2,1519.3,0.9947,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,C,auto,1,1,0.01021,0.01028,0.0138,0.0083,847.1,841.3,1.0069,0.00e+00,0.00e+00,64,64,64,8,0
