arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
vendor,cdouble,64,64,512,C,vendor:auto,0.02480,0.02478,0.0158,1395.1,1.469,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,C,native:direct,0.02281,0.02296,0.0156,1516.9,1.597,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,C,native:cta,0.02879,0.02881,0.0035,1201.7,1.265,0.00e+00,64,64,64,0
vendor,float,64,512,512,N,vendor:auto,0.02117,0.02122,0.0060,3225.3,3.395,0.00e+00,64,64,512,0
native:direct,float,64,512,512,N,native:direct,0.01984,0.01987,0.0056,3442.5,3.624,0.00e+00,64,64,512,0
vendor,double,64,512,512,N,vendor:auto,0.15228,0.15226,0.0009,896.9,0.944,0.00e+00,64,64,512,0
native:direct,double,64,512,512,N,native:direct,0.15052,0.15057,0.0025,907.3,0.955,0.00e+00,64,64,512,0
vendor,cfloat,64,512,512,N,vendor:auto,0.14915,0.14909,0.0015,915.7,0.964,0.00e+00,64,64,512,0
native:direct,cfloat,64,512,512,N,native:direct,0.15038,0.15040,0.0012,908.2,0.956,0.00e+00,64,64,512,0
vendor,cdouble,64,512,512,N,vendor:auto,0.30645,0.30635,0.0025,891.4,0.938,0.00e+00,64,64,512,0
native:direct,cdouble,64,512,512,N,native:direct,0.29720,0.29701,0.0023,919.1,0.967,0.00e+00,64,64,512,0
vendor,float,512,64,512,T,vendor:auto,0.02306,0.02307,0.0113,2961.7,3.118,0.00e+00,512,64,512,0
native:direct,float,512,64,512,T,native:direct,0.05470,0.05466,0.0016,1248.4,1.314,0.00e+00,512,64,512,0
native:cta,float,512,64,512,T,native:cta,0.02052,0.02054,0.0051,3327.9,3.503,0.00e+00,512,64,512,0
vendor,double,512,64,512,T,vendor:auto,0.15023,0.15020,0.0010,909.1,0.957,0.00e+00,512,64,512,0
native:direct,double,512,64,512,T,native:direct,0.56437,0.56456,0.0018,242.0,0.255,0.00e+00,512,64,512,0
native:cta,double,512,64,512,T,native:cta,0.15180,0.15194,0.0028,899.7,0.947,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,T,vendor:auto,0.15349,0.15367,0.0091,889.8,0.937,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,T,native:direct,0.56799,0.56795,0.0023,240.5,0.253,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,T,native:cta,0.15071,0.15077,0.0020,906.2,0.954,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,T,vendor:auto,0.31276,0.31239,0.0080,873.4,0.919,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,T,native:direct,1.16442,1.16305,0.0024,234.6,0.247,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,T,native:cta,0.30220,0.30192,0.0020,903.9,0.951,0.00e+00,512,64,512,0
vendor,float,512,64,512,C,vendor:auto,0.02271,0.02266,0.0049,3006.3,3.165,0.00e+00,512,64,512,0
native:direct,float,512,64,512,C,native:direct,0.05482,0.05481,0.0019,1245.7,1.311,0.00e+00,512,64,512,0
native:cta,float,512,64,512,C,native:cta,0.02056,0.02052,0.0045,3321.4,3.496,0.00e+00,512,64,512,0
vendor,double,512,64,512,C,vendor:auto,0.15022,0.15026,0.0020,909.2,0.957,0.00e+00,512,64,512,0
native:direct,double,512,64,512,C,native:direct,0.57368,0.57347,0.0023,238.1,0.251,0.00e+00,512,64,512,0
native:cta,double,512,64,512,C,native:cta,0.15196,0.15190,0.0024,898.7,0.946,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,C,vendor:auto,0.15247,0.15325,0.0106,895.8,0.943,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,C,native:direct,0.56330,0.56294,0.0021,242.5,0.255,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,C,native:cta,0.15081,0.15097,0.0027,905.6,0.953,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,C,vendor:auto,0.32627,0.32612,0.0073,837.2,0.881,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,C,native:direct,1.14657,1.14660,0.0029,238.2,0.251,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,C,native:cta,0.30180,0.30228,0.0059,905.1,0.953,0.00e+00,512,64,512,0
vendor,float,64,2048,512,N,vendor:auto,0.29332,0.29336,0.0012,929.9,0.979,0.00e+00,64,64,2048,0
native:direct,float,64,2048,512,N,native:direct,0.29378,0.29372,0.0014,928.4,0.977,0.00e+00,64,64,2048,0
vendor,double,64,2048,512,N,vendor:auto,0.58037,0.58046,0.0009,940.0,0.989,0.00e+00,64,64,2048,0
native:direct,double,64,2048,512,N,native:direct,0.58327,0.58292,0.0012,935.3,0.985,0.00e+00,64,64,2048,0
vendor,cfloat,64,2048,512,N,vendor:auto,0.57114,0.57115,0.0006,955.1,1.005,0.00e+00,64,64,2048,0
native:direct,cfloat,64,2048,512,N,native:direct,0.57936,0.57940,0.0006,941.6,0.991,0.00e+00,64,64,2048,0
vendor,cdouble,64,2048,512,N,vendor:auto,1.24856,1.25037,0.0031,873.8,0.920,0.00e+00,64,64,2048,0
native:direct,cdouble,64,2048,512,N,native:direct,1.15383,1.15422,0.0009,945.6,0.995,0.00e+00,64,64,2048,0
vendor,float,2048,64,512,T,vendor:auto,0.29335,0.29346,0.0011,929.8,0.979,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,T,native:direct,1.15825,1.15884,0.0018,235.5,0.248,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,T,native:cta,0.29220,0.29225,0.0010,933.5,0.983,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,T,vendor:auto,0.57246,0.57247,0.0007,952.9,1.003,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,T,native:direct,2.30113,2.30157,0.0017,237.1,0.250,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,T,native:cta,0.57911,0.57935,0.0014,942.0,0.992,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,T,vendor:auto,0.57959,0.57962,0.0007,941.2,0.991,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,T,native:direct,2.29576,2.29606,0.0013,237.6,0.250,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,T,native:cta,0.57851,0.57852,0.0006,943.0,0.993,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,T,vendor:auto,1.23798,1.23846,0.0046,881.3,0.928,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,T,native:direct,4.60193,4.60165,0.0008,237.1,0.250,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,T,native:cta,1.17255,1.17355,0.0044,930.5,0.979,0.00e+00,2048,64,2048,0
vendor,float,2048,64,512,C,vendor:auto,0.29330,0.29336,0.0010,930.0,0.979,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,C,native:direct,1.15894,1.15904,0.0020,235.4,0.248,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,C,native:cta,0.29262,0.29269,0.0022,932.1,0.981,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,C,vendor:auto,0.57006,0.57012,0.0008,957.0,1.007,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,C,native:direct,2.28450,2.28284,0.0033,238.8,0.251,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,C,native:cta,0.58260,0.58681,0.0131,936.4,0.986,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,C,vendor:auto,0.57868,0.57891,0.0010,942.7,0.992,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,C,native:direct,2.35079,2.35195,0.0024,232.1,0.244,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,C,native:cta,0.57852,0.57856,0.0005,943.0,0.993,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,C,vendor:auto,1.32126,1.32222,0.0075,825.8,0.869,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,C,native:direct,4.59503,4.59882,0.0024,237.4,0.250,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,C,native:cta,1.17039,1.17078,0.0045,932.2,0.981,0.00e+00,2048,64,2048,0
vendor,float,128,128,512,N,vendor:auto,0.01459,0.01464,0.0085,2335.9,2.459,0.00e+00,128,128,128,0
native:direct,float,128,128,512,N,native:direct,0.01247,0.01249,0.0068,2731.8,2.876,0.00e+00,128,128,128,0
vendor,double,128,128,512,N,vendor:auto,0.02479,0.02482,0.0055,2749.8,2.895,0.00e+00,128,128,128,0
native:direct,double,128,128,512,N,native:direct,0.01946,0.01945,0.0058,3503.3,3.688,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,N,vendor:auto,0.02111,0.02139,0.0396,3228.4,3.398,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,N,native:direct,0.01913,0.01911,0.0056,3563.0,3.751,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,N,vendor:auto,0.17317,0.17318,0.0027,787.2,0.829,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,N,native:direct,0.15130,0.15135,0.0020,900.9,0.948,0.00e+00,128,128,128,0
vendor,float,128,128,512,T,vendor:auto,0.01529,0.01532,0.0199,2228.1,2.345,0.00e+00,128,128,128,0
native:direct,float,128,128,512,T,native:direct,0.03038,0.03038,0.0025,1121.7,1.181,0.00e+00,128,128,128,0
native:cta,float,128,128,512,T,native:cta,0.01612,0.01609,0.0050,2113.8,2.225,0.00e+00,128,128,128,0
vendor,double,128,128,512,T,vendor:auto,0.02964,0.03000,0.0225,2299.5,2.421,0.00e+00,128,128,128,0
native:direct,double,128,128,512,T,native:direct,0.03474,0.03476,0.0066,1961.6,2.065,0.00e+00,128,128,128,0
native:cta,double,128,128,512,T,native:cta,0.05127,0.05125,0.0029,1329.3,1.399,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,T,vendor:auto,0.02203,0.02202,0.0038,3094.0,3.257,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,T,native:direct,0.05547,0.05550,0.0030,1228.8,1.293,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,T,native:cta,0.02092,0.02089,0.0057,3257.8,3.429,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,T,vendor:auto,0.15592,0.15607,0.0026,874.3,0.920,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,T,native:direct,0.53494,0.53450,0.0044,254.8,0.268,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,T,native:cta,0.15756,0.15776,0.0041,865.1,0.911,0.00e+00,128,128,128,0
vendor,float,128,128,512,C,vendor:auto,0.01537,0.01539,0.0084,2217.7,2.334,0.00e+00,128,128,128,0
native:direct,float,128,128,512,C,native:direct,0.03034,0.03034,0.0025,1123.4,1.183,0.00e+00,128,128,128,0
native:cta,float,128,128,512,C,native:cta,0.01601,0.01603,0.0065,2128.6,2.241,0.00e+00,128,128,128,0
vendor,double,128,128,512,C,vendor:auto,0.02977,0.02984,0.0070,2289.4,2.410,0.00e+00,128,128,128,0
native:direct,double,128,128,512,C,native:direct,0.03550,0.03577,0.0195,1919.9,2.021,0.00e+00,128,128,128,0
native:cta,double,128,128,512,C,native:cta,0.05094,0.05097,0.0026,1337.9,1.408,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,C,vendor:auto,0.02199,0.02207,0.0089,3099.3,3.262,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,C,native:direct,0.05530,0.05538,0.0066,1232.4,1.297,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,C,native:cta,0.02084,0.02088,0.0074,3270.5,3.443,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,C,vendor:auto,0.15963,0.15947,0.0035,854.0,0.899,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,C,native:direct,0.53617,0.53568,0.0061,254.2,0.268,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,C,native:cta,0.15804,0.15811,0.0027,862.6,0.908,0.00e+00,128,128,128,0
vendor,float,256,256,512,N,vendor:auto,0.15196,0.15195,0.0011,890.1,0.937,0.00e+00,256,256,256,0
native:direct,float,256,256,512,N,native:direct,0.14890,0.14890,0.0007,908.4,0.956,0.00e+00,256,256,256,0
vendor,double,256,256,512,N,vendor:auto,0.29462,0.29509,0.0035,918.2,0.967,0.00e+00,256,256,256,0
native:direct,double,256,256,512,N,native:direct,0.29223,0.29231,0.0011,925.7,0.974,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,N,vendor:auto,0.29340,0.29344,0.0005,922.1,0.971,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,N,native:direct,0.29114,0.29131,0.0012,929.2,0.978,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,N,vendor:auto,0.58500,0.58534,0.0033,924.9,0.974,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,N,native:direct,0.57786,0.57815,0.0030,936.3,0.986,0.00e+00,256,256,256,0
vendor,float,256,256,512,T,vendor:auto,0.15142,0.15144,0.0008,893.3,0.940,0.00e+00,256,256,256,0
native:direct,float,256,256,512,T,native:direct,0.49519,0.49561,0.0028,273.2,0.288,0.00e+00,256,256,256,0
native:cta,float,256,256,512,T,native:cta,0.14983,0.14979,0.0009,902.8,0.950,0.00e+00,256,256,256,0
vendor,double,256,256,512,T,vendor:auto,0.29469,0.29483,0.0011,918.0,0.966,0.00e+00,256,256,256,0
native:direct,double,256,256,512,T,native:direct,1.02800,1.02779,0.0026,263.2,0.277,0.00e+00,256,256,256,0
native:cta,double,256,256,512,T,native:cta,0.29429,0.29455,0.0026,919.3,0.968,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,T,vendor:auto,0.29362,0.29362,0.0007,921.4,0.970,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,T,native:direct,1.03439,1.03518,0.0013,261.5,0.275,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,T,native:cta,0.29326,0.29328,0.0011,922.5,0.971,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,T,vendor:auto,1.58457,1.57743,0.0101,341.5,0.359,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,T,native:direct,2.14437,2.14403,0.0016,252.3,0.266,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,T,native:cta,0.58764,0.58758,0.0016,920.7,0.969,0.00e+00,256,256,256,0
vendor,float,256,256,512,C,vendor:auto,0.15152,0.15156,0.0015,892.7,0.940,0.00e+00,256,256,256,0
native:direct,float,256,256,512,C,native:direct,0.49462,0.49468,0.0010,273.5,0.288,0.00e+00,256,256,256,0
native:cta,float,256,256,512,C,native:cta,0.14997,0.14998,0.0013,901.9,0.949,0.00e+00,256,256,256,0
vendor,double,256,256,512,C,vendor:auto,0.29214,0.29321,0.0109,926.0,0.975,0.00e+00,256,256,256,0
native:direct,double,256,256,512,C,native:direct,1.02728,1.02702,0.0024,263.3,0.277,0.00e+00,256,256,256,0
native:cta,double,256,256,512,C,native:cta,0.29469,0.29479,0.0016,918.0,0.966,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,C,vendor:auto,0.29386,0.29388,0.0006,920.6,0.969,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,C,native:direct,1.02964,1.03019,0.0023,262.7,0.277,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,C,native:cta,0.29347,0.29342,0.0006,921.8,0.970,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,C,vendor:auto,1.66248,1.66479,0.0067,325.5,0.343,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,C,native:direct,2.13666,2.13754,0.0014,253.2,0.267,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,C,native:cta,0.58680,0.58678,0.0010,922.1,0.971,0.00e+00,256,256,256,0
vendor,float,256,1024,512,N,vendor:auto,0.57493,0.57475,0.0020,938.4,0.988,0.00e+00,256,256,1024,0
native:direct,float,256,1024,512,N,native:direct,0.57137,0.57139,0.0007,944.2,0.994,0.00e+00,256,256,1024,0
vendor,double,256,1024,512,N,vendor:auto,1.13951,1.13936,0.0005,946.9,0.997,0.00e+00,256,256,1024,0
native:direct,double,256,1024,512,N,native:direct,1.13683,1.13693,0.0007,949.1,0.999,0.00e+00,256,256,1024,0
vendor,cfloat,256,1024,512,N,vendor:auto,1.13633,1.13644,0.0005,949.5,1.000,0.00e+00,256,256,1024,0
native:direct,cfloat,256,1024,512,N,native:direct,1.13570,1.13570,0.0006,950.1,1.000,0.00e+00,256,256,1024,0
vendor,cdouble,256,1024,512,N,vendor:auto,2.29182,2.28980,0.0034,941.6,0.991,0.00e+00,256,256,1024,0
native:direct,cdouble,256,1024,512,N,native:direct,2.26709,2.26776,0.0011,951.9,1.002,0.00e+00,256,256,1024,0
vendor,float,1024,256,512,T,vendor:auto,0.57500,0.57504,0.0006,938.3,0.988,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,T,native:direct,2.14926,2.14974,0.0012,251.0,0.264,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,T,native:cta,0.57338,0.57345,0.0004,940.9,0.990,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,T,vendor:auto,1.13533,1.13537,0.0004,950.4,1.000,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,T,native:direct,4.34742,4.34805,0.0009,248.2,0.261,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,T,native:cta,1.14093,1.15033,0.0181,945.7,0.995,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,T,vendor:auto,1.13489,1.13524,0.0012,950.7,1.001,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,T,native:direct,4.34499,4.34281,0.0012,248.3,0.261,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,T,native:cta,1.13994,1.13986,0.0004,946.5,0.996,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,T,vendor:auto,2.39312,2.39351,0.0023,901.7,0.949,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,T,native:direct,8.75016,8.75157,0.0012,246.6,0.260,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,T,native:cta,2.28721,2.28605,0.0010,943.5,0.993,0.00e+00,1024,256,1024,0
vendor,float,1024,256,512,C,vendor:auto,0.57486,0.57494,0.0007,938.5,0.988,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,C,native:direct,2.15568,2.15654,0.0021,250.3,0.263,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,C,native:cta,0.57335,0.57345,0.0005,941.0,0.990,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,C,vendor:auto,1.13521,1.13530,0.0004,950.5,1.000,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,C,native:direct,4.37507,4.37641,0.0018,246.6,0.260,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,C,native:cta,1.13976,1.13974,0.0005,946.7,0.997,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,C,vendor:auto,1.13447,1.13547,0.0019,951.1,1.001,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,C,native:direct,4.37515,4.37404,0.0013,246.6,0.260,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,C,native:cta,1.13965,1.14056,0.0016,946.8,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,C,vendor:auto,2.39440,2.39524,0.0017,901.3,0.949,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,C,native:direct,8.77017,8.76865,0.0010,246.1,0.259,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,C,native:cta,2.28420,2.28422,0.0010,944.7,0.994,0.00e+00,1024,256,1024,0
vendor,float,512,512,256,N,vendor:auto,0.29202,0.29205,0.0011,922.8,0.971,0.00e+00,512,512,512,0
native:direct,float,512,512,256,N,native:direct,0.28980,0.28990,0.0007,929.9,0.979,0.00e+00,512,512,512,0
vendor,double,512,512,256,N,vendor:auto,0.57485,0.57493,0.0005,937.6,0.987,0.00e+00,512,512,512,0
native:direct,double,512,512,256,N,native:direct,0.57244,0.57262,0.0012,941.5,0.991,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,N,vendor:auto,0.57250,0.57263,0.0006,941.4,0.991,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,N,native:direct,0.57205,0.57215,0.0008,942.2,0.992,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,N,vendor:auto,1.14956,1.14958,0.0026,937.7,0.987,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,N,native:direct,1.14269,1.14246,0.0016,943.3,0.993,0.00e+00,512,512,512,0
vendor,float,512,512,256,T,vendor:auto,0.29279,0.29291,0.0025,920.4,0.969,0.00e+00,512,512,512,0
native:direct,float,512,512,256,T,native:direct,1.02370,1.02334,0.0018,263.2,0.277,0.00e+00,512,512,512,0
native:cta,float,512,512,256,T,native:cta,0.29107,0.29109,0.0011,925.8,0.975,0.00e+00,512,512,512,0
vendor,double,512,512,256,T,vendor:auto,0.57632,0.57632,0.0006,935.2,0.984,0.00e+00,512,512,512,0
native:direct,double,512,512,256,T,native:direct,2.12399,2.12390,0.0009,253.8,0.267,0.00e+00,512,512,512,0
native:cta,double,512,512,256,T,native:cta,0.57549,0.57574,0.0012,936.5,0.986,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,T,vendor:auto,0.57586,0.57595,0.0011,935.9,0.985,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,T,native:direct,2.14459,2.14588,0.0020,251.3,0.265,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,T,native:cta,0.57484,0.57496,0.0004,937.6,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,T,vendor:auto,1.17297,1.17111,0.0028,919.0,0.967,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,T,native:direct,4.34578,4.34367,0.0015,248.0,0.261,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,T,native:cta,1.15143,1.15176,0.0011,936.2,0.985,0.00e+00,512,512,512,0
vendor,float,512,512,256,C,vendor:auto,0.29328,0.29322,0.0016,918.9,0.967,0.00e+00,512,512,512,0
native:direct,float,512,512,256,C,native:direct,1.02398,1.02423,0.0015,263.2,0.277,0.00e+00,512,512,512,0
native:cta,float,512,512,256,C,native:cta,0.29087,0.29094,0.0010,926.5,0.975,0.00e+00,512,512,512,0
vendor,double,512,512,256,C,vendor:auto,0.57666,0.57669,0.0007,934.6,0.984,0.00e+00,512,512,512,0
native:direct,double,512,512,256,C,native:direct,2.13650,2.13633,0.0006,252.3,0.266,0.00e+00,512,512,512,0
native:cta,double,512,512,256,C,native:cta,0.57586,0.57589,0.0012,935.9,0.985,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,C,vendor:auto,0.57558,0.57568,0.0004,936.4,0.986,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,C,native:direct,2.15610,2.15682,0.0014,250.0,0.263,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,C,native:cta,0.57486,0.57489,0.0003,937.6,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,C,vendor:auto,1.26729,1.26635,0.0078,850.6,0.895,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,C,native:direct,4.37782,4.37630,0.0010,246.2,0.259,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,C,native:cta,1.15147,1.15191,0.0010,936.1,0.985,0.00e+00,512,512,512,0
vendor,float,1024,128,512,N,vendor:auto,0.28998,0.29013,0.0010,933.8,0.983,0.00e+00,1024,1024,128,0
native:direct,float,1024,128,512,N,native:direct,0.29530,0.29525,0.0010,917.0,0.965,0.00e+00,1024,1024,128,0
vendor,double,1024,128,512,N,vendor:auto,0.58359,0.58380,0.0007,928.0,0.977,0.00e+00,1024,1024,128,0
native:direct,double,1024,128,512,N,native:direct,0.58132,0.58173,0.0015,931.7,0.981,0.00e+00,1024,1024,128,0
vendor,cfloat,1024,128,512,N,vendor:auto,0.58228,0.58245,0.0009,930.1,0.979,0.00e+00,1024,1024,128,0
native:direct,cfloat,1024,128,512,N,native:direct,0.58257,0.58262,0.0007,929.7,0.979,0.00e+00,1024,1024,128,0
vendor,cdouble,1024,128,512,N,vendor:auto,1.16072,1.16115,0.0007,933.2,0.982,0.00e+00,1024,1024,128,0
native:direct,cdouble,1024,128,512,N,native:direct,1.17360,1.17138,0.0049,923.0,0.972,0.00e+00,1024,1024,128,0
vendor,float,128,1024,512,T,vendor:auto,0.29600,0.29608,0.0010,914.9,0.963,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,T,native:direct,0.51743,0.51720,0.0013,523.3,0.551,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,T,native:cta,0.29353,0.29355,0.0008,922.5,0.971,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,T,vendor:auto,0.58418,0.58410,0.0005,927.1,0.976,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,T,native:direct,2.06190,2.06213,0.0007,262.7,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,T,native:cta,0.58469,0.58471,0.0007,926.3,0.975,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,T,vendor:auto,0.58417,0.58435,0.0009,927.1,0.976,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,T,native:direct,2.04637,2.04818,0.0041,264.7,0.279,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,T,native:cta,0.58632,0.58644,0.0043,923.7,0.972,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,T,vendor:auto,3.07462,3.07292,0.0075,352.3,0.371,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,T,native:direct,4.08863,4.08382,0.0029,264.9,0.279,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,T,native:cta,1.16852,1.16938,0.0034,927.0,0.976,0.00e+00,128,1024,128,0
vendor,float,128,1024,512,C,vendor:auto,0.29150,0.29149,0.0008,929.0,0.978,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,C,native:direct,0.51743,0.51705,0.0021,523.4,0.551,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,C,native:cta,0.29340,0.29348,0.0012,923.0,0.972,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,C,vendor:auto,0.58398,0.58434,0.0017,927.4,0.976,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,C,native:direct,2.06220,2.06214,0.0006,262.6,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,C,native:cta,0.58439,0.58459,0.0009,926.8,0.976,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,C,vendor:auto,0.58366,0.58385,0.0008,927.9,0.977,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,C,native:direct,2.03779,2.03943,0.0051,265.8,0.280,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,C,native:cta,0.58360,0.58370,0.0007,928.0,0.977,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,C,vendor:auto,3.29820,3.29647,0.0051,328.4,0.346,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,C,native:direct,4.08963,4.08704,0.0029,264.9,0.279,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,C,native:cta,1.16783,1.16792,0.0007,927.5,0.976,0.00e+00,128,1024,128,0
