type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
double,8,2048,512,T,2,2,1,0.22945,0.50412,0.0017,0.0014,329.2,149.8,2.1971,0.00e+00,0.00e+00,8,2048,8,64,0
double,8,2048,512,T,4,4,1,0.10411,0.50435,0.0019,0.0006,725.5,149.8,4.8446,0.00e+00,0.00e+00,8,2048,8,64,0
double,8,2048,512,T,8,8,1,0.05095,0.50425,0.0261,0.0012,1482.4,149.8,9.8965,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,2,2,1,0.09222,0.16776,0.0031,0.0007,819.0,450.2,1.8190,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,4,4,1,0.05690,0.16873,0.0160,0.0036,1327.5,447.7,2.9654,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,8,8,1,0.04242,0.16865,0.0999,0.0018,1780.4,447.9,3.9753,0.00e+00,0.00e+00,8,2048,8,64,0
float,8,2048,512,T,2,2,1,0.08151,0.14441,0.0061,0.0021,463.3,261.5,1.7717,0.00e+00,0.00e+00,8,2048,8,32,0
float,8,2048,512,T,4,4,1,0.04215,0.14316,0.0021,0.0013,896.1,263.8,3.3970,0.00e+00,0.00e+00,8,2048,8,32,0
float,8,2048,512,T,8,8,1,0.02426,0.14342,0.0036,0.0010,1556.4,263.3,5.9109,0.00e+00,0.00e+00,8,2048,8,32,0
cdouble,16,2048,512,T,2,2,1,0.58708,1.27278,0.0563,0.0004,486.0,224.2,2.1680,0.00e+00,0.00e+00,16,2048,16,256,0
cdouble,16,2048,512,T,4,4,1,0.33769,1.27296,0.2513,0.0613,845.0,224.2,3.7696,0.00e+00,0.00e+00,16,2048,16,256,0
cdouble,16,2048,512,T,8,8,1,0.31794,1.27365,0.2049,0.0627,897.5,224.0,4.0060,0.00e+00,0.00e+00,16,2048,16,256,0
double,16,2048,512,T,2,2,1,0.22973,0.50615,0.0010,0.0003,621.0,281.9,2.2032,0.00e+00,0.00e+00,16,2048,16,128,0
double,16,2048,512,T,4,4,1,0.15977,0.50527,0.0061,0.0018,893.0,282.4,3.1625,0.00e+00,0.00e+00,16,2048,16,128,0
double,16,2048,512,T,8,8,1,0.16154,0.50565,0.0016,0.0008,883.2,282.2,3.1302,0.00e+00,0.00e+00,16,2048,16,128,0
cfloat,16,2048,512,T,2,2,1,0.15915,0.18295,0.0080,0.0107,896.5,779.8,1.1496,0.00e+00,0.00e+00,16,2048,16,128,0
cfloat,16,2048,512,T,4,4,1,0.16005,0.18353,0.0033,0.0026,891.4,777.4,1.1467,0.00e+00,0.00e+00,16,2048,16,128,0
cfloat,16,2048,512,T,8,8,1,0.16057,0.18334,0.0015,0.0011,888.6,778.2,1.1418,0.00e+00,0.00e+00,16,2048,16,128,0
float,16,2048,512,T,2,2,1,0.08294,0.14693,0.0058,0.0071,860.0,485.5,1.7715,0.00e+00,0.00e+00,16,2048,16,64,0
float,16,2048,512,T,4,4,1,0.04369,0.14615,0.0035,0.0040,1632.6,488.1,3.3447,0.00e+00,0.00e+00,16,2048,16,64,0
