type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,4,2048,512,C,auto,8,1,0.12606,1.26859,0.0052,0.0003,665.7,66.2,10.0634,0.00e+00,0.00e+00,4,2048,4,64,0
cfloat,4,2048,512,C,auto,8,1,0.02652,0.16152,0.0033,0.0046,1582.5,259.8,6.0917,0.00e+00,0.00e+00,4,2048,4,32,0
double,4,2048,512,C,auto,8,1,0.04891,0.50516,0.0343,0.0070,857.9,83.1,10.3291,0.00e+00,0.00e+00,4,2048,4,32,0
float,4,2048,512,C,auto,8,1,0.02415,0.14191,0.0299,0.0010,868.6,147.8,5.8751,0.00e+00,0.00e+00,4,2048,4,16,0
cdouble,16,2048,512,C,auto,8,1,0.31909,1.27482,0.0024,0.0005,894.2,223.8,3.9952,0.00e+00,0.00e+00,16,2048,16,256,0
cfloat,16,2048,512,C,auto,8,1,0.16233,0.18463,0.0044,0.0042,878.9,772.8,1.1374,0.00e+00,0.00e+00,16,2048,16,128,0
double,16,2048,512,C,auto,8,1,0.16265,0.50665,0.0104,0.0005,877.2,281.6,3.1150,0.00e+00,0.00e+00,16,2048,16,128,0
float,16,2048,512,C,auto,8,1,0.03268,0.14644,0.0395,0.0119,2182.8,487.2,4.4807,0.00e+00,0.00e+00,16,2048,16,64,0
cdouble,32,2048,512,C,auto,8,1,0.60860,1.27538,0.0018,0.0005,910.1,434.3,2.0956,0.00e+00,0.00e+00,32,2048,32,512,0
cfloat,32,2048,512,C,auto,1,1,0.30175,0.30159,0.0013,0.0010,917.8,918.3,0.9995,0.00e+00,0.00e+00,32,2048,32,256,0
double,32,2048,512,C,auto,8,1,0.30551,0.50766,0.0013,0.0015,906.5,545.6,1.6617,0.00e+00,0.00e+00,32,2048,32,256,0
float,32,2048,512,C,auto,4,1,0.15475,0.16675,0.0011,0.0038,894.9,830.4,1.0776,0.00e+00,0.00e+00,32,2048,32,128,0
cdouble,48,2048,512,C,auto,4,1,0.89586,1.80375,0.0014,0.0007,918.1,456.0,2.0134,0.00e+00,0.00e+00,48,2048,48,768,0
cfloat,48,2048,512,C,auto,1,1,0.44305,0.44265,0.0031,0.0022,928.2,929.0,0.9991,0.00e+00,0.00e+00,48,2048,48,384,0
double,48,2048,512,C,auto,4,1,0.44836,0.50343,0.0039,0.0018,917.2,816.9,1.1228,0.00e+00,0.00e+00,48,2048,48,384,0
float,48,2048,512,C,auto,1,1,0.22492,0.22428,0.0097,0.0029,914.2,916.8,0.9972,0.00e+00,0.00e+00,48,2048,48,192,0
cdouble,64,2048,512,C,auto,4,1,1.18622,1.54080,0.0191,0.0077,919.8,708.1,1.2989,0.00e+00,0.00e+00,64,2048,64,1024,0
cfloat,64,2048,512,C,auto,1,1,0.59001,0.59010,0.0044,0.0019,924.6,924.5,1.0002,0.00e+00,0.00e+00,64,2048,64,512,0
double,64,2048,512,C,auto,1,1,0.58624,0.58708,0.0028,0.0065,930.5,929.2,1.0014,0.00e+00,0.00e+00,64,2048,64,512,0
float,64,2048,512,C,auto,1,1,0.29567,0.29612,0.0029,0.0073,922.5,921.1,1.0015,0.00e+00,0.00e+00,64,2048,64,256,0
cdouble,8,256,512,C,auto,8,1,0.02529,0.16439,0.0048,0.0013,748.8,115.2,6.4996,0.00e+00,0.00e+00,8,256,8,16,0
cfloat,8,256,512,C,auto,8,1,0.00868,0.02536,0.1580,0.0047,1090.5,373.5,2.9200,0.00e+00,0.00e+00,8,256,8,8,0
double,8,256,512,C,auto,8,1,0.01258,0.06957,0.0126,0.0176,752.8,136.1,5.5305,0.00e+00,0.00e+00,8,256,8,8,0
float,8,256,512,C,auto,8,1,0.00817,0.02315,0.0065,0.0038,579.7,204.5,2.8341,0.00e+00,0.00e+00,8,256,8,4,0
cdouble,16,256,512,C,auto,8,1,0.03387,0.16491,0.0225,0.0045,1056.4,217.0,4.8689,0.00e+00,0.00e+00,16,256,16,32,0
cfloat,16,256,512,C,auto,8,1,0.01365,0.02704,0.0107,0.0066,1310.4,661.7,1.9803,0.00e+00,0.00e+00,16,256,16,16,0
double,16,256,512,C,auto,8,1,0.01505,0.06839,0.0070,0.0017,1189.1,261.6,4.5455,0.00e+00,0.00e+00,16,256,16,16,0
float,16,256,512,C,auto,8,1,0.00988,0.02440,1.5928,1.2472,905.6,366.6,2.4705,0.00e+00,0.00e+00,16,256,16,8,0
cdouble,32,256,512,C,auto,8,1,0.05128,0.16742,0.3316,0.1122,1354.7,414.9,3.2647,0.00e+00,0.00e+00,32,256,32,64,0
cfloat,32,256,512,C,auto,1,1,0.02536,0.02549,0.0048,0.0046,1369.7,1362.8,1.0051,0.00e+00,0.00e+00,32,256,32,32,0
double,32,256,512,C,auto,8,1,0.01939,0.06931,0.0091,0.0017,1790.9,501.1,3.5737,0.00e+00,0.00e+00,32,256,32,32,0
float,32,256,512,C,auto,4,1,0.01154,0.02295,0.0041,0.0025,1504.7,756.7,1.9884,0.00e+00,0.00e+00,32,256,32,16,0
cdouble,48,256,512,C,auto,4,1,0.12259,0.23251,0.0042,0.0008,841.4,443.6,1.8966,0.00e+00,0.00e+00,48,256,48,96,0
cfloat,48,256,512,C,auto,1,1,0.02978,0.02986,0.0033,0.0027,1732.0,1727.4,1.0027,0.00e+00,0.00e+00,48,256,48,48,0
