type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
double,48,256,512,C,auto,4,1,0.02524,0.06810,0.0044,0.0016,2043.3,757.4,2.6977,0.00e+00,0.00e+00,48,256,48,48,0
float,48,256,512,C,auto,1,1,0.02330,0.02340,0.0160,0.0343,1106.7,1102.3,1.0040,0.00e+00,0.00e+00,48,256,48,24,0
cdouble,64,256,512,C,auto,4,1,0.15837,0.19990,0.0032,0.0015,864.0,684.5,1.2622,0.00e+00,0.00e+00,64,256,64,128,0
cfloat,64,256,512,C,auto,1,1,0.02857,0.02869,0.0078,0.0075,2394.9,2385.0,1.0041,0.00e+00,0.00e+00,64,256,64,64,0
double,64,256,512,C,auto,1,1,0.06876,0.06880,0.0007,0.0068,995.0,994.5,1.0005,0.00e+00,0.00e+00,64,256,64,64,0
float,64,256,512,C,auto,1,1,0.02324,0.02328,0.0035,0.0064,1472.1,1469.8,1.0015,0.00e+00,0.00e+00,64,256,64,32,0
cdouble,8,64,512,C,auto,8,1,0.01110,0.04567,0.0062,0.0020,430.9,104.8,4.1130,0.00e+00,0.00e+00,8,64,8,4,0
cfloat,8,64,512,C,auto,8,1,0.00666,0.01077,0.2510,0.0104,359.3,222.2,1.6171,0.00e+00,0.00e+00,8,64,8,2,0
double,8,64,512,C,auto,8,1,0.00746,0.02146,0.0191,0.0384,320.7,111.4,2.8772,0.00e+00,0.00e+00,8,64,8,2,0
float,8,64,512,C,auto,8,1,0.00638,0.01011,0.0183,0.0073,187.6,118.3,1.5859,0.00e+00,0.00e+00,8,64,8,1,0
cdouble,32,64,512,C,auto,8,1,0.01706,0.04591,0.0040,0.0012,1029.5,382.5,2.6912,0.00e+00,0.00e+00,32,64,32,16,0
cfloat,32,64,512,C,auto,1,1,0.01089,0.01081,0.0072,0.0984,806.5,812.1,0.9931,0.00e+00,0.00e+00,32,64,32,8,0
double,32,64,512,C,auto,8,1,0.00992,0.02162,0.0123,0.0048,885.2,406.2,2.1794,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,C,auto,4,1,0.00754,0.01015,0.0102,0.0063,582.2,432.6,1.3458,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,C,auto,4,1,0.02882,0.05402,0.0027,0.0025,1200.5,640.5,1.8741,0.00e+00,0.00e+00,64,64,64,32,0
cfloat,64,64,512,C,auto,1,1,0.01137,0.01139,0.0057,0.0077,1521.3,1519.5,1.0011,0.00e+00,0.00e+00,64,64,64,16,0
double,64,64,512,C,auto,1,1,0.02191,0.02185,0.0103,0.0072,789.8,791.7,0.9975,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,C,auto,1,1,0.01022,0.01026,0.0099,0.0091,846.0,843.5,1.0030,0.00e+00,0.00e+00,64,64,64,8,0
