type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cfloat,64,16,512,T,auto,1,1,0.00737,0.00736,0.0158,0.0226,613.5,614.7,0.9981,0.00e+00,0.00e+00,64,16,64,4,0
float,64,16,512,T,auto,1,1,0.00699,0.00687,0.0115,0.0105,323.6,328.9,0.9837,0.00e+00,0.00e+00,64,16,64,2,0
cdouble,32,32,512,T,auto,8,1,0.01156,0.02590,0.0058,0.0033,771.1,344.2,2.2403,0.00e+00,0.00e+00,32,32,32,8,0
double,32,32,512,T,auto,8,1,0.00783,0.01414,0.0244,0.0081,568.9,315.2,1.8046,0.00e+00,0.00e+00,32,32,32,4,0
cfloat,32,32,512,T,auto,1,1,0.00837,0.00839,0.0134,0.0123,532.6,531.1,1.0027,0.00e+00,0.00e+00,32,32,32,4,0
float,32,32,512,T,auto,4,1,0.00676,0.00797,0.0081,0.0900,329.7,279.6,1.1792,0.00e+00,0.00e+00,32,32,32,2,0
cdouble,64,32,512,T,auto,4,1,0.01753,0.03011,0.0052,0.0027,1002.1,583.3,1.7179,0.00e+00,0.00e+00,64,32,64,16,0
double,64,32,512,T,auto,1,1,0.01411,0.01411,0.0076,0.0082,622.4,622.5,0.9999,0.00e+00,0.00e+00,64,32,64,8,0
cfloat,64,32,512,T,auto,1,1,0.00863,0.00862,0.2095,0.0067,1018.2,1018.4,0.9998,0.00e+00,0.00e+00,64,32,64,8,0
float,64,32,512,T,auto,1,1,0.00799,0.00805,0.0098,0.0119,549.3,545.1,1.0076,0.00e+00,0.00e+00,64,32,64,4,0
cdouble,32,64,512,T,auto,8,1,0.01703,0.04581,0.0033,0.0276,1031.2,383.4,2.6894,0.00e+00,0.00e+00,32,64,32,16,0
double,32,64,512,T,auto,8,1,0.00974,0.02152,0.0096,0.0046,901.3,408.0,2.2087,0.00e+00,0.00e+00,32,64,32,8,0
cfloat,32,64,512,T,auto,1,1,0.01081,0.01080,0.0082,0.0145,812.4,813.5,0.9986,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,T,auto,4,1,0.00744,0.01007,0.0116,0.0083,590.5,436.0,1.3545,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,T,auto,4,1,0.02880,0.05405,0.0051,0.0172,1201.7,640.2,1.8771,0.00e+00,0.00e+00,64,64,64,32,0
double,64,64,512,T,auto,1,1,0.02187,0.02173,0.0044,0.0073,791.0,796.4,0.9933,0.00e+00,0.00e+00,64,64,64,16,0
cfloat,64,64,512,T,auto,1,1,0.01134,0.01135,0.0250,0.0120,1525.8,1524.2,1.0011,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,T,auto,1,1,0.01018,0.01019,0.0087,0.0102,849.9,849.1,1.0010,0.00e+00,0.00e+00,64,64,64,8,0
cdouble,32,1,128,T,auto,8,1,0.00687,0.00624,0.0590,0.0160,19.4,21.3,0.9076,0.00e+00,0.00e+00,32,1,32,0,0
double,32,1,128,T,auto,8,1,0.00630,0.00602,0.0151,0.0776,10.6,11.1,0.9548,0.00e+00,0.00e+00,32,1,32,0,0
cfloat,32,1,128,T,auto,1,1,0.00594,0.00593,0.0069,0.0163,11.2,11.2,0.9983,0.00e+00,0.00e+00,32,1,32,0,0
float,32,1,128,T,auto,4,1,0.00609,0.00607,0.0138,0.2626,5.5,5.5,0.9962,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,64,1,128,T,auto,4,1,0.00692,0.00621,0.0113,0.0087,38.2,42.5,0.8981,0.00e+00,0.00e+00,64,1,64,0,0
double,64,1,128,T,auto,1,1,0.00598,0.00613,0.0109,0.2468,22.1,21.6,1.0237,0.00e+00,0.00e+00,64,1,64,0,0
cfloat,64,1,128,T,auto,1,1,0.00593,0.00587,0.0142,0.2811,22.3,22.5,0.9896,0.00e+00,0.00e+00,64,1,64,0,0
float,64,1,128,T,auto,1,1,0.00593,0.00601,0.0102,0.0159,11.1,11.0,1.0140,0.00e+00,0.00e+00,64,1,64,0,0
cdouble,32,4,128,T,auto,8,1,0.00686,0.00659,0.0121,0.0136,49.0,50.9,0.9611,0.00e+00,0.00e+00,32,4,32,0,0
double,32,4,128,T,auto,8,1,0.00632,0.00627,0.0616,0.0105,26.6,26.8,0.9934,0.00e+00,0.00e+00,32,4,32,0,0
cfloat,32,4,128,T,auto,1,1,0.00620,0.00616,0.0107,0.1010,27.1,27.3,0.9931,0.00e+00,0.00e+00,32,4,32,0,0
float,32,4,128,T,auto,4,1,0.00594,0.00610,0.0096,0.0173,14.1,13.8,1.0271,0.00e+00,0.00e+00,32,4,32,0,0
cdouble,64,4,128,T,auto,4,1,0.00685,0.00672,0.0158,0.0359,96.9,98.8,0.9807,0.00e+00,0.00e+00,64,4,64,0,0
double,64,4,128,T,auto,1,1,0.00627,0.00637,0.0116,0.0163,52.9,52.1,1.0155,0.00e+00,0.00e+00,64,4,64,0,0
cfloat,64,4,128,T,auto,1,1,0.00613,0.00616,0.0170,0.0099,54.1,53.9,1.0044,0.00e+00,0.00e+00,64,4,64,0,0
float,64,4,128,T,auto,1,1,0.00606,0.00609,0.0097,0.2243,27.4,27.2,1.0051,0.00e+00,0.00e+00,64,4,64,0,0
cdouble,32,16,128,T,auto,8,1,0.00699,0.00851,0.0120,0.0109,164.1,134.7,1.2179,0.00e+00,0.00e+00,32,16,32,1,0
double,32,16,128,T,auto,8,1,0.00654,0.00681,0.0124,0.0103,87.7,84.2,1.0417,0.00e+00,0.00e+00,32,16,32,0,0
cfloat,32,16,128,T,auto,1,1,0.00626,0.00616,0.0087,0.0120,91.6,93.1,0.9843,0.00e+00,0.00e+00,32,16,32,0,0
float,32,16,128,T,auto,4,1,0.00628,0.00617,0.0149,0.0096,45.7,46.5,0.9825,0.00e+00,0.00e+00,32,16,32,0,0
cdouble,64,16,128,T,auto,4,1,0.00750,0.00911,0.0088,0.0208,301.5,248.2,1.2148,0.00e+00,0.00e+00,64,16,64,2,0
double,64,16,128,T,auto,1,1,0.00692,0.00694,0.0078,0.0160,163.3,163.0,1.0016,0.00e+00,0.00e+00,64,16,64,1,0
cfloat,64,16,128,T,auto,1,1,0.00629,0.00627,0.0078,0.0105,179.8,180.4,0.9963,0.00e+00,0.00e+00,64,16,64,1,0
float,64,16,128,T,auto,1,1,0.00609,0.00606,0.0085,0.0138,92.8,93.3,0.9949,0.00e+00,0.00e+00,64,16,64,0,0
cdouble,32,64,128,T,auto,8,1,0.00872,0.01597,0.0172,0.0042,503.5,275.0,1.8306,0.00e+00,0.00e+00,32,64,32,4,0
double,32,64,128,T,auto,8,1,0.00689,0.01022,0.0133,0.0073,318.7,214.8,1.4837,0.00e+00,0.00e+00,32,64,32,2,0
cfloat,32,64,128,T,auto,1,1,0.00721,0.00718,0.0100,0.0110,304.5,305.7,0.9961,0.00e+00,0.00e+00,32,64,32,2,0
float,32,64,128,T,auto,4,1,0.00639,0.00695,0.0130,0.0107,171.9,157.9,1.0885,0.00e+00,0.00e+00,32,64,32,1,0
cdouble,64,64,128,T,auto,4,1,0.01183,0.01818,0.0088,0.0058,731.0,475.9,1.5361,0.00e+00,0.00e+00,64,64,64,8,0
double,64,64,128,T,auto,1,1,0.01026,0.01033,0.0061,0.0095,421.5,418.7,1.0067,0.00e+00,0.00e+00,64,64,64,4,0
cfloat,64,64,128,T,auto,1,1,0.00728,0.00730,0.0139,0.0154,593.9,592.5,1.0023,0.00e+00,0.00e+00,64,64,64,4,0
float,64,64,128,T,auto,1,1,0.00691,0.00690,0.0126,0.0158,312.8,313.5,0.9977,0.00e+00,0.00e+00,64,64,64,2,0
cdouble,32,1,4096,T,auto,8,1,0.00754,0.01120,0.0086,0.0091,564.7,380.4,1.4844,0.00e+00,0.00e+00,32,1,32,2,0
double,32,1,4096,T,auto,8,1,0.00665,0.00781,0.0122,0.0112,320.1,272.9,1.1731,0.00e+00,0.00e+00,32,1,32,1,0
cfloat,32,1,4096,T,auto,1,1,0.00652,0.00651,0.0143,0.0171,326.7,327.2,0.9983,0.00e+00,0.00e+00,32,1,32,1,0
float,32,1,4096,T,auto,4,1,0.00628,0.00631,0.0139,0.0114,169.6,168.8,1.0051,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,32,4,4096,T,auto,8,1,0.01167,0.02600,0.0077,0.0030,920.8,413.3,2.2277,0.00e+00,0.00e+00,32,4,32,8,0
double,32,4,4096,T,auto,8,1,0.00798,0.01403,0.0090,0.0124,673.6,383.0,1.7590,0.00e+00,0.00e+00,32,4,32,4,0
cfloat,32,4,4096,T,auto,1,1,0.00842,0.00835,0.0072,0.0114,638.4,643.4,0.9923,0.00e+00,0.00e+00,32,4,32,4,0
float,32,4,4096,T,auto,4,1,0.00683,0.00794,0.0169,0.0111,393.4,338.5,1.1621,0.00e+00,0.00e+00,32,4,32,2,0
cdouble,32,16,4096,T,auto,8,1,0.02804,0.08547,0.0225,0.0018,1308.7,429.4,3.0480,0.00e+00,0.00e+00,32,16,32,32,0
double,32,16,4096,T,auto,8,1,0.01316,0.03719,0.0069,0.0024,1394.7,493.5,2.8264,0.00e+00,0.00e+00,32,16,32,16,0
cfloat,32,16,4096,T,auto,1,1,0.01561,0.01561,0.0049,0.0067,1175.8,1175.8,1.0001,0.00e+00,0.00e+00,32,16,32,16,0
float,32,16,4096,T,auto,4,1,0.00882,0.01446,0.0086,0.0817,1039.7,634.6,1.6383,0.00e+00,0.00e+00,32,16,32,8,0
