type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,8,1,512,T,auto,8,1,0.00618,0.00648,0.0119,0.0091,22.5,21.5,1.0487,0.00e+00,0.00e+00,8,1,8,0,0
double,8,1,512,T,auto,8,1,0.00595,0.00619,0.0138,0.0180,11.7,11.3,1.0395,0.00e+00,0.00e+00,8,1,8,0,0
cfloat,8,1,512,T,auto,8,1,0.00603,0.00618,0.0098,0.0111,11.5,11.3,1.0239,0.00e+00,0.00e+00,8,1,8,0,0
float,8,1,512,T,auto,8,1,0.00597,0.00625,0.0173,0.0130,5.8,5.6,1.0457,0.00e+00,0.00e+00,8,1,8,0,0
cdouble,32,1,512,T,auto,8,1,0.00690,0.00662,0.0101,0.0127,77.1,80.5,0.9584,0.00e+00,0.00e+00,32,1,32,0,0
double,32,1,512,T,auto,8,1,0.00630,0.00628,0.0142,0.0178,42.3,42.4,0.9967,0.00e+00,0.00e+00,32,1,32,0,0
cfloat,32,1,512,T,auto,1,1,0.00626,0.00618,0.0211,0.0252,42.5,43.1,0.9879,0.00e+00,0.00e+00,32,1,32,0,0
float,32,1,512,T,auto,4,1,0.00596,0.00615,0.0319,0.0187,22.4,21.7,1.0319,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,64,1,512,T,auto,4,1,0.00696,0.00676,0.0102,0.0101,151.9,156.4,0.9713,0.00e+00,0.00e+00,64,1,64,0,0
double,64,1,512,T,auto,1,1,0.00629,0.00627,0.0103,0.1247,84.0,84.2,0.9971,0.00e+00,0.00e+00,64,1,64,0,0
cfloat,64,1,512,T,auto,1,1,0.00621,0.00621,0.0065,0.0187,85.1,85.1,1.0006,0.00e+00,0.00e+00,64,1,64,0,0
float,64,1,512,T,auto,1,1,0.00613,0.00621,0.0154,0.2676,43.1,42.5,1.0139,0.00e+00,0.00e+00,64,1,64,0,0
cdouble,32,2,512,T,auto,8,1,0.00684,0.00719,0.0068,0.0277,117.4,111.6,1.0513,0.00e+00,0.00e+00,32,2,32,0,0
double,32,2,512,T,auto,8,1,0.00634,0.00634,0.0109,0.0140,63.4,63.3,1.0003,0.00e+00,0.00e+00,32,2,32,0,0
cfloat,32,2,512,T,auto,1,1,0.00601,0.00606,0.0132,0.0220,66.8,66.3,1.0073,0.00e+00,0.00e+00,32,2,32,0,0
float,32,2,512,T,auto,4,1,0.00606,0.00603,0.0134,0.0116,33.1,33.3,0.9954,0.00e+00,0.00e+00,32,2,32,0,0
cdouble,64,2,512,T,auto,4,1,0.00699,0.00748,0.0126,0.0092,227.3,212.4,1.0701,0.00e+00,0.00e+00,64,2,64,1,0
double,64,2,512,T,auto,1,1,0.00640,0.00646,0.0091,0.0180,124.1,123.0,1.0089,0.00e+00,0.00e+00,64,2,64,0,0
cfloat,64,2,512,T,auto,1,1,0.00615,0.00623,0.0196,0.0173,129.2,127.6,1.0127,0.00e+00,0.00e+00,64,2,64,0,0
float,64,2,512,T,auto,1,1,0.00608,0.00613,0.0111,0.0110,65.4,64.8,1.0092,0.00e+00,0.00e+00,64,2,64,0,0
cdouble,32,4,512,T,auto,8,1,0.00703,0.00862,0.0140,0.0184,191.2,155.8,1.2273,0.00e+00,0.00e+00,32,4,32,1,0
double,32,4,512,T,auto,8,1,0.00652,0.00680,0.1356,0.0105,103.1,98.7,1.0442,0.00e+00,0.00e+00,32,4,32,0,0
cfloat,32,4,512,T,auto,1,1,0.00615,0.00616,0.0133,0.0125,109.3,109.0,1.0028,0.00e+00,0.00e+00,32,4,32,0,0
float,32,4,512,T,auto,4,1,0.00622,0.00616,0.0120,0.0116,54.0,54.5,0.9905,0.00e+00,0.00e+00,32,4,32,0,0
cdouble,64,4,512,T,auto,4,1,0.00748,0.00911,0.0081,0.0083,354.7,291.5,1.2167,0.00e+00,0.00e+00,64,4,64,2,0
double,64,4,512,T,auto,1,1,0.00697,0.00687,0.0238,0.0170,190.3,193.1,0.9854,0.00e+00,0.00e+00,64,4,64,1,0
cfloat,64,4,512,T,auto,1,1,0.00628,0.00629,0.0133,0.0281,211.4,211.1,1.0016,0.00e+00,0.00e+00,64,4,64,1,0
float,64,4,512,T,auto,1,1,0.00616,0.00618,0.0103,0.0154,107.7,107.4,1.0028,0.00e+00,0.00e+00,64,4,64,0,0
cdouble,32,8,512,T,auto,8,1,0.00751,0.01113,0.0059,0.0067,323.1,217.9,1.4830,0.00e+00,0.00e+00,32,8,32,2,0
double,32,8,512,T,auto,8,1,0.00667,0.00784,0.0094,0.0091,181.7,154.7,1.1748,0.00e+00,0.00e+00,32,8,32,1,0
cfloat,32,8,512,T,auto,1,1,0.00639,0.00639,0.0148,0.0122,189.7,189.6,1.0008,0.00e+00,0.00e+00,32,8,32,1,0
float,32,8,512,T,auto,4,1,0.00604,0.00615,0.0153,0.0139,100.3,98.7,1.0169,0.00e+00,0.00e+00,32,8,32,0,0
cdouble,64,8,512,T,auto,4,1,0.00892,0.01219,0.0112,0.0082,536.3,392.4,1.3666,0.00e+00,0.00e+00,64,8,64,4,0
double,64,8,512,T,auto,1,1,0.00808,0.00798,0.0066,0.0156,296.2,299.8,0.9881,0.00e+00,0.00e+00,64,8,64,2,0
cfloat,64,8,512,T,auto,1,1,0.00658,0.00654,0.0131,0.0126,363.6,365.9,0.9938,0.00e+00,0.00e+00,64,8,64,2,0
float,64,8,512,T,auto,1,1,0.00622,0.00626,0.0156,0.0132,192.2,190.9,1.0068,0.00e+00,0.00e+00,64,8,64,1,0
cdouble,32,16,512,T,auto,8,1,0.00868,0.01598,0.0145,0.0059,528.3,287.1,1.8403,0.00e+00,0.00e+00,32,16,32,4,0
double,32,16,512,T,auto,8,1,0.00686,0.01026,0.0102,0.0225,334.6,223.5,1.4971,0.00e+00,0.00e+00,32,16,32,2,0
cfloat,32,16,512,T,auto,1,1,0.00719,0.00723,0.0555,0.0148,319.0,317.2,1.0057,0.00e+00,0.00e+00,32,16,32,2,0
float,32,16,512,T,auto,4,1,0.00646,0.00702,0.0117,0.0492,177.4,163.3,1.0866,0.00e+00,0.00e+00,32,16,32,1,0
cdouble,64,16,512,T,auto,4,1,0.01183,0.01817,0.0071,0.0054,764.3,497.6,1.5359,0.00e+00,0.00e+00,64,16,64,8,0
double,64,16,512,T,auto,1,1,0.01025,0.01036,0.0085,0.0152,441.0,436.6,1.0102,0.00e+00,0.00e+00,64,16,64,4,0
