type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cdouble,8,2048,512,T,2,2,1,0.58533,1.26507,0.0016,0.0006,258.1,119.4,2.1613,0.00e+00,0.00e+00,8,2048,8,128,0
cdouble,8,2048,512,T,4,4,1,0.27142,1.26972,0.0069,0.0634,556.6,119.0,4.6780,0.00e+00,0.00e+00,8,2048,8,128,0
cdouble,8,2048,512,T,8,8,1,0.17321,1.26917,0.0051,0.0004,872.1,119.0,7.3275,0.00e+00,0.00e+00,8,2048,8,128,0
double,8,2048,512,T,2,2,1,0.22951,0.50457,0.0014,0.0005,329.1,149.7,2.1985,0.00e+00,0.00e+00,8,2048,8,64,0
double,8,2048,512,T,4,4,1,0.10479,0.50427,0.0041,0.0024,720.8,149.8,4.8122,0.00e+00,0.00e+00,8,2048,8,64,0
double,8,2048,512,T,8,8,1,0.05186,0.50318,0.0201,0.0011,1456.3,150.1,9.7020,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,2,2,1,0.09388,0.16770,0.0070,0.0020,804.5,450.4,1.7863,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,4,4,1,0.05433,0.16691,0.0300,0.0012,1390.1,452.5,3.0719,0.00e+00,0.00e+00,8,2048,8,64,0
cfloat,8,2048,512,T,8,8,1,0.04256,0.16874,0.1123,0.0029,1774.8,447.6,3.9648,0.00e+00,0.00e+00,8,2048,8,64,0
float,8,2048,512,T,2,2,1,0.08013,0.14274,0.0009,0.0010,471.3,264.6,1.7813,0.00e+00,0.00e+00,8,2048,8,32,0
float,8,2048,512,T,4,4,1,0.04225,0.14323,0.0053,0.0042,893.8,263.7,3.3897,0.00e+00,0.00e+00,8,2048,8,32,0
float,8,2048,512,T,8,8,1,0.02427,0.14311,0.0053,0.0018,1556.2,263.9,5.8972,0.00e+00,0.00e+00,8,2048,8,32,0
cdouble,32,2048,512,T,2,2,1,0.71940,1.27403,0.0007,0.0009,770.0,434.8,1.7710,0.00e+00,0.00e+00,32,2048,32,512,0
cdouble,32,2048,512,T,4,4,1,0.60882,1.27485,0.0016,0.0004,909.8,434.5,2.0940,0.00e+00,0.00e+00,32,2048,32,512,0
cdouble,32,2048,512,T,8,8,1,0.60728,1.27435,0.0041,0.0010,912.1,434.7,2.0985,0.00e+00,0.00e+00,32,2048,32,512,0
double,32,2048,512,T,2,2,1,0.30239,0.50527,0.0021,0.0006,915.9,548.1,1.6709,0.00e+00,0.00e+00,32,2048,32,256,0
double,32,2048,512,T,4,4,1,0.30637,0.50698,0.0072,0.0013,904.0,546.3,1.6548,0.00e+00,0.00e+00,32,2048,32,256,0
double,32,2048,512,T,8,8,1,0.30568,0.50739,0.0071,0.0014,906.0,545.8,1.6599,0.00e+00,0.00e+00,32,2048,32,256,0
cfloat,32,2048,512,T,2,2,1,0.30274,0.30068,0.0014,0.0011,914.8,921.1,0.9932,0.00e+00,0.00e+00,32,2048,32,256,0
cfloat,32,2048,512,T,4,4,1,0.30467,0.30069,0.0011,0.0083,909.0,921.1,0.9870,0.00e+00,0.00e+00,32,2048,32,256,0
cfloat,32,2048,512,T,8,8,1,0.30922,0.30132,0.0011,0.0008,895.7,919.1,0.9745,0.00e+00,0.00e+00,32,2048,32,256,0
float,32,2048,512,T,2,2,1,0.15398,0.16539,0.0007,0.0025,899.3,837.3,1.0741,0.00e+00,0.00e+00,32,2048,32,128,0
float,32,2048,512,T,4,4,1,0.15495,0.16618,0.0021,0.0032,893.7,833.3,1.0724,0.00e+00,0.00e+00,32,2048,32,128,0
float,32,2048,512,T,8,8,1,0.15626,0.16635,0.0029,0.0046,886.2,832.4,1.0646,0.00e+00,0.00e+00,32,2048,32,128,0
cdouble,64,2048,512,T,2,2,1,1.18120,1.54005,0.0546,0.0720,923.7,708.4,1.3038,0.00e+00,0.00e+00,64,2048,64,1024,0
cdouble,64,2048,512,T,4,4,1,1.18045,1.53970,0.0024,0.0004,924.3,708.6,1.3043,0.00e+00,0.00e+00,64,2048,64,1024,0
cdouble,64,2048,512,T,8,8,1,1.24749,1.54021,0.0036,0.0007,874.6,708.4,1.2346,0.00e+00,0.00e+00,64,2048,64,1024,0
double,64,2048,512,T,2,2,1,0.59236,0.58665,0.0023,0.0061,920.9,929.9,0.9904,0.00e+00,0.00e+00,64,2048,64,512,0
double,64,2048,512,T,4,4,1,0.59238,0.58692,0.0022,0.0062,920.9,929.5,0.9908,0.00e+00,0.00e+00,64,2048,64,512,0
double,64,2048,512,T,8,8,1,0.59606,0.58819,0.0035,0.0036,915.2,927.5,0.9868,0.00e+00,0.00e+00,64,2048,64,512,0
cfloat,64,2048,512,T,2,2,1,0.59184,0.58998,0.0028,0.0040,921.7,924.6,0.9969,0.00e+00,0.00e+00,64,2048,64,512,0
cfloat,64,2048,512,T,4,4,1,0.59192,0.58919,0.0019,0.0048,921.6,925.9,0.9954,0.00e+00,0.00e+00,64,2048,64,512,0
cfloat,64,2048,512,T,8,8,1,0.63070,0.59042,0.0035,0.0023,864.9,924.0,0.9361,0.00e+00,0.00e+00,64,2048,64,512,0
float,64,2048,512,T,2,2,1,0.29757,0.29517,0.0020,0.0084,916.6,924.1,0.9919,0.00e+00,0.00e+00,64,2048,64,256,0
float,64,2048,512,T,4,4,1,0.29854,0.29454,0.0009,0.0090,913.7,926.1,0.9866,0.00e+00,0.00e+00,64,2048,64,256,0
float,64,2048,512,T,8,8,1,0.29985,0.29549,0.0026,0.0024,909.7,923.1,0.9854,0.00e+00,0.00e+00,64,2048,64,256,0
cdouble,8,256,512,T,2,2,1,0.07853,0.16434,0.0018,0.0007,241.2,115.2,2.0927,0.00e+00,0.00e+00,8,256,8,16,0
cdouble,8,256,512,T,4,4,1,0.03907,0.16421,0.0034,0.0009,484.8,115.3,4.2032,0.00e+00,0.00e+00,8,256,8,16,0
cdouble,8,256,512,T,8,8,1,0.02535,0.16434,0.0025,0.0007,747.1,115.3,6.4822,0.00e+00,0.00e+00,8,256,8,16,0
double,8,256,512,T,2,2,1,0.03446,0.06897,0.0060,0.5881,274.8,137.3,2.0014,0.00e+00,0.00e+00,8,256,8,8,0
