type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cfloat,48,2048,512,T,8,8,1,0.62077,0.44441,0.0137,0.0038,662.5,925.3,0.7159,0.00e+00,0.00e+00,48,2048,48,384,0
float,48,2048,512,T,4,4,1,0.22730,0.22424,0.0009,0.0010,904.6,917.0,0.9865,0.00e+00,0.00e+00,48,2048,48,192,0
float,48,2048,512,T,8,8,1,0.22754,0.22497,0.0013,0.0013,903.7,914.0,0.9887,0.00e+00,0.00e+00,48,2048,48,192,0
cdouble,64,2048,512,T,4,4,1,1.18437,1.54204,0.0033,0.0004,921.2,707.5,1.3020,0.00e+00,0.00e+00,64,2048,64,1024,0
cdouble,64,2048,512,T,8,8,1,1.24313,1.54216,0.0044,0.0008,877.7,707.5,1.2405,0.00e+00,0.00e+00,64,2048,64,1024,0
double,64,2048,512,T,4,4,1,0.59302,0.58623,0.0017,0.0056,919.9,930.6,0.9886,0.00e+00,0.00e+00,64,2048,64,512,0
double,64,2048,512,T,8,8,1,0.59511,0.58850,0.0022,0.0055,916.7,927.0,0.9889,0.00e+00,0.00e+00,64,2048,64,512,0
cfloat,64,2048,512,T,4,4,1,0.59254,0.58892,0.0039,0.0025,920.7,926.3,0.9939,0.00e+00,0.00e+00,64,2048,64,512,0
cfloat,64,2048,512,T,8,8,1,0.63106,0.58956,0.0056,0.0057,864.5,925.3,0.9342,0.00e+00,0.00e+00,64,2048,64,512,0
float,64,2048,512,T,4,4,1,0.29955,0.29538,0.0024,0.0026,910.6,923.4,0.9861,0.00e+00,0.00e+00,64,2048,64,256,0
float,64,2048,512,T,8,8,1,0.29967,0.29421,0.0009,0.0013,910.2,927.1,0.9818,0.00e+00,0.00e+00,64,2048,64,256,0
cdouble,96,2048,512,T,4,4,1,1.75527,1.80931,0.0028,0.0007,927.6,899.9,1.0308,0.00e+00,0.00e+00,96,2048,96,1536,0
cdouble,96,2048,512,T,8,8,1,2.27977,1.80987,0.0790,0.0359,714.2,899.6,0.7939,0.00e+00,0.00e+00,96,2048,96,1536,0
double,96,2048,512,T,4,4,1,0.87920,0.87569,0.0037,0.0026,925.9,929.7,0.9960,0.00e+00,0.00e+00,96,2048,96,768,0
double,96,2048,512,T,8,8,1,1.28043,0.87587,0.0812,0.0020,635.8,929.5,0.6840,0.00e+00,0.00e+00,96,2048,96,768,0
cfloat,96,2048,512,T,4,4,1,0.88126,0.87636,0.0024,0.0036,923.8,928.9,0.9944,0.00e+00,0.00e+00,96,2048,96,768,0
cfloat,96,2048,512,T,8,8,1,2.15662,0.87715,0.0139,0.0058,377.5,928.1,0.4067,0.00e+00,0.00e+00,96,2048,96,768,0
float,96,2048,512,T,4,4,1,0.44249,0.43794,0.0016,0.0023,919.9,929.4,0.9897,0.00e+00,0.00e+00,96,2048,96,384,0
float,96,2048,512,T,8,8,1,0.56428,0.43827,0.0190,0.0027,721.4,928.8,0.7767,0.00e+00,0.00e+00,96,2048,96,384,0
cdouble,128,2048,512,T,4,4,1,2.33728,2.33018,0.0672,0.0549,926.4,929.2,0.9970,0.00e+00,0.00e+00,128,2048,128,2048,0
cdouble,128,2048,512,T,8,8,1,2.84619,2.32465,0.0257,0.0024,760.8,931.5,0.8168,0.00e+00,0.00e+00,128,2048,128,2048,0
double,128,2048,512,T,4,4,1,1.16567,1.16374,0.0029,0.0032,928.8,930.3,0.9983,0.00e+00,0.00e+00,128,2048,128,1024,0
double,128,2048,512,T,8,8,1,1.26918,1.16209,0.0051,0.0023,853.0,931.6,0.9156,0.00e+00,0.00e+00,128,2048,128,1024,0
cfloat,128,2048,512,T,4,4,1,1.16904,1.16450,0.0021,0.0024,926.1,929.7,0.9961,0.00e+00,0.00e+00,128,2048,128,1024,0
cfloat,128,2048,512,T,8,8,1,2.71453,1.16364,0.0590,0.0563,398.8,930.4,0.4287,0.00e+00,0.00e+00,128,2048,128,1024,0
float,128,2048,512,T,4,4,1,0.58499,0.58171,0.0051,0.0022,925.4,930.6,0.9944,0.00e+00,0.00e+00,128,2048,128,512,0
float,128,2048,512,T,8,8,1,0.59302,0.58171,0.0048,0.0019,912.8,930.6,0.9809,0.00e+00,0.00e+00,128,2048,128,512,0
cdouble,192,2048,512,T,4,4,1,3.47645,3.46769,0.0069,0.0068,931.9,934.2,0.9975,0.00e+00,0.00e+00,192,2048,192,3072,0
cdouble,192,2048,512,T,8,8,1,5.03165,3.47025,0.0240,0.0017,643.8,933.5,0.6897,0.00e+00,0.00e+00,192,2048,192,3072,0
double,192,2048,512,T,4,4,1,1.73598,1.73025,0.0024,0.0525,933.1,936.2,0.9967,0.00e+00,0.00e+00,192,2048,192,1536,0
double,192,2048,512,T,8,8,1,2.67014,1.73107,0.0425,0.0026,606.6,935.7,0.6483,0.00e+00,0.00e+00,192,2048,192,1536,0
cfloat,192,2048,512,T,4,4,1,1.74992,1.73202,0.0030,0.0023,925.6,935.2,0.9898,0.00e+00,0.00e+00,192,2048,192,1536,0
cfloat,192,2048,512,T,8,8,1,4.98996,1.73368,0.0341,0.0040,324.6,934.3,0.3474,0.00e+00,0.00e+00,192,2048,192,1536,0
float,192,2048,512,T,4,4,1,0.87479,0.87017,0.0291,0.0047,925.8,930.7,0.9947,0.00e+00,0.00e+00,192,2048,192,768,0
float,192,2048,512,T,8,8,1,1.55285,0.86758,0.0202,0.0022,521.6,933.5,0.5587,0.00e+00,0.00e+00,192,2048,192,768,0
cdouble,24,256,512,T,4,4,1,0.05573,0.16479,0.0055,0.0019,944.3,319.3,2.9571,0.00e+00,0.00e+00,24,256,24,48,0
cdouble,24,256,512,T,8,8,1,0.04151,0.16445,0.0027,0.0012,1267.9,320.0,3.9621,0.00e+00,0.00e+00,24,256,24,48,0
double,24,256,512,T,4,4,1,0.01851,0.06864,0.0073,0.0028,1421.7,383.3,3.7087,0.00e+00,0.00e+00,24,256,24,24,0
double,24,256,512,T,8,8,1,0.01535,0.06858,0.0041,0.0012,1714.2,383.7,4.4679,0.00e+00,0.00e+00,24,256,24,24,0
cfloat,24,256,512,T,4,4,1,0.01226,0.02552,0.0081,0.0045,2145.9,1030.9,2.0816,0.00e+00,0.00e+00,24,256,24,24,0
cfloat,24,256,512,T,8,8,1,0.01494,0.02541,0.0082,0.0054,1760.8,1035.4,1.7005,0.00e+00,0.00e+00,24,256,24,24,0
float,24,256,512,T,4,4,1,0.01060,0.02326,0.0110,0.0087,1241.2,565.7,2.1939,0.00e+00,0.00e+00,24,256,24,12,0
float,24,256,512,T,8,8,1,0.01026,0.02358,0.0152,0.0083,1282.9,557.9,2.2998,0.00e+00,0.00e+00,24,256,24,12,0
cdouble,32,256,512,T,4,4,1,0.06432,0.16549,0.0017,0.0009,1080.0,419.8,2.5728,0.00e+00,0.00e+00,32,256,32,64,0
cdouble,32,256,512,T,8,8,1,0.04992,0.16563,0.0028,0.0016,1391.5,419.4,3.3177,0.00e+00,0.00e+00,32,256,32,64,0
double,32,256,512,T,4,4,1,0.02561,0.06870,0.0185,0.0026,1356.5,505.6,2.6828,0.00e+00,0.00e+00,32,256,32,32,0
double,32,256,512,T,8,8,1,0.01875,0.06854,0.0063,0.0014,1852.9,506.8,3.6561,0.00e+00,0.00e+00,32,256,32,32,0
cfloat,32,256,512,T,4,4,1,0.01314,0.02526,0.0073,0.0036,2643.4,1375.0,1.9225,0.00e+00,0.00e+00,32,256,32,32,0
cfloat,32,256,512,T,8,8,1,0.01760,0.02547,0.0084,0.0036,1973.5,1364.0,1.4469,0.00e+00,0.00e+00,32,256,32,32,0
float,32,256,512,T,4,4,1,0.01156,0.02308,0.0993,0.0041,1502.2,752.4,1.9966,0.00e+00,0.00e+00,32,256,32,16,0
float,32,256,512,T,8,8,1,0.01211,0.02306,0.0109,0.0055,1434.3,753.1,1.9047,0.00e+00,0.00e+00,32,256,32,16,0
cdouble,48,256,512,T,4,4,1,0.12226,0.23352,0.0053,0.0011,843.8,441.7,1.9101,0.00e+00,0.00e+00,48,256,48,96,0
cdouble,48,256,512,T,8,8,1,0.14592,0.23374,0.4974,0.1858,706.9,441.3,1.6018,0.00e+00,0.00e+00,48,256,48,96,0
double,48,256,512,T,4,4,1,0.02517,0.06812,0.0046,0.0022,2049.1,757.1,2.7064,0.00e+00,0.00e+00,48,256,48,48,0
double,48,256,512,T,8,8,1,0.02272,0.06802,0.0063,0.0021,2270.0,758.3,2.9935,0.00e+00,0.00e+00,48,256,48,48,0
cfloat,48,256,512,T,4,4,1,0.01671,0.03037,0.0124,0.0104,3086.2,1698.1,1.8175,0.00e+00,0.00e+00,48,256,48,48,0
cfloat,48,256,512,T,8,8,1,0.02433,0.02985,0.0052,0.0031,2119.6,1728.1,1.2266,0.00e+00,0.00e+00,48,256,48,48,0
float,48,256,512,T,4,4,1,0.01364,0.02328,0.0091,0.0049,1890.2,1107.7,1.7065,0.00e+00,0.00e+00,48,256,48,24,0
float,48,256,512,T,8,8,1,0.01471,0.02341,0.0950,0.0061,1753.1,1101.8,1.5912,0.00e+00,0.00e+00,48,256,48,24,0
cdouble,64,256,512,T,4,4,1,0.15782,0.19977,0.0019,0.0022,867.0,685.0,1.2658,0.00e+00,0.00e+00,64,256,64,128,0
cdouble,64,256,512,T,8,8,1,0.18868,0.20023,0.0072,0.0024,725.3,683.4,1.0612,0.00e+00,0.00e+00,64,256,64,128,0
double,64,256,512,T,4,4,1,0.03218,0.06869,0.0027,0.0018,2126.1,996.0,2.1346,0.00e+00,0.00e+00,64,256,64,64,0
double,64,256,512,T,8,8,1,0.02624,0.06861,0.0024,0.0017,2607.3,997.2,2.6146,0.00e+00,0.00e+00,64,256,64,64,0
cfloat,64,256,512,T,4,4,1,0.01976,0.02755,0.0119,0.0024,3462.0,2483.6,1.3939,0.00e+00,0.00e+00,64,256,64,64,0
cfloat,64,256,512,T,8,8,1,0.02865,0.02841,1.7137,0.0354,2388.3,2408.4,0.9917,0.00e+00,0.00e+00,64,256,64,64,0
float,64,256,512,T,4,4,1,0.01546,0.02312,0.0044,0.0031,2212.2,1480.0,1.4948,0.00e+00,0.00e+00,64,256,64,32,0
float,64,256,512,T,8,8,1,0.01869,0.02457,0.0197,0.0052,1830.6,1392.2,1.3149,0.00e+00,0.00e+00,64,256,64,32,0
cdouble,96,256,512,T,4,4,1,0.23109,0.23686,0.0025,0.0011,883.7,862.1,1.0250,0.00e+00,0.00e+00,96,256,96,192,0
cdouble,96,256,512,T,8,8,1,0.30047,0.23701,0.0139,0.0010,679.6,861.6,0.7888,0.00e+00,0.00e+00,96,256,96,192,0
double,96,256,512,T,4,4,1,0.11761,0.11633,0.0024,0.0034,868.2,877.7,0.9891,0.00e+00,0.00e+00,96,256,96,96,0
double,96,256,512,T,8,8,1,0.18963,0.11574,0.0302,0.0100,538.5,882.2,0.6103,0.00e+00,0.00e+00,96,256,96,96,0
cfloat,96,256,512,T,4,4,1,0.11703,0.11506,0.0015,0.0026,872.5,887.4,0.9831,0.00e+00,0.00e+00,96,256,96,96,0
cfloat,96,256,512,T,8,8,1,0.25440,0.11348,0.0277,0.0125,401.4,899.8,0.4461,0.00e+00,0.00e+00,96,256,96,96,0
float,96,256,512,T,4,4,1,0.01894,0.02348,0.0055,0.0041,2695.9,2173.8,1.2402,0.00e+00,0.00e+00,96,256,96,48,0
float,96,256,512,T,8,8,1,0.02321,0.02352,0.0041,0.0064,2199.7,2170.4,1.0135,0.00e+00,0.00e+00,96,256,96,48,0
cdouble,128,256,512,T,4,4,1,0.30256,0.30211,0.0039,0.0086,897.6,899.0,0.9985,0.00e+00,0.00e+00,128,256,128,256,0
cdouble,128,256,512,T,8,8,1,0.35223,0.30357,0.0076,0.0026,771.0,894.6,0.8618,0.00e+00,0.00e+00,128,256,128,256,0
double,128,256,512,T,4,4,1,0.15356,0.15339,0.0022,0.0021,884.3,885.3,0.9989,0.00e+00,0.00e+00,128,256,128,128,0
double,128,256,512,T,8,8,1,0.23263,0.15364,0.0124,0.5025,583.7,883.8,0.6604,0.00e+00,0.00e+00,128,256,128,128,0
cfloat,128,256,512,T,4,4,1,0.15386,0.15146,0.0024,0.0014,882.5,896.5,0.9844,0.00e+00,0.00e+00,128,256,128,128,0
cfloat,128,256,512,T,8,8,1,0.35180,0.15162,0.0031,0.0029,386.0,895.6,0.4310,0.00e+00,0.00e+00,128,256,128,128,0
float,128,256,512,T,4,4,1,0.02352,0.02874,0.0040,0.0199,2887.1,2362.2,1.2222,0.00e+00,0.00e+00,128,256,128,64,0
float,128,256,512,T,8,8,1,0.02712,0.02663,0.0075,0.0038,2503.3,2550.0,0.9817,0.00e+00,0.00e+00,128,256,128,64,0
cdouble,256,256,512,T,4,4,1,0.59061,0.58847,0.1545,0.0025,916.1,919.5,0.9964,0.00e+00,0.00e+00,256,256,256,512,0
cdouble,256,256,512,T,8,8,1,0.77880,0.58830,0.0333,0.0047,694.7,919.7,0.7554,0.00e+00,0.00e+00,256,256,256,512,0
double,256,256,512,T,4,4,1,0.29551,0.29505,0.0029,0.0021,915.5,916.9,0.9984,0.00e+00,0.00e+00,256,256,256,256,0
double,256,256,512,T,8,8,1,0.48097,0.29505,0.0523,0.0016,562.5,916.9,0.6134,0.00e+00,0.00e+00,256,256,256,256,0
cfloat,256,256,512,T,4,4,1,0.29808,0.29423,0.0026,0.0033,907.6,919.4,0.9871,0.00e+00,0.00e+00,256,256,256,256,0
cfloat,256,256,512,T,8,8,1,0.74287,0.29378,0.0096,0.0014,364.2,920.9,0.3955,0.00e+00,0.00e+00,256,256,256,256,0
float,256,256,512,T,4,4,1,0.15206,0.15073,0.0018,0.0025,889.6,897.4,0.9913,0.00e+00,0.00e+00,256,256,256,128,0
float,256,256,512,T,8,8,1,0.26418,0.15006,0.0061,0.0081,512.0,901.4,0.5680,0.00e+00,0.00e+00,256,256,256,128,0
