type,m,n,batch,transA,arm,wA,wB,med_a_ms,med_b_ms,relsd_a,relsd_b,GBs_a,GBs_b,ratio,relerr_a,relerr_b,ld,out_len,red_len,MB,foreign
cfloat,64,4,512,T,auto,1,1,0.00640,0.00646,0.0092,0.0194,207.3,205.4,1.0095,0.00e+00,0.00e+00,64,4,64,1,0
float,64,4,512,T,auto,1,1,0.00667,0.00661,0.0183,0.0147,99.5,100.4,0.9906,0.00e+00,0.00e+00,64,4,64,0,0
cdouble,32,8,512,T,auto,8,1,0.00760,0.01124,0.0098,0.0094,319.0,215.7,1.4787,0.00e+00,0.00e+00,32,8,32,2,0
double,32,8,512,T,auto,8,1,0.00672,0.00793,0.0092,0.0086,180.4,152.9,1.1801,0.00e+00,0.00e+00,32,8,32,1,0
cfloat,32,8,512,T,auto,1,1,0.00651,0.00651,0.0162,0.0080,186.1,186.2,0.9997,0.00e+00,0.00e+00,32,8,32,1,0
float,32,8,512,T,auto,4,1,0.00626,0.00627,0.0114,0.0124,96.8,96.7,1.0011,0.00e+00,0.00e+00,32,8,32,0,0
cdouble,64,8,512,T,auto,4,1,0.00887,0.01213,0.0098,0.0065,539.4,394.3,1.3678,0.00e+00,0.00e+00,64,8,64,4,0
double,64,8,512,T,auto,1,1,0.00805,0.00810,0.0113,0.0159,297.0,295.2,1.0060,0.00e+00,0.00e+00,64,8,64,2,0
cfloat,64,8,512,T,auto,1,1,0.00659,0.00666,0.0127,0.0240,362.8,359.1,1.0102,0.00e+00,0.00e+00,64,8,64,2,0
float,64,8,512,T,auto,1,1,0.00617,0.00618,0.0262,0.0224,193.8,193.6,1.0010,0.00e+00,0.00e+00,64,8,64,1,0
cdouble,32,16,512,T,auto,8,1,0.00877,0.01599,0.0204,0.0089,523.2,286.9,1.8234,0.00e+00,0.00e+00,32,16,32,4,0
double,32,16,512,T,auto,8,1,0.00681,0.01019,0.0179,0.0095,336.9,225.0,1.4975,0.00e+00,0.00e+00,32,16,32,2,0
cfloat,32,16,512,T,auto,1,1,0.00728,0.00725,0.0135,0.0111,315.2,316.4,0.9963,0.00e+00,0.00e+00,32,16,32,2,0
float,32,16,512,T,auto,4,1,0.00649,0.00715,0.0127,0.0281,176.8,160.5,1.1018,0.00e+00,0.00e+00,32,16,32,1,0
cdouble,64,16,512,T,auto,4,1,0.01205,0.01823,0.0069,0.0045,750.5,496.1,1.5128,0.00e+00,0.00e+00,64,16,64,8,0
double,64,16,512,T,auto,1,1,0.01030,0.01039,0.0077,0.0104,439.2,435.1,1.0094,0.00e+00,0.00e+00,64,16,64,4,0
cfloat,64,16,512,T,auto,1,1,0.00751,0.00744,0.0124,0.0109,602.0,607.7,0.9907,0.00e+00,0.00e+00,64,16,64,4,0
float,64,16,512,T,auto,1,1,0.00711,0.00708,0.0149,0.0086,317.9,319.5,0.9948,0.00e+00,0.00e+00,64,16,64,2,0
cdouble,32,32,512,T,auto,8,1,0.01215,0.02638,0.0069,0.0071,733.6,337.9,2.1711,0.00e+00,0.00e+00,32,32,32,8,0
double,32,32,512,T,auto,8,1,0.00789,0.01424,0.0113,0.0142,564.6,313.0,1.8039,0.00e+00,0.00e+00,32,32,32,4,0
cfloat,32,32,512,T,auto,1,1,0.00830,0.00826,0.0082,0.0100,536.8,539.7,0.9946,0.00e+00,0.00e+00,32,32,32,4,0
float,32,32,512,T,auto,4,1,0.00682,0.00802,0.0103,0.0213,326.7,277.8,1.1759,0.00e+00,0.00e+00,32,32,32,2,0
cdouble,64,32,512,T,auto,4,1,0.01756,0.03011,0.0048,0.0031,1000.4,583.4,1.7148,0.00e+00,0.00e+00,64,32,64,16,0
double,64,32,512,T,auto,1,1,0.01427,0.01428,0.1496,0.0128,615.4,615.1,1.0005,0.00e+00,0.00e+00,64,32,64,8,0
cfloat,64,32,512,T,auto,1,1,0.00878,0.00881,0.0098,0.0097,999.9,996.2,1.0036,0.00e+00,0.00e+00,64,32,64,8,0
float,64,32,512,T,auto,1,1,0.00798,0.00794,0.0121,0.0339,550.3,552.7,0.9956,0.00e+00,0.00e+00,64,32,64,4,0
cdouble,32,64,512,T,auto,8,1,0.01721,0.04577,0.0049,0.0048,1020.3,383.7,2.6589,0.00e+00,0.00e+00,32,64,32,16,0
double,32,64,512,T,auto,8,1,0.00992,0.02157,0.0123,0.0040,885.6,407.2,2.1752,0.00e+00,0.00e+00,32,64,32,8,0
cfloat,32,64,512,T,auto,1,1,0.01088,0.01088,0.0111,0.0075,807.4,807.3,1.0001,0.00e+00,0.00e+00,32,64,32,8,0
float,32,64,512,T,auto,4,1,0.00757,0.01022,0.0090,0.0080,579.7,429.5,1.3499,0.00e+00,0.00e+00,32,64,32,4,0
cdouble,64,64,512,T,auto,4,1,0.02890,0.05410,0.0039,0.0017,1197.2,639.6,1.8717,0.00e+00,0.00e+00,64,64,64,32,0
double,64,64,512,T,auto,1,1,0.02179,0.02193,0.0060,0.0070,794.1,788.8,1.0067,0.00e+00,0.00e+00,64,64,64,16,0
cfloat,64,64,512,T,auto,1,1,0.01147,0.01145,0.0066,0.0089,1508.7,1511.4,0.9982,0.00e+00,0.00e+00,64,64,64,16,0
float,64,64,512,T,auto,1,1,0.01023,0.01023,0.0082,0.0083,845.4,845.7,0.9996,0.00e+00,0.00e+00,64,64,64,8,0
cdouble,32,1,128,T,auto,1,1,0.00620,0.00626,0.0135,0.0152,21.5,21.3,1.0103,0.00e+00,0.00e+00,32,1,32,0,0
double,32,1,128,T,auto,1,1,0.00600,0.00605,0.0178,0.0165,11.1,11.0,1.0087,0.00e+00,0.00e+00,32,1,32,0,0
cfloat,32,1,128,T,auto,1,1,0.00615,0.00612,0.0178,0.0148,10.8,10.9,0.9946,0.00e+00,0.00e+00,32,1,32,0,0
float,32,1,128,T,auto,1,1,0.00611,0.00608,0.0112,0.0168,5.5,5.5,0.9964,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,64,1,128,T,auto,1,1,0.00633,0.00628,0.0162,0.0189,41.7,42.1,0.9910,0.00e+00,0.00e+00,64,1,64,0,0
double,64,1,128,T,auto,1,1,0.00617,0.00615,0.0115,0.0085,21.4,21.5,0.9979,0.00e+00,0.00e+00,64,1,64,0,0
cfloat,64,1,128,T,auto,1,1,0.00616,0.00617,0.5080,0.0292,21.4,21.4,1.0023,0.00e+00,0.00e+00,64,1,64,0,0
float,64,1,128,T,auto,1,1,0.00602,0.00608,0.0124,0.0094,11.0,10.9,1.0093,0.00e+00,0.00e+00,64,1,64,0,0
cdouble,32,4,128,T,auto,1,1,0.00658,0.00661,0.0131,0.0146,51.1,50.8,1.0053,0.00e+00,0.00e+00,32,4,32,0,0
double,32,4,128,T,auto,1,1,0.00637,0.00641,0.0114,0.1300,26.4,26.2,1.0063,0.00e+00,0.00e+00,32,4,32,0,0
cfloat,32,4,128,T,auto,1,1,0.00624,0.00622,0.0094,0.0216,26.9,27.0,0.9970,0.00e+00,0.00e+00,32,4,32,0,0
float,32,4,128,T,auto,1,1,0.00624,0.00623,0.0179,0.0140,13.4,13.5,0.9974,0.00e+00,0.00e+00,32,4,32,0,0
cdouble,64,4,128,T,auto,1,1,0.00667,0.00673,0.0123,0.0136,99.4,98.5,1.0091,0.00e+00,0.00e+00,64,4,64,0,0
double,64,4,128,T,auto,1,1,0.00626,0.00621,0.0116,0.0239,53.0,53.4,0.9919,0.00e+00,0.00e+00,64,4,64,0,0
cfloat,64,4,128,T,auto,1,1,0.00631,0.00638,0.0132,0.0132,52.5,52.0,1.0100,0.00e+00,0.00e+00,64,4,64,0,0
float,64,4,128,T,auto,1,1,0.00628,0.00624,0.0139,0.0820,26.4,26.6,0.9941,0.00e+00,0.00e+00,64,4,64,0,0
cdouble,32,16,128,T,auto,8,1,0.00705,0.00853,0.0129,0.1162,162.7,134.5,1.2103,0.00e+00,0.00e+00,32,16,32,1,0
double,32,16,128,T,auto,8,1,0.00647,0.00681,0.0111,0.0091,88.6,84.2,1.0524,0.00e+00,0.00e+00,32,16,32,0,0
cfloat,32,16,128,T,auto,1,1,0.00630,0.00634,0.0149,0.0160,91.1,90.5,1.0068,0.00e+00,0.00e+00,32,16,32,0,0
float,32,16,128,T,auto,4,1,0.00640,0.00625,0.0189,0.0183,44.8,45.9,0.9763,0.00e+00,0.00e+00,32,16,32,0,0
cdouble,64,16,128,T,auto,4,1,0.00752,0.00925,0.0180,0.0120,300.8,244.5,1.2302,0.00e+00,0.00e+00,64,16,64,2,0
double,64,16,128,T,auto,1,1,0.00708,0.00712,0.0124,0.0155,159.6,158.7,1.0058,0.00e+00,0.00e+00,64,16,64,1,0
cfloat,64,16,128,T,auto,1,1,0.00630,0.00637,0.0218,0.0505,179.4,177.6,1.0100,0.00e+00,0.00e+00,64,16,64,1,0
float,64,16,128,T,auto,1,1,0.00627,0.00628,0.0114,0.0254,90.1,90.0,1.0008,0.00e+00,0.00e+00,64,16,64,0,0
cdouble,32,64,128,T,auto,8,1,0.00878,0.01614,0.0101,0.0607,499.9,272.1,1.8371,0.00e+00,0.00e+00,32,64,32,4,0
double,32,64,128,T,auto,8,1,0.00697,0.01033,0.0097,0.0160,314.9,212.6,1.4810,0.00e+00,0.00e+00,32,64,32,2,0
cfloat,32,64,128,T,auto,1,1,0.00725,0.00729,0.0125,0.0124,302.8,301.0,1.0058,0.00e+00,0.00e+00,32,64,32,2,0
float,32,64,128,T,auto,4,1,0.00653,0.00706,0.0146,0.0115,168.1,155.4,1.0816,0.00e+00,0.00e+00,32,64,32,1,0
cdouble,64,64,128,T,auto,4,1,0.01191,0.01818,0.0086,0.0068,726.2,475.8,1.5261,0.00e+00,0.00e+00,64,64,64,8,0
double,64,64,128,T,auto,1,1,0.01037,0.01040,0.0072,0.0121,417.0,415.9,1.0025,0.00e+00,0.00e+00,64,64,64,4,0
cfloat,64,64,128,T,auto,1,1,0.00733,0.00732,0.0195,0.0164,590.3,591.1,0.9986,0.00e+00,0.00e+00,64,64,64,4,0
float,64,64,128,T,auto,1,1,0.00704,0.00708,0.0112,0.0075,307.2,305.6,1.0051,0.00e+00,0.00e+00,64,64,64,2,0
cdouble,32,1,4096,T,auto,8,1,0.00768,0.01138,0.0141,0.0100,554.3,374.3,1.4808,0.00e+00,0.00e+00,32,1,32,2,0
double,32,1,4096,T,auto,8,1,0.00675,0.00780,0.0117,0.0184,315.8,273.2,1.1560,0.00e+00,0.00e+00,32,1,32,1,0
cfloat,32,1,4096,T,auto,1,1,0.00664,0.00671,0.1296,0.0821,320.6,317.6,1.0093,0.00e+00,0.00e+00,32,1,32,1,0
float,32,1,4096,T,auto,4,1,0.00620,0.00622,0.0261,0.0238,171.7,171.3,1.0021,0.00e+00,0.00e+00,32,1,32,0,0
cdouble,32,4,4096,T,auto,8,1,0.01180,0.02614,0.0105,0.0032,910.5,411.1,2.2146,0.00e+00,0.00e+00,32,4,32,8,0
double,32,4,4096,T,auto,8,1,0.00803,0.01414,0.0126,0.0095,669.2,380.0,1.7609,0.00e+00,0.00e+00,32,4,32,4,0
cfloat,32,4,4096,T,auto,1,1,0.00846,0.00853,0.0130,0.0446,635.0,630.3,1.0074,0.00e+00,0.00e+00,32,4,32,4,0
float,32,4,4096,T,auto,4,1,0.00694,0.00809,0.0107,0.0106,387.2,332.3,1.1651,0.00e+00,0.00e+00,32,4,32,2,0
cdouble,32,16,4096,T,auto,8,1,0.02804,0.08543,0.0284,0.0012,1309.1,429.6,3.0473,0.00e+00,0.00e+00,32,16,32,32,0
double,32,16,4096,T,auto,8,1,0.01316,0.03726,0.0086,0.0049,1394.3,492.5,2.8308,0.00e+00,0.00e+00,32,16,32,16,0
cfloat,32,16,4096,T,auto,1,1,0.01576,0.01583,0.0050,0.0101,1164.6,1158.8,1.0050,0.00e+00,0.00e+00,32,16,32,16,0
float,32,16,4096,T,auto,4,1,0.00906,0.01456,0.0136,0.0070,1012.4,629.9,1.6071,0.00e+00,0.00e+00,32,16,32,8,0
