typ,tag,transA,m,nnzrow,nrhs,batch,transB,beta,pattern,t_vendor,t_native,ratio,relsd,sd_v,sd_n,chk_v,chk_n,agree,gbs_v,gbs_n,roof_v,roof_n,fp_mb,l2res
cdouble,bnd_banded,0,1024,16,12,128,0,0,0,0.804104,0.241452,0.300274591346393,0.005521947409787788,0.005521947409787788,0.0029156271225750873,25891.7,25891.7,True,115.407,384.339,0.11449107142857143,0.38128869047619046,92.799488,False
cdouble,bnd_banded,0,1024,16,12,128,1,0,0,0.801704,0.48994,0.6111233073553332,0.0010651140956035433,0.00022043547244369495,0.0010651140956035433,25985.9,25985.9,True,115.753,189.41,0.11483432539682539,0.18790674603174604,92.799488,False
cdouble,bnd_banded,0,1024,16,12,512,0,0,0,3.22829,0.898724,0.2783901074562694,0.002495193185004518,0.00021850608216733938,0.002495193185004518,25891.7,25891.7,True,114.983,413.028,0.11407043650793651,0.40975,371.197952,False
cdouble,bnd_banded,0,1024,16,12,512,1,0,0,3.22681,1.87187,0.5800992311291957,0.006369512840101075,0.006190231219067748,0.006369512840101075,25985.9,25985.9,True,115.036,198.303,0.11412301587301588,0.19672916666666668,371.197952,False
cdouble,bnd_banded,0,1024,16,25,128,0,0,0,1.6239,0.523448,0.3223400455693085,0.005299630519120636,0.005299630519120636,0.0003721248337943788,54102.2,54102.2,True,90.723,281.452,0.09000297619047619,0.27921825396825395,147.32544,False
cdouble,bnd_banded,0,1024,16,25,128,1,0,0,1.62844,1.09467,0.6722200388101496,0.004059529365527744,0.004059529365527744,0.002355102450966958,54791.6,54791.6,True,90.4704,134.584,0.08975238095238094,0.13351587301587303,147.32544,False
cdouble,bnd_banded,0,1024,16,25,512,0,0,0,6.60057,2.06019,0.31212304391893425,0.0020233555586865984,0.0020233555586865984,0.0007362816050946757,54102.2,54102.2,True,89.2805,286.042,0.0885719246031746,0.2837718253968254,589.30176,False
cdouble,bnd_banded,0,1024,16,25,512,1,0,0,6.56234,4.30639,0.6562278089827714,0.004280058637620117,0.004280058637620117,0.000897793743715734,54791.6,54791.6,True,89.8006,136.843,0.08908789682539683,0.13575694444444444,589.30176,False
cdouble,bnd_banded,0,1024,16,50,128,0,0,0,3.23325,0.962527,0.29769643547514113,0.005314714296760226,0.005314714296760226,0.0005059276259263377,107842.0,107842.0,True,77.9969,262.001,0.07737787698412699,0.25992162698412696,252.18304,False
cdouble,bnd_banded,0,1024,16,50,128,1,0,0,3.23146,2.06923,0.6403390417953495,0.0020248498233642466,0.0002767454958439838,0.0020248498233642466,109238.0,109238.0,True,78.0399,121.873,0.07742053571428571,0.12090575396825397,252.18304,False
cdouble,bnd_banded,0,1024,16,50,512,0,0,0,12.8949,3.81261,0.2956680548123677,0.003430904288663147,0.0026668838067763225,0.003430904288663147,107842.0,107842.0,True,78.2273,264.578,0.07760644841269841,0.2624781746031746,1008.73216,False
cdouble,bnd_banded,0,1024,16,50,512,1,0,0,12.8983,8.21326,0.6367707372289371,0.0031185350007365306,0.0031185350007365306,0.0006112408471179532,109238.0,109238.0,True,78.2065,122.818,0.07758581349206349,0.12184325396825396,1008.73216,False
cdouble,bnd_banded,0,2048,16,12,128,0,0,0,1.60271,0.464569,0.28986466672074174,0.001337336326788916,0.0003392117101659065,0.001337336326788916,52093.2,52093.2,True,115.803,399.507,0.11488392857142857,0.39633630952380955,185.598464,False
cdouble,bnd_banded,0,2048,16,12,128,1,0,0,1.60017,0.97073,0.6066417943093546,0.0008564925365446623,0.0002873282213764787,0.0008564925365446623,52154.3,52154.3,True,115.986,191.195,0.11506547619047619,0.18967757936507937,185.598464,False
cdouble,bnd_banded,0,2048,16,12,512,0,0,0,6.4605,1.78585,0.27642597322188683,0.0021975543688568995,0.0021975543688568995,0.0020871293781672593,52093.2,52093.2,True,114.913,415.71,0.11400099206349205,0.41241071428571424,742.393856,False
cdouble,bnd_banded,0,2048,16,12,512,1,0,0,6.44885,3.71114,0.5754731463749351,0.00549866078886811,0.0001261711778068958,0.00549866078886811,52154.3,52154.3,True,115.12,200.045,0.11420634920634921,0.19845734126984127,742.393856,False
cdouble,bnd_banded,0,2048,16,25,128,0,0,0,3.27533,1.04074,0.31775118842986816,0.0006659540327074966,0.00029467778819233483,0.0006659540327074966,108217.0,108217.0,True,89.9605,283.115,0.08924652777777778,0.28086805555555555,294.650368,False
cdouble,bnd_banded,0,2048,16,25,128,1,0,0,3.27193,2.18916,0.6690729936153892,0.0016094483728918852,0.00024068057690720767,0.0016094483728918852,108964.0,108964.0,True,90.0541,134.595,0.08933938492063492,0.13352678571428572,294.650368,False
cdouble,bnd_banded,0,2048,16,25,512,0,0,0,13.0914,4.11137,0.31405120919076646,0.0053630541644269425,0.00024765647677100995,0.0053630541644269425,108217.0,108217.0,True,90.0287,286.669,0.0893141865079365,0.2843938492063492,1178.601472,False
cdouble,bnd_banded,0,2048,16,25,512,1,0,0,13.0892,8.66598,0.6620710203832166,0.002777075757112734,0.002777075757112734,0.0005775930708356124,108964.0,108964.0,True,90.0438,136.003,0.08932916666666667,0.1349236111111111,1178.601472,False
cdouble,bnd_banded,0,2048,16,50,128,0,0,0,6.432,1.91949,0.29842817164179103,0.0006962057629891274,8.45157027363184e-05,0.0006962057629891274,216964.0,216964.0,True,78.4151,262.761,0.07779275793650793,0.26067559523809525,504.365568,False
cdouble,bnd_banded,0,2048,16,50,128,1,0,0,6.42883,4.13232,0.6427794793142765,0.00100484957602509,9.139719046856116e-05,0.00100484957602509,218798.0,218798.0,True,78.4537,122.054,0.07783105158730158,0.12108531746031746,504.365568,False
cdouble,bnd_banded,0,2048,16,50,512,0,0,0,25.7194,7.6145,0.29606056128836594,0.00016825792895134282,5.681158969493845e-05,0.00016825792895134282,216964.0,216964.0,True,78.4411,264.95,0.0778185515873016,0.26284722222222223,2017.462272,False
cdouble,bnd_banded,0,2048,16,50,512,1,0,0,25.6581,16.4819,0.6423663482487012,0.00036920015289499395,0.0002392039940603552,0.00036920015289499395,218798.0,218798.0,True,78.6286,122.405,0.0780045634920635,0.12143353174603175,2017.462272,False
cdouble,bnd_banded,0,4096,16,12,128,0,0,0,3.23289,0.898529,0.27793367544209674,0.005497465116351005,0.005497465116351005,0.0005023978079728089,103998.0,103998.0,True,114.819,413.116,0.1139077380952381,0.4098373015873016,371.196416,False
cdouble,bnd_banded,0,4096,16,12,128,1,0,0,3.27506,1.894,0.5783100156943689,0.0055318373812038015,0.0004439246914560344,0.0055318373812038015,104581.0,104581.0,True,113.34,195.986,0.11244047619047619,0.19443055555555555,371.196416,False
cdouble,bnd_banded,0,4096,16,12,512,0,0,0,13.0858,3.52756,0.26957159669259806,0.002594254841125495,0.002594254841125495,0.0017778492782546578,103998.0,103998.0,True,113.465,420.91,0.11256448412698412,0.4175694444444445,1484.785664,False
cdouble,bnd_banded,0,4096,16,12,512,1,0,0,12.8797,7.30746,0.5673625938492356,0.004468050458025087,0.0013840539764124941,0.004468050458025087,104581.0,104581.0,True,115.281,203.188,0.11436607142857143,0.20157539682539682,1484.785664,False
cdouble,bnd_banded,0,4096,16,25,128,0,0,0,6.59259,2.06032,0.3125205723395509,0.0014462704822551836,0.0011482558448197141,0.0014462704822551836,216727.0,216727.0,True,89.3883,286.023,0.08867886904761905,0.28375297619047624,589.300224,False
cdouble,bnd_banded,0,4096,16,25,128,1,0,0,6.53454,4.34801,0.6653888414486713,0.0016120185965653282,0.0016120185965653282,0.0008259916605527585,218114.0,218114.0,True,90.1824,135.533,0.08946666666666667,0.13445734126984127,589.300224,False
cdouble,bnd_banded,0,4096,16,25,512,0,0,0,26.1335,8.18304,0.31312453364455584,0.0014416524910057875,0.0004029731953240094,0.0014416524910057875,216727.0,216727.0,True,90.1985,288.059,0.08948263888888888,0.28577281746031746,2357.200896,False
cdouble,bnd_banded,0,4096,16,25,512,1,0,0,26.1702,17.3269,0.6620851197163184,0.0035366294487623328,0.0035366294487623328,0.0024925578147273896,218114.0,218114.0,True,90.0718,136.043,0.08935694444444445,0.13496329365079365,2357.200896,False
cdouble,bnd_banded,0,4096,16,50,128,0,0,0,12.8917,3.81112,0.2956258678064181,0.0008441090003645756,0.0008441090003645756,0.0007784824408572807,434145.0,434145.0,True,78.2466,264.681,0.07762559523809524,0.2625803571428571,1008.730624,False
cdouble,bnd_banded,0,4096,16,50,128,1,0,0,12.8239,8.27711,0.6454440536810175,0.0015603272156586054,5.9726370292968594e-05,0.0015603272156586054,436769.0,436769.0,True,78.6599,121.87,0.07803561507936507,0.12090277777777778,1008.730624,False
cdouble,bnd_banded,0,4096,16,50,512,0,0,0,51.418,15.1807,0.2952409661986075,0.001927842389824575,0.001927842389824575,0.00012275718511004104,434145.0,434145.0,True,78.473,265.793,0.07785019841269841,0.26368353174603176,4034.922496,False
cdouble,bnd_banded,0,4096,16,50,512,1,0,0,51.2739,33.0497,0.6445716046565603,0.0002588525765740687,0.0001167937293632823,0.0002588525765740687,436769.0,436769.0,True,78.6934,122.086,0.0780688492063492,0.12111706349206348,4034.922496,False
cdouble,bnd_gather_a,0,1024,3,1,512,0,0,1,0.171351,0.0755966,0.4411798005264049,0.0007128467298119065,0.0007128467298119065,0.000693596008286087,2501.82,2501.82,True,293.746,665.819,0.2914146825396825,0.6605347222222222,50.333696,True
cdouble,bnd_gather_a,0,1024,3,2,512,0,0,1,0.184058,0.0807488,0.4387138836671049,0.0009833856719077682,0.0009833856719077682,0.0006040696580011096,4985.47,4985.47,True,364.619,831.107,0.36172519841269846,0.8245109126984127,67.110912,True
cdouble,bnd_gather_a,0,1024,3,4,512,0,0,1,0.300501,0.15147,0.5040582227679774,0.0020682577408067605,0.000532617195949431,0.0020682577408067605,9973.15,9973.15,True,334.992,664.589,0.33233333333333337,0.6593144841269842,100.665344,False
cdouble,bnd_gather_a,0,1024,3,8,512,0,0,1,0.536137,0.266566,0.49719754465742905,0.004807777435982083,0.0020862391515601426,0.004807777435982083,19873.2,19873.2,True,312.931,629.39,0.31044742063492065,0.6243948412698412,167.774208,False
cdouble,bnd_gather_a,0,1024,3,12,512,0,0,1,0.764769,0.386859,0.5058507863158679,0.0008950883913777371,0.0003484084736698271,0.0008950883913777371,29813.5,29813.5,True,307.13,607.155,0.30469246031746033,0.6023363095238095,234.883072,False
cdouble,bnd_gather_a,0,1024,3,25,512,0,0,1,1.52763,0.855349,0.5599189594338944,0.0008883564737534612,0.0008883564737534612,0.0004851364764558092,61851.9,61851.9,True,296.529,529.593,0.2941755952380952,0.5253898809523809,452.98688,False
cdouble,bnd_gather_a,0,1024,6,1,512,0,0,1,0.244888,0.121116,0.4945771128025873,0.0017700964364741239,0.0009358196399986933,0.0017700964364741239,4887.63,4887.63,True,333.993,675.314,0.3313422619047619,0.669954365079365,81.790976,False
cdouble,bnd_gather_a,0,1024,6,2,512,0,0,1,0.317098,0.148954,0.46974121564942073,0.0018122843293902815,0.0006014260575594927,0.0018122843293902815,9760.98,9760.98,True,310.845,661.736,0.30837797619047624,0.656484126984127,98.568192,False
cdouble,bnd_gather_a,0,1024,6,4,512,0,0,1,0.545139,0.253901,0.4657546057060676,0.0025177844908054717,0.0003074683704523066,0.0025177844908054717,19640.9,19640.9,True,242.365,520.37,0.24044146825396825,0.5162400793650793,132.122624,False
cdouble,bnd_gather_a,0,1024,6,8,512,0,0,1,0.973605,0.418081,0.4294154200111955,0.015596879638046228,0.015596879638046228,0.0011904128625792611,38904.7,38904.7,True,204.633,476.538,0.20300892857142858,0.4727559523809524,199.231488,False
cdouble,bnd_gather_a,0,1024,6,12,512,0,0,1,1.43441,0.601696,0.41947281460670244,0.001811014199861724,0.0008766322041815102,0.001811014199861724,58388.2,58388.2,True,185.679,442.649,0.18420535714285716,0.4391359126984127,266.340352,False
cdouble,bnd_gather_a,0,1024,6,25,512,0,0,1,2.82269,1.33841,0.4741611724985741,0.011076915991483301,0.011076915991483301,0.0014051822685126382,121146.0,121146.0,True,171.625,361.956,0.17026289682539683,0.35908333333333337,484.44416,False
cdouble,bnd_gather_a,0,1024,8,1,512,0,0,1,0.305353,0.17314,0.5670158799815296,0.0026250202148550305,0.0007538553739442547,0.0026250202148550305,6451.22,6451.22,True,336.536,593.522,0.33386507936507936,0.5888115079365079,102.762496,False
cdouble,bnd_gather_a,0,1024,8,2,512,0,0,1,0.401698,0.196482,0.48912864888548113,0.0030391689824004237,0.0004933084058173056,0.0030391689824004237,12867.6,12867.6,True,297.586,608.4,0.2952242063492064,0.6035714285714285,119.539712,False
cdouble,bnd_gather_a,0,1024,8,4,512,0,0,1,0.70636,0.331838,0.46978594484398895,0.002805320668518976,0.00018544934594257886,0.002805320668518976,26000.9,26000.9,True,216.737,461.352,0.21501686507936507,0.45769047619047615,153.094144,False
cdouble,bnd_gather_a,0,1024,8,8,512,0,0,1,1.26363,0.57251,0.4530677492620466,0.002121971668617142,0.0006008166947603333,0.002121971668617142,51481.6,51481.6,True,174.263,384.627,0.17287996031746033,0.3815744047619048,220.203008,False
cdouble,bnd_gather_a,0,1024,8,12,512,0,0,1,1.81397,0.830273,0.4577104362255164,0.0022527289216920216,0.0002885455658031831,0.0022527289216920216,77229.6,77229.6,True,158.388,346.045,0.1571309523809524,0.34329861111111115,287.311872,False
cdouble,bnd_gather_a,0,1024,8,25,512,0,0,1,3.64993,1.67467,0.45882249796571445,0.0009848925459941362,0.0002924658829073434,0.0009848925459941362,160345.0,160345.0,True,138.473,301.799,0.13737400793650795,0.2994037698412698,505.41568,False
cdouble,bnd_gather_a,0,1024,12,1,512,0,0,1,0.420686,0.296194,0.704073822280751,0.002760788537242483,0.0004633788621442121,0.002760788537242483,9653.95,9653.95,True,343.975,488.549,0.3412450396825397,0.48467162698412697,144.705536,False
cdouble,bnd_gather_a,0,1024,12,2,512,0,0,1,0.564868,0.323947,0.5734915059801581,0.00232330905981534,0.00041144125707244874,0.00232330905981534,19228.3,19228.3,True,285.877,498.485,0.2836081349206349,0.49452876984126987,161.482752,False
cdouble,bnd_gather_a,0,1024,12,4,512,0,0,1,1.02543,0.48471,0.47268950586583186,0.003580656475005674,0.0006136352554538095,0.003580656475005674,38811.5,38811.5,True,190.2,402.379,0.1886904761904762,0.3991855158730159,195.037184,False
cdouble,bnd_gather_a,0,1024,12,8,512,0,0,1,1.84282,0.835226,0.4532325457722404,0.002143168435848501,0.0003940471668421224,0.002143168435848501,76689.6,76689.6,True,142.252,313.862,0.14112301587301587,0.31137103174603176,262.146048,False
cdouble,bnd_gather_a,0,1024,12,12,512,0,0,1,2.64606,1.23352,0.4661723468099741,0.004892332511836047,0.00027313817524923854,0.004892332511836047,115214.0,115214.0,True,124.432,266.924,0.12344444444444444,0.2648055555555555,329.254912,False
cdouble,bnd_gather_a,0,1024,12,25,512,0,0,1,5.34495,2.31667,0.4334315568901486,0.023831922543996343,0.00020186344119215333,0.023831922543996343,239515.0,239515.0,True,102.407,236.269,0.10159424603174602,0.2343938492063492,547.35872,False
cdouble,bnd_gather_a,0,1024,16,1,512,0,0,1,0.525859,0.452199,0.8599244284114184,0.0019205814254343774,0.0005012123021570421,0.0019205814254343774,12664.7,12664.7,True,354.94,412.758,0.35212301587301587,0.40948214285714285,186.648576,False
cdouble,bnd_gather_a,0,1024,16,2,512,0,0,1,0.716505,0.482705,0.673693833260061,0.003402720087838328,0.00029984577916413705,0.003402720087838328,25335.3,25335.3,True,283.914,421.429,0.28166071428571426,0.4180843253968254,203.425792,False
cdouble,bnd_gather_a,0,1024,16,4,512,0,0,1,1.3177,0.632043,0.4796562191697655,0.004904682118147025,0.0005013546330727783,0.004904682118147025,51255.3,51255.3,True,179.844,374.943,0.17841666666666667,0.37196726190476187,236.980224,False
cdouble,bnd_gather_a,0,1024,16,8,512,0,0,1,2.38093,1.08954,0.45761110154435447,0.00746699524570002,0.0003677676370157879,0.00746699524570002,101423.0,101423.0,True,127.719,279.097,0.12670535714285713,0.2768819444444444,304.089088,False
cdouble,bnd_gather_a,0,1024,16,12,512,0,0,1,3.43104,1.60011,0.46636296866256294,0.010348101068051571,0.00026587477849281853,0.010348101068051571,152420.0,152420.0,True,108.188,231.983,0.10732936507936508,0.23014186507936507,371.197952,False
cdouble,bnd_gather_a,0,1024,16,25,512,0,0,1,6.9549,3.25542,0.46807574515809,0.017302836500359402,0.00012323872377748062,0.017302836500359402,316818.0,316818.0,True,84.7319,181.022,0.0840594246031746,0.17958531746031745,589.30176,False
cdouble,bnd_scatter_a,1,1024,3,1,512,0,0,1,0.170809,0.0665317,0.3895093349882032,0.002050530124290875,0.002050530124290875,0.0012379331957548055,2521.86,2521.86,True,294.678,756.537,0.2923392857142857,0.7505327380952381,50.333696,True
