2775 MHz, 55
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       512     0       0       1       0       100         0.0083981   3.1401e-05  1134.1      374.58      2247.7      0.016402    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       512     0       0       1       0       100         0.010922    1.3492e-05  2210.6      576.03      2112.3      0.021332    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       4       512     0       0       1       0       100         0.032029    0.00016283  4394.9      392.86      982.22      0.062556    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       8       512     0       0       1       0       100         0.039498    2.7729e-05  8677.2      637.14      1221.2      0.077144    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       12      512     0       0       1       0       100         0.050187    4.4512e-05  13024.      752.16      1295.4      0.098022    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       25      512     0       0       1       0       100         0.16163     0.00017742  26970.      486.55      739.57      0.31569     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       1       512     0       0       1       0       100         0.012957    1.6887e-05  1921.5      485.57      2428.0      0.025306    6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       2       512     0       0       1       0       100         0.015654    1.8042e-05  3775.3      803.81      2277.6      0.030574    6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       4       512     0       0       1       0       100         0.045087    1.7825e-05  7616.2      558.16      976.83      0.088061    6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       8       512     0       0       1       0       100         0.053863    0.00025951  15100.      934.43      1129.1      0.10520     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       12      512     0       0       1       0       100         0.079624    7.0515e-05  22678.      948.17      974.54      0.15552     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    6       25      512     0       0       1       0       100         0.20731     0.00033662  46974.      758.70      637.31      0.40491     6144        6           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       1       512     0       0       1       0       100         0.018157    3.3783e-05  2451.3      462.00      2194.6      0.035463    8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       2       512     0       0       1       0       100         0.022683    3.9618e-05  4830.6      739.62      1941.6      0.044304    8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       4       512     0       0       1       0       100         0.055947    0.00014812  9744.1      599.76      937.16      0.10927     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       8       512     0       0       1       0       100         0.067531    0.00020989  19326.      993.75      1024.8      0.13190     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       12      512     0       0       1       0       100         0.13620     0.00015217  28999.      739.07      631.31      0.26602     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    8       25      512     0       0       1       0       100         0.24641     0.00031948  60059.      851.08      570.23      0.48127     8192        8           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    12      1       512     0       0       1       0       100         0.038926    0.00011976  3521.2      323.25      1454.7      0.076028    12288       12          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    12      2       512     0       0       1       0       100         0.044588    4.0389e-05  6912.3      564.40      1364.0      0.087087    12288       12          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    12      4       512     0       0       1       0       100         0.077593    0.00014611  13926.      648.66      891.93      0.15155     12288       12          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    12      8       512     0       0       1       0       100         0.15647     0.00017579  27601.      643.35      549.54      0.30560     12288       12          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    12      12      512     0       0       1       0       100         0.20200     0.00028135  41478.      747.50      508.72      0.39453     12288       12          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    12      25      512     0       0       1       0       100         0.33300     0.0024251   85844.      944.66      472.34      0.65039     12288       12          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      1       512     0       0       1       0       100         0.060723    0.00013038  4553.1      276.29      1208.8      0.11860     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      2       512     0       0       1       0       100         0.070247    0.00010252  8975.8      477.67      1104.6      0.13720     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      4       512     0       0       1       0       100         0.14537     0.0013056   18039.      461.64      591.49      0.28393     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      8       512     0       0       1       0       100         0.19976     0.00017380  35801.      671.90      514.43      0.39015     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      512     0       0       1       0       100         0.24757     0.00029470  53883.      813.22      482.86      0.48353     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      512     0       0       1       0       100         0.40661     0.00040486  1.1127e+05  1031.5      428.09      0.79416     16384       16          
2760 MHz, 68
