2775 MHz, 58
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       1       512     0       0       1       0       100         0.016894    4.2996e-05  1134.1      186.20      1738.0      0.032997    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       2       512     0       0       1       0       100         0.021648    0.00017024  2210.6      290.62      1743.8      0.042282    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       4       512     0       0       1       0       100         0.048009    9.5959e-05  4394.9      262.10      1135.8      0.093767    3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       8       512     0       0       1       0       100         0.11024     0.00037763  8677.2      228.27      798.97      0.21532     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       12      512     0       0       1       0       100         0.15066     0.0013665   13024.      250.55      807.34      0.29426     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    3       25      512     0       0       1       0       100         0.25993     0.00096032  26970.      302.55      887.49      0.50768     3072        3           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       1       512     0       0       1       0       100         0.029780    3.5276e-05  1921.5      211.26      1619.8      0.058164    6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       2       512     0       0       1       0       100         0.041154    0.00014702  3775.3      305.75      1375.9      0.080378    6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       4       512     0       0       1       0       100         0.077285    5.3432e-05  7616.2      325.62      949.76      0.15095     6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       8       512     0       0       1       0       100         0.17360     0.0013280   15100.      289.93      616.11      0.33906     6144        6           
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    6       12      512     0       0       1       0       100         0.22209     0.00067060  22678.      339.94      632.68      0.43377     6144        6           
