2760 MHz, 60
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      128     0       0       0       0       100         0.088016    0.00032532  11906.      571.85      339.54      0.68762     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      128     1       0       0       0       100         0.088474    0.00024725  11707.      568.88      337.78      0.69121     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      512     0       0       0       0       100         0.31977     0.0014465   11906.      629.59      373.83      0.62456     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      512     1       0       0       0       100         0.32103     0.0013734   11707.      627.12      372.36      0.62702     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      128     0       0       0       0       100         0.13840     0.00032423  24701.      757.63      314.42      1.0813      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      128     1       0       0       0       100         0.13911     0.00043311  24615.      753.76      312.81      1.0868      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      512     0       0       0       0       100         0.56143     0.00042039  24701.      747.07      310.04      1.0966      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      512     1       0       0       0       100         0.54741     0.00037982  24615.      766.22      317.98      1.0692      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      128     0       0       0       0       100         0.23906     0.00031547  49070.      877.26      291.69      1.8676      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      128     1       0       0       0       100         0.24253     0.00071504  49483.      864.68      287.51      1.8948      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      512     0       0       0       0       100         1.0727      0.0019773   49070.      782.02      260.02      2.0951      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      512     1       0       0       0       100         1.0415      0.012291    49483.      805.44      267.81      2.0342      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      12      128     0       0       0       0       100         0.16603     0.00021783  23615.      606.29      359.99      1.2971      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      12      128     1       0       0       0       100         0.16686     0.00019575  23546.      603.27      358.19      1.3036      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      12      512     0       0       0       0       100         0.67717     0.00050181  23615.      594.61      353.05      1.3226      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      12      512     1       0       0       0       100         0.66873     0.00035037  23546.      602.12      357.51      1.3061      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     0       0       0       0       100         0.26509     0.00088007  49005.      791.10      328.31      2.0710      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     1       0       0       0       100         0.26575     0.00065646  48901.      789.16      327.50      2.0761      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      512     0       0       0       0       100         1.1789      0.0097858   49005.      711.55      295.30      2.3026      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      512     1       0       0       0       100         1.1407      0.0019978   48901.      735.37      305.18      2.2280      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      50      128     0       0       0       0       100         0.49733     0.0013380   98011.      843.36      280.42      3.8854      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      50      128     1       0       0       0       100         0.49013     0.0021077   98451.      855.76      284.54      3.8291      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      50      512     0       0       0       0       100         2.0809      0.0021397   98011.      806.25      268.08      4.0643      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      50      512     1       0       0       0       100         2.0324      0.0070668   98451.      825.49      274.48      3.9695      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      12      128     0       0       0       0       100         0.32332     0.00033572  47049.      622.69      369.72      2.5259      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      12      128     1       0       0       0       100         0.32522     0.00075055  47285.      619.05      367.56      2.5408      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      12      512     0       0       0       0       100         1.4284      0.0015826   47049.      563.78      334.74      2.7899      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      12      512     1       0       0       0       100         1.4048      0.018144    47285.      573.24      340.36      2.7438      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      25      128     0       0       0       0       100         0.56086     0.00037224  97978.      747.83      310.35      4.3817      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      25      128     1       0       0       0       100         0.54911     0.0022642   98379.      763.83      316.99      4.2899      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      25      512     0       0       0       0       100         2.3342      0.0019257   97978.      718.75      298.28      4.5590      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      25      512     1       0       0       0       100         2.2836      0.0018406   98379.      734.68      304.89      4.4602      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      50      128     0       0       0       0       100         1.0712      0.020518    1.9626e+05  783.11      260.38      8.3687      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      50      128     1       0       0       0       100         1.0283      0.0023782   1.9655e+05  815.81      271.26      8.0333      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      50      512     0       0       0       0       97          4.1653      0.0027507   1.9626e+05  805.57      267.85      8.1354      65536       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m4096    16      50      512     1       0       0       0       98          4.0833      0.024385    1.9655e+05  821.75      273.23      7.9752      65536       16          
2730 MHz, 72
