op,type,n,nrhs,batch,med_ms,mean_ms,relsd,GFLOPs,resid,ws,route,extra,ntpiv,extra2,flag
getrf,float,32,1,32,0.0339,0.0339,0.0037,20.59,3.276e-07,2560,native:cta,0,29,0,0,ok
getrf,float,64,1,32,0.0764,0.0763,0.0010,73.23,3.733e-07,2560,native:cta,0,58,0,0,ok
getrf,float,128,1,32,0.2425,0.2424,0.0009,184.52,5.523e-07,2560,native:cta,0,125,0,0,ok
getrf,float,256,1,32,1.0761,1.0763,0.0003,332.60,3.504e-07,2560,native:blocked,0,252,0,0,ok
getrf,float,512,1,32,2.6640,2.6631,0.0009,1074.82,4.278e-07,2560,native:blocked,0,504,0,0,ok
getrf,float,1024,1,32,10.6053,10.6044,0.0004,2159.92,6.903e-07,2560,native:blocked,0,1012,0,0,ok
getrf,float,2048,1,32,70.8159,70.8275,0.0003,2587.72,6.244e-07,2560,native:blocked,0,2041,0,0,ok
getrf,double,32,1,32,0.0563,0.0563,0.0009,12.42,9.197e-16,2560,native:cta,0,29,0,0,ok
getrf,double,64,1,32,0.2484,0.2485,0.0008,22.52,1.005e-15,2560,native:blocked,0,58,0,0,ok
getrf,double,128,1,32,0.9019,0.9021,0.0008,49.61,1.193e-15,2560,native:blocked,0,125,0,0,ok
getrf,double,256,1,32,2.5036,2.5040,0.0005,142.96,2.146e-15,2560,native:blocked,0,252,0,0,ok
getrf,double,512,1,32,7.5452,7.5456,0.0001,379.49,4.995e-15,2560,native:blocked,0,504,0,0,ok
getrf,double,1024,1,32,35.7226,35.7746,0.0023,641.23,4.183e-15,2560,native:blocked,0,1012,0,0,ok
getrf,double,2048,1,32,212.8860,212.8726,0.0001,860.80,1.123e-14,2560,native:blocked,0,2041,0,0,ok
getrf,cfloat,32,1,32,0.0388,0.0388,0.0020,18.03,2.683e-07,2560,native:cta,0,29,0,0,ok
getrf,cfloat,64,1,32,0.0933,0.0932,0.0015,59.95,3.198e-07,2560,native:cta,0,58,0,0,ok
getrf,cfloat,128,1,32,0.6854,0.6851,0.0017,65.27,4.928e-07,2560,native:blocked,0,125,0,0,ok
getrf,cfloat,256,1,32,1.7202,1.7203,0.0003,208.06,3.347e-07,2560,native:blocked,0,252,0,0,ok
getrf,cfloat,512,1,32,4.3949,4.3942,0.0003,651.50,5.419e-07,2560,native:blocked,0,504,0,0,ok
getrf,cfloat,1024,1,32,20.0336,20.0320,0.0003,1143.40,4.964e-07,2560,native:blocked,0,1012,0,0,ok
getrf,cfloat,2048,1,32,111.8696,111.8934,0.0004,1638.08,7.342e-07,2560,native:blocked,0,2041,0,0,ok
getrf,cdouble,32,1,32,0.0854,0.0854,0.0008,8.19,6.684e-16,2560,native:cta,0,29,0,0,ok
getrf,cdouble,64,1,32,0.3412,0.3412,0.0000,16.39,9.030e-16,2560,native:cta,0,58,0,0,ok
getrf,cdouble,128,1,32,1.6838,1.6839,0.0004,26.57,1.474e-15,2560,native:blocked,0,125,0,0,ok
getrf,cdouble,256,1,32,5.1949,5.1948,0.0002,68.90,1.736e-15,2560,native:blocked,0,252,0,0,ok
getrf,cdouble,512,1,32,19.5582,19.5566,0.0001,146.40,2.876e-15,2560,native:blocked,0,504,0,0,ok
getrf,cdouble,1024,1,32,105.6626,105.6669,0.0001,216.79,3.396e-15,2560,native:blocked,0,1012,0,0,ok
getrf,cdouble,2048,1,32,694.4297,694.4174,0.0000,263.89,5.481e-15,2560,native:blocked,0,2041,0,0,ok
getri,float,32,1,32,0.0459,0.0459,0.0026,30.44,2.475e-07,0,native:cta|native:blocked,3.276e-07,29,0.0e+00,ok
getri,float,64,1,32,0.0901,0.0901,0.0015,124.21,3.237e-07,0,native:cta|native:blocked,3.733e-07,58,0.0e+00,ok
getri,float,128,1,32,0.1931,0.1931,0.0003,463.32,5.319e-07,0,native:cta|native:blocked,5.523e-07,125,0.0e+00,ok
getri,float,256,1,32,0.4345,0.4347,0.0009,1647.44,3.874e-07,0,native:blocked|native:blocked,3.504e-07,252,0.0e+00,ok
getri,float,512,1,32,1.1402,1.1415,0.0023,5022.33,3.922e-07,0,native:blocked|native:blocked,4.278e-07,504,0.0e+00,ok
getri,float,1024,1,32,5.7525,5.7525,0.0036,7963.99,6.036e-07,0,native:blocked|native:blocked,6.903e-07,1012,0.0e+00,ok
getri,float,2048,1,32,43.5492,43.5498,0.0002,8415.86,8.952e-07,0,native:blocked|native:blocked,6.244e-07,2041,0.0e+00,ok
getri,double,32,1,32,0.0659,0.0659,0.0014,21.21,5.969e-16,0,native:cta|native:blocked,9.197e-16,29,0.0e+00,ok
getri,double,64,1,32,0.1320,0.1320,0.0006,84.71,6.807e-16,0,native:blocked|native:blocked,1.005e-15,58,0.0e+00,ok
getri,double,128,1,32,0.3278,0.3276,0.0014,272.98,1.588e-15,0,native:blocked|native:blocked,1.193e-15,125,0.0e+00,ok
getri,double,256,1,32,1.2582,1.3070,0.0556,568.94,2.222e-15,0,native:blocked|native:blocked,2.146e-15,252,0.0e+00,ok
getri,double,512,1,32,7.3202,7.3198,0.0002,782.30,2.998e-15,0,native:blocked|native:blocked,4.995e-15,504,0.0e+00,ok
getri,double,1024,1,32,53.0626,53.0610,0.0001,863.38,4.552e-15,0,native:blocked|native:blocked,4.183e-15,1012,0.0e+00,ok
getri,double,2048,1,32,412.7956,412.8027,0.0001,887.86,5.774e-15,0,native:blocked|native:blocked,1.123e-14,2041,0.0e+00,ok
getri,cfloat,32,1,32,0.0449,0.0463,0.0443,31.10,2.265e-07,0,native:cta|native:blocked,2.683e-07,29,0.0e+00,ok
getri,cfloat,64,1,32,0.1008,0.1008,0.0016,110.91,4.206e-07,0,native:cta|native:blocked,3.198e-07,58,0.0e+00,ok
getri,cfloat,128,1,32,0.2538,0.2537,0.0007,352.52,4.643e-07,0,native:blocked|native:blocked,4.928e-07,125,0.0e+00,ok
getri,cfloat,256,1,32,0.6947,0.6948,0.0005,1030.36,3.844e-07,0,native:blocked|native:blocked,3.347e-07,252,0.0e+00,ok
getri,cfloat,512,1,32,2.5531,2.5532,0.0003,2243.03,4.459e-07,0,native:blocked|native:blocked,5.419e-07,504,0.0e+00,ok
getri,cfloat,1024,1,32,13.0489,13.0688,0.0046,3510.86,8.380e-07,0,native:blocked|native:blocked,4.964e-07,1012,0.0e+00,ok
getri,cfloat,2048,1,32,67.9518,68.0215,0.0049,5393.58,7.398e-07,0,native:blocked|native:blocked,7.342e-07,2041,0.0e+00,ok
getri,cdouble,32,1,32,0.0925,0.0925,0.0014,15.12,6.795e-16,0,native:cta|native:blocked,6.684e-16,29,0.0e+00,ok
getri,cdouble,64,1,32,0.2870,0.2870,0.0005,38.97,8.423e-16,0,native:cta|native:blocked,9.030e-16,58,0.0e+00,ok
getri,cdouble,128,1,32,1.4464,1.4469,0.0005,61.86,1.075e-15,0,native:blocked|native:blocked,1.474e-15,125,0.0e+00,ok
getri,cdouble,256,1,32,4.8940,4.8936,0.0002,146.27,1.785e-15,0,native:blocked|native:blocked,1.736e-15,252,0.0e+00,ok
getri,cdouble,512,1,32,31.4126,31.4130,0.0001,182.30,2.387e-15,0,native:blocked|native:blocked,2.876e-15,504,0.0e+00,ok
getri,cdouble,1024,1,32,222.8705,222.8650,0.0000,205.56,3.250e-15,0,native:blocked|native:blocked,3.396e-15,1012,0.0e+00,ok
getri,cdouble,2048,1,32,1675.2122,1675.2566,0.0000,218.78,4.944e-15,0,native:blocked|native:blocked,5.481e-15,2041,0.0e+00,ok
getrf,float,32,1,1024,0.0515,0.0514,0.0043,434.24,3.276e-07,36864,native:cta,0,29,0,0,ok
getrf,float,64,1,1024,0.2300,0.2300,0.0006,778.09,3.584e-07,36864,native:cta,0,60,0,0,ok
getrf,float,128,1,1024,1.9640,1.9640,0.0004,728.95,9.683e-07,36864,native:cta,0,124,0,0,ok
getrf,float,256,1,1024,13.8017,13.8040,0.0010,829.85,3.078e-07,36864,native:blocked,0,249,0,0,ok
getrf,float,512,1,1024,89.4179,89.4215,0.0001,1024.69,4.485e-07,36864,native:blocked,0,504,0,0,ok
getrf,double,32,1,1024,0.2407,0.2408,0.0014,92.92,9.197e-16,36864,native:cta,0,29,0,0,ok
getrf,double,64,1,1024,1.2359,1.2360,0.0004,144.80,7.543e-16,36864,native:blocked,0,60,0,0,ok
getrf,double,128,1,1024,6.9173,6.9221,0.0011,206.97,1.403e-15,36864,native:blocked,0,124,0,0,ok
getrf,double,256,1,1024,35.6360,35.6312,0.0002,321.40,1.858e-15,36864,native:blocked,0,249,0,0,ok
getrf,double,512,1,1024,187.3064,187.3909,0.0009,489.18,3.290e-15,36864,native:blocked,0,504,0,0,ok
getrf,cfloat,32,1,1024,0.0678,0.0677,0.0018,330.08,2.683e-07,36864,native:cta,0,29,0,0,ok
getrf,cfloat,64,1,1024,0.4220,0.4220,0.0004,424.03,3.790e-07,36864,native:cta,0,60,0,0,ok
getrf,cfloat,128,1,1024,3.3801,3.3805,0.0008,423.56,2.479e-07,36864,native:blocked,0,124,0,0,ok
getrf,cfloat,256,1,1024,22.5013,22.5202,0.0020,509.00,3.173e-07,36864,native:blocked,0,249,0,0,ok
getrf,cfloat,512,1,1024,132.9862,132.9725,0.0005,688.99,3.995e-07,36864,native:blocked,0,504,0,0,ok
getrf,cdouble,32,1,1024,0.4582,0.4580,0.0007,48.82,6.684e-16,36864,native:cta,0,29,0,0,ok
getrf,cdouble,64,1,1024,2.7412,2.7439,0.0022,65.28,9.030e-16,36864,native:cta,0,60,0,0,ok
getrf,cdouble,128,1,1024,16.9885,16.9897,0.0009,84.27,1.474e-15,36864,native:blocked,0,124,0,0,ok
getrf,cdouble,256,1,1024,83.9548,83.9584,0.0002,136.42,1.627e-15,36864,native:blocked,0,249,0,0,ok
getrf,cdouble,512,1,1024,470.9409,470.8315,0.0010,194.56,2.876e-15,36864,native:blocked,0,504,0,0,ok
getri,float,32,1,1024,0.0941,0.0942,0.0015,475.28,3.224e-07,0,native:cta|native:blocked,3.276e-07,29,0.0e+00,ok
getri,float,64,1,1024,0.2351,0.2353,0.0026,1522.56,5.755e-07,0,native:cta|native:blocked,3.584e-07,60,0.0e+00,ok
getri,float,128,1,1024,0.9019,0.9021,0.0011,3174.70,6.876e-07,0,native:cta|native:blocked,9.683e-07,124,0.0e+00,ok
getri,float,256,1,1024,5.8838,5.8907,0.0041,3893.12,3.825e-07,0,native:blocked|native:blocked,3.078e-07,249,0.0e+00,ok
getri,float,512,1,1024,39.3226,39.3111,0.0006,4660.22,4.454e-07,0,native:blocked|native:blocked,4.485e-07,504,0.0e+00,ok
