op,type,n,nrhs,batch,med_ms,mean_ms,relsd,GFLOPs,resid,ws,route,extra,ntpiv,extra2,flag
getrf,float,32,1,32,0.0329,0.0329,0.0054,21.22,3.275e-07,512,vendor:auto,0,29,0,0,ok
getrf,float,64,1,32,0.0814,0.0813,0.0022,68.71,1.833e-07,512,vendor:auto,0,58,0,0,ok
getrf,float,128,1,32,0.2345,0.2344,0.0013,190.75,3.072e-07,512,vendor:auto,0,125,0,0,ok
getrf,float,256,1,32,1.2050,1.2061,0.0015,297.03,4.456e-07,512,vendor:auto,0,252,0,0,ok
getrf,float,512,1,32,7.0306,7.0301,0.0010,407.26,4.372e-07,512,vendor:auto,0,504,0,0,ok
getrf,float,1024,1,32,63.5344,63.5393,0.0002,360.54,5.042e-07,512,vendor:auto,0,1012,0,0,ok
getrf,float,2048,1,32,518.9734,519.0047,0.0002,353.10,1.087e-06,512,vendor:auto,0,2041,0,0,ok
getrf,double,32,1,32,0.0556,0.0556,0.0013,12.56,9.197e-16,512,vendor:auto,0,29,0,0,ok
getrf,double,64,1,32,0.1289,0.1289,0.0017,43.40,6.699e-16,512,vendor:auto,0,58,0,0,ok
getrf,double,128,1,32,0.4485,0.4485,0.0017,99.76,1.085e-15,512,vendor:auto,0,125,0,0,ok
getrf,double,256,1,32,2.3366,2.3363,0.0004,153.18,1.855e-15,512,vendor:auto,0,252,0,0,ok
getrf,double,512,1,32,12.1236,12.1236,0.0000,236.18,4.778e-15,512,vendor:auto,0,504,0,0,ok
getrf,double,1024,1,32,79.7562,79.7549,0.0001,287.21,4.293e-15,512,vendor:auto,0,1012,0,0,ok
getrf,double,2048,1,32,588.0931,588.0447,0.0003,311.60,1.123e-14,512,vendor:auto,0,2041,0,0,ok
getrf,cfloat,32,1,32,0.0361,0.0361,0.0003,19.37,4.613e-07,512,vendor:auto,0,29,0,0,ok
getrf,cfloat,64,1,32,0.0849,0.0856,0.0131,65.91,3.209e-07,512,vendor:auto,0,58,0,0,ok
getrf,cfloat,128,1,32,0.2490,0.2489,0.0006,179.69,3.720e-07,512,vendor:auto,0,125,0,0,ok
getrf,cfloat,256,1,32,1.1857,1.1858,0.0006,301.86,4.896e-07,512,vendor:auto,0,252,0,0,ok
getrf,cfloat,512,1,32,8.1945,8.1971,0.0008,349.42,5.946e-07,512,vendor:auto,0,504,0,0,ok
getrf,cfloat,1024,1,32,73.9619,73.9648,0.0001,309.71,6.056e-07,512,vendor:auto,0,1012,0,0,ok
getrf,cfloat,2048,1,32,565.5639,565.5841,0.0006,324.02,9.048e-07,512,vendor:auto,0,2041,0,0,ok
getrf,cdouble,32,1,32,0.0795,0.0795,0.0010,8.79,6.684e-16,512,vendor:auto,0,29,0,0,ok
getrf,cdouble,64,1,32,0.2271,0.2274,0.0026,24.63,9.777e-16,512,vendor:auto,0,58,0,0,ok
getrf,cdouble,128,1,32,1.0130,1.0130,0.0005,44.17,1.485e-15,512,vendor:auto,0,125,0,0,ok
getrf,cdouble,256,1,32,6.2375,6.2377,0.0001,57.38,2.052e-15,512,vendor:auto,0,252,0,0,ok
getrf,cdouble,512,1,32,44.1066,44.1060,0.0001,64.92,2.955e-15,512,vendor:auto,0,504,0,0,ok
getrf,cdouble,1024,1,32,333.5885,333.6456,0.0003,68.67,3.472e-15,512,vendor:auto,0,1012,0,0,ok
getrf,cdouble,2048,1,32,2593.6531,2593.7062,0.0000,70.65,5.208e-15,512,vendor:auto,0,2041,0,0,ok
getri,float,32,1,32,0.0345,0.0344,0.0028,40.54,2.414e-07,512,vendor:auto|vendor:auto,3.275e-07,29,0.0e+00,ok
getri,float,64,1,32,0.0920,0.0915,0.0124,121.57,3.966e-07,512,vendor:auto|vendor:auto,1.833e-07,58,0.0e+00,ok
getri,float,128,1,32,0.4032,0.4033,0.0017,221.91,3.629e-07,512,vendor:auto|vendor:auto,3.072e-07,125,0.0e+00,ok
getri,float,256,1,32,2.4281,2.4279,0.0004,294.81,3.797e-07,512,vendor:auto|vendor:auto,4.456e-07,252,0.0e+00,ok
getri,float,512,1,32,17.0462,17.0457,0.0003,335.95,6.263e-07,512,vendor:auto|vendor:auto,4.372e-07,504,0.0e+00,ok
getri,float,1024,1,32,174.2114,174.2426,0.0005,262.97,8.883e-07,512,vendor:auto|vendor:auto,5.042e-07,1012,0.0e+00,ok
getri,float,2048,1,32,1473.5051,1473.5005,0.0001,248.73,9.359e-07,512,vendor:auto|vendor:auto,1.087e-06,2041,0.0e+00,ok
getri,double,32,1,32,0.0486,0.0486,0.0007,28.77,7.942e-16,512,vendor:auto|vendor:auto,9.197e-16,29,0.0e+00,ok
getri,double,64,1,32,0.1696,0.1695,0.0011,65.97,9.077e-16,512,vendor:auto|vendor:auto,6.699e-16,58,0.0e+00,ok
getri,double,128,1,32,0.9045,0.9043,0.0006,98.92,1.929e-15,512,vendor:auto|vendor:auto,1.085e-15,125,0.0e+00,ok
getri,double,256,1,32,5.8389,5.8457,0.0018,122.60,2.555e-15,512,vendor:auto|vendor:auto,1.855e-15,252,0.0e+00,ok
getri,double,512,1,32,34.8415,34.8412,0.0000,164.36,3.109e-15,512,vendor:auto|vendor:auto,4.778e-15,504,0.0e+00,ok
getri,double,1024,1,32,239.3808,239.3884,0.0001,191.38,4.221e-15,512,vendor:auto|vendor:auto,4.293e-15,1012,0.0e+00,ok
getri,double,2048,1,32,1757.4702,1757.5150,0.0000,208.54,6.107e-15,512,vendor:auto|vendor:auto,1.123e-14,2041,0.0e+00,ok
