name,arg0,arg1,arg2,iterations,avg_ms,stddev_ms,GFLOPS,Time (us) / matrix
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,256,128,200,0.00893113,0.000214058,234.814,0.0697745
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,256,512,200,0.0103888,0.000541491,807.464,0.0202907
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,256,2048,200,0.0165443,0.00053702,2028.16,0.00807827
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,1024,128,200,0.0101353,0.000550131,827.666,0.0791817
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,1024,512,200,0.0165762,0.000590957,2024.26,0.0323753
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,1024,2048,200,0.135105,0.00470615,993.43,0.0659694
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,4096,128,200,0.0167077,0.000604658,2008.32,0.130529
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,4096,512,200,0.133316,0.00474597,1006.76,0.260384
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",8,4096,2048,200,0.59695,0.0074154,899.357,0.291479
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,256,128,200,0.010836,0.000538562,774.143,0.0846562
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,256,512,200,0.0144077,0.000605393,2328.93,0.02814
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,256,2048,200,0.0289726,0.00072423,4632.57,0.0141468
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,1024,128,200,0.0142798,0.000512547,2349.78,0.111561
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,1024,512,200,0.028891,0.000655736,4645.65,0.0564278
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,1024,2048,200,0.306946,0.00626519,1749.07,0.149876
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,4096,128,200,0.0291801,0.000768231,4599.63,0.22797
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,4096,512,200,0.304874,0.00635007,1760.96,0.595458
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",16,4096,2048,168,1.19598,0.0446404,1795.59,0.583974
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",32,256,128,200,0.0172312,0.000581063,1947.3,0.134619
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",32,256,512,200,0.0280208,0.00060677,4789.93,0.0547282
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",32,256,2048,200,0.179456,0.0051203,2991.66,0.0876251
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",32,1024,128,200,0.027963,0.000628603,4799.84,0.218461
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",32,1024,512,200,0.167415,0.00505681,3206.83,0.326982
"(BM_TRSM_OrthoRight<float, batchlas::Backend::CUDA>)",32,1024,2048,200,0.663537,0.00809878,3236.42,0.323993
