name,arg0,arg1,arg2,iterations,avg_ms,stddev_ms,GFLOPS,Time (us) / matrix
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,256,128,200,0.00863353,0.000231752,242.908,0.0674494
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,256,512,200,0.0114326,0.000633612,733.746,0.0223292
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,256,2048,200,0.0211321,0.000727449,1587.84,0.0103184
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,1024,128,200,0.010979,0.000431331,764.062,0.0857731
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,1024,512,200,0.0213466,0.00072026,1571.88,0.0416926
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,1024,2048,200,0.136302,0.00492224,984.71,0.0665536
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,4096,128,200,0.021545,0.00102575,1557.41,0.16832
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,4096,512,200,0.134776,0.00529501,995.857,0.263235
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,4096,2048,200,0.593408,0.00774363,904.724,0.28975
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,256,128,200,0.0160932,0.000544348,521.252,0.125728
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,256,512,200,0.0362213,0.000619116,926.373,0.0707447
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,256,2048,200,0.101332,0.00331382,1324.54,0.0494784
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,1024,128,200,0.0359151,0.000622557,934.271,0.280587
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,1024,512,200,0.101639,0.00332302,1320.54,0.198513
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,1024,2048,200,0.366534,0.00677909,1464.72,0.178972
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,4096,128,200,0.101262,0.00328104,1325.45,0.791111
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,4096,512,200,0.369695,0.00695856,1452.2,0.722061
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,4096,2048,143,1.4078,0.0439772,1525.42,0.687404
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,256,128,200,0.0439305,0.000643115,763.807,0.343207
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,256,512,200,0.133229,0.00366008,1007.42,0.260212
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,256,2048,200,0.48969,0.0069636,1096.35,0.239107
