name,arg0,arg1,arg2,iterations,avg_ms,stddev_ms,GFLOPS,Time (us) / matrix
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,256,128,200,0.0205581,0.00012931,102.011,0.16061
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,256,512,200,0.030772,0.000591942,272.605,0.0601016
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,256,2048,200,0.0748134,0.000184705,448.508,0.03653
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,1024,128,200,0.0305965,0.000144485,274.169,0.239035
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,1024,512,200,0.0735048,9.55546e-05,456.493,0.143564
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,1024,2048,200,0.251655,0.000614576,533.341,0.122878
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,4096,128,200,0.0738736,0.000115181,454.214,0.577138
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,4096,512,200,0.250732,0.0021807,535.304,0.489711
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",8,4096,2048,200,0.947596,0.00409733,566.561,0.462693
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,256,128,200,0.0247555,0.000736381,338.858,0.193402
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,256,512,200,0.0483096,0.000715471,694.57,0.0943547
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,256,2048,200,0.1444,0.001434,929.485,0.0705079
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,1024,128,200,0.0483082,0.000121981,694.591,0.377408
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,1024,512,200,0.142575,0.000151985,941.383,0.278467
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,1024,2048,200,0.536071,0.000901868,1001.49,0.261754
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,4096,128,200,0.142342,0.000267634,942.924,1.11205
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,4096,512,200,0.531129,0.000306094,1010.81,1.03736
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",16,4096,2048,98,2.0482,0.0010012,1048.47,1.0001
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,256,128,200,0.0376784,6.31122e-05,890.549,0.294362
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,256,512,200,0.0976636,6.46824e-05,1374.29,0.190749
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,256,2048,200,0.351386,0.00128411,1527.87,0.171575
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,1024,128,200,0.0978168,0.000102254,1372.13,0.764194
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,1024,512,200,0.349751,0.000503138,1535.01,0.683107
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,1024,2048,153,1.3113,0.0014159,1637.68,0.640282
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,4096,128,200,0.345203,0.00120832,1555.23,2.6969
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",32,4096,512,154,1.30072,0.00849235,1651,2.54046
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,256,128,200,0.0763088,0.000469547,1758.88,0.596162
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,256,512,200,0.244606,0.000946411,2194.84,0.477745
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,256,2048,200,0.939636,0.00281265,2285.44,0.458807
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,1024,128,200,0.249779,0.000898067,2149.38,1.9514
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,1024,512,200,0.94389,0.00447665,2275.14,1.84354
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,1024,2048,56,3.63084,0.0233787,2365.83,1.77287
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,4096,128,200,0.937169,0.00308853,2291.46,7.32163
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",64,4096,512,56,3.61305,0.0142896,2377.48,7.05674
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",128,256,128,200,0.159083,0.00283893,3374.78,1.24284
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",128,256,512,200,0.591726,0.00171022,3629.18,1.15572
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",128,256,2048,86,2.34799,0.00561075,3658.41,1.14648
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",128,1024,128,200,0.58978,0.00134847,3641.16,4.60765
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",128,1024,512,86,2.33189,0.00255524,3683.69,4.55446
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",128,4096,128,87,2.30565,0.00173046,3725.6,18.0129
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",256,256,128,200,0.361352,0.00147016,5942.91,2.82307
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",256,256,512,130,1.54265,0.00368042,5568.31,3.01298
"(BM_TRSM_OrthoLeft<float, batchlas::Backend::CUDA>)",256,1024,128,131,1.5275,0.00459813,5623.51,11.9336
