name,arg0,arg1,arg2,arg3,iterations,avg_ms,stddev_ms,GFLOPS,Time (µs) / matrix
"(BM_GEMM<float, batchlas::Backend::CUDA>)",128,1024,128,512,289,1.03904,0.00859975,16534.3,2.02938
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",128,1024,128,512,290,1.03493,0.00277729,16600,2.02135
