name,arg0,arg1,arg2,arg3,iterations,avg_ms,stddev_ms,GFLOPS,Time (µs) / matrix
"(BM_GEMM<float, batchlas::Backend::CUDA>)",128,1024,128,512,291,1.03244,0.0102782,16640,2.01649
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",128,1024,128,512,291,1.03269,0.00281866,16636,2.01698
