"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","10.24",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","Ghz","2.42",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","2,231,989",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","89.28",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","89.28",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Duration","us","917.34",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","27.12",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","26.96",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","2,201,184.77",
"0","1344295","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","16","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","27.24",
