name,arg0,arg1,arg2,arg3,iterations,avg_ms,stddev_ms,GFLOPS,Time (µs) / matrix
"(BM_GEMM<float, batchlas::Backend::CUDA>)",128,1024,128,512,195,1.54029,0.0108352,11153.7,3.00838
"(BM_GEMM_FIXED128<float, batchlas::Backend::CUDA>)",128,1024,128,512,196,1.53804,0.0147023,11169.9,3.00399
