"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","10,241,511,105.40",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","2,536,297,501.31",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","3,795,226",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","55.02",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","55.02",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","1,493,088",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","15.87",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","16.17",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","3,756,308.94",
"0","1344613","gemm_benchmark","127.0.0.1","Typeinfo name for GemmRegister128x128Kernel<float, 1>","1","13","(16, 16, 1)","(8, 1, 512)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","16.00",
