cfg,rep,variant,type,n,batch,nb,W,med_ms,min_ms,rel_sd,gflops,residual,upper_changed,nonfinite,info_nonzero
vn,1,vendor,cfloat,256,128,96,32,0.2918,0.2915,0.0005,9813.56,1.120e-09,0,0,0
vn,1,blocked,cfloat,256,128,96,32,0.5140,0.5120,0.0020,5570.16,1.498e-09,0,0,0
vn,2,vendor,cfloat,256,128,96,32,0.2977,0.2929,0.0080,9619.05,1.120e-09,0,0,0
vn,2,blocked,cfloat,256,128,96,32,0.5129,0.5123,0.0007,5582.25,1.498e-09,0,0,0
vn,3,vendor,cfloat,256,128,96,32,0.2918,0.2917,0.0002,9811.24,1.120e-09,0,0,0
vn,3,blocked,cfloat,256,128,96,32,0.5137,0.5119,0.0018,5574.14,1.498e-09,0,0,0
vn,4,vendor,cfloat,256,128,96,32,0.2906,0.2814,0.0160,9854.19,1.120e-09,0,0,0
vn,4,blocked,cfloat,256,128,96,32,0.5134,0.5114,0.0019,5577.57,1.498e-09,0,0,0
vn,5,vendor,cfloat,256,128,96,32,0.2913,0.2895,0.0032,9827.84,1.120e-09,0,0,0
vn,5,blocked,cfloat,256,128,96,32,0.5134,0.5121,0.0013,5576.81,1.498e-09,0,0,0
nn,1,vendor,cfloat,256,128,96,32,0.2961,0.2949,0.0021,9668.97,1.120e-09,0,0,0
nn,1,blocked,cfloat,256,128,96,32,0.7443,0.7427,0.0011,3847.24,1.498e-09,0,0,0
nn,2,vendor,cfloat,256,128,96,32,0.2969,0.2960,0.0015,9645.39,1.120e-09,0,0,0
nn,2,blocked,cfloat,256,128,96,32,0.7443,0.7438,0.0004,3846.76,1.498e-09,0,0,0
nn,3,vendor,cfloat,256,128,96,32,0.2976,0.2904,0.0122,9620.34,1.120e-09,0,0,0
nn,3,blocked,cfloat,256,128,96,32,0.7458,0.7449,0.0006,3839.22,1.498e-09,0,0,0
nn,4,vendor,cfloat,256,128,96,32,0.2974,0.2966,0.0013,9627.62,1.120e-09,0,0,0
nn,4,blocked,cfloat,256,128,96,32,0.7434,0.7427,0.0005,3851.63,1.498e-09,0,0,0
nn,5,vendor,cfloat,256,128,96,32,0.2982,0.2972,0.0017,9601.05,1.120e-09,0,0,0
nn,5,blocked,cfloat,256,128,96,32,0.7428,0.7424,0.0003,3854.96,1.498e-09,0,0,0
vv,1,vendor,cfloat,512,128,96,32,1.5667,1.5652,0.0005,14620.96,3.996e-10,0,0,0
vv,1,blocked,cfloat,512,128,96,32,2.0272,2.0050,0.0055,11299.68,5.964e-10,0,0,1
vv,2,vendor,cfloat,512,128,96,32,1.5660,1.5633,0.0009,14627.39,3.996e-10,0,0,0
vv,2,blocked,cfloat,512,128,96,32,2.0582,2.0542,0.0010,11129.18,5.964e-10,0,0,1
vv,3,vendor,cfloat,512,128,96,32,1.5636,1.5618,0.0006,14649.94,3.996e-10,0,0,0
vv,3,blocked,cfloat,512,128,96,32,2.0296,2.0046,0.0062,11286.23,4.524e-01,0,0,8
vv,4,vendor,cfloat,512,128,96,32,1.5547,1.5541,0.0002,14733.41,3.996e-10,0,0,0
vv,4,blocked,cfloat,512,128,96,32,2.0558,2.0317,0.0059,11142.11,5.964e-10,0,0,0
vv,5,vendor,cfloat,512,128,96,32,1.5611,1.5596,0.0005,14673.12,3.996e-10,0,0,0
vv,5,blocked,cfloat,512,128,96,32,2.0571,2.0568,0.0001,11135.52,5.964e-10,0,0,4
nv,1,vendor,cfloat,512,128,96,32,1.5716,1.5702,0.0004,14575.27,3.996e-10,0,0,0
nv,1,blocked,cfloat,512,128,96,32,4.0626,4.0593,0.0004,5638.38,5.964e-10,0,0,5
nv,2,vendor,cfloat,512,128,96,32,1.5655,1.5631,0.0007,14632.42,3.996e-10,0,0,0
nv,2,blocked,cfloat,512,128,96,32,4.0996,4.0674,0.0039,5587.56,5.964e-10,0,0,1
nv,3,vendor,cfloat,512,128,96,32,1.5722,1.5672,0.0016,14569.34,3.996e-10,0,0,0
nv,3,blocked,cfloat,512,128,96,32,4.0673,4.0669,0.0000,5631.88,5.964e-10,0,0,0
nv,4,vendor,cfloat,512,128,96,32,1.5587,1.5574,0.0004,14695.57,3.996e-10,0,0,0
nv,4,blocked,cfloat,512,128,96,32,4.1181,4.0655,0.0064,5562.39,5.964e-10,0,0,0
nv,5,vendor,cfloat,512,128,96,32,1.5648,1.5635,0.0004,14638.93,3.996e-10,0,0,0
nv,5,blocked,cfloat,512,128,96,32,4.0948,4.0622,0.0040,5594.09,5.964e-10,0,0,1
vn,1,vendor,cfloat,512,128,96,32,1.5692,1.5609,0.0026,14597.74,3.996e-10,0,0,0
vn,1,blocked,cfloat,512,128,96,32,2.0376,2.0097,0.0069,11242.01,5.964e-10,0,0,0
vn,2,vendor,cfloat,512,128,96,32,1.5651,1.5643,0.0002,14635.72,3.996e-10,0,0,0
vn,2,blocked,cfloat,512,128,96,32,2.0654,2.0334,0.0078,11090.69,5.964e-10,0,0,4
vn,3,vendor,cfloat,512,128,96,32,1.5648,1.5617,0.0010,14638.53,3.996e-10,0,0,0
vn,3,blocked,cfloat,512,128,96,32,2.0688,2.0450,0.0058,11072.31,5.964e-10,0,0,3
vn,4,vendor,cfloat,512,128,96,32,1.5738,1.5699,0.0012,14554.83,3.996e-10,0,0,0
vn,4,blocked,cfloat,512,128,96,32,2.0624,2.0624,0.0000,11106.54,5.964e-10,0,0,2
vn,5,vendor,cfloat,512,128,96,32,1.5680,1.5664,0.0005,14608.97,3.996e-10,0,0,0
vn,5,blocked,cfloat,512,128,96,32,2.0411,1.9764,0.0161,11222.47,5.964e-10,0,0,2
nn,1,vendor,cfloat,512,128,96,32,1.5614,1.5611,0.0001,14670.25,3.996e-10,0,0,0
nn,1,blocked,cfloat,512,128,96,32,4.0642,4.0613,0.0003,5636.23,5.964e-10,0,0,2
nn,2,vendor,cfloat,512,128,96,32,1.5674,1.5663,0.0004,14614.33,3.996e-10,0,0,0
nn,2,blocked,cfloat,512,128,96,32,4.0964,4.0712,0.0031,5591.86,5.964e-10,0,0,1
nn,3,vendor,cfloat,512,128,96,32,1.5631,1.5616,0.0005,14654.35,3.996e-10,0,0,0
nn,3,blocked,cfloat,512,128,96,32,4.0931,4.0662,0.0033,5596.33,5.964e-10,0,0,2
nn,4,vendor,cfloat,512,128,96,32,1.5688,1.5680,0.0003,14601.08,3.996e-10,0,0,0
nn,4,blocked,cfloat,512,128,96,32,4.0903,4.0633,0.0033,5600.14,5.964e-10,0,0,0
nn,5,vendor,cfloat,512,128,96,32,1.5690,1.5660,0.0010,14599.43,3.996e-10,0,0,0
nn,5,blocked,cfloat,512,128,96,32,4.0611,4.0604,0.0001,5640.51,5.964e-10,0,0,0
vv,1,vendor,cfloat,1024,128,96,32,11.9535,11.9518,0.0001,15330.39,1.997e-10,0,0,0
vv,1,blocked,cfloat,1024,128,96,32,11.9299,11.7913,0.0058,15360.69,1.997e-10,0,0,48
vv,2,vendor,cfloat,1024,128,96,32,12.0951,12.0878,0.0003,15150.93,1.997e-10,0,0,0
vv,2,blocked,cfloat,1024,128,96,32,11.7419,11.7344,0.0003,15606.63,8.942e-01,0,0,37
vv,3,vendor,cfloat,1024,128,96,32,12.0222,12.0193,0.0001,15242.79,1.997e-10,0,0,0
vv,3,blocked,cfloat,1024,128,96,32,11.7358,11.7335,0.0001,15614.83,4.019e-02,0,0,47
vv,4,vendor,cfloat,1024,128,96,32,12.0838,12.0678,0.0007,15165.14,1.997e-10,0,0,0
vv,4,blocked,cfloat,1024,128,96,32,11.7743,11.7246,0.0021,15563.69,6.156e-02,0,0,34
vv,5,vendor,cfloat,1024,128,96,32,12.0933,12.0838,0.0004,15153.18,1.997e-10,0,0,0
vv,5,blocked,cfloat,1024,128,96,32,11.7782,11.7085,0.0030,15558.60,2.510e-01,0,0,36
nv,1,vendor,cfloat,1024,128,96,32,12.0661,12.0562,0.0004,15187.34,1.997e-10,0,0,0
nv,1,blocked,cfloat,1024,128,96,32,27.8282,27.7713,0.0010,6585.12,1.997e-10,0,0,10
nv,2,vendor,cfloat,1024,128,96,32,12.0483,12.0468,0.0001,15209.80,1.997e-10,0,0,0
nv,2,blocked,cfloat,1024,128,96,32,28.1986,27.8422,0.0064,6498.62,9.680e-04,0,0,12
nv,3,vendor,cfloat,1024,128,96,32,12.0288,12.0096,0.0008,15234.45,1.997e-10,0,0,0
nv,3,blocked,cfloat,1024,128,96,32,27.6928,27.6213,0.0013,6617.31,1.997e-10,0,0,5
nv,4,vendor,cfloat,1024,128,96,32,12.1604,12.1599,0.0000,15069.62,1.997e-10,0,0,0
nv,4,blocked,cfloat,1024,128,96,32,27.8829,27.7036,0.0032,6572.19,1.997e-10,0,0,6
nv,5,vendor,cfloat,1024,128,96,32,12.0660,12.0217,0.0018,15187.41,1.997e-10,0,0,0
nv,5,blocked,cfloat,1024,128,96,32,27.8969,27.7799,0.0021,6568.90,1.997e-10,0,0,8
vn,1,vendor,cfloat,1024,128,96,32,11.9962,11.9892,0.0003,15275.89,1.997e-10,0,0,0
vn,1,blocked,cfloat,1024,128,96,32,11.7464,11.7082,0.0016,15600.67,8.942e-01,0,0,34
vn,2,vendor,cfloat,1024,128,96,32,12.0440,12.0434,0.0000,15215.15,1.997e-10,0,0,0
vn,2,blocked,cfloat,1024,128,96,32,11.7987,11.7545,0.0019,15531.56,1.967e-01,0,0,36
vn,3,vendor,cfloat,1024,128,96,32,12.0254,12.0054,0.0008,15238.80,1.997e-10,0,0,0
vn,3,blocked,cfloat,1024,128,96,32,11.7741,11.7536,0.0009,15564.05,1.885e-01,0,0,39
vn,4,vendor,cfloat,1024,128,96,32,12.1239,12.1222,0.0001,15114.97,1.997e-10,0,0,0
vn,4,blocked,cfloat,1024,128,96,32,11.6914,11.6887,0.0001,15674.15,1.997e-10,0,0,61
vn,5,vendor,cfloat,1024,128,96,32,12.0143,12.0049,0.0004,15252.81,1.997e-10,0,0,0
vn,5,blocked,cfloat,1024,128,96,32,11.7505,11.7120,0.0016,15595.22,9.636e-04,0,0,44
nn,1,vendor,cfloat,1024,128,96,32,12.0225,11.9639,0.0024,15242.42,1.997e-10,0,0,0
nn,1,blocked,cfloat,1024,128,96,32,27.9289,27.7620,0.0030,6561.37,1.997e-10,0,0,6
nn,2,vendor,cfloat,1024,128,96,32,12.1742,12.1563,0.0007,15052.53,1.997e-10,0,0,0
nn,2,blocked,cfloat,1024,128,96,32,27.8734,27.6901,0.0033,6574.44,1.997e-10,0,0,9
nn,3,vendor,cfloat,1024,128,96,32,12.1223,12.1221,0.0000,15116.92,1.997e-10,0,0,0
nn,3,blocked,cfloat,1024,128,96,32,27.7751,27.5991,0.0032,6597.72,1.997e-10,0,0,11
nn,4,vendor,cfloat,1024,128,96,32,12.0986,12.0929,0.0002,15146.57,1.997e-10,0,0,0
nn,4,blocked,cfloat,1024,128,96,32,27.8382,27.7983,0.0007,6582.76,1.997e-10,0,0,6
nn,5,vendor,cfloat,1024,128,96,32,12.0304,12.0207,0.0004,15232.40,1.997e-10,0,0,0
nn,5,blocked,cfloat,1024,128,96,32,27.8232,27.6833,0.0025,6586.30,1.997e-10,0,0,8
vv,1,vendor,cdouble,256,128,64,16,3.3349,3.3347,0.0000,858.58,1.493e-18,0,0,0
vv,1,blocked,cdouble,256,128,64,16,3.8844,3.8813,0.0004,737.13,2.230e-18,0,0,0
vv,2,vendor,cdouble,256,128,64,16,3.3450,3.3350,0.0015,855.99,1.493e-18,0,0,0
vv,2,blocked,cdouble,256,128,64,16,3.9952,3.8834,0.0142,716.68,2.230e-18,0,0,0
vv,3,vendor,cdouble,256,128,64,16,3.4255,3.3356,0.0133,835.88,1.493e-18,0,0,0
vv,3,blocked,cdouble,256,128,64,16,3.9057,3.8916,0.0018,733.11,2.230e-18,0,0,0
vv,4,vendor,cdouble,256,128,64,16,3.3364,3.3359,0.0001,858.22,1.493e-18,0,0,0
vv,4,blocked,cdouble,256,128,64,16,3.8852,3.8831,0.0003,736.97,2.230e-18,0,0,0
vv,5,vendor,cdouble,256,128,64,16,3.3360,3.3351,0.0001,858.31,1.493e-18,0,0,0
vv,5,blocked,cdouble,256,128,64,16,3.8837,3.8820,0.0002,737.27,2.230e-18,0,0,0
nv,1,vendor,cdouble,256,128,64,16,3.3348,3.3331,0.0003,858.61,1.493e-18,0,0,0
nv,1,blocked,cdouble,256,128,64,16,7.6237,7.6236,0.0000,375.58,2.230e-18,0,0,0
nv,2,vendor,cdouble,256,128,64,16,3.3331,3.3324,0.0001,859.06,1.493e-18,0,0,0
nv,2,blocked,cdouble,256,128,64,16,7.6224,7.6207,0.0001,375.65,2.230e-18,0,0,0
nv,3,vendor,cdouble,256,128,64,16,3.3354,3.3352,0.0000,858.45,1.493e-18,0,0,0
nv,3,blocked,cdouble,256,128,64,16,7.6248,7.6240,0.0001,375.53,2.230e-18,0,0,0
nv,4,vendor,cdouble,256,128,64,16,3.3340,3.3321,0.0003,858.83,1.493e-18,0,0,0
nv,4,blocked,cdouble,256,128,64,16,7.6222,7.6214,0.0001,375.65,2.230e-18,0,0,0
nv,5,vendor,cdouble,256,128,64,16,3.3365,3.3354,0.0002,858.17,1.493e-18,0,0,0
nv,5,blocked,cdouble,256,128,64,16,7.6227,7.6214,0.0001,375.63,2.230e-18,0,0,0
vn,1,vendor,cdouble,256,128,64,16,3.3353,3.3347,0.0001,858.49,1.493e-18,0,0,0
vn,1,blocked,cdouble,256,128,64,16,3.8825,3.8819,0.0001,737.48,2.230e-18,0,0,0
vn,2,vendor,cdouble,256,128,64,16,3.3365,3.3352,0.0002,858.19,1.493e-18,0,0,0
vn,2,blocked,cdouble,256,128,64,16,3.8870,3.8845,0.0003,736.63,2.230e-18,0,0,0
vn,3,vendor,cdouble,256,128,64,16,3.3342,3.3333,0.0001,858.78,1.493e-18,0,0,0
vn,3,blocked,cdouble,256,128,64,16,3.8839,3.8807,0.0004,737.22,2.230e-18,0,0,0
vn,4,vendor,cdouble,256,128,64,16,3.3363,3.3341,0.0003,858.23,1.493e-18,0,0,0
vn,4,blocked,cdouble,256,128,64,16,3.8827,3.8811,0.0002,737.46,2.230e-18,0,0,0
vn,5,vendor,cdouble,256,128,64,16,3.3356,3.3348,0.0001,858.41,1.493e-18,0,0,0
vn,5,blocked,cdouble,256,128,64,16,3.8834,3.8826,0.0001,737.33,2.230e-18,0,0,0
nn,1,vendor,cdouble,256,128,64,16,3.3335,3.3335,0.0000,858.95,1.493e-18,0,0,0
nn,1,blocked,cdouble,256,128,64,16,7.6223,7.6214,0.0001,375.65,2.230e-18,0,0,0
nn,2,vendor,cdouble,256,128,64,16,3.3354,3.3337,0.0003,858.47,1.493e-18,0,0,0
nn,2,blocked,cdouble,256,128,64,16,7.6215,7.6214,0.0000,375.69,2.230e-18,0,0,0
nn,3,vendor,cdouble,256,128,64,16,3.3343,3.3335,0.0001,858.74,1.493e-18,0,0,0
nn,3,blocked,cdouble,256,128,64,16,7.6225,7.6213,0.0001,375.64,2.230e-18,0,0,0
nn,4,vendor,cdouble,256,128,64,16,3.3350,3.3332,0.0003,858.58,1.493e-18,0,0,0
nn,4,blocked,cdouble,256,128,64,16,7.6215,7.6204,0.0001,375.69,2.230e-18,0,0,0
nn,5,vendor,cdouble,256,128,64,16,3.3354,3.3349,0.0001,858.46,1.493e-18,0,0,0
nn,5,blocked,cdouble,256,128,64,16,7.6258,7.6237,0.0001,375.47,2.230e-18,0,0,0
vv,1,vendor,cdouble,512,128,64,16,22.1168,22.0060,0.0025,1035.71,1.489e-18,0,0,0
vv,1,blocked,cdouble,512,128,64,16,25.7163,25.6127,0.0020,890.74,7.443e-19,0,0,5
vv,2,vendor,cdouble,512,128,64,16,22.0005,21.9848,0.0004,1041.18,1.489e-18,0,0,0
vv,2,blocked,cdouble,512,128,64,16,25.7125,25.7047,0.0002,890.87,7.443e-19,0,0,2
vv,3,vendor,cdouble,512,128,64,16,22.0056,21.9863,0.0004,1040.94,1.489e-18,0,0,0
vv,3,blocked,cdouble,512,128,64,16,25.7261,25.6358,0.0018,890.40,7.443e-19,0,0,0
vv,4,vendor,cdouble,512,128,64,16,21.9863,21.9838,0.0001,1041.85,1.489e-18,0,0,0
vv,4,blocked,cdouble,512,128,64,16,25.7493,25.6591,0.0018,889.60,7.443e-19,0,0,2
vv,5,vendor,cdouble,512,128,64,16,21.9814,21.9811,0.0000,1042.08,1.489e-18,0,0,0
vv,5,blocked,cdouble,512,128,64,16,25.6946,25.6661,0.0006,891.49,7.443e-19,0,0,2
nv,1,vendor,cdouble,512,128,64,16,22.0027,22.0020,0.0000,1041.08,1.489e-18,0,0,0
nv,1,blocked,cdouble,512,128,64,16,60.3923,60.1345,0.0021,379.30,7.443e-19,0,0,5
nv,2,vendor,cdouble,512,128,64,16,21.9839,21.9835,0.0000,1041.97,1.489e-18,0,0,0
nv,2,blocked,cdouble,512,128,64,16,60.0870,60.0039,0.0007,381.22,7.443e-19,0,0,1
nv,3,vendor,cdouble,512,128,64,16,21.9894,21.9868,0.0001,1041.71,1.489e-18,0,0,0
nv,3,blocked,cdouble,512,128,64,16,60.1541,60.0503,0.0009,380.80,7.443e-19,0,0,1
nv,4,vendor,cdouble,512,128,64,16,21.9830,21.9818,0.0000,1042.01,1.489e-18,0,0,0
nv,4,blocked,cdouble,512,128,64,16,60.0968,60.0720,0.0002,381.16,7.443e-19,0,0,1
nv,5,vendor,cdouble,512,128,64,16,21.9824,21.9821,0.0000,1042.04,1.489e-18,0,0,0
nv,5,blocked,cdouble,512,128,64,16,60.1168,60.0705,0.0004,381.03,7.443e-19,0,0,1
vn,1,vendor,cdouble,512,128,64,16,21.9854,21.9831,0.0001,1041.90,1.489e-18,0,0,0
vn,1,blocked,cdouble,512,128,64,16,25.6863,25.5345,0.0030,891.78,7.443e-19,0,0,2
vn,2,vendor,cdouble,512,128,64,16,21.9837,21.9825,0.0000,1041.97,1.489e-18,0,0,0
vn,2,blocked,cdouble,512,128,64,16,25.6429,25.6170,0.0005,893.29,7.443e-19,0,0,2
vn,3,vendor,cdouble,512,128,64,16,21.9836,21.9832,0.0000,1041.98,1.489e-18,0,0,0
vn,3,blocked,cdouble,512,128,64,16,25.6726,25.6474,0.0005,892.26,7.443e-19,0,0,3
vn,4,vendor,cdouble,512,128,64,16,21.9992,21.9874,0.0003,1041.24,1.489e-18,0,0,0
vn,4,blocked,cdouble,512,128,64,16,25.6240,25.5968,0.0005,893.95,7.443e-19,0,0,2
vn,5,vendor,cdouble,512,128,64,16,21.9864,21.9852,0.0000,1041.85,1.489e-18,0,0,0
vn,5,blocked,cdouble,512,128,64,16,25.6211,25.5617,0.0012,894.05,7.443e-19,0,0,5
nn,1,vendor,cdouble,512,128,64,16,21.9826,21.9826,0.0000,1042.03,1.489e-18,0,0,0
nn,1,blocked,cdouble,512,128,64,16,60.1153,60.0447,0.0006,381.04,7.443e-19,0,0,2
nn,2,vendor,cdouble,512,128,64,16,21.9906,21.9808,0.0002,1041.65,1.489e-18,0,0,0
nn,2,blocked,cdouble,512,128,64,16,60.1323,60.0512,0.0007,380.93,7.443e-19,0,0,1
nn,3,vendor,cdouble,512,128,64,16,22.0003,21.9935,0.0002,1041.19,1.489e-18,0,0,0
nn,3,blocked,cdouble,512,128,64,16,60.0993,60.0530,0.0004,381.14,7.443e-19,0,0,3
nn,4,vendor,cdouble,512,128,64,16,21.9834,21.9824,0.0000,1041.99,1.489e-18,0,0,0
nn,4,blocked,cdouble,512,128,64,16,60.1306,60.1027,0.0002,380.95,7.443e-19,0,0,0
nn,5,vendor,cdouble,512,128,64,16,21.9836,21.9821,0.0000,1041.98,1.489e-18,0,0,0
nn,5,blocked,cdouble,512,128,64,16,60.0457,60.0057,0.0003,381.48,7.443e-19,0,0,3
vv,1,vendor,cdouble,1024,128,64,16,154.6591,154.4160,0.0008,1184.88,3.474e-19,0,0,0
vv,1,blocked,cdouble,1024,128,64,16,181.2583,181.2366,0.0001,1011.00,5.203e-19,0,0,36
vv,2,vendor,cdouble,1024,128,64,16,154.6749,154.3981,0.0009,1184.76,3.474e-19,0,0,0
vv,2,blocked,cdouble,1024,128,64,16,181.2907,181.2584,0.0001,1010.82,6.962e-19,0,0,28
vv,3,vendor,cdouble,1024,128,64,16,154.7103,154.3456,0.0012,1184.48,3.474e-19,0,0,0
vv,3,blocked,cdouble,1024,128,64,16,181.5181,181.1897,0.0009,1009.55,1.193e-01,0,0,28
vv,4,vendor,cdouble,1024,128,64,16,154.6490,154.3313,0.0010,1184.95,3.474e-19,0,0,0
vv,4,blocked,cdouble,1024,128,64,16,181.2217,181.1605,0.0002,1011.20,3.471e-19,0,0,40
vv,5,vendor,cdouble,1024,128,64,16,154.3696,154.3228,0.0002,1187.10,3.474e-19,0,0,0
vv,5,blocked,cdouble,1024,128,64,16,181.2269,181.0940,0.0004,1011.17,9.648e-04,0,0,25
nv,1,vendor,cdouble,1024,128,64,16,154.6391,154.3430,0.0010,1185.03,3.474e-19,0,0,0
nv,1,blocked,cdouble,1024,128,64,16,478.4375,478.4344,0.0000,383.02,3.471e-19,0,0,28
nv,2,vendor,cdouble,1024,128,64,16,154.6430,154.4073,0.0008,1185.00,3.474e-19,0,0,0
nv,2,blocked,cdouble,1024,128,64,16,478.4005,478.3888,0.0000,383.05,1.860e-19,0,0,26
nv,3,vendor,cdouble,1024,128,64,16,154.6643,154.3854,0.0009,1184.84,3.474e-19,0,0,0
nv,3,blocked,cdouble,1024,128,64,16,478.8619,478.5947,0.0003,382.68,3.471e-19,0,0,28
nv,4,vendor,cdouble,1024,128,64,16,154.6180,154.5670,0.0002,1185.19,3.474e-19,0,0,0
nv,4,blocked,cdouble,1024,128,64,16,478.5113,478.2773,0.0002,382.96,9.648e-04,0,0,41
nv,5,vendor,cdouble,1024,128,64,16,154.6401,154.5667,0.0002,1185.02,3.474e-19,0,0,0
nv,5,blocked,cdouble,1024,128,64,16,478.5392,478.3249,0.0002,382.94,6.962e-19,0,0,19
vn,1,vendor,cdouble,1024,128,64,16,154.5734,154.5626,0.0000,1185.53,3.474e-19,0,0,0
vn,1,blocked,cdouble,1024,128,64,16,181.1289,181.0506,0.0002,1011.72,5.482e-01,0,0,29
vn,2,vendor,cdouble,1024,128,64,16,154.5697,154.5693,0.0000,1185.56,3.474e-19,0,0,0
vn,2,blocked,cdouble,1024,128,64,16,181.2655,181.1780,0.0002,1010.96,3.015e+02,0,0,35
vn,3,vendor,cdouble,1024,128,64,16,154.5704,154.5489,0.0001,1185.56,3.474e-19,0,0,0
vn,3,blocked,cdouble,1024,128,64,16,181.3443,181.2393,0.0003,1010.52,9.636e-04,0,0,34
vn,4,vendor,cdouble,1024,128,64,16,154.3747,154.3286,0.0001,1187.06,3.474e-19,0,0,0
vn,4,blocked,cdouble,1024,128,64,16,181.2310,181.0507,0.0005,1011.15,1.860e-19,0,0,28
vn,5,vendor,cdouble,1024,128,64,16,154.4277,154.3147,0.0004,1186.65,3.474e-19,0,0,0
vn,5,blocked,cdouble,1024,128,64,16,181.2592,181.0254,0.0006,1010.99,3.471e-19,0,0,35
nn,1,vendor,cdouble,1024,128,64,16,154.6471,154.3812,0.0009,1184.97,3.474e-19,0,0,0
nn,1,blocked,cdouble,1024,128,64,16,478.4873,478.3632,0.0001,382.98,3.471e-19,0,0,22
nn,2,vendor,cdouble,1024,128,64,16,154.6485,154.5911,0.0002,1184.96,3.474e-19,0,0,0
nn,2,blocked,cdouble,1024,128,64,16,478.6942,478.5201,0.0002,382.82,3.471e-19,0,0,28
nn,3,vendor,cdouble,1024,128,64,16,154.6266,154.5714,0.0002,1185.13,3.474e-19,0,0,0
nn,3,blocked,cdouble,1024,128,64,16,478.4867,478.4810,0.0000,382.98,3.623e-01,0,0,32
nn,4,vendor,cdouble,1024,128,64,16,154.6422,154.5649,0.0003,1185.01,3.474e-19,0,0,0
nn,4,blocked,cdouble,1024,128,64,16,478.4549,478.3812,0.0001,383.01,3.481e-19,0,0,16
nn,5,vendor,cdouble,1024,128,64,16,154.6793,154.5785,0.0003,1184.72,3.474e-19,0,0,0
nn,5,blocked,cdouble,1024,128,64,16,478.4923,478.4069,0.0001,382.98,3.471e-19,0,0,31
