arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
native:direct,cdouble,64,64,512,C,native:direct,0.02284,0.02288,0.0077,1515.2,1.595,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,C,native:cta,0.05410,0.05417,0.0020,639.6,0.673,0.00e+00,64,64,64,0
vendor,float,64,512,512,N,vendor:auto,0.02127,0.02136,0.0159,3210.6,3.380,0.00e+00,64,64,512,0
native:direct,float,64,512,512,N,native:direct,0.02020,0.02017,0.0047,3380.8,3.559,0.00e+00,64,64,512,0
vendor,double,64,512,512,N,vendor:auto,0.15185,0.15196,0.0015,899.4,0.947,0.00e+00,64,64,512,0
native:direct,double,64,512,512,N,native:direct,0.15064,0.15063,0.0016,906.7,0.954,0.00e+00,64,64,512,0
vendor,cfloat,64,512,512,N,vendor:auto,0.14900,0.14906,0.0016,916.6,0.965,0.00e+00,64,64,512,0
native:direct,cfloat,64,512,512,N,native:direct,0.15022,0.15025,0.0006,909.2,0.957,0.00e+00,64,64,512,0
vendor,cdouble,64,512,512,N,vendor:auto,0.30578,0.30610,0.0028,893.3,0.940,0.00e+00,64,64,512,0
native:direct,cdouble,64,512,512,N,native:direct,0.29654,0.29661,0.0023,921.1,0.970,0.00e+00,64,64,512,0
vendor,float,512,64,512,T,vendor:auto,0.02161,0.02166,0.0071,3159.6,3.326,0.00e+00,512,64,512,0
native:direct,float,512,64,512,T,native:direct,0.05481,0.05484,0.0019,1245.9,1.311,0.00e+00,512,64,512,0
native:cta,float,512,64,512,T,native:cta,0.02045,0.02046,0.0047,3338.6,3.514,0.00e+00,512,64,512,0
vendor,double,512,64,512,T,vendor:auto,0.14229,0.14228,0.0015,959.9,1.010,0.00e+00,512,64,512,0
native:direct,double,512,64,512,T,native:direct,0.59346,0.59420,0.0033,230.1,0.242,0.00e+00,512,64,512,0
native:cta,double,512,64,512,T,native:cta,0.15183,0.15206,0.0035,899.5,0.947,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,T,vendor:auto,0.15290,0.15294,0.0014,893.3,0.940,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,T,native:direct,0.57375,0.57409,0.0020,238.0,0.251,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,T,native:cta,0.15051,0.15059,0.0010,907.4,0.955,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,T,vendor:auto,0.31450,0.31481,0.0062,868.5,0.914,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,T,native:direct,1.14148,1.14223,0.0032,239.3,0.252,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,T,native:cta,0.30203,0.30193,0.0042,904.4,0.952,0.00e+00,512,64,512,0
vendor,float,512,64,512,C,vendor:auto,0.02163,0.02165,0.0068,3157.6,3.324,0.00e+00,512,64,512,0
native:direct,float,512,64,512,C,native:direct,0.05470,0.05469,0.0011,1248.4,1.314,0.00e+00,512,64,512,0
native:cta,float,512,64,512,C,native:cta,0.02059,0.02061,0.0064,3317.2,3.492,0.00e+00,512,64,512,0
vendor,double,512,64,512,C,vendor:auto,0.15067,0.15082,0.0028,906.5,0.954,0.00e+00,512,64,512,0
native:direct,double,512,64,512,C,native:direct,0.56653,0.56602,0.0028,241.1,0.254,0.00e+00,512,64,512,0
native:cta,double,512,64,512,C,native:cta,0.15164,0.15167,0.0016,900.7,0.948,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,C,vendor:auto,0.15161,0.15153,0.0014,900.9,0.948,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,C,native:direct,0.57062,0.57058,0.0019,239.4,0.252,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,C,native:cta,0.15065,0.15065,0.0012,906.6,0.954,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,C,vendor:auto,0.32164,0.32163,0.0090,849.3,0.894,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,C,native:direct,1.16885,1.16912,0.0042,233.7,0.246,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,C,native:cta,0.30124,0.30159,0.0050,906.8,0.955,0.00e+00,512,64,512,0
vendor,float,64,2048,512,N,vendor:auto,0.29436,0.29443,0.0013,926.6,0.975,0.00e+00,64,64,2048,0
native:direct,float,64,2048,512,N,native:direct,0.29272,0.29278,0.0013,931.8,0.981,0.00e+00,64,64,2048,0
vendor,double,64,2048,512,N,vendor:auto,0.58185,0.58222,0.0025,937.6,0.987,0.00e+00,64,64,2048,0
native:direct,double,64,2048,512,N,native:direct,0.58060,0.58049,0.0010,939.6,0.989,0.00e+00,64,64,2048,0
vendor,cfloat,64,2048,512,N,vendor:auto,0.56815,0.56831,0.0008,960.2,1.011,0.00e+00,64,64,2048,0
native:direct,cfloat,64,2048,512,N,native:direct,0.57928,0.57932,0.0010,941.7,0.991,0.00e+00,64,64,2048,0
vendor,cdouble,64,2048,512,N,vendor:auto,1.24663,1.24765,0.0041,875.2,0.921,0.00e+00,64,64,2048,0
native:direct,cdouble,64,2048,512,N,native:direct,1.15555,1.15565,0.0008,944.2,0.994,0.00e+00,64,64,2048,0
vendor,float,2048,64,512,T,vendor:auto,0.29332,0.29333,0.0013,929.9,0.979,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,T,native:direct,1.17375,1.17344,0.0026,232.4,0.245,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,T,native:cta,0.29239,0.29269,0.0022,932.9,0.982,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,T,vendor:auto,0.56976,0.56990,0.0010,957.5,1.008,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,T,native:direct,2.35653,2.35970,0.0039,231.5,0.244,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,T,native:cta,0.57975,0.57989,0.0010,941.0,0.990,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,T,vendor:auto,0.57930,0.57930,0.0007,941.7,0.991,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,T,native:direct,2.28931,2.28905,0.0018,238.3,0.251,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,T,native:cta,0.57862,0.57875,0.0008,942.8,0.992,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,T,vendor:auto,1.23953,1.24013,0.0064,880.2,0.927,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,T,native:direct,4.59790,4.60245,0.0042,237.3,0.250,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,T,native:cta,1.16835,1.17055,0.0044,933.8,0.983,0.00e+00,2048,64,2048,0
vendor,float,2048,64,512,C,vendor:auto,0.29361,0.29361,0.0010,929.0,0.978,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,C,native:direct,1.13908,1.13979,0.0020,239.5,0.252,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,C,native:cta,0.29229,0.29223,0.0005,933.2,0.982,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,C,vendor:auto,0.57014,0.57021,0.0006,956.8,1.007,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,C,native:direct,2.33677,2.33656,0.0021,233.5,0.246,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,C,native:cta,0.57892,0.57904,0.0009,942.3,0.992,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,C,vendor:auto,0.57901,0.57905,0.0007,942.2,0.992,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,C,native:direct,2.29899,2.29922,0.0027,237.3,0.250,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,C,native:cta,0.57821,0.57830,0.0007,943.5,0.993,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,C,vendor:auto,1.31808,1.31880,0.0070,827.8,0.871,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,C,native:direct,4.62060,4.62063,0.0026,236.1,0.249,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,C,native:cta,1.16888,1.16990,0.0029,933.4,0.983,0.00e+00,2048,64,2048,0
vendor,float,128,128,512,N,vendor:auto,0.01478,0.01482,0.0095,2306.2,2.428,0.00e+00,128,128,128,0
native:direct,float,128,128,512,N,native:direct,0.01267,0.01275,0.0211,2689.9,2.832,0.00e+00,128,128,128,0
vendor,double,128,128,512,N,vendor:auto,0.02575,0.02580,0.0122,2646.8,2.786,0.00e+00,128,128,128,0
native:direct,double,128,128,512,N,native:direct,0.02053,0.02055,0.0052,3320.1,3.495,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,N,vendor:auto,0.02114,0.02116,0.0060,3224.9,3.395,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,N,native:direct,0.01921,0.01921,0.0045,3547.5,3.734,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,N,vendor:auto,0.17387,0.17413,0.0063,784.0,0.825,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,N,native:direct,0.15119,0.15150,0.0065,901.6,0.949,0.00e+00,128,128,128,0
vendor,float,128,128,512,T,vendor:auto,0.01525,0.01566,0.0741,2234.1,2.352,0.00e+00,128,128,128,0
native:direct,float,128,128,512,T,native:direct,0.03037,0.03037,0.0029,1122.3,1.181,0.00e+00,128,128,128,0
native:cta,float,128,128,512,T,native:cta,0.01620,0.01618,0.0057,2104.0,2.215,0.00e+00,128,128,128,0
vendor,double,128,128,512,T,vendor:auto,0.02991,0.02999,0.0111,2278.5,2.398,0.00e+00,128,128,128,0
native:direct,double,128,128,512,T,native:direct,0.03604,0.03609,0.0099,1891.2,1.991,0.00e+00,128,128,128,0
native:cta,double,128,128,512,T,native:cta,0.05212,0.05244,0.0102,1307.8,1.377,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,T,vendor:auto,0.02258,0.02256,0.0040,3018.8,3.178,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,T,native:direct,0.05558,0.05559,0.0026,1226.2,1.291,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,T,native:cta,0.02076,0.02072,0.0054,3283.6,3.456,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,T,vendor:auto,0.15746,0.15768,0.0053,865.7,0.911,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,T,native:direct,0.52406,0.52413,0.0034,260.1,0.274,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,T,native:cta,0.15837,0.15869,0.0034,860.7,0.906,0.00e+00,128,128,128,0
vendor,float,128,128,512,C,vendor:auto,0.01616,0.01614,0.0123,2108.4,2.219,0.00e+00,128,128,128,0
native:direct,float,128,128,512,C,native:direct,0.03029,0.03029,0.0028,1125.0,1.184,0.00e+00,128,128,128,0
native:cta,float,128,128,512,C,native:cta,0.01590,0.01590,0.0036,2142.8,2.256,0.00e+00,128,128,128,0
vendor,double,128,128,512,C,vendor:auto,0.02975,0.02981,0.0059,2290.7,2.411,0.00e+00,128,128,128,0
native:direct,double,128,128,512,C,native:direct,0.03497,0.03505,0.0074,1948.9,2.051,0.00e+00,128,128,128,0
native:cta,double,128,128,512,C,native:cta,0.05084,0.05084,0.0016,1340.6,1.411,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,C,vendor:auto,0.02192,0.02200,0.0086,3109.4,3.273,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,C,native:direct,0.05542,0.05551,0.0032,1229.9,1.295,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,C,native:cta,0.02083,0.02089,0.0081,3271.3,3.443,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,C,vendor:auto,0.15946,0.15956,0.0027,854.8,0.900,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,C,native:direct,0.52997,0.52923,0.0036,257.2,0.271,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,C,native:cta,0.15712,0.15742,0.0050,867.6,0.913,0.00e+00,128,128,128,0
vendor,float,256,256,512,N,vendor:auto,0.15205,0.15208,0.0011,889.6,0.936,0.00e+00,256,256,256,0
native:direct,float,256,256,512,N,native:direct,0.14888,0.14890,0.0012,908.6,0.956,0.00e+00,256,256,256,0
vendor,double,256,256,512,N,vendor:auto,0.29505,0.29516,0.0027,916.9,0.965,0.00e+00,256,256,256,0
native:direct,double,256,256,512,N,native:direct,0.29182,0.29174,0.0013,927.1,0.976,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,N,vendor:auto,0.29432,0.29436,0.0010,919.2,0.968,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,N,native:direct,0.29197,0.29196,0.0009,926.6,0.975,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,N,vendor:auto,0.58349,0.58382,0.0019,927.3,0.976,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,N,native:direct,0.57830,0.57837,0.0011,935.6,0.985,0.00e+00,256,256,256,0
vendor,float,256,256,512,T,vendor:auto,0.15277,0.15273,0.0016,885.4,0.932,0.00e+00,256,256,256,0
native:direct,float,256,256,512,T,native:direct,0.49520,0.49528,0.0013,273.2,0.288,0.00e+00,256,256,256,0
native:cta,float,256,256,512,T,native:cta,0.14995,0.15052,0.0120,902.1,0.950,0.00e+00,256,256,256,0
vendor,double,256,256,512,T,vendor:auto,0.29457,0.29466,0.0008,918.4,0.967,0.00e+00,256,256,256,0
native:direct,double,256,256,512,T,native:direct,1.03343,1.03462,0.0026,261.8,0.276,0.00e+00,256,256,256,0
native:cta,double,256,256,512,T,native:cta,0.29429,0.29433,0.0010,919.3,0.968,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,T,vendor:auto,0.29381,0.29384,0.0006,920.8,0.969,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,T,native:direct,1.02960,1.02901,0.0023,262.8,0.277,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,T,native:cta,0.29340,0.29339,0.0007,922.1,0.971,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,T,vendor:auto,1.58553,1.58817,0.0099,341.3,0.359,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,T,native:direct,2.14192,2.14118,0.0010,252.6,0.266,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,T,native:cta,0.58757,0.59771,0.0366,920.8,0.969,0.00e+00,256,256,256,0
vendor,float,256,256,512,C,vendor:auto,0.15150,0.15156,0.0018,892.9,0.940,0.00e+00,256,256,256,0
native:direct,float,256,256,512,C,native:direct,0.49482,0.49460,0.0016,273.4,0.288,0.00e+00,256,256,256,0
native:cta,float,256,256,512,C,native:cta,0.14995,0.14997,0.0012,902.1,0.950,0.00e+00,256,256,256,0
vendor,double,256,256,512,C,vendor:auto,0.29467,0.29475,0.0008,918.1,0.966,0.00e+00,256,256,256,0
native:direct,double,256,256,512,C,native:direct,1.02739,1.02735,0.0031,263.3,0.277,0.00e+00,256,256,256,0
native:cta,double,256,256,512,C,native:cta,0.29425,0.29437,0.0011,919.4,0.968,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,C,vendor:auto,0.29396,0.29397,0.0008,920.3,0.969,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,C,native:direct,1.03838,1.03916,0.0021,260.5,0.274,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,C,native:cta,0.29340,0.29344,0.0008,922.1,0.971,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,C,vendor:auto,1.66019,1.65919,0.0064,325.9,0.343,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,C,native:direct,2.15939,2.16512,0.0057,250.6,0.264,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,C,native:cta,0.58787,0.58784,0.0012,920.4,0.969,0.00e+00,256,256,256,0
vendor,float,256,1024,512,N,vendor:auto,0.57416,0.57431,0.0017,939.6,0.989,0.00e+00,256,256,1024,0
native:direct,float,256,1024,512,N,native:direct,0.57202,0.57230,0.0019,943.1,0.993,0.00e+00,256,256,1024,0
vendor,double,256,1024,512,N,vendor:auto,1.13863,1.13885,0.0005,947.6,0.997,0.00e+00,256,256,1024,0
native:direct,double,256,1024,512,N,native:direct,1.13636,1.13632,0.0007,949.5,0.999,0.00e+00,256,256,1024,0
vendor,cfloat,256,1024,512,N,vendor:auto,1.13644,1.13667,0.0004,949.4,0.999,0.00e+00,256,256,1024,0
native:direct,cfloat,256,1024,512,N,native:direct,1.13546,1.13584,0.0010,950.3,1.000,0.00e+00,256,256,1024,0
vendor,cdouble,256,1024,512,N,vendor:auto,2.28762,2.28729,0.0014,943.3,0.993,0.00e+00,256,256,1024,0
native:direct,cdouble,256,1024,512,N,native:direct,2.26800,2.26857,0.0009,951.5,1.002,0.00e+00,256,256,1024,0
vendor,float,1024,256,512,T,vendor:auto,0.57469,0.57477,0.0004,938.8,0.988,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,T,native:direct,2.16337,2.16408,0.0015,249.4,0.263,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,T,native:cta,0.57321,0.57323,0.0003,941.2,0.991,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,T,vendor:auto,1.13508,1.13523,0.0003,950.6,1.001,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,T,native:direct,4.32986,4.32971,0.0006,249.2,0.262,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,T,native:cta,1.13956,1.13963,0.0007,946.8,0.997,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,T,vendor:auto,1.13803,1.13767,0.0011,948.1,0.998,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,T,native:direct,4.38359,4.38412,0.0018,246.1,0.259,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,T,native:cta,1.13950,1.13956,0.0003,946.9,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,T,vendor:auto,2.38889,2.39026,0.0017,903.3,0.951,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,T,native:direct,8.78351,8.78022,0.0011,245.7,0.259,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,T,native:cta,2.28470,2.28479,0.0005,944.5,0.994,0.00e+00,1024,256,1024,0
vendor,float,1024,256,512,C,vendor:auto,0.57453,0.57459,0.0006,939.0,0.988,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,C,native:direct,2.15633,2.15597,0.0012,250.2,0.263,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,C,native:cta,0.57326,0.57335,0.0004,941.1,0.991,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,C,vendor:auto,1.13497,1.13503,0.0004,950.7,1.001,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,C,native:direct,4.32564,4.32614,0.0010,249.4,0.263,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,C,native:cta,1.13931,1.13920,0.0002,947.1,0.997,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,C,vendor:auto,1.13497,1.13507,0.0005,950.7,1.001,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,C,native:direct,4.36747,4.36822,0.0018,247.1,0.260,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,C,native:cta,1.13937,1.13937,0.0003,947.0,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,C,vendor:auto,2.38960,2.38944,0.0020,903.1,0.951,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,C,native:direct,8.77507,8.77419,0.0011,245.9,0.259,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,C,native:cta,2.28492,2.28480,0.0009,944.4,0.994,0.00e+00,1024,256,1024,0
vendor,float,512,512,256,N,vendor:auto,0.29165,0.29169,0.0016,924.0,0.973,0.00e+00,512,512,512,0
native:direct,float,512,512,256,N,native:direct,0.29033,0.29081,0.0054,928.2,0.977,0.00e+00,512,512,512,0
vendor,double,512,512,256,N,vendor:auto,0.57557,0.57607,0.0024,936.4,0.986,0.00e+00,512,512,512,0
native:direct,double,512,512,256,N,native:direct,0.57239,0.57266,0.0011,941.6,0.991,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,N,vendor:auto,0.57280,0.57279,0.0005,940.9,0.990,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,N,native:direct,0.57211,0.57251,0.0018,942.1,0.992,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,N,vendor:auto,1.14797,1.14818,0.0020,939.0,0.988,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,N,native:direct,1.14281,1.14374,0.0023,943.2,0.993,0.00e+00,512,512,512,0
vendor,float,512,512,256,T,vendor:auto,0.29388,0.29403,0.0020,917.0,0.965,0.00e+00,512,512,512,0
native:direct,float,512,512,256,T,native:direct,1.02671,1.02611,0.0017,262.5,0.276,0.00e+00,512,512,512,0
native:cta,float,512,512,256,T,native:cta,0.29075,0.29079,0.0005,926.8,0.976,0.00e+00,512,512,512,0
vendor,double,512,512,256,T,vendor:auto,0.57634,0.57634,0.0004,935.2,0.984,0.00e+00,512,512,512,0
native:direct,double,512,512,256,T,native:direct,2.15492,2.15586,0.0011,250.1,0.263,0.00e+00,512,512,512,0
native:cta,double,512,512,256,T,native:cta,0.57537,0.57542,0.0009,936.7,0.986,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,T,vendor:auto,0.57549,0.57556,0.0003,936.5,0.986,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,T,native:direct,2.15120,2.15264,0.0019,250.5,0.264,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,T,native:cta,0.57489,0.57493,0.0004,937.5,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,T,vendor:auto,1.16797,1.16800,0.0019,922.9,0.971,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,T,native:direct,4.35943,4.36175,0.0017,247.3,0.260,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,T,native:cta,1.15154,1.15206,0.0013,936.1,0.985,0.00e+00,512,512,512,0
vendor,float,512,512,256,C,vendor:auto,0.29216,0.29225,0.0010,922.4,0.971,0.00e+00,512,512,512,0
native:direct,float,512,512,256,C,native:direct,1.02465,1.02441,0.0017,263.0,0.277,0.00e+00,512,512,512,0
native:cta,float,512,512,256,C,native:cta,0.29073,0.29068,0.0004,926.9,0.976,0.00e+00,512,512,512,0
vendor,double,512,512,256,C,vendor:auto,0.57594,0.57595,0.0005,935.8,0.985,0.00e+00,512,512,512,0
native:direct,double,512,512,256,C,native:direct,2.15322,2.15466,0.0024,250.3,0.263,0.00e+00,512,512,512,0
native:cta,double,512,512,256,C,native:cta,0.57527,0.57548,0.0009,936.9,0.986,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,C,vendor:auto,0.57566,0.57565,0.0003,936.3,0.986,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,C,native:direct,2.15438,2.15380,0.0011,250.2,0.263,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,C,native:cta,0.57509,0.57617,0.0044,937.2,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,C,vendor:auto,1.25637,1.25779,0.0094,858.0,0.903,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,C,native:direct,4.34670,4.34765,0.0012,248.0,0.261,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,C,native:cta,1.15190,1.15221,0.0010,935.8,0.985,0.00e+00,512,512,512,0
vendor,float,1024,128,512,N,vendor:auto,0.29619,0.29624,0.0009,914.3,0.962,0.00e+00,1024,1024,128,0
native:direct,float,1024,128,512,N,native:direct,0.29516,0.29515,0.0014,917.5,0.966,0.00e+00,1024,1024,128,0
vendor,double,1024,128,512,N,vendor:auto,0.58477,0.58476,0.0006,926.2,0.975,0.00e+00,1024,1024,128,0
native:direct,double,1024,128,512,N,native:direct,0.58239,0.58263,0.0026,929.9,0.979,0.00e+00,1024,1024,128,0
vendor,cfloat,1024,128,512,N,vendor:auto,0.58229,0.58236,0.0008,930.1,0.979,0.00e+00,1024,1024,128,0
native:direct,cfloat,1024,128,512,N,native:direct,0.58366,0.58463,0.0061,927.9,0.977,0.00e+00,1024,1024,128,0
vendor,cdouble,1024,128,512,N,vendor:auto,1.16166,1.16235,0.0010,932.4,0.982,0.00e+00,1024,1024,128,0
native:direct,cdouble,1024,128,512,N,native:direct,1.16918,1.17037,0.0046,926.4,0.975,0.00e+00,1024,1024,128,0
vendor,float,128,1024,512,T,vendor:auto,0.29638,0.29687,0.0038,913.7,0.962,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,T,native:direct,0.51560,0.51628,0.0034,525.2,0.553,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,T,native:cta,0.29333,0.29341,0.0008,923.2,0.972,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,T,vendor:auto,0.58441,0.58463,0.0014,926.7,0.976,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,T,native:direct,2.06277,2.06294,0.0006,262.6,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,T,native:cta,0.58420,0.58409,0.0011,927.1,0.976,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,T,vendor:auto,0.58453,0.58460,0.0009,926.5,0.975,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,T,native:direct,2.03851,2.04110,0.0056,265.7,0.280,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,T,native:cta,0.58377,0.58468,0.0037,927.7,0.977,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,T,vendor:auto,3.06299,3.05642,0.0092,353.6,0.372,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,T,native:direct,4.08845,4.08339,0.0042,264.9,0.279,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,T,native:cta,1.16702,1.16744,0.0007,928.2,0.977,0.00e+00,128,1024,128,0
vendor,float,128,1024,512,C,vendor:auto,0.29597,0.29601,0.0011,914.9,0.963,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,C,native:direct,0.51700,0.51663,0.0020,523.8,0.551,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,C,native:cta,0.29359,0.29352,0.0009,922.3,0.971,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,C,vendor:auto,0.58460,0.58458,0.0007,926.4,0.975,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,C,native:direct,2.06332,2.06356,0.0010,262.5,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,C,native:cta,0.58443,0.58431,0.0008,926.7,0.975,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,C,vendor:auto,0.58378,0.58390,0.0007,927.7,0.977,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,C,native:direct,2.04576,2.05080,0.0064,264.7,0.279,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,C,native:cta,0.58351,0.58363,0.0005,928.2,0.977,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,C,vendor:auto,3.30133,3.29392,0.0066,328.1,0.345,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,C,native:direct,4.09809,4.09303,0.0043,264.3,0.278,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,C,native:cta,1.16790,1.16810,0.0009,927.5,0.976,0.00e+00,128,1024,128,0
vendor,float,1024,1024,128,N,vendor:auto,0.57181,0.57198,0.0008,940.7,0.990,0.00e+00,1024,1024,1024,0
