arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,MB,foreign
vendor,cdouble,48,512,128,C,vendor:auto,0.03152,0.03166,0.0106,1632.9,1.719,0.00e+00,48,48,0
native:cta,cdouble,48,512,128,C,native:cta,0.11868,0.11867,0.0011,433.7,0.457,0.00e+00,48,48,0
vendor,cdouble,48,512,256,C,vendor:auto,0.18153,0.17965,0.0404,567.2,0.597,0.00e+00,48,96,0
native:cta,cdouble,48,512,256,C,native:cta,0.23352,0.23350,0.0009,440.9,0.464,0.00e+00,48,96,0
vendor,cdouble,48,512,512,C,vendor:auto,0.34839,0.33706,0.0770,591.0,0.622,0.00e+00,48,192,0
native:cta,cdouble,48,512,512,C,native:cta,0.45917,0.45917,0.0004,448.4,0.472,0.00e+00,48,192,0
vendor,cdouble,64,128,128,C,vendor:auto,0.01584,0.01591,0.0184,1083.9,1.141,0.00e+00,64,16,0
native:cta,cdouble,64,128,128,C,native:cta,0.03012,0.03018,0.0061,570.0,0.600,0.00e+00,64,16,0
vendor,cdouble,64,128,256,C,vendor:auto,0.02463,0.02456,0.0075,1394.3,1.468,0.00e+00,64,32,0
native:cta,cdouble,64,128,256,C,native:cta,0.05423,0.05428,0.0023,633.2,0.667,0.00e+00,64,32,0
vendor,cdouble,64,128,512,C,vendor:auto,0.03719,0.03748,0.0165,1846.6,1.944,0.00e+00,64,64,0
native:cta,cdouble,64,128,512,C,native:cta,0.10248,0.10249,0.0021,670.2,0.705,0.00e+00,64,64,0
vendor,cdouble,64,256,128,C,vendor:auto,0.02437,0.02446,0.0115,1403.6,1.477,0.00e+00,64,32,0
native:cta,cdouble,64,256,128,C,native:cta,0.05398,0.05398,0.0016,633.7,0.667,0.00e+00,64,32,0
vendor,cdouble,64,256,256,C,vendor:auto,0.03750,0.03752,0.0039,1824.6,1.921,0.00e+00,64,64,0
native:cta,cdouble,64,256,256,C,native:cta,0.10232,0.10233,0.0011,668.7,0.704,0.00e+00,64,64,0
vendor,cdouble,64,256,512,C,vendor:auto,0.37478,0.37520,0.0035,365.1,0.384,0.00e+00,64,128,0
native:cta,cdouble,64,256,512,C,native:cta,0.20024,0.20018,0.0009,683.4,0.719,0.00e+00,64,128,0
vendor,cdouble,64,512,128,C,vendor:auto,0.03758,0.03785,0.0168,1817.3,1.913,0.00e+00,64,64,0
native:cta,cdouble,64,512,128,C,native:cta,0.10249,0.10249,0.0020,666.3,0.701,0.00e+00,64,64,0
vendor,cdouble,64,512,256,C,vendor:auto,0.37541,0.37551,0.0043,363.8,0.383,0.00e+00,64,128,0
native:cta,cdouble,64,512,256,C,native:cta,0.20022,0.20022,0.0009,682.1,0.718,0.00e+00,64,128,0
vendor,cdouble,64,512,512,C,vendor:auto,0.75313,0.75273,0.0022,362.7,0.382,0.00e+00,64,256,0
native:cta,cdouble,64,512,512,C,native:cta,0.39252,0.39251,0.0004,695.9,0.733,0.00e+00,64,256,0
vendor,cdouble,80,128,128,C,vendor:auto,0.01727,0.01737,0.0091,1238.9,1.304,0.00e+00,80,20,0
native:cta,cdouble,80,128,128,C,native:cta,0.03417,0.03412,0.0026,626.2,0.659,0.00e+00,80,20,0
vendor,cdouble,80,128,256,C,vendor:auto,0.02905,0.02908,0.0202,1473.3,1.551,0.00e+00,80,40,0
native:cta,cdouble,80,128,256,C,native:cta,0.06251,0.06251,0.0016,684.6,0.721,0.00e+00,80,40,0
vendor,cdouble,80,128,512,C,vendor:auto,0.21589,0.21588,0.0049,396.5,0.417,0.00e+00,80,80,0
native:cta,cdouble,80,128,512,C,native:cta,0.12337,0.12344,0.0011,693.8,0.730,0.00e+00,80,80,0
vendor,cdouble,80,256,128,C,vendor:auto,0.02951,0.02963,0.0132,1444.6,1.521,0.00e+00,80,40,0
native:cta,cdouble,80,256,128,C,native:cta,0.06253,0.06249,0.0012,681.8,0.718,0.00e+00,80,40,0
vendor,cdouble,80,256,256,C,vendor:auto,0.22734,0.22700,0.0062,375.0,0.395,0.00e+00,80,80,0
native:cta,cdouble,80,256,256,C,native:cta,0.12365,0.12367,0.0023,689.6,0.726,0.00e+00,80,80,0
vendor,cdouble,80,256,512,C,vendor:auto,0.48200,0.48163,0.0106,353.8,0.372,0.00e+00,80,160,0
native:cta,cdouble,80,256,512,C,native:cta,0.23653,0.23651,0.0010,721.0,0.759,0.00e+00,80,160,0
vendor,cdouble,80,512,128,C,vendor:auto,0.21940,0.21927,0.0052,387.9,0.408,0.00e+00,80,80,0
native:cta,cdouble,80,512,128,C,native:cta,0.12361,0.12360,0.0013,688.5,0.725,0.00e+00,80,80,0
vendor,cdouble,80,512,256,C,vendor:auto,0.48782,0.48649,0.0091,348.9,0.367,0.00e+00,80,160,0
native:cta,cdouble,80,512,256,C,native:cta,0.23653,0.23651,0.0007,719.6,0.757,0.00e+00,80,160,0
vendor,cdouble,80,512,512,C,vendor:auto,0.96152,0.96025,0.0050,354.0,0.373,0.00e+00,80,320,0
native:cta,cdouble,80,512,512,C,native:cta,0.46180,0.46174,0.0004,737.1,0.776,0.00e+00,80,320,0
vendor,cdouble,128,128,128,C,vendor:auto,0.02277,0.02305,0.0278,1496.8,1.576,0.00e+00,128,32,0
native:cta,cdouble,128,128,128,C,native:cta,0.03842,0.03837,0.0034,887.1,0.934,0.00e+00,128,32,0
vendor,cdouble,128,128,256,C,vendor:auto,0.03665,0.03670,0.0085,1859.6,1.958,0.00e+00,128,64,0
native:cta,cdouble,128,128,256,C,native:cta,0.07086,0.07084,0.0017,961.9,1.013,0.00e+00,128,64,0
vendor,cdouble,128,128,512,C,vendor:auto,0.15899,0.15914,0.0035,857.4,0.903,0.00e+00,128,128,0
native:cta,cdouble,128,128,512,C,native:cta,0.15802,0.15786,0.0035,862.7,0.908,0.00e+00,128,128,0
vendor,cdouble,128,256,128,C,vendor:auto,0.03668,0.03684,0.0092,1850.8,1.948,0.00e+00,128,64,0
native:cta,cdouble,128,256,128,C,native:cta,0.07074,0.07073,0.0008,959.8,1.010,0.00e+00,128,64,0
vendor,cdouble,128,256,256,C,vendor:auto,0.15573,0.15587,0.0022,872.0,0.918,0.00e+00,128,128,0
native:cta,cdouble,128,256,256,C,native:cta,0.15714,0.15744,0.0052,864.1,0.910,0.00e+00,128,128,0
vendor,cdouble,128,256,512,C,vendor:auto,0.76380,0.76660,0.0117,355.6,0.374,0.00e+00,128,256,0
native:cta,cdouble,128,256,512,C,native:cta,0.30268,0.30276,0.0018,897.3,0.944,0.00e+00,128,256,0
vendor,cdouble,128,512,128,C,vendor:auto,0.15289,0.15292,0.0041,886.4,0.933,0.00e+00,128,128,0
native:cta,cdouble,128,512,128,C,native:cta,0.15650,0.15661,0.0030,866.0,0.912,0.00e+00,128,128,0
vendor,cdouble,128,512,256,C,vendor:auto,0.30080,0.30087,0.0028,901.1,0.949,0.00e+00,128,256,0
native:cta,cdouble,128,512,256,C,native:cta,0.30145,0.30149,0.0021,899.2,0.946,0.00e+00,128,256,0
vendor,cdouble,128,512,512,C,vendor:auto,1.62444,1.61948,0.0111,333.7,0.351,0.00e+00,128,512,0
native:cta,cdouble,128,512,512,C,native:cta,0.59018,0.59033,0.0013,918.6,0.967,0.00e+00,128,512,0
vendor,cdouble,192,128,128,C,vendor:auto,0.02907,0.02954,0.0323,1754.0,1.846,0.00e+00,192,48,0
native:cta,cdouble,192,128,128,C,native:cta,0.04648,0.04650,0.0014,1097.0,1.155,0.00e+00,192,48,0
vendor,cdouble,192,128,256,C,vendor:auto,0.12816,0.12823,0.0036,795.7,0.838,0.00e+00,192,96,0
native:cta,cdouble,192,128,256,C,native:cta,0.12005,0.12017,0.0056,849.4,0.894,0.00e+00,192,96,0
vendor,cdouble,192,128,512,C,vendor:auto,0.26079,0.26757,0.0930,782.0,0.823,0.00e+00,192,192,0
native:cta,cdouble,192,128,512,C,native:cta,0.22852,0.22871,0.0030,892.5,0.939,0.00e+00,192,192,0
vendor,cdouble,192,256,128,C,vendor:auto,0.12892,0.12899,0.0069,788.0,0.829,0.00e+00,192,96,0
native:cta,cdouble,192,256,128,C,native:cta,0.11999,0.11997,0.0037,846.6,0.891,0.00e+00,192,96,0
vendor,cdouble,192,256,256,C,vendor:auto,0.24090,0.24631,0.0498,843.3,0.888,0.00e+00,192,192,0
native:cta,cdouble,192,256,256,C,native:cta,0.22771,0.22770,0.0035,892.2,0.939,0.00e+00,192,192,0
vendor,cdouble,192,256,512,C,vendor:auto,1.23679,1.23756,0.0034,328.5,0.346,0.00e+00,192,384,0
native:cta,cdouble,192,256,512,C,native:cta,0.44385,0.44426,0.0026,915.5,0.964,0.00e+00,192,384,0
vendor,cdouble,192,512,128,C,vendor:auto,0.23940,0.23981,0.0065,847.0,0.892,0.00e+00,192,192,0
native:cta,cdouble,192,512,128,C,native:cta,0.22839,0.22837,0.0020,887.8,0.935,0.00e+00,192,192,0
vendor,cdouble,192,512,256,C,vendor:auto,0.45038,0.45074,0.0025,900.4,0.948,0.00e+00,192,384,0
native:cta,cdouble,192,512,256,C,native:cta,0.44355,0.44366,0.0024,914.3,0.962,0.00e+00,192,384,0
vendor,cdouble,192,512,512,C,vendor:auto,2.57892,2.58603,0.0088,314.5,0.331,0.00e+00,192,768,0
native:cta,cdouble,192,512,512,C,native:cta,0.87538,0.87576,0.0019,926.5,0.975,0.00e+00,192,768,0
vendor,cdouble,256,128,128,C,vendor:auto,0.03731,0.03786,0.0411,1819.9,1.916,0.00e+00,256,64,0
native:cta,cdouble,256,128,128,C,native:cta,0.05460,0.05459,0.0015,1243.5,1.309,0.00e+00,256,64,0
vendor,cdouble,256,128,256,C,vendor:auto,0.15820,0.15837,0.0052,858.3,0.904,0.00e+00,256,128,0
native:cta,cdouble,256,128,256,C,native:cta,0.15663,0.15671,0.0063,867.0,0.913,0.00e+00,256,128,0
vendor,cdouble,256,128,512,C,vendor:auto,0.31209,0.31179,0.0037,870.2,0.916,0.00e+00,256,256,0
native:cta,cdouble,256,128,512,C,native:cta,0.30093,0.30073,0.0029,902.5,0.950,0.00e+00,256,256,0
vendor,cdouble,256,256,128,C,vendor:auto,0.15397,0.15411,0.0041,878.5,0.925,0.00e+00,256,128,0
native:cta,cdouble,256,256,128,C,native:cta,0.15601,0.15593,0.0047,867.1,0.913,0.00e+00,256,128,0
vendor,cdouble,256,256,256,C,vendor:auto,0.30212,0.30224,0.0042,895.4,0.943,0.00e+00,256,256,0
native:cta,cdouble,256,256,256,C,native:cta,0.29920,0.29949,0.0038,904.2,0.952,0.00e+00,256,256,0
vendor,cdouble,256,256,512,C,vendor:auto,1.66184,1.65850,0.0082,325.6,0.343,0.00e+00,256,512,0
native:cta,cdouble,256,256,512,C,native:cta,0.58670,0.58694,0.0014,922.2,0.971,0.00e+00,256,512,0
vendor,cdouble,256,512,128,C,vendor:auto,0.30171,0.30161,0.0020,894.9,0.942,0.00e+00,256,256,0
native:cta,cdouble,256,512,128,C,native:cta,0.29882,0.29903,0.0033,903.6,0.951,0.00e+00,256,256,0
vendor,cdouble,256,512,256,C,vendor:auto,0.59005,0.59015,0.0025,915.2,0.963,0.00e+00,256,512,0
native:cta,cdouble,256,512,256,C,native:cta,0.58623,0.58626,0.0015,921.2,0.970,0.00e+00,256,512,0
vendor,cdouble,256,512,512,C,vendor:auto,3.49416,3.49206,0.0048,309.1,0.325,0.00e+00,256,1024,0
native:cta,cdouble,256,512,512,C,native:cta,1.15919,1.15913,0.0005,931.7,0.981,0.00e+00,256,1024,0
vendor,cdouble,320,128,128,C,vendor:auto,0.10579,0.10625,0.0107,801.6,0.844,0.00e+00,320,80,0
native:cta,cdouble,320,128,128,C,native:cta,0.09687,0.09711,0.0113,875.4,0.922,0.00e+00,320,80,0
vendor,cdouble,320,128,256,C,vendor:auto,0.21722,0.21719,0.0087,780.8,0.822,0.00e+00,320,160,0
native:cta,cdouble,320,128,256,C,native:cta,0.19278,0.19283,0.0039,879.8,0.926,0.00e+00,320,160,0
vendor,cdouble,320,128,512,C,vendor:auto,0.41935,0.41869,0.0039,808.9,0.851,0.00e+00,320,320,0
native:cta,cdouble,320,128,512,C,native:cta,0.37155,0.37170,0.0017,913.0,0.961,0.00e+00,320,320,0
vendor,cdouble,320,256,128,C,vendor:auto,0.21857,0.21837,0.0110,773.0,0.814,0.00e+00,320,160,0
native:cta,cdouble,320,256,128,C,native:cta,0.19223,0.19223,0.0030,878.9,0.925,0.00e+00,320,160,0
vendor,cdouble,320,256,256,C,vendor:auto,0.41527,0.41510,0.0092,813.7,0.857,0.00e+00,320,320,0
native:cta,cdouble,320,256,256,C,native:cta,0.36999,0.37043,0.0029,913.3,0.961,0.00e+00,320,320,0
vendor,cdouble,320,256,512,C,vendor:auto,2.08855,2.08976,0.0113,323.6,0.341,0.00e+00,320,640,0
native:cta,cdouble,320,256,512,C,native:cta,0.72796,0.72793,0.0005,928.4,0.977,0.00e+00,320,640,0
vendor,cdouble,320,512,128,C,vendor:auto,0.42085,0.41994,0.0118,801.4,0.844,0.00e+00,320,320,0
native:cta,cdouble,320,512,128,C,native:cta,0.36967,0.36982,0.0029,912.3,0.960,0.00e+00,320,320,0
vendor,cdouble,320,512,256,C,vendor:auto,0.81512,0.81529,0.0059,827.5,0.871,0.00e+00,320,640,0
native:cta,cdouble,320,512,256,C,native:cta,0.72692,0.72684,0.0008,927.9,0.977,0.00e+00,320,640,0
vendor,cdouble,320,512,512,C,vendor:auto,4.39179,4.39831,0.0068,307.2,0.323,0.00e+00,320,1280,0
native:cta,cdouble,320,512,512,C,native:cta,1.44168,1.44196,0.0007,935.7,0.985,0.00e+00,320,1280,0
vendor,cdouble,384,128,128,C,vendor:auto,0.12345,0.12350,0.0033,823.9,0.867,0.00e+00,384,96,0
native:cta,cdouble,384,128,128,C,native:cta,0.12098,0.12104,0.0093,840.7,0.885,0.00e+00,384,96,0
vendor,cdouble,384,128,256,C,vendor:auto,0.25850,0.25779,0.0103,786.9,0.828,0.00e+00,384,192,0
native:cta,cdouble,384,128,256,C,native:cta,0.22797,0.22800,0.0039,892.3,0.939,0.00e+00,384,192,0
vendor,cdouble,384,128,512,C,vendor:auto,0.49324,0.49351,0.0049,824.8,0.868,0.00e+00,384,384,0
native:cta,cdouble,384,128,512,C,native:cta,0.44383,0.44367,0.0030,916.7,0.965,0.00e+00,384,384,0
vendor,cdouble,384,256,128,C,vendor:auto,0.24290,0.24397,0.0072,834.3,0.878,0.00e+00,384,192,0
native:cta,cdouble,384,256,128,C,native:cta,0.22768,0.22768,0.0035,890.0,0.937,0.00e+00,384,192,0
vendor,cdouble,384,256,256,C,vendor:auto,0.45741,0.45730,0.0026,886.0,0.933,0.00e+00,384,384,0
native:cta,cdouble,384,256,256,C,native:cta,0.44078,0.44120,0.0034,919.5,0.968,0.00e+00,384,384,0
vendor,cdouble,384,256,512,C,vendor:auto,0.89842,0.89938,0.0026,902.2,0.950,0.00e+00,384,768,0
native:cta,cdouble,384,256,512,C,native:cta,0.87050,0.87050,0.0012,931.1,0.980,0.00e+00,384,768,0
vendor,cdouble,384,512,128,C,vendor:auto,0.49612,0.49604,0.0057,815.3,0.858,0.00e+00,384,384,0
native:cta,cdouble,384,512,128,C,native:cta,0.44088,0.44108,0.0031,917.5,0.966,0.00e+00,384,384,0
vendor,cdouble,384,512,256,C,vendor:auto,0.97901,0.98026,0.0072,826.3,0.870,0.00e+00,384,768,0
native:cta,cdouble,384,512,256,C,native:cta,0.86873,0.86862,0.0013,931.2,0.980,0.00e+00,384,768,0
vendor,cdouble,384,512,512,C,vendor:auto,2.00522,2.01657,0.0093,806.9,0.849,0.00e+00,384,1536,0
native:cta,cdouble,384,512,512,C,native:cta,1.72458,1.72493,0.0007,938.2,0.988,0.00e+00,384,1536,0
vendor,cdouble,448,128,128,C,vendor:auto,0.14237,0.14252,0.0040,833.2,0.877,0.00e+00,448,112,0
native:cta,cdouble,448,128,128,C,native:cta,0.13840,0.13881,0.0094,857.1,0.902,0.00e+00,448,112,0
vendor,cdouble,448,128,256,C,vendor:auto,0.29685,0.29602,0.0097,799.2,0.841,0.00e+00,448,224,0
native:cta,cdouble,448,128,256,C,native:cta,0.26383,0.26373,0.0036,899.2,0.947,0.00e+00,448,224,0
vendor,cdouble,448,128,512,C,vendor:auto,0.56184,0.56126,0.0041,844.5,0.889,0.00e+00,448,448,0
native:cta,cdouble,448,128,512,C,native:cta,0.51347,0.51367,0.0020,924.1,0.973,0.00e+00,448,448,0
vendor,cdouble,448,256,128,C,vendor:auto,0.28468,0.28469,0.0101,830.1,0.874,0.00e+00,448,224,0
native:cta,cdouble,448,256,128,C,native:cta,0.26273,0.26270,0.0024,899.5,0.947,0.00e+00,448,224,0
vendor,cdouble,448,256,256,C,vendor:auto,0.53035,0.53034,0.0026,891.2,0.938,0.00e+00,448,448,0
native:cta,cdouble,448,256,256,C,native:cta,0.51190,0.51197,0.0016,923.3,0.972,0.00e+00,448,448,0
vendor,cdouble,448,256,512,C,vendor:auto,1.04258,1.04295,0.0017,906.7,0.954,0.00e+00,448,896,0
native:cta,cdouble,448,256,512,C,native:cta,1.01179,1.01187,0.0014,934.3,0.983,0.00e+00,448,896,0
vendor,cdouble,448,512,128,C,vendor:auto,0.56237,0.56184,0.0037,838.8,0.883,0.00e+00,448,448,0
native:cta,cdouble,448,512,128,C,native:cta,0.51040,0.51081,0.0018,924.2,0.973,0.00e+00,448,448,0
vendor,cdouble,448,512,256,C,vendor:auto,1.13584,1.13804,0.0093,830.6,0.874,0.00e+00,448,896,0
native:cta,cdouble,448,512,256,C,native:cta,1.00978,1.00968,0.0014,934.3,0.983,0.00e+00,448,896,0
vendor,cdouble,448,512,512,C,vendor:auto,2.28610,2.28798,0.0117,825.4,0.869,0.00e+00,448,1792,0
native:cta,cdouble,448,512,512,C,native:cta,2.00801,2.00793,0.0008,939.7,0.989,0.00e+00,448,1792,0
vendor,cdouble,512,128,128,C,vendor:auto,0.15634,0.15670,0.0096,866.9,0.913,0.00e+00,512,128,0
native:cta,cdouble,512,128,128,C,native:cta,0.15703,0.15712,0.0121,863.1,0.908,0.00e+00,512,128,0
vendor,cdouble,512,128,256,C,vendor:auto,0.31737,0.31767,0.0069,854.1,0.899,0.00e+00,512,256,0
native:cta,cdouble,512,128,256,C,native:cta,0.30038,0.30000,0.0046,902.4,0.950,0.00e+00,512,256,0
vendor,cdouble,512,128,512,C,vendor:auto,0.62069,0.62228,0.0075,873.4,0.919,0.00e+00,512,512,0
native:cta,cdouble,512,128,512,C,native:cta,0.58543,0.58536,0.0022,926.0,0.975,0.00e+00,512,512,0
vendor,cdouble,512,256,128,C,vendor:auto,0.32666,0.32547,0.0082,826.6,0.870,0.00e+00,512,256,0
native:cta,cdouble,512,256,128,C,native:cta,0.29863,0.29893,0.0061,904.1,0.952,0.00e+00,512,256,0
vendor,cdouble,512,256,256,C,vendor:auto,0.60690,0.60632,0.0025,889.8,0.937,0.00e+00,512,512,0
native:cta,cdouble,512,256,256,C,native:cta,0.58370,0.58401,0.0027,925.2,0.974,0.00e+00,512,512,0
vendor,cdouble,512,256,512,C,vendor:auto,1.19534,1.19601,0.0023,903.5,0.951,0.00e+00,512,1024,0
native:cta,cdouble,512,256,512,C,native:cta,1.16003,1.17615,0.0301,931.0,0.980,0.00e+00,512,1024,0
vendor,cdouble,512,512,128,C,vendor:auto,0.62279,0.62299,0.0050,865.4,0.911,0.00e+00,512,512,0
native:cta,cdouble,512,512,128,C,native:cta,0.58198,0.58227,0.0018,926.1,0.975,0.00e+00,512,512,0
vendor,cdouble,512,512,256,C,vendor:auto,1.25503,1.25894,0.0107,858.9,0.904,0.00e+00,512,1024,0
native:cta,cdouble,512,512,256,C,native:cta,1.15272,1.15326,0.0017,935.1,0.984,0.00e+00,512,1024,0
vendor,cdouble,512,512,512,C,vendor:auto,2.52675,2.51729,0.0096,853.2,0.898,0.00e+00,512,2048,0
native:cta,cdouble,512,512,512,C,native:cta,2.29034,2.29040,0.0006,941.3,0.991,0.00e+00,512,2048,0
