arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
vendor,cdouble,512,1,512,T,vendor:auto,0.02125,0.02131,0.0072,395.1,0.416,0.00e+00,512,1,512,0
native:direct,cdouble,512,1,512,T,native:direct,0.06915,0.06921,0.0048,121.4,0.128,0.00e+00,512,1,512,0
native:cta,cdouble,512,1,512,T,native:cta,0.00848,0.00850,0.0092,989.8,1.042,0.00e+00,512,1,512,0
vendor,float,512,1,512,C,vendor:auto,0.00842,0.00876,0.1167,249.4,0.262,0.00e+00,512,1,512,0
native:direct,float,512,1,512,C,native:direct,0.02573,0.02571,0.0016,81.6,0.086,0.00e+00,512,1,512,0
native:cta,float,512,1,512,C,native:cta,0.00646,0.00646,0.0107,324.9,0.342,0.00e+00,512,1,512,0
vendor,double,512,1,512,C,vendor:auto,0.01132,0.01131,0.0086,370.8,0.390,0.00e+00,512,1,512,0
native:direct,double,512,1,512,C,native:direct,0.03544,0.03545,0.0015,118.5,0.125,0.00e+00,512,1,512,0
native:cta,double,512,1,512,C,native:cta,0.00714,0.00711,0.0160,588.0,0.619,0.00e+00,512,1,512,0
vendor,cfloat,512,1,512,C,vendor:auto,0.00888,0.00899,0.0370,472.9,0.498,0.00e+00,512,1,512,0
native:direct,cfloat,512,1,512,C,native:direct,0.04661,0.04663,0.0018,90.1,0.095,0.00e+00,512,1,512,0
native:cta,cfloat,512,1,512,C,native:cta,0.00687,0.00703,0.0832,611.0,0.643,0.00e+00,512,1,512,0
vendor,cdouble,512,1,512,C,vendor:auto,0.01589,0.01590,0.0063,528.3,0.556,0.00e+00,512,1,512,0
native:direct,cdouble,512,1,512,C,native:direct,0.06906,0.06906,0.0013,121.6,0.128,0.00e+00,512,1,512,0
native:cta,cdouble,512,1,512,C,native:cta,0.00876,0.00877,0.0074,958.8,1.009,0.00e+00,512,1,512,0
vendor,float,1,2048,512,N,vendor:auto,0.01213,0.01222,0.0171,691.6,0.728,0.00e+00,1,1,2048,0
native:direct,float,1,2048,512,N,native:direct,0.08667,0.08668,0.0011,96.8,0.102,0.00e+00,1,1,2048,0
vendor,double,1,2048,512,N,vendor:auto,0.02162,0.02166,0.0064,776.3,0.817,0.00e+00,1,1,2048,0
native:direct,double,1,2048,512,N,native:direct,0.12074,0.12071,0.0008,139.0,0.146,0.00e+00,1,1,2048,0
vendor,cfloat,1,2048,512,N,vendor:auto,0.01391,0.01392,0.0101,1206.9,1.270,0.00e+00,1,1,2048,0
native:direct,cfloat,1,2048,512,N,native:direct,0.16924,0.16924,0.0007,99.2,0.104,0.00e+00,1,1,2048,0
vendor,cdouble,1,2048,512,N,vendor:auto,0.05953,0.05942,0.0069,563.8,0.593,0.00e+00,1,1,2048,0
native:direct,cdouble,1,2048,512,N,native:direct,0.24710,0.24706,0.0007,135.8,0.143,0.00e+00,1,1,2048,0
vendor,float,2048,1,512,T,vendor:auto,0.01211,0.01228,0.0426,692.7,0.729,0.00e+00,2048,1,2048,0
native:direct,float,2048,1,512,T,native:direct,0.08665,0.08664,0.0012,96.8,0.102,0.00e+00,2048,1,2048,0
native:cta,float,2048,1,512,T,native:cta,0.00823,0.00823,0.0061,1018.9,1.073,0.00e+00,2048,1,2048,0
vendor,double,2048,1,512,T,vendor:auto,0.02157,0.02158,0.0077,777.8,0.819,0.00e+00,2048,1,2048,0
native:direct,double,2048,1,512,T,native:direct,0.12568,0.12572,0.0018,133.5,0.141,0.00e+00,2048,1,2048,0
native:cta,double,2048,1,512,T,native:cta,0.01008,0.01010,0.0090,1664.6,1.752,0.00e+00,2048,1,2048,0
vendor,cfloat,2048,1,512,T,vendor:auto,0.01386,0.01391,0.0154,1210.4,1.274,0.00e+00,2048,1,2048,0
native:direct,cfloat,2048,1,512,T,native:direct,0.17054,0.17054,0.0006,98.4,0.104,0.00e+00,2048,1,2048,0
native:cta,cfloat,2048,1,512,T,native:cta,0.00973,0.00976,0.0145,1724.5,1.815,0.00e+00,2048,1,2048,0
vendor,cdouble,2048,1,512,T,vendor:auto,0.05931,0.05947,0.0081,565.9,0.596,0.00e+00,2048,1,2048,0
native:direct,cdouble,2048,1,512,T,native:direct,0.26277,0.26225,0.0055,127.7,0.134,0.00e+00,2048,1,2048,0
native:cta,cdouble,2048,1,512,T,native:cta,0.01560,0.01559,0.0077,2151.5,2.265,0.00e+00,2048,1,2048,0
vendor,float,2048,1,512,C,vendor:auto,0.01231,0.01277,0.1255,681.5,0.717,0.00e+00,2048,1,2048,0
native:direct,float,2048,1,512,C,native:direct,0.08676,0.08678,0.0014,96.7,0.102,0.00e+00,2048,1,2048,0
native:cta,float,2048,1,512,C,native:cta,0.00823,0.00823,0.0111,1020.0,1.074,0.00e+00,2048,1,2048,0
vendor,double,2048,1,512,C,vendor:auto,0.02148,0.02145,0.0032,781.2,0.822,0.00e+00,2048,1,2048,0
native:direct,double,2048,1,512,C,native:direct,0.12567,0.12564,0.0008,133.5,0.141,0.00e+00,2048,1,2048,0
native:cta,double,2048,1,512,C,native:cta,0.01010,0.01014,0.0081,1660.7,1.748,0.00e+00,2048,1,2048,0
vendor,cfloat,2048,1,512,C,vendor:auto,0.01334,0.01348,0.0338,1258.0,1.324,0.00e+00,2048,1,2048,0
native:direct,cfloat,2048,1,512,C,native:direct,0.17030,0.17030,0.0005,98.5,0.104,0.00e+00,2048,1,2048,0
native:cta,cfloat,2048,1,512,C,native:cta,0.00950,0.00948,0.0143,1765.7,1.859,0.00e+00,2048,1,2048,0
vendor,cdouble,2048,1,512,C,vendor:auto,0.03936,0.03939,0.0029,852.6,0.898,0.00e+00,2048,1,2048,0
native:direct,cdouble,2048,1,512,C,native:direct,0.25989,0.25985,0.0004,129.1,0.136,0.00e+00,2048,1,2048,0
native:cta,cdouble,2048,1,512,C,native:cta,0.01560,0.01560,0.0054,2151.0,2.264,0.00e+00,2048,1,2048,0
vendor,float,4,1024,512,N,vendor:auto,0.01036,0.01035,0.0061,1012.9,1.066,0.00e+00,4,4,1024,0
native:direct,float,4,1024,512,N,native:direct,0.02762,0.02759,0.0031,380.0,0.400,0.00e+00,4,4,1024,0
vendor,double,4,1024,512,N,vendor:auto,0.01529,0.01532,0.0078,1372.7,1.445,0.00e+00,4,4,1024,0
native:direct,double,4,1024,512,N,native:direct,0.05451,0.05456,0.0039,385.0,0.405,0.00e+00,4,4,1024,0
vendor,cfloat,4,1024,512,N,vendor:auto,0.01234,0.01236,0.0097,1700.8,1.790,0.00e+00,4,4,1024,0
native:direct,cfloat,4,1024,512,N,native:direct,0.04966,0.04968,0.0028,422.6,0.445,0.00e+00,4,4,1024,0
vendor,cdouble,4,1024,512,N,vendor:auto,0.03452,0.03444,0.0076,1216.1,1.280,0.00e+00,4,4,1024,0
native:direct,cdouble,4,1024,512,N,native:direct,0.12067,0.12068,0.0013,347.8,0.366,0.00e+00,4,4,1024,0
vendor,float,1024,4,512,T,vendor:auto,0.00962,0.00967,0.0248,1091.1,1.148,0.00e+00,1024,4,1024,0
native:direct,float,1024,4,512,T,native:direct,0.03707,0.03697,0.0043,283.1,0.298,0.00e+00,1024,4,1024,0
native:cta,float,1024,4,512,T,native:cta,0.00810,0.00810,0.0095,1295.1,1.363,0.00e+00,1024,4,1024,0
vendor,double,1024,4,512,T,vendor:auto,0.01289,0.01291,0.0115,1628.1,1.714,0.00e+00,1024,4,1024,0
native:direct,double,1024,4,512,T,native:direct,0.05655,0.05657,0.0023,371.2,0.391,0.00e+00,1024,4,1024,0
native:cta,double,1024,4,512,T,native:cta,0.01106,0.01109,0.0104,1897.1,1.997,0.00e+00,1024,4,1024,0
vendor,cfloat,1024,4,512,T,vendor:auto,0.01186,0.01190,0.0136,1769.3,1.862,0.00e+00,1024,4,1024,0
native:direct,cfloat,1024,4,512,T,native:direct,0.07029,0.07029,0.0014,298.6,0.314,0.00e+00,1024,4,1024,0
native:cta,cfloat,1024,4,512,T,native:cta,0.01002,0.01004,0.0076,2094.2,2.204,0.00e+00,1024,4,1024,0
vendor,cdouble,1024,4,512,T,vendor:auto,0.02254,0.02262,0.0061,1861.9,1.960,0.00e+00,1024,4,1024,0
native:direct,cdouble,1024,4,512,T,native:direct,0.12129,0.12128,0.0007,346.1,0.364,0.00e+00,1024,4,1024,0
native:cta,cdouble,1024,4,512,T,native:cta,0.02429,0.02429,0.0037,1728.1,1.819,0.00e+00,1024,4,1024,0
vendor,float,1024,4,512,C,vendor:auto,0.00948,0.01011,0.1971,1107.4,1.166,0.00e+00,1024,4,1024,0
native:direct,float,1024,4,512,C,native:direct,0.03710,0.03714,0.0017,282.9,0.298,0.00e+00,1024,4,1024,0
native:cta,float,1024,4,512,C,native:cta,0.00808,0.00805,0.0117,1299.2,1.368,0.00e+00,1024,4,1024,0
vendor,double,1024,4,512,C,vendor:auto,0.01250,0.01257,0.0141,1678.8,1.767,0.00e+00,1024,4,1024,0
native:direct,double,1024,4,512,C,native:direct,0.05663,0.05661,0.0013,370.6,0.390,0.00e+00,1024,4,1024,0
native:cta,double,1024,4,512,C,native:cta,0.01126,0.01177,0.1561,1864.1,1.962,0.00e+00,1024,4,1024,0
vendor,cfloat,1024,4,512,C,vendor:auto,0.01171,0.01174,0.0148,1791.7,1.886,0.00e+00,1024,4,1024,0
native:direct,cfloat,1024,4,512,C,native:direct,0.07017,0.07017,0.0013,299.1,0.315,0.00e+00,1024,4,1024,0
native:cta,cfloat,1024,4,512,C,native:cta,0.01020,0.01018,0.0078,2057.8,2.166,0.00e+00,1024,4,1024,0
vendor,cdouble,1024,4,512,C,vendor:auto,0.02415,0.02425,0.0122,1738.3,1.830,0.00e+00,1024,4,1024,0
native:direct,cdouble,1024,4,512,C,native:direct,0.12143,0.12144,0.0008,345.7,0.364,0.00e+00,1024,4,1024,0
native:cta,cdouble,1024,4,512,C,native:cta,0.02435,0.02438,0.0049,1723.6,1.814,0.00e+00,1024,4,1024,0
vendor,float,16,512,512,N,vendor:auto,0.01143,0.01146,0.0098,1561.9,1.644,0.00e+00,16,16,512,0
native:direct,float,16,512,512,N,native:direct,0.01466,0.01463,0.0064,1218.5,1.283,0.00e+00,16,16,512,0
vendor,double,16,512,512,N,vendor:auto,0.01689,0.01690,0.0064,2115.3,2.227,0.00e+00,16,16,512,0
native:direct,double,16,512,512,N,native:direct,0.02887,0.02889,0.0036,1237.0,1.302,0.00e+00,16,16,512,0
vendor,cfloat,16,512,512,N,vendor:auto,0.01490,0.01496,0.0113,2397.9,2.524,0.00e+00,16,16,512,0
native:direct,cfloat,16,512,512,N,native:direct,0.02447,0.02446,0.0048,1459.4,1.536,0.00e+00,16,16,512,0
vendor,cdouble,16,512,512,N,vendor:auto,0.03617,0.03620,0.0052,1975.1,2.079,0.00e+00,16,16,512,0
native:direct,cdouble,16,512,512,N,native:direct,0.06208,0.06210,0.0019,1150.6,1.211,0.00e+00,16,16,512,0
vendor,float,512,16,512,T,vendor:auto,0.01100,0.01099,0.0129,1622.9,1.708,0.00e+00,512,16,512,0
native:direct,float,512,16,512,T,native:direct,0.02113,0.02111,0.0051,845.1,0.890,0.00e+00,512,16,512,0
native:cta,float,512,16,512,T,native:cta,0.00997,0.00995,0.0078,1791.6,1.886,0.00e+00,512,16,512,0
vendor,double,512,16,512,T,vendor:auto,0.01725,0.01747,0.0600,2070.2,2.179,0.00e+00,512,16,512,0
native:direct,double,512,16,512,T,native:direct,0.03105,0.03105,0.0028,1150.2,1.211,0.00e+00,512,16,512,0
native:cta,double,512,16,512,T,native:cta,0.01820,0.01816,0.0077,1961.9,2.065,0.00e+00,512,16,512,0
vendor,cfloat,512,16,512,T,vendor:auto,0.01458,0.01460,0.0090,2449.9,2.579,0.00e+00,512,16,512,0
native:direct,cfloat,512,16,512,T,native:direct,0.04725,0.04568,0.0775,756.0,0.796,0.00e+00,512,16,512,0
native:cta,cfloat,512,16,512,T,native:cta,0.01367,0.01360,0.0118,2613.8,2.751,0.00e+00,512,16,512,0
vendor,cdouble,512,16,512,T,vendor:auto,0.03457,0.03467,0.0055,2066.1,2.175,0.00e+00,512,16,512,0
native:direct,cdouble,512,16,512,T,native:direct,0.06528,0.06552,0.0080,1094.3,1.152,0.00e+00,512,16,512,0
native:cta,cdouble,512,16,512,T,native:cta,0.04658,0.04657,0.0015,1533.6,1.614,0.00e+00,512,16,512,0
vendor,float,512,16,512,C,vendor:auto,0.01100,0.01102,0.0124,1624.1,1.710,0.00e+00,512,16,512,0
native:direct,float,512,16,512,C,native:direct,0.02113,0.02157,0.0635,845.3,0.890,0.00e+00,512,16,512,0
native:cta,float,512,16,512,C,native:cta,0.00983,0.00978,0.0130,1816.7,1.912,0.00e+00,512,16,512,0
vendor,double,512,16,512,C,vendor:auto,0.01710,0.01709,0.0124,2089.0,2.199,0.00e+00,512,16,512,0
native:direct,double,512,16,512,C,native:direct,0.03095,0.03094,0.0025,1154.2,1.215,0.00e+00,512,16,512,0
native:cta,double,512,16,512,C,native:cta,0.01818,0.01815,0.0074,1964.7,2.068,0.00e+00,512,16,512,0
vendor,cfloat,512,16,512,C,vendor:auto,0.01471,0.01477,0.0125,2427.6,2.555,0.00e+00,512,16,512,0
native:direct,cfloat,512,16,512,C,native:direct,0.04380,0.04341,0.0696,815.6,0.858,0.00e+00,512,16,512,0
native:cta,cfloat,512,16,512,C,native:cta,0.01338,0.01341,0.0052,2668.6,2.809,0.00e+00,512,16,512,0
vendor,cdouble,512,16,512,C,vendor:auto,0.03500,0.03498,0.0033,2040.8,2.148,0.00e+00,512,16,512,0
native:direct,cdouble,512,16,512,C,native:direct,0.10501,0.10494,0.0033,680.3,0.716,0.00e+00,512,16,512,0
native:cta,cdouble,512,16,512,C,native:cta,0.04658,0.04712,0.0368,1533.7,1.614,0.00e+00,512,16,512,0
vendor,float,16,2048,512,N,vendor:auto,0.02486,0.02494,0.0113,2869.3,3.020,0.00e+00,16,16,2048,0
native:direct,float,16,2048,512,N,native:direct,0.07708,0.07713,0.0104,925.5,0.974,0.00e+00,16,16,2048,0
vendor,double,16,2048,512,N,vendor:auto,0.15812,0.15819,0.0027,902.3,0.950,0.00e+00,16,16,2048,0
native:direct,double,16,2048,512,N,native:direct,0.21446,0.21481,0.0048,665.3,0.700,0.00e+00,16,16,2048,0
vendor,cfloat,16,2048,512,N,vendor:auto,0.14840,0.14848,0.0025,961.4,1.012,0.00e+00,16,16,2048,0
native:direct,cfloat,16,2048,512,N,native:direct,0.20578,0.20617,0.0048,693.3,0.730,0.00e+00,16,16,2048,0
vendor,cdouble,16,2048,512,N,vendor:auto,0.31711,0.31705,0.0020,899.8,0.947,0.00e+00,16,16,2048,0
native:direct,cdouble,16,2048,512,N,native:direct,0.52343,0.52346,0.0019,545.1,0.574,0.00e+00,16,16,2048,0
vendor,float,2048,16,512,T,vendor:auto,0.02178,0.02181,0.0083,3274.7,3.447,0.00e+00,2048,16,2048,0
native:direct,float,2048,16,512,T,native:direct,0.06851,0.06856,0.0022,1041.2,1.096,0.00e+00,2048,16,2048,0
native:cta,float,2048,16,512,T,native:cta,0.02360,0.02362,0.0042,3022.2,3.181,0.00e+00,2048,16,2048,0
vendor,double,2048,16,512,T,vendor:auto,0.15145,0.15151,0.0037,942.1,0.992,0.00e+00,2048,16,2048,0
native:direct,double,2048,16,512,T,native:direct,0.73384,0.73325,0.0028,194.4,0.205,0.00e+00,2048,16,2048,0
native:cta,double,2048,16,512,T,native:cta,0.15951,0.15964,0.0028,894.4,0.941,0.00e+00,2048,16,2048,0
vendor,cfloat,2048,16,512,T,vendor:auto,0.15716,0.15734,0.0033,907.8,0.956,0.00e+00,2048,16,2048,0
native:direct,cfloat,2048,16,512,T,native:direct,0.73835,0.73701,0.0049,193.2,0.203,0.00e+00,2048,16,2048,0
native:cta,cfloat,2048,16,512,T,native:cta,0.15679,0.15670,0.0021,910.0,0.958,0.00e+00,2048,16,2048,0
vendor,cdouble,2048,16,512,T,vendor:auto,0.31098,0.31083,0.0024,917.6,0.966,0.00e+00,2048,16,2048,0
native:direct,cdouble,2048,16,512,T,native:direct,1.35170,1.35133,0.0042,211.1,0.222,0.00e+00,2048,16,2048,0
native:cta,cdouble,2048,16,512,T,native:cta,0.33261,0.33308,0.0065,857.9,0.903,0.00e+00,2048,16,2048,0
vendor,float,2048,16,512,C,vendor:auto,0.02178,0.02179,0.0072,3275.7,3.448,0.00e+00,2048,16,2048,0
native:direct,float,2048,16,512,C,native:direct,0.06951,0.06953,0.0017,1026.2,1.080,0.00e+00,2048,16,2048,0
native:cta,float,2048,16,512,C,native:cta,0.02477,0.02475,0.0217,2880.0,3.032,0.00e+00,2048,16,2048,0
vendor,double,2048,16,512,C,vendor:auto,0.15023,0.15050,0.0032,949.7,1.000,0.00e+00,2048,16,2048,0
native:direct,double,2048,16,512,C,native:direct,0.72396,0.72488,0.0067,197.1,0.207,0.00e+00,2048,16,2048,0
native:cta,double,2048,16,512,C,native:cta,0.15999,0.15994,0.0022,891.8,0.939,0.00e+00,2048,16,2048,0
vendor,cfloat,2048,16,512,C,vendor:auto,0.15707,0.15708,0.0012,908.3,0.956,0.00e+00,2048,16,2048,0
native:direct,cfloat,2048,16,512,C,native:direct,0.71184,0.71117,0.0038,200.4,0.211,0.00e+00,2048,16,2048,0
native:cta,cfloat,2048,16,512,C,native:cta,0.15697,0.15694,0.0016,908.9,0.957,0.00e+00,2048,16,2048,0
vendor,cdouble,2048,16,512,C,vendor:auto,0.31085,0.31093,0.0019,917.9,0.966,0.00e+00,2048,16,2048,0
native:direct,cdouble,2048,16,512,C,native:direct,1.38702,1.38729,0.0033,205.7,0.217,0.00e+00,2048,16,2048,0
native:cta,cdouble,2048,16,512,C,native:cta,0.33244,0.33281,0.0052,858.3,0.904,0.00e+00,2048,16,2048,0
vendor,float,64,64,512,N,vendor:auto,0.00918,0.00923,0.0180,942.3,0.992,0.00e+00,64,64,64,0
native:direct,float,64,64,512,N,native:direct,0.00761,0.00762,0.0148,1136.9,1.197,0.00e+00,64,64,64,0
vendor,double,64,64,512,N,vendor:auto,0.01273,0.01274,0.0117,1358.9,1.430,0.00e+00,64,64,64,0
native:direct,double,64,64,512,N,native:direct,0.00973,0.00972,0.0195,1778.5,1.872,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,N,vendor:auto,0.01076,0.01081,0.0125,1607.8,1.692,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,N,native:direct,0.00954,0.00956,0.0088,1813.4,1.909,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,N,vendor:auto,0.02449,0.02448,0.0038,1412.9,1.487,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,N,native:direct,0.01837,0.01842,0.0076,1884.0,1.983,0.00e+00,64,64,64,0
vendor,float,64,64,512,T,vendor:auto,0.01046,0.01048,0.0110,826.7,0.870,0.00e+00,64,64,64,0
native:direct,float,64,64,512,T,native:direct,0.01197,0.01201,0.0099,722.6,0.761,0.00e+00,64,64,64,0
native:cta,float,64,64,512,T,native:cta,0.00980,0.00981,0.0095,882.6,0.929,0.00e+00,64,64,64,0
vendor,double,64,64,512,T,vendor:auto,0.01333,0.01337,0.0071,1297.5,1.366,0.00e+00,64,64,64,0
native:direct,double,64,64,512,T,native:direct,0.01247,0.01249,0.0102,1387.0,1.460,0.00e+00,64,64,64,0
native:cta,double,64,64,512,T,native:cta,0.02164,0.02168,0.0060,799.6,0.842,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,T,vendor:auto,0.01197,0.01197,0.0110,1445.6,1.522,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,T,native:direct,0.01810,0.01808,0.0053,955.8,1.006,0.00e+00,64,64,64,0
native:cta,cfloat,64,64,512,T,native:cta,0.01130,0.01130,0.0078,1531.1,1.612,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,T,vendor:auto,0.02437,0.02455,0.0172,1419.7,1.494,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,T,native:direct,0.02289,0.02291,0.0042,1511.8,1.591,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,T,native:cta,0.05414,0.05416,0.0026,639.1,0.673,0.00e+00,64,64,64,0
vendor,float,64,64,512,C,vendor:auto,0.01048,0.01049,0.0087,825.5,0.869,0.00e+00,64,64,64,0
native:direct,float,64,64,512,C,native:direct,0.01201,0.01203,0.0092,720.5,0.758,0.00e+00,64,64,64,0
native:cta,float,64,64,512,C,native:cta,0.01008,0.01007,0.0113,858.6,0.904,0.00e+00,64,64,64,0
vendor,double,64,64,512,C,vendor:auto,0.01345,0.01365,0.0536,1286.5,1.354,0.00e+00,64,64,64,0
native:direct,double,64,64,512,C,native:direct,0.01247,0.01248,0.0050,1387.2,1.460,0.00e+00,64,64,64,0
native:cta,double,64,64,512,C,native:cta,0.02157,0.02157,0.0040,802.3,0.845,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,C,vendor:auto,0.01173,0.01196,0.0642,1475.1,1.553,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,C,native:direct,0.01808,0.01807,0.0044,956.8,1.007,0.00e+00,64,64,64,0
native:cta,cfloat,64,64,512,C,native:cta,0.01123,0.01125,0.0100,1541.1,1.622,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,C,vendor:auto,0.02452,0.02486,0.0381,1411.0,1.485,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,C,native:direct,0.02281,0.02280,0.0056,1517.3,1.597,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,C,native:cta,0.05408,0.05411,0.0028,639.8,0.674,0.00e+00,64,64,64,0
vendor,float,64,512,512,N,vendor:auto,0.02131,0.02135,0.0079,3204.2,3.373,0.00e+00,64,64,512,0
