body4,b512,float,3,2048,512,N,native:direct,0.01407,0.01411,0.0081,1192.8,1.256,0.00e+00,3
body4,b512,float,4,2048,512,N,vendor:auto,0.01362,0.01367,0.0108,1540.7,1.622,0.00e+00,4
body4,b512,float,4,2048,512,N,native:direct,0.01450,0.01451,0.0107,1446.9,1.523,0.00e+00,4
body4,b512,float,5,2048,512,N,vendor:auto,0.01461,0.01460,0.0086,1723.6,1.814,0.00e+00,5
body4,b512,float,5,2048,512,N,native:direct,0.02207,0.02208,0.0031,1140.5,1.201,0.00e+00,5
body4,b512,float,6,2048,512,N,vendor:auto,0.01512,0.01570,0.1119,1942.6,2.045,0.00e+00,6
body4,b512,float,6,2048,512,N,native:direct,0.02231,0.02248,0.0233,1316.7,1.386,0.00e+00,6
body4,b512,float,7,2048,512,N,vendor:auto,0.01526,0.01529,0.0088,2199.2,2.315,0.00e+00,7
body4,b512,float,7,2048,512,N,native:direct,0.02226,0.02225,0.0044,1508.2,1.588,0.00e+00,7
body4,b512,float,8,2048,512,N,vendor:auto,0.01567,0.01566,0.0097,2410.2,2.537,0.00e+00,8
body4,b512,float,8,2048,512,N,native:direct,0.02252,0.02251,0.0055,1677.3,1.766,0.00e+00,8
body4,b512,float,10,2048,512,N,vendor:auto,0.02063,0.02060,0.0059,2238.0,2.356,0.00e+00,10
body4,b512,float,10,2048,512,N,native:direct,0.03789,0.03791,0.0044,1218.4,1.282,0.00e+00,10
body4,b512,float,12,2048,512,N,vendor:auto,0.02608,0.02612,0.0078,2091.6,2.202,0.00e+00,12
body4,b512,float,12,2048,512,N,native:direct,0.03800,0.03803,0.0032,1435.4,1.511,0.00e+00,12
body4,b512,float,14,2048,512,N,vendor:auto,0.02504,0.02503,0.0076,2513.3,2.646,0.00e+00,14
body4,b512,float,14,2048,512,N,native:direct,0.03826,0.03830,0.0039,1645.1,1.732,0.00e+00,14
body4,b512,float,16,2048,512,N,vendor:auto,0.02276,0.02277,0.0085,3135.0,3.300,0.00e+00,16
body4,b512,float,16,2048,512,N,native:direct,0.03864,0.03872,0.0034,1846.1,1.943,0.00e+00,16
body4,cd512,cdouble,1,2048,512,N,vendor:auto,0.05969,0.05969,0.0074,562.3,0.592,0.00e+00,1
body4,cd512,cdouble,1,2048,512,N,native:direct,0.01599,0.01598,0.0131,2099.2,2.210,0.00e+00,1
body4,cd512,cdouble,4,2048,512,N,vendor:auto,0.08851,0.08903,0.0140,948.1,0.998,0.00e+00,4
body4,cd512,cdouble,4,2048,512,N,native:direct,0.08992,0.08969,0.0055,933.3,0.982,0.00e+00,4
body4,cd512,cdouble,8,2048,512,N,vendor:auto,0.16855,0.16868,0.0027,896.2,0.943,0.00e+00,8
body4,cd512,cdouble,8,2048,512,N,native:direct,0.16993,0.16991,0.0014,889.0,0.936,0.00e+00,8
body4,cd512,cdouble,16,2048,512,N,vendor:auto,0.31712,0.31711,0.0025,899.8,0.947,0.00e+00,16
body4,cd512,cdouble,16,2048,512,N,native:direct,0.31492,0.31513,0.0021,906.1,0.954,0.00e+00,16
