body4,bigbatch,float,1,2048,16384,N,vendor:auto,0.31085,0.31191,0.0136,863.8,0.909,0.00e+00,1
body4,bigbatch,float,1,2048,16384,N,native:direct,0.28815,0.28812,0.0008,931.8,0.981,0.00e+00,1
body4,bigbatch,float,2,2048,8192,N,vendor:auto,0.15845,0.15806,0.0035,1271.0,1.338,0.00e+00,2
body4,bigbatch,float,2,2048,8192,N,native:direct,0.21944,0.21962,0.0022,917.8,0.966,0.00e+00,2
body4,bigbatch,float,3,2048,5461,N,vendor:auto,0.15610,0.15601,0.0040,1146.7,1.207,0.00e+00,3
body4,bigbatch,float,3,2048,5461,N,native:direct,0.20064,0.20068,0.0025,892.2,0.939,0.00e+00,3
body4,bigbatch,float,4,2048,4096,N,vendor:auto,0.15087,0.15101,0.0049,1112.5,1.171,0.00e+00,4
body4,bigbatch,float,4,2048,4096,N,native:direct,0.18366,0.18370,0.0014,913.9,0.962,0.00e+00,4
body4,bigbatch,float,5,2048,3276,N,vendor:auto,0.14951,0.14940,0.0018,1077.4,1.134,0.00e+00,5
body4,bigbatch,float,5,2048,3276,N,native:direct,0.19503,0.19506,0.0027,826.0,0.869,0.00e+00,5
body4,bigbatch,float,6,2048,2730,N,vendor:auto,0.15972,0.15968,0.0022,980.6,1.032,0.00e+00,6
body4,bigbatch,float,6,2048,2730,N,native:direct,0.19366,0.19344,0.0030,808.7,0.851,0.00e+00,6
body4,bigbatch,float,7,2048,2340,N,vendor:auto,0.15012,0.15040,0.0046,1022.0,1.076,0.00e+00,7
body4,bigbatch,float,7,2048,2340,N,native:direct,0.17282,0.17274,0.0018,887.7,0.934,0.00e+00,7
body4,bigbatch,float,8,2048,2048,N,vendor:auto,0.14939,0.15012,0.0102,1011.2,1.064,0.00e+00,8
body4,bigbatch,float,8,2048,2048,N,native:direct,0.16793,0.16831,0.0057,899.6,0.947,0.00e+00,8
body4,bigbatch,float,10,2048,1638,N,vendor:auto,0.14992,0.15003,0.0021,985.0,1.037,0.00e+00,10
body4,bigbatch,float,10,2048,1638,N,native:direct,0.20361,0.20352,0.0020,725.3,0.763,0.00e+00,10
body4,bigbatch,float,12,2048,1365,N,vendor:auto,0.17622,0.17622,0.0016,825.3,0.869,0.00e+00,12
body4,bigbatch,float,12,2048,1365,N,native:direct,0.20796,0.20775,0.0052,699.3,0.736,0.00e+00,12
body4,bigbatch,float,14,2048,1170,N,vendor:auto,0.15044,0.15050,0.0021,956.1,1.006,0.00e+00,14
body4,bigbatch,float,14,2048,1170,N,native:direct,0.17925,0.17963,0.0083,802.4,0.845,0.00e+00,14
body4,bigbatch,float,16,2048,1024,N,vendor:auto,0.14856,0.14865,0.0014,960.4,1.011,0.00e+00,16
body4,bigbatch,float,16,2048,1024,N,native:direct,0.17827,0.18992,0.1791,800.3,0.842,0.00e+00,16
body4,b512,float,1,2048,512,N,vendor:auto,0.01334,0.01342,0.0167,628.7,0.662,0.00e+00,1
body4,b512,float,1,2048,512,N,native:direct,0.00837,0.00838,0.0087,1002.6,1.055,0.00e+00,1
body4,b512,float,2,2048,512,N,vendor:auto,0.01425,0.01433,0.0235,883.4,0.930,0.00e+00,2
body4,b512,float,2,2048,512,N,native:direct,0.01031,0.01030,0.0115,1221.1,1.285,0.00e+00,2
body4,b512,float,3,2048,512,N,vendor:auto,0.01405,0.01404,0.0089,1194.5,1.257,0.00e+00,3
