arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
native:direct,cdouble,64,64,512,C,native:direct,0.02278,0.02280,0.0047,1518.9,1.599,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,C,native:cta,0.05386,0.05387,0.0024,642.4,0.676,0.00e+00,64,64,64,0
vendor,float,64,512,512,N,vendor:auto,0.02093,0.02094,0.0099,3263.2,3.435,0.00e+00,64,64,512,0
native:direct,float,64,512,512,N,native:direct,0.02012,0.02011,0.0039,3394.6,3.573,0.00e+00,64,64,512,0
vendor,double,64,512,512,N,vendor:auto,0.15249,0.15256,0.0019,895.6,0.943,0.00e+00,64,64,512,0
native:direct,double,64,512,512,N,native:direct,0.15069,0.15071,0.0020,906.3,0.954,0.00e+00,64,64,512,0
vendor,cfloat,64,512,512,N,vendor:auto,0.14920,0.14933,0.0016,915.4,0.964,0.00e+00,64,64,512,0
native:direct,cfloat,64,512,512,N,native:direct,0.15018,0.15036,0.0023,909.4,0.957,0.00e+00,64,64,512,0
vendor,cdouble,64,512,512,N,vendor:auto,0.30585,0.30585,0.0023,893.1,0.940,0.00e+00,64,64,512,0
native:direct,cdouble,64,512,512,N,native:direct,0.29707,0.29711,0.0021,919.5,0.968,0.00e+00,64,64,512,0
vendor,float,512,64,512,T,vendor:auto,0.02159,0.02156,0.0049,3162.4,3.329,0.00e+00,512,64,512,0
native:direct,float,512,64,512,T,native:direct,0.05468,0.05470,0.0015,1249.0,1.315,0.00e+00,512,64,512,0
native:cta,float,512,64,512,T,native:cta,0.02042,0.02046,0.0062,3343.9,3.520,0.00e+00,512,64,512,0
vendor,double,512,64,512,T,vendor:auto,0.15063,0.15065,0.0022,906.7,0.954,0.00e+00,512,64,512,0
native:direct,double,512,64,512,T,native:direct,0.57694,0.57667,0.0031,236.7,0.249,0.00e+00,512,64,512,0
native:cta,double,512,64,512,T,native:cta,0.15214,0.15208,0.0025,897.7,0.945,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,T,vendor:auto,0.15344,0.15331,0.0089,890.1,0.937,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,T,native:direct,0.56636,0.56623,0.0018,241.2,0.254,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,T,native:cta,0.15077,0.15080,0.0009,905.9,0.954,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,T,vendor:auto,0.30981,0.30993,0.0067,881.7,0.928,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,T,native:direct,1.14305,1.14320,0.0022,239.0,0.252,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,T,native:cta,0.30142,0.30159,0.0040,906.2,0.954,0.00e+00,512,64,512,0
vendor,float,512,64,512,C,vendor:auto,0.02160,0.02159,0.0058,3161.7,3.328,0.00e+00,512,64,512,0
native:direct,float,512,64,512,C,native:direct,0.05454,0.05453,0.0021,1252.1,1.318,0.00e+00,512,64,512,0
native:cta,float,512,64,512,C,native:cta,0.02051,0.02050,0.0068,3330.0,3.505,0.00e+00,512,64,512,0
vendor,double,512,64,512,C,vendor:auto,0.15056,0.15056,0.0007,907.1,0.955,0.00e+00,512,64,512,0
native:direct,double,512,64,512,C,native:direct,0.56995,0.57064,0.0022,239.6,0.252,0.00e+00,512,64,512,0
native:cta,double,512,64,512,C,native:cta,0.15192,0.15195,0.0021,899.0,0.946,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,C,vendor:auto,0.15166,0.15164,0.0022,900.6,0.948,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,C,native:direct,0.57262,0.57260,0.0031,238.5,0.251,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,C,native:cta,0.15060,0.15069,0.0013,906.9,0.955,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,C,vendor:auto,0.32532,0.32532,0.0112,839.7,0.884,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,C,native:direct,1.15912,1.15784,0.0034,235.7,0.248,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,C,native:cta,0.30234,0.30226,0.0044,903.5,0.951,0.00e+00,512,64,512,0
vendor,float,64,2048,512,N,vendor:auto,0.29347,0.29365,0.0024,929.4,0.978,0.00e+00,64,64,2048,0
native:direct,float,64,2048,512,N,native:direct,0.29232,0.29253,0.0014,933.1,0.982,0.00e+00,64,64,2048,0
vendor,double,64,2048,512,N,vendor:auto,0.57989,0.58018,0.0014,940.7,0.990,0.00e+00,64,64,2048,0
native:direct,double,64,2048,512,N,native:direct,0.57982,0.58008,0.0011,940.8,0.990,0.00e+00,64,64,2048,0
vendor,cfloat,64,2048,512,N,vendor:auto,0.57144,0.57157,0.0009,954.7,1.005,0.00e+00,64,64,2048,0
native:direct,cfloat,64,2048,512,N,native:direct,0.57996,0.58033,0.0019,940.6,0.990,0.00e+00,64,64,2048,0
vendor,cdouble,64,2048,512,N,vendor:auto,1.24316,1.24519,0.0045,877.6,0.924,0.00e+00,64,64,2048,0
native:direct,cdouble,64,2048,512,N,native:direct,1.15630,1.15630,0.0011,943.6,0.993,0.00e+00,64,64,2048,0
vendor,float,2048,64,512,T,vendor:auto,0.29352,0.29376,0.0020,929.3,0.978,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,T,native:direct,1.14334,1.14318,0.0011,238.6,0.251,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,T,native:cta,0.29233,0.29231,0.0006,933.1,0.982,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,T,vendor:auto,0.57060,0.57265,0.0077,956.0,1.006,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,T,native:direct,2.29469,2.29532,0.0020,237.7,0.250,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,T,native:cta,0.57889,0.57913,0.0017,942.4,0.992,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,T,vendor:auto,0.57907,0.57914,0.0006,942.1,0.992,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,T,native:direct,2.28747,2.28762,0.0022,238.5,0.251,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,T,native:cta,0.57818,0.57823,0.0005,943.5,0.993,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,T,vendor:auto,1.23824,1.23927,0.0051,881.1,0.927,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,T,native:direct,4.61459,4.61321,0.0020,236.4,0.249,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,T,native:cta,1.16921,1.16945,0.0032,933.1,0.982,0.00e+00,2048,64,2048,0
vendor,float,2048,64,512,C,vendor:auto,0.29346,0.29347,0.0010,929.5,0.978,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,C,native:direct,1.14786,1.14813,0.0035,237.6,0.250,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,C,native:cta,0.29221,0.29227,0.0009,933.4,0.983,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,C,vendor:auto,0.57010,0.57010,0.0004,956.9,1.007,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,C,native:direct,2.28824,2.28954,0.0019,238.4,0.251,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,C,native:cta,0.57828,0.57840,0.0009,943.4,0.993,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,C,vendor:auto,0.57868,0.57894,0.0008,942.7,0.992,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,C,native:direct,2.35840,2.36001,0.0021,231.3,0.243,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,C,native:cta,0.57852,0.57851,0.0007,943.0,0.993,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,C,vendor:auto,1.32413,1.32323,0.0047,824.0,0.867,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,C,native:direct,4.58692,4.58887,0.0020,237.9,0.250,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,C,native:cta,1.17078,1.17068,0.0050,931.9,0.981,0.00e+00,2048,64,2048,0
vendor,float,128,128,512,N,vendor:auto,0.01465,0.01467,0.0072,2325.9,2.448,0.00e+00,128,128,128,0
native:direct,float,128,128,512,N,native:direct,0.01243,0.01246,0.0071,2741.4,2.886,0.00e+00,128,128,128,0
vendor,double,128,128,512,N,vendor:auto,0.02480,0.02486,0.0080,2748.8,2.894,0.00e+00,128,128,128,0
native:direct,double,128,128,512,N,native:direct,0.01953,0.01953,0.0047,3489.3,3.673,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,N,vendor:auto,0.02068,0.02066,0.0070,3295.3,3.469,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,N,native:direct,0.01898,0.01910,0.0178,3591.4,3.780,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,N,vendor:auto,0.17250,0.17252,0.0019,790.2,0.832,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,N,native:direct,0.15119,0.15117,0.0017,901.6,0.949,0.00e+00,128,128,128,0
vendor,float,128,128,512,T,vendor:auto,0.01523,0.01524,0.0072,2238.3,2.356,0.00e+00,128,128,128,0
native:direct,float,128,128,512,T,native:direct,0.03030,0.03030,0.0016,1124.7,1.184,0.00e+00,128,128,128,0
native:cta,float,128,128,512,T,native:cta,0.01614,0.01615,0.0062,2111.6,2.223,0.00e+00,128,128,128,0
vendor,double,128,128,512,T,vendor:auto,0.02987,0.02994,0.0067,2282.0,2.402,0.00e+00,128,128,128,0
native:direct,double,128,128,512,T,native:direct,0.03478,0.03479,0.0094,1959.7,2.063,0.00e+00,128,128,128,0
native:cta,double,128,128,512,T,native:cta,0.05097,0.05098,0.0023,1337.1,1.408,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,T,vendor:auto,0.02227,0.02240,0.0162,3060.4,3.221,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,T,native:direct,0.05563,0.05559,0.0020,1225.3,1.290,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,T,native:cta,0.02078,0.02077,0.0039,3279.8,3.452,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,T,vendor:auto,0.15603,0.15616,0.0025,873.7,0.920,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,T,native:direct,0.52690,0.52770,0.0032,258.7,0.272,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,T,native:cta,0.15765,0.15780,0.0035,864.7,0.910,0.00e+00,128,128,128,0
vendor,float,128,128,512,C,vendor:auto,0.01532,0.01536,0.0092,2225.0,2.342,0.00e+00,128,128,128,0
native:direct,float,128,128,512,C,native:direct,0.03033,0.03034,0.0021,1123.5,1.183,0.00e+00,128,128,128,0
native:cta,float,128,128,512,C,native:cta,0.01604,0.01607,0.0064,2125.3,2.237,0.00e+00,128,128,128,0
vendor,double,128,128,512,C,vendor:auto,0.02988,0.02987,0.0042,2280.8,2.401,0.00e+00,128,128,128,0
native:direct,double,128,128,512,C,native:direct,0.03468,0.03466,0.0055,1965.3,2.069,0.00e+00,128,128,128,0
native:cta,double,128,128,512,C,native:cta,0.05118,0.05117,0.0028,1331.7,1.402,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,C,vendor:auto,0.02185,0.02186,0.0057,3119.2,3.283,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,C,native:direct,0.05543,0.05538,0.0027,1229.7,1.294,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,C,native:cta,0.02057,0.02065,0.0073,3312.6,3.487,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,C,vendor:auto,0.16285,0.16322,0.0053,837.1,0.881,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,C,native:direct,0.52789,0.52764,0.0020,258.2,0.272,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,C,native:cta,0.15785,0.15801,0.0039,863.6,0.909,0.00e+00,128,128,128,0
vendor,float,256,256,512,N,vendor:auto,0.15192,0.15196,0.0031,890.4,0.937,0.00e+00,256,256,256,0
native:direct,float,256,256,512,N,native:direct,0.14898,0.14897,0.0008,907.9,0.956,0.00e+00,256,256,256,0
vendor,double,256,256,512,N,vendor:auto,0.29517,0.29541,0.0025,916.5,0.965,0.00e+00,256,256,256,0
native:direct,double,256,256,512,N,native:direct,0.29234,0.29235,0.0012,925.4,0.974,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,N,vendor:auto,0.29326,0.29332,0.0009,922.5,0.971,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,N,native:direct,0.29087,0.29086,0.0007,930.1,0.979,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,N,vendor:auto,0.58417,0.58428,0.0018,926.2,0.975,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,N,native:direct,0.57681,0.57711,0.0023,938.0,0.987,0.00e+00,256,256,256,0
vendor,float,256,256,512,T,vendor:auto,0.15146,0.15147,0.0013,893.1,0.940,0.00e+00,256,256,256,0
native:direct,float,256,256,512,T,native:direct,0.49416,0.49422,0.0016,273.7,0.288,0.00e+00,256,256,256,0
native:cta,float,256,256,512,T,native:cta,0.15000,0.15000,0.0012,901.8,0.949,0.00e+00,256,256,256,0
vendor,double,256,256,512,T,vendor:auto,0.29474,0.29478,0.0010,917.9,0.966,0.00e+00,256,256,256,0
native:direct,double,256,256,512,T,native:direct,1.02837,1.02807,0.0023,263.1,0.277,0.00e+00,256,256,256,0
native:cta,double,256,256,512,T,native:cta,0.29444,0.29450,0.0015,918.8,0.967,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,T,vendor:auto,0.29377,0.29383,0.0008,920.9,0.969,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,T,native:direct,1.03168,1.03123,0.0025,262.2,0.276,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,T,native:cta,0.29336,0.29344,0.0007,922.2,0.971,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,T,vendor:auto,1.58381,1.58500,0.0058,341.6,0.360,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,T,native:direct,2.16544,2.16617,0.0013,249.9,0.263,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,T,native:cta,0.58720,0.58706,0.0011,921.4,0.970,0.00e+00,256,256,256,0
vendor,float,256,256,512,C,vendor:auto,0.15121,0.15125,0.0012,894.5,0.942,0.00e+00,256,256,256,0
native:direct,float,256,256,512,C,native:direct,0.49485,0.49511,0.0014,273.4,0.288,0.00e+00,256,256,256,0
native:cta,float,256,256,512,C,native:cta,0.14996,0.14996,0.0009,902.0,0.949,0.00e+00,256,256,256,0
vendor,double,256,256,512,C,vendor:auto,0.29445,0.29451,0.0016,918.8,0.967,0.00e+00,256,256,256,0
native:direct,double,256,256,512,C,native:direct,1.03127,1.03119,0.0044,262.3,0.276,0.00e+00,256,256,256,0
native:cta,double,256,256,512,C,native:cta,0.29438,0.29462,0.0016,919.0,0.967,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,C,vendor:auto,0.29369,0.29378,0.0008,921.1,0.970,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,C,native:direct,1.03362,1.03211,0.0029,261.7,0.276,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,C,native:cta,0.29342,0.29345,0.0008,922.0,0.971,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,C,vendor:auto,1.65834,1.65830,0.0045,326.3,0.343,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,C,native:direct,2.14556,2.14619,0.0013,252.2,0.265,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,C,native:cta,0.58670,0.58686,0.0008,922.2,0.971,0.00e+00,256,256,256,0
vendor,float,256,1024,512,N,vendor:auto,0.57464,0.57440,0.0022,938.8,0.988,0.00e+00,256,256,1024,0
native:direct,float,256,1024,512,N,native:direct,0.57187,0.57179,0.0007,943.4,0.993,0.00e+00,256,256,1024,0
vendor,double,256,1024,512,N,vendor:auto,1.13982,1.13965,0.0011,946.6,0.996,0.00e+00,256,256,1024,0
native:direct,double,256,1024,512,N,native:direct,1.13812,1.13780,0.0014,948.0,0.998,0.00e+00,256,256,1024,0
vendor,cfloat,256,1024,512,N,vendor:auto,1.13695,1.13699,0.0006,949.0,0.999,0.00e+00,256,256,1024,0
native:direct,cfloat,256,1024,512,N,native:direct,1.13640,1.13625,0.0007,949.5,0.999,0.00e+00,256,256,1024,0
vendor,cdouble,256,1024,512,N,vendor:auto,2.28570,2.28704,0.0022,944.1,0.994,0.00e+00,256,256,1024,0
native:direct,cdouble,256,1024,512,N,native:direct,2.26831,2.27693,0.0099,951.4,1.001,0.00e+00,256,256,1024,0
vendor,float,1024,256,512,T,vendor:auto,0.57481,0.57477,0.0006,938.6,0.988,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,T,native:direct,2.15012,2.15003,0.0007,250.9,0.264,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,T,native:cta,0.57352,0.57367,0.0008,940.7,0.990,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,T,vendor:auto,1.13477,1.13503,0.0005,950.8,1.001,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,T,native:direct,4.35355,4.35353,0.0010,247.8,0.261,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,T,native:cta,1.13932,1.13987,0.0009,947.0,0.997,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,T,vendor:auto,1.13429,1.13426,0.0003,951.2,1.001,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,T,native:direct,4.36556,4.36201,0.0017,247.2,0.260,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,T,native:cta,1.13951,1.13952,0.0002,946.9,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,T,vendor:auto,2.39000,2.38892,0.0021,902.9,0.950,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,T,native:direct,8.77292,8.77511,0.0008,246.0,0.259,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,T,native:cta,2.28525,2.28592,0.0016,944.3,0.994,0.00e+00,1024,256,1024,0
vendor,float,1024,256,512,C,vendor:auto,0.57532,0.57524,0.0007,937.7,0.987,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,C,native:direct,2.15599,2.15621,0.0007,250.2,0.263,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,C,native:cta,0.57323,0.57330,0.0005,941.1,0.991,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,C,vendor:auto,1.13574,1.13560,0.0004,950.0,1.000,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,C,native:direct,4.32278,4.33721,0.0064,249.6,0.263,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,C,native:cta,1.14044,1.14047,0.0005,946.1,0.996,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,C,vendor:auto,1.13125,1.13126,0.0003,953.8,1.004,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,C,native:direct,4.39006,4.39112,0.0013,245.8,0.259,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,C,native:cta,1.13958,1.13967,0.0004,946.8,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,C,vendor:auto,2.38943,2.38988,0.0020,903.1,0.951,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,C,native:direct,8.75409,8.75439,0.0011,246.5,0.259,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,C,native:cta,2.28390,2.28484,0.0008,944.9,0.995,0.00e+00,1024,256,1024,0
vendor,float,512,512,256,N,vendor:auto,0.29157,0.29195,0.0033,924.3,0.973,0.00e+00,512,512,512,0
native:direct,float,512,512,256,N,native:direct,0.28981,0.29002,0.0015,929.9,0.979,0.00e+00,512,512,512,0
vendor,double,512,512,256,N,vendor:auto,0.57481,0.57492,0.0007,937.6,0.987,0.00e+00,512,512,512,0
native:direct,double,512,512,256,N,native:direct,0.57407,0.57390,0.0015,938.9,0.988,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,N,vendor:auto,0.57259,0.57253,0.0005,941.3,0.991,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,N,native:direct,0.57181,0.57189,0.0006,942.6,0.992,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,N,vendor:auto,1.14632,1.14836,0.0032,940.3,0.990,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,N,native:direct,1.14145,1.14145,0.0012,944.4,0.994,0.00e+00,512,512,512,0
vendor,float,512,512,256,T,vendor:auto,0.29262,0.29273,0.0014,920.9,0.969,0.00e+00,512,512,512,0
native:direct,float,512,512,256,T,native:direct,1.02685,1.02694,0.0017,262.4,0.276,0.00e+00,512,512,512,0
native:cta,float,512,512,256,T,native:cta,0.29065,0.29069,0.0007,927.2,0.976,0.00e+00,512,512,512,0
vendor,double,512,512,256,T,vendor:auto,0.57633,0.57643,0.0007,935.2,0.984,0.00e+00,512,512,512,0
native:direct,double,512,512,256,T,native:direct,2.13427,2.13414,0.0012,252.5,0.266,0.00e+00,512,512,512,0
native:cta,double,512,512,256,T,native:cta,0.57514,0.57517,0.0003,937.1,0.986,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,T,vendor:auto,0.57560,0.57562,0.0004,936.4,0.986,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,T,native:direct,2.16071,2.16034,0.0019,249.4,0.263,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,T,native:cta,0.57503,0.57491,0.0005,937.3,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,T,vendor:auto,1.16760,1.16761,0.0023,923.2,0.972,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,T,native:direct,4.32862,4.33014,0.0012,249.0,0.262,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,T,native:cta,1.15130,1.15163,0.0010,936.3,0.986,0.00e+00,512,512,512,0
vendor,float,512,512,256,C,vendor:auto,0.29276,0.29278,0.0012,920.5,0.969,0.00e+00,512,512,512,0
native:direct,float,512,512,256,C,native:direct,1.02409,1.02368,0.0019,263.1,0.277,0.00e+00,512,512,512,0
native:cta,float,512,512,256,C,native:cta,0.29066,0.29078,0.0007,927.1,0.976,0.00e+00,512,512,512,0
vendor,double,512,512,256,C,vendor:auto,0.57168,0.57175,0.0004,942.8,0.992,0.00e+00,512,512,512,0
native:direct,double,512,512,256,C,native:direct,2.12359,2.12420,0.0009,253.8,0.267,0.00e+00,512,512,512,0
native:cta,double,512,512,256,C,native:cta,0.57553,0.57549,0.0008,936.5,0.986,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,C,vendor:auto,0.57592,0.57587,0.0005,935.8,0.985,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,C,native:direct,2.14339,2.14326,0.0016,251.5,0.265,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,C,native:cta,0.57468,0.57466,0.0003,937.9,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,C,vendor:auto,1.26006,1.25289,0.0101,855.5,0.900,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,C,native:direct,4.32720,4.32649,0.0010,249.1,0.262,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,C,native:cta,1.15175,1.15217,0.0014,935.9,0.985,0.00e+00,512,512,512,0
vendor,float,1024,128,512,N,vendor:auto,0.29614,0.29617,0.0005,914.4,0.963,0.00e+00,1024,1024,128,0
native:direct,float,1024,128,512,N,native:direct,0.29547,0.29544,0.0013,916.5,0.965,0.00e+00,1024,1024,128,0
vendor,double,1024,128,512,N,vendor:auto,0.58376,0.58396,0.0007,927.8,0.977,0.00e+00,1024,1024,128,0
native:direct,double,1024,128,512,N,native:direct,0.58159,0.58175,0.0009,931.2,0.980,0.00e+00,1024,1024,128,0
vendor,cfloat,1024,128,512,N,vendor:auto,0.58219,0.58223,0.0015,930.3,0.979,0.00e+00,1024,1024,128,0
native:direct,cfloat,1024,128,512,N,native:direct,0.58257,0.58244,0.0010,929.7,0.979,0.00e+00,1024,1024,128,0
vendor,cdouble,1024,128,512,N,vendor:auto,1.16217,1.16212,0.0003,932.0,0.981,0.00e+00,1024,1024,128,0
native:direct,cdouble,1024,128,512,N,native:direct,1.16859,1.16793,0.0054,926.9,0.976,0.00e+00,1024,1024,128,0
vendor,float,128,1024,512,T,vendor:auto,0.29615,0.29617,0.0009,914.4,0.963,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,T,native:direct,0.51763,0.51770,0.0012,523.1,0.551,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,T,native:cta,0.29349,0.29353,0.0010,922.7,0.971,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,T,vendor:auto,0.57830,0.57849,0.0010,936.5,0.986,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,T,native:direct,2.06280,2.06196,0.0008,262.6,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,T,native:cta,0.58467,0.58466,0.0009,926.3,0.975,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,T,vendor:auto,0.58382,0.58380,0.0004,927.7,0.976,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,T,native:direct,2.04470,2.04586,0.0032,264.9,0.279,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,T,native:cta,0.58356,0.58356,0.0004,928.1,0.977,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,T,vendor:auto,3.06847,3.05869,0.0125,353.0,0.372,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,T,native:direct,4.08518,4.07996,0.0039,265.1,0.279,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,T,native:cta,1.16835,1.16848,0.0006,927.1,0.976,0.00e+00,128,1024,128,0
vendor,float,128,1024,512,C,vendor:auto,0.29602,0.29610,0.0010,914.8,0.963,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,C,native:direct,0.51719,0.51716,0.0034,523.6,0.551,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,C,native:cta,0.29357,0.29360,0.0013,922.4,0.971,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,C,vendor:auto,0.58435,0.58441,0.0006,926.8,0.976,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,C,native:direct,2.06369,2.06302,0.0009,262.4,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,C,native:cta,0.58399,0.58401,0.0007,927.4,0.976,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,C,vendor:auto,0.57651,0.57678,0.0009,939.4,0.989,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,C,native:direct,2.03785,2.04094,0.0052,265.8,0.280,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,C,native:cta,0.58349,0.58374,0.0009,928.2,0.977,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,C,vendor:auto,3.30172,3.29472,0.0058,328.1,0.345,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,C,native:direct,4.08831,4.08114,0.0041,264.9,0.279,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,C,native:cta,1.16729,1.16756,0.0006,927.9,0.977,0.00e+00,128,1024,128,0
vendor,float,1024,1024,128,N,vendor:auto,0.57242,0.57254,0.0013,939.7,0.989,0.00e+00,1024,1024,1024,0
