arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
native:direct,float,64,512,512,N,native:direct,0.02018,0.02016,0.0049,3384.0,3.562,0.00e+00,64,64,512,0
vendor,double,64,512,512,N,vendor:auto,0.15202,0.15213,0.0020,898.4,0.946,0.00e+00,64,64,512,0
native:direct,double,64,512,512,N,native:direct,0.15097,0.15108,0.0028,904.7,0.952,0.00e+00,64,64,512,0
vendor,cfloat,64,512,512,N,vendor:auto,0.14933,0.14933,0.0012,914.6,0.963,0.00e+00,64,64,512,0
native:direct,cfloat,64,512,512,N,native:direct,0.15053,0.15058,0.0025,907.3,0.955,0.00e+00,64,64,512,0
vendor,cdouble,64,512,512,N,vendor:auto,0.30522,0.30556,0.0037,894.9,0.942,0.00e+00,64,64,512,0
native:direct,cdouble,64,512,512,N,native:direct,0.29659,0.29654,0.0013,921.0,0.969,0.00e+00,64,64,512,0
vendor,float,512,64,512,T,vendor:auto,0.02163,0.02162,0.0047,3157.0,3.323,0.00e+00,512,64,512,0
native:direct,float,512,64,512,T,native:direct,0.05467,0.05467,0.0019,1249.0,1.315,0.00e+00,512,64,512,0
native:cta,float,512,64,512,T,native:cta,0.02031,0.02037,0.0072,3362.3,3.539,0.00e+00,512,64,512,0
vendor,double,512,64,512,T,vendor:auto,0.15040,0.15051,0.0019,908.1,0.956,0.00e+00,512,64,512,0
native:direct,double,512,64,512,T,native:direct,0.56939,0.56949,0.0030,239.9,0.252,0.00e+00,512,64,512,0
native:cta,double,512,64,512,T,native:cta,0.15180,0.15188,0.0019,899.7,0.947,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,T,vendor:auto,0.15174,0.15200,0.0050,900.1,0.947,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,T,native:direct,0.57172,0.57224,0.0039,238.9,0.251,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,T,native:cta,0.15069,0.15079,0.0016,906.3,0.954,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,T,vendor:auto,0.31202,0.31159,0.0097,875.4,0.922,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,T,native:direct,1.15532,1.15660,0.0026,236.4,0.249,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,T,native:cta,0.30223,0.30243,0.0042,903.8,0.951,0.00e+00,512,64,512,0
vendor,float,512,64,512,C,vendor:auto,0.02140,0.02150,0.0141,3191.8,3.360,0.00e+00,512,64,512,0
native:direct,float,512,64,512,C,native:direct,0.05450,0.05474,0.0121,1252.9,1.319,0.00e+00,512,64,512,0
native:cta,float,512,64,512,C,native:cta,0.02045,0.02040,0.0058,3339.9,3.516,0.00e+00,512,64,512,0
vendor,double,512,64,512,C,vendor:auto,0.15032,0.15040,0.0015,908.6,0.956,0.00e+00,512,64,512,0
native:direct,double,512,64,512,C,native:direct,0.58614,0.58654,0.0035,233.0,0.245,0.00e+00,512,64,512,0
native:cta,double,512,64,512,C,native:cta,0.15205,0.15211,0.0031,898.3,0.946,0.00e+00,512,64,512,0
vendor,cfloat,512,64,512,C,vendor:auto,0.15178,0.15178,0.0014,899.8,0.947,0.00e+00,512,64,512,0
native:direct,cfloat,512,64,512,C,native:direct,0.56413,0.56422,0.0026,242.1,0.255,0.00e+00,512,64,512,0
native:cta,cfloat,512,64,512,C,native:cta,0.15069,0.15071,0.0011,906.3,0.954,0.00e+00,512,64,512,0
vendor,cdouble,512,64,512,C,vendor:auto,0.32445,0.32450,0.0087,841.9,0.886,0.00e+00,512,64,512,0
native:direct,cdouble,512,64,512,C,native:direct,1.14798,1.14758,0.0017,237.9,0.250,0.00e+00,512,64,512,0
native:cta,cdouble,512,64,512,C,native:cta,0.30228,0.30227,0.0040,903.6,0.951,0.00e+00,512,64,512,0
vendor,float,64,2048,512,N,vendor:auto,0.29328,0.29335,0.0010,930.0,0.979,0.00e+00,64,64,2048,0
native:direct,float,64,2048,512,N,native:direct,0.29269,0.29270,0.0009,931.9,0.981,0.00e+00,64,64,2048,0
vendor,double,64,2048,512,N,vendor:auto,0.58014,0.58030,0.0008,940.3,0.990,0.00e+00,64,64,2048,0
native:direct,double,64,2048,512,N,native:direct,0.58021,0.58066,0.0014,940.2,0.990,0.00e+00,64,64,2048,0
vendor,cfloat,64,2048,512,N,vendor:auto,0.57138,0.57142,0.0007,954.7,1.005,0.00e+00,64,64,2048,0
native:direct,cfloat,64,2048,512,N,native:direct,0.58017,0.58052,0.0016,940.3,0.990,0.00e+00,64,64,2048,0
vendor,cdouble,64,2048,512,N,vendor:auto,1.24953,1.24908,0.0039,873.2,0.919,0.00e+00,64,64,2048,0
native:direct,cdouble,64,2048,512,N,native:direct,1.15670,1.15672,0.0012,943.2,0.993,0.00e+00,64,64,2048,0
vendor,float,2048,64,512,T,vendor:auto,0.29329,0.29346,0.0013,930.0,0.979,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,T,native:direct,1.15485,1.15561,0.0019,236.2,0.249,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,T,native:cta,0.29389,0.29377,0.0013,928.1,0.977,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,T,vendor:auto,0.56997,0.57000,0.0007,957.1,1.007,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,T,native:direct,2.30106,2.29982,0.0016,237.1,0.250,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,T,native:cta,0.57859,0.57858,0.0009,942.8,0.992,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,T,vendor:auto,0.57930,0.57928,0.0005,941.7,0.991,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,T,native:direct,2.28350,2.28380,0.0021,238.9,0.251,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,T,native:cta,0.58060,0.58889,0.0348,939.6,0.989,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,T,vendor:auto,1.24187,1.24063,0.0048,878.5,0.925,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,T,native:direct,4.59260,4.59455,0.0016,237.6,0.250,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,T,native:cta,1.16960,1.17110,0.0051,932.8,0.982,0.00e+00,2048,64,2048,0
vendor,float,2048,64,512,C,vendor:auto,0.29328,0.29337,0.0013,930.0,0.979,0.00e+00,2048,64,2048,0
native:direct,float,2048,64,512,C,native:direct,1.14024,1.14049,0.0018,239.2,0.252,0.00e+00,2048,64,2048,0
native:cta,float,2048,64,512,C,native:cta,0.29230,0.29256,0.0025,933.2,0.982,0.00e+00,2048,64,2048,0
vendor,double,2048,64,512,C,vendor:auto,0.57000,0.57015,0.0009,957.1,1.007,0.00e+00,2048,64,2048,0
native:direct,double,2048,64,512,C,native:direct,2.32796,2.32810,0.0024,234.3,0.247,0.00e+00,2048,64,2048,0
native:cta,double,2048,64,512,C,native:cta,0.57967,0.57973,0.0006,941.1,0.991,0.00e+00,2048,64,2048,0
vendor,cfloat,2048,64,512,C,vendor:auto,0.58056,0.58045,0.0009,939.7,0.989,0.00e+00,2048,64,2048,0
native:direct,cfloat,2048,64,512,C,native:direct,2.27759,2.28057,0.0026,239.5,0.252,0.00e+00,2048,64,2048,0
native:cta,cfloat,2048,64,512,C,native:cta,0.57956,0.57985,0.0020,941.3,0.991,0.00e+00,2048,64,2048,0
vendor,cdouble,2048,64,512,C,vendor:auto,1.32180,1.32066,0.0043,825.4,0.869,0.00e+00,2048,64,2048,0
native:direct,cdouble,2048,64,512,C,native:direct,4.60566,4.60704,0.0016,236.9,0.249,0.00e+00,2048,64,2048,0
native:cta,cdouble,2048,64,512,C,native:cta,1.17530,1.17371,0.0028,928.3,0.977,0.00e+00,2048,64,2048,0
vendor,float,128,128,512,N,vendor:auto,0.01604,0.01610,0.0088,2124.5,2.236,0.00e+00,128,128,128,0
native:direct,float,128,128,512,N,native:direct,0.01360,0.01358,0.0097,2506.2,2.638,0.00e+00,128,128,128,0
vendor,double,128,128,512,N,vendor:auto,0.02483,0.02484,0.0100,2745.0,2.889,0.00e+00,128,128,128,0
native:direct,double,128,128,512,N,native:direct,0.02041,0.02148,0.1576,3340.1,3.516,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,N,vendor:auto,0.02148,0.02156,0.0117,3173.5,3.341,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,N,native:direct,0.01917,0.01919,0.0072,3556.2,3.743,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,N,vendor:auto,0.17319,0.17320,0.0016,787.1,0.829,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,N,native:direct,0.15112,0.15112,0.0012,902.0,0.949,0.00e+00,128,128,128,0
vendor,float,128,128,512,T,vendor:auto,0.01522,0.01528,0.0131,2238.6,2.356,0.00e+00,128,128,128,0
native:direct,float,128,128,512,T,native:direct,0.03044,0.03042,0.0033,1119.5,1.178,0.00e+00,128,128,128,0
native:cta,float,128,128,512,T,native:cta,0.01609,0.01611,0.0053,2117.9,2.229,0.00e+00,128,128,128,0
vendor,double,128,128,512,T,vendor:auto,0.02962,0.02962,0.0062,2300.7,2.422,0.00e+00,128,128,128,0
native:direct,double,128,128,512,T,native:direct,0.03479,0.03491,0.0119,1958.8,2.062,0.00e+00,128,128,128,0
native:cta,double,128,128,512,T,native:cta,0.05270,0.05280,0.0236,1293.3,1.361,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,T,vendor:auto,0.02184,0.02189,0.0083,3120.3,3.285,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,T,native:direct,0.05594,0.05589,0.0044,1218.4,1.283,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,T,native:cta,0.02173,0.02172,0.0081,3137.3,3.302,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,T,vendor:auto,0.15587,0.15583,0.0029,874.5,0.921,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,T,native:direct,0.52786,0.52868,0.0042,258.2,0.272,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,T,native:cta,0.15775,0.15773,0.0026,864.1,0.910,0.00e+00,128,128,128,0
vendor,float,128,128,512,C,vendor:auto,0.01635,0.01663,0.0408,2083.9,2.194,0.00e+00,128,128,128,0
native:direct,float,128,128,512,C,native:direct,0.03019,0.03017,0.0030,1128.7,1.188,0.00e+00,128,128,128,0
native:cta,float,128,128,512,C,native:cta,0.01613,0.01612,0.0071,2112.4,2.224,0.00e+00,128,128,128,0
vendor,double,128,128,512,C,vendor:auto,0.02988,0.03012,0.0294,2281.2,2.401,0.00e+00,128,128,128,0
native:direct,double,128,128,512,C,native:direct,0.03486,0.03485,0.0062,1955.2,2.058,0.00e+00,128,128,128,0
native:cta,double,128,128,512,C,native:cta,0.05106,0.05106,0.0016,1334.7,1.405,0.00e+00,128,128,128,0
vendor,cfloat,128,128,512,C,vendor:auto,0.02180,0.02186,0.0090,3126.3,3.291,0.00e+00,128,128,128,0
native:direct,cfloat,128,128,512,C,native:direct,0.05538,0.05538,0.0022,1230.8,1.296,0.00e+00,128,128,128,0
native:cta,cfloat,128,128,512,C,native:cta,0.02070,0.02070,0.0041,3292.0,3.465,0.00e+00,128,128,128,0
vendor,cdouble,128,128,512,C,vendor:auto,0.15970,0.15978,0.0042,853.6,0.898,0.00e+00,128,128,128,0
native:direct,cdouble,128,128,512,C,native:direct,0.53050,0.53060,0.0031,257.0,0.270,0.00e+00,128,128,128,0
native:cta,cdouble,128,128,512,C,native:cta,0.15730,0.15737,0.0025,866.6,0.912,0.00e+00,128,128,128,0
vendor,float,256,256,512,N,vendor:auto,0.16567,0.18140,0.1793,816.5,0.859,0.00e+00,256,256,256,0
native:direct,float,256,256,512,N,native:direct,0.14870,0.14872,0.0010,909.6,0.958,0.00e+00,256,256,256,0
vendor,double,256,256,512,N,vendor:auto,0.29565,0.29562,0.0022,915.1,0.963,0.00e+00,256,256,256,0
native:direct,double,256,256,512,N,native:direct,0.29153,0.29154,0.0009,928.0,0.977,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,N,vendor:auto,0.29344,0.29343,0.0007,921.9,0.970,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,N,native:direct,0.29227,0.29233,0.0009,925.6,0.974,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,N,vendor:auto,0.58647,0.58656,0.0034,922.6,0.971,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,N,native:direct,0.57799,0.57801,0.0012,936.1,0.985,0.00e+00,256,256,256,0
vendor,float,256,256,512,T,vendor:auto,0.15129,0.15139,0.0016,894.1,0.941,0.00e+00,256,256,256,0
native:direct,float,256,256,512,T,native:direct,0.49631,0.49653,0.0018,272.5,0.287,0.00e+00,256,256,256,0
native:cta,float,256,256,512,T,native:cta,0.15112,0.15113,0.0016,895.1,0.942,0.00e+00,256,256,256,0
vendor,double,256,256,512,T,vendor:auto,0.29652,0.29677,0.0048,912.4,0.960,0.00e+00,256,256,256,0
native:direct,double,256,256,512,T,native:direct,1.02577,1.02565,0.0017,263.7,0.278,0.00e+00,256,256,256,0
native:cta,double,256,256,512,T,native:cta,0.29428,0.29438,0.0014,919.3,0.968,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,T,vendor:auto,0.29374,0.29382,0.0011,921.0,0.969,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,T,native:direct,1.03115,1.03048,0.0021,262.4,0.276,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,T,native:cta,0.29350,0.29349,0.0007,921.8,0.970,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,T,vendor:auto,1.58976,1.57881,0.0127,340.3,0.358,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,T,native:direct,2.15181,2.15176,0.0011,251.4,0.265,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,T,native:cta,0.58675,0.58673,0.0014,922.1,0.971,0.00e+00,256,256,256,0
vendor,float,256,256,512,C,vendor:auto,0.15152,0.15162,0.0031,892.7,0.940,0.00e+00,256,256,256,0
native:direct,float,256,256,512,C,native:direct,0.49662,0.49680,0.0021,272.4,0.287,0.00e+00,256,256,256,0
native:cta,float,256,256,512,C,native:cta,0.14970,0.14970,0.0010,903.6,0.951,0.00e+00,256,256,256,0
vendor,double,256,256,512,C,vendor:auto,0.29468,0.29473,0.0010,918.1,0.966,0.00e+00,256,256,256,0
native:direct,double,256,256,512,C,native:direct,1.03133,1.03181,0.0029,262.3,0.276,0.00e+00,256,256,256,0
native:cta,double,256,256,512,C,native:cta,0.29405,0.29401,0.0007,920.0,0.968,0.00e+00,256,256,256,0
vendor,cfloat,256,256,512,C,vendor:auto,0.29331,0.29338,0.0006,922.3,0.971,0.00e+00,256,256,256,0
native:direct,cfloat,256,256,512,C,native:direct,1.03062,1.03037,0.0023,262.5,0.276,0.00e+00,256,256,256,0
native:cta,cfloat,256,256,512,C,native:cta,0.29357,0.29365,0.0015,921.5,0.970,0.00e+00,256,256,256,0
vendor,cdouble,256,256,512,C,vendor:auto,1.66535,1.66445,0.0091,324.9,0.342,0.00e+00,256,256,256,0
native:direct,cdouble,256,256,512,C,native:direct,2.14997,2.15063,0.0020,251.7,0.265,0.00e+00,256,256,256,0
native:cta,cdouble,256,256,512,C,native:cta,0.58662,0.58726,0.0030,922.3,0.971,0.00e+00,256,256,256,0
vendor,float,256,1024,512,N,vendor:auto,0.57361,0.57405,0.0018,940.5,0.990,0.00e+00,256,256,1024,0
native:direct,float,256,1024,512,N,native:direct,0.57138,0.57141,0.0004,944.2,0.994,0.00e+00,256,256,1024,0
vendor,double,256,1024,512,N,vendor:auto,1.13885,1.13885,0.0004,947.4,0.997,0.00e+00,256,256,1024,0
native:direct,double,256,1024,512,N,native:direct,1.13688,1.13700,0.0009,949.1,0.999,0.00e+00,256,256,1024,0
vendor,cfloat,256,1024,512,N,vendor:auto,1.13696,1.13720,0.0008,949.0,0.999,0.00e+00,256,256,1024,0
native:direct,cfloat,256,1024,512,N,native:direct,1.13666,1.13649,0.0009,949.3,0.999,0.00e+00,256,256,1024,0
vendor,cdouble,256,1024,512,N,vendor:auto,2.29313,2.29165,0.0033,941.1,0.991,0.00e+00,256,256,1024,0
native:direct,cdouble,256,1024,512,N,native:direct,2.26619,2.26636,0.0008,952.2,1.002,0.00e+00,256,256,1024,0
vendor,float,1024,256,512,T,vendor:auto,0.57512,0.57521,0.0007,938.1,0.987,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,T,native:direct,2.17530,2.17640,0.0018,248.0,0.261,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,T,native:cta,0.57324,0.57326,0.0004,941.1,0.991,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,T,vendor:auto,1.13504,1.13554,0.0012,950.6,1.001,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,T,native:direct,4.36128,4.36074,0.0005,247.4,0.260,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,T,native:cta,1.13957,1.14177,0.0058,946.8,0.997,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,T,vendor:auto,1.13504,1.13510,0.0005,950.6,1.001,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,T,native:direct,4.37889,4.38225,0.0029,246.4,0.259,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,T,native:cta,1.13941,1.13959,0.0004,947.0,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,T,vendor:auto,2.39389,2.39611,0.0040,901.4,0.949,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,T,native:direct,8.78985,8.78941,0.0014,245.5,0.258,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,T,native:cta,2.28574,2.28553,0.0008,944.1,0.994,0.00e+00,1024,256,1024,0
vendor,float,1024,256,512,C,vendor:auto,0.57479,0.57476,0.0006,938.6,0.988,0.00e+00,1024,256,1024,0
native:direct,float,1024,256,512,C,native:direct,2.16725,2.16777,0.0022,248.9,0.262,0.00e+00,1024,256,1024,0
native:cta,float,1024,256,512,C,native:cta,0.57363,0.57357,0.0006,940.5,0.990,0.00e+00,1024,256,1024,0
vendor,double,1024,256,512,C,vendor:auto,1.13343,1.13338,0.0003,952.0,1.002,0.00e+00,1024,256,1024,0
native:direct,double,1024,256,512,C,native:direct,4.33377,4.33384,0.0013,249.0,0.262,0.00e+00,1024,256,1024,0
native:cta,double,1024,256,512,C,native:cta,1.13940,1.13956,0.0006,947.0,0.997,0.00e+00,1024,256,1024,0
vendor,cfloat,1024,256,512,C,vendor:auto,1.13342,1.13359,0.0004,952.0,1.002,0.00e+00,1024,256,1024,0
native:direct,cfloat,1024,256,512,C,native:direct,4.37209,4.37300,0.0009,246.8,0.260,0.00e+00,1024,256,1024,0
native:cta,cfloat,1024,256,512,C,native:cta,1.13926,1.13924,0.0003,947.1,0.997,0.00e+00,1024,256,1024,0
vendor,cdouble,1024,256,512,C,vendor:auto,2.39031,2.39087,0.0019,902.8,0.950,0.00e+00,1024,256,1024,0
native:direct,cdouble,1024,256,512,C,native:direct,8.76851,8.76839,0.0007,246.1,0.259,0.00e+00,1024,256,1024,0
native:cta,cdouble,1024,256,512,C,native:cta,2.28326,2.28428,0.0010,945.1,0.995,0.00e+00,1024,256,1024,0
vendor,float,512,512,256,N,vendor:auto,0.29172,0.29182,0.0019,923.8,0.972,0.00e+00,512,512,512,0
native:direct,float,512,512,256,N,native:direct,0.28994,0.29010,0.0009,929.5,0.978,0.00e+00,512,512,512,0
vendor,double,512,512,256,N,vendor:auto,0.57504,0.57508,0.0007,937.3,0.987,0.00e+00,512,512,512,0
native:direct,double,512,512,256,N,native:direct,0.57376,0.57365,0.0017,939.4,0.989,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,N,vendor:auto,0.57271,0.57280,0.0005,941.1,0.991,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,N,native:direct,0.57162,0.57173,0.0010,942.9,0.993,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,N,vendor:auto,1.15044,1.15084,0.0026,937.0,0.986,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,N,native:direct,1.14310,1.14306,0.0020,943.0,0.993,0.00e+00,512,512,512,0
vendor,float,512,512,256,T,vendor:auto,0.29247,0.29250,0.0009,921.4,0.970,0.00e+00,512,512,512,0
native:direct,float,512,512,256,T,native:direct,1.02957,1.02994,0.0019,261.7,0.276,0.00e+00,512,512,512,0
native:cta,float,512,512,256,T,native:cta,0.29049,0.29060,0.0009,927.7,0.977,0.00e+00,512,512,512,0
vendor,double,512,512,256,T,vendor:auto,0.57622,0.57631,0.0005,935.3,0.985,0.00e+00,512,512,512,0
native:direct,double,512,512,256,T,native:direct,2.13981,2.13961,0.0009,251.9,0.265,0.00e+00,512,512,512,0
native:cta,double,512,512,256,T,native:cta,0.57851,0.58169,0.0201,931.6,0.981,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,T,vendor:auto,0.57541,0.57548,0.0005,936.7,0.986,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,T,native:direct,2.14915,2.14928,0.0010,250.8,0.264,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,T,native:cta,0.57474,0.57477,0.0005,937.8,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,T,vendor:auto,1.16693,1.16736,0.0030,923.7,0.972,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,T,native:direct,4.33457,4.33485,0.0014,248.7,0.262,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,T,native:cta,1.15218,1.15265,0.0016,935.6,0.985,0.00e+00,512,512,512,0
vendor,float,512,512,256,C,vendor:auto,0.29239,0.29261,0.0017,921.7,0.970,0.00e+00,512,512,512,0
native:direct,float,512,512,256,C,native:direct,1.02094,1.02093,0.0015,264.0,0.278,0.00e+00,512,512,512,0
native:cta,float,512,512,256,C,native:cta,0.29088,0.29091,0.0012,926.4,0.975,0.00e+00,512,512,512,0
vendor,double,512,512,256,C,vendor:auto,0.57653,0.57648,0.0003,934.8,0.984,0.00e+00,512,512,512,0
native:direct,double,512,512,256,C,native:direct,2.13667,2.13676,0.0010,252.2,0.266,0.00e+00,512,512,512,0
native:cta,double,512,512,256,C,native:cta,0.57518,0.57529,0.0009,937.0,0.986,0.00e+00,512,512,512,0
vendor,cfloat,512,512,256,C,vendor:auto,0.57558,0.57558,0.0005,936.4,0.986,0.00e+00,512,512,512,0
native:direct,cfloat,512,512,256,C,native:direct,2.17064,2.17152,0.0019,248.3,0.261,0.00e+00,512,512,512,0
native:cta,cfloat,512,512,256,C,native:cta,0.57490,0.57522,0.0013,937.5,0.987,0.00e+00,512,512,512,0
vendor,cdouble,512,512,256,C,vendor:auto,1.25690,1.25686,0.0058,857.6,0.903,0.00e+00,512,512,512,0
native:direct,cdouble,512,512,256,C,native:direct,4.32549,4.34776,0.0167,249.2,0.262,0.00e+00,512,512,512,0
native:cta,cdouble,512,512,256,C,native:cta,1.15127,1.15167,0.0010,936.3,0.986,0.00e+00,512,512,512,0
vendor,float,1024,128,512,N,vendor:auto,0.29628,0.29639,0.0010,914.0,0.962,0.00e+00,1024,1024,128,0
native:direct,float,1024,128,512,N,native:direct,0.29548,0.29550,0.0011,916.5,0.965,0.00e+00,1024,1024,128,0
vendor,double,1024,128,512,N,vendor:auto,0.58515,0.58527,0.0009,925.6,0.974,0.00e+00,1024,1024,128,0
native:direct,double,1024,128,512,N,native:direct,0.58320,0.58360,0.0031,928.6,0.978,0.00e+00,1024,1024,128,0
vendor,cfloat,1024,128,512,N,vendor:auto,0.58225,0.58248,0.0009,930.2,0.979,0.00e+00,1024,1024,128,0
native:direct,cfloat,1024,128,512,N,native:direct,0.58226,0.58227,0.0008,930.2,0.979,0.00e+00,1024,1024,128,0
vendor,cdouble,1024,128,512,N,vendor:auto,1.16152,1.16336,0.0032,932.6,0.982,0.00e+00,1024,1024,128,0
native:direct,cdouble,1024,128,512,N,native:direct,1.16621,1.16713,0.0038,928.8,0.978,0.00e+00,1024,1024,128,0
vendor,float,128,1024,512,T,vendor:auto,0.29481,0.29482,0.0006,918.5,0.967,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,T,native:direct,0.51582,0.51579,0.0020,525.0,0.553,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,T,native:cta,0.29372,0.29367,0.0006,922.0,0.970,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,T,vendor:auto,0.58500,0.58525,0.0010,925.8,0.975,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,T,native:direct,2.06338,2.06368,0.0010,262.5,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,T,native:cta,0.58444,0.58438,0.0008,926.7,0.975,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,T,vendor:auto,0.58403,0.58405,0.0006,927.3,0.976,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,T,native:direct,2.05013,2.05192,0.0036,264.2,0.278,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,T,native:cta,0.58439,0.58447,0.0006,926.8,0.976,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,T,vendor:auto,3.07836,3.07033,0.0072,351.9,0.370,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,T,native:direct,4.09243,4.08624,0.0039,264.7,0.279,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,T,native:cta,1.16755,1.16771,0.0004,927.7,0.977,0.00e+00,128,1024,128,0
vendor,float,128,1024,512,C,vendor:auto,0.29613,0.29608,0.0007,914.4,0.963,0.00e+00,128,1024,128,0
native:direct,float,128,1024,512,C,native:direct,0.51825,0.51833,0.0014,522.5,0.550,0.00e+00,128,1024,128,0
native:cta,float,128,1024,512,C,native:cta,0.29347,0.29347,0.0013,922.7,0.971,0.00e+00,128,1024,128,0
vendor,double,128,1024,512,C,vendor:auto,0.57869,0.57857,0.0004,935.9,0.985,0.00e+00,128,1024,128,0
native:direct,double,128,1024,512,C,native:direct,2.06405,2.06361,0.0008,262.4,0.276,0.00e+00,128,1024,128,0
native:cta,double,128,1024,512,C,native:cta,0.58410,0.58416,0.0006,927.2,0.976,0.00e+00,128,1024,128,0
vendor,cfloat,128,1024,512,C,vendor:auto,0.58422,0.58430,0.0005,927.0,0.976,0.00e+00,128,1024,128,0
native:direct,cfloat,128,1024,512,C,native:direct,2.05052,2.04989,0.0065,264.1,0.278,0.00e+00,128,1024,128,0
native:cta,cfloat,128,1024,512,C,native:cta,0.58355,0.58363,0.0005,928.1,0.977,0.00e+00,128,1024,128,0
vendor,cdouble,128,1024,512,C,vendor:auto,3.30940,3.30459,0.0039,327.3,0.345,0.00e+00,128,1024,128,0
native:direct,cdouble,128,1024,512,C,native:direct,4.07907,4.08027,0.0040,265.5,0.280,0.00e+00,128,1024,128,0
native:cta,cdouble,128,1024,512,C,native:cta,1.16853,1.16869,0.0007,927.0,0.976,0.00e+00,128,1024,128,0
vendor,float,1024,1024,128,N,vendor:auto,0.57231,0.57239,0.0016,939.9,0.989,0.00e+00,1024,1024,1024,0
native:direct,float,1024,1024,128,N,native:direct,0.57007,0.57017,0.0008,943.6,0.993,0.00e+00,1024,1024,1024,0
vendor,double,1024,1024,128,N,vendor:auto,1.13647,1.13711,0.0018,946.7,0.996,0.00e+00,1024,1024,1024,0
native:direct,double,1024,1024,128,N,native:direct,1.13487,1.13540,0.0009,948.0,0.998,0.00e+00,1024,1024,1024,0
