2775 MHz, 53
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       8       0       0       0       0       100         0.0029141   7.0781e-05  440.70      16.867      101.21      0.36426     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       8       0       0       1       0       100         0.0029050   5.0810e-05  1134.1      16.920      101.53      0.36312     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       32      0       0       0       0       100         0.0029032   4.9427e-05  440.70      67.720      406.36      0.090727    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       32      0       0       1       0       100         0.0030769   1.7096e-05  1134.1      63.899      383.44      0.096152    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       64      0       0       0       0       100         0.0029284   5.6642e-05  440.70      134.28      805.74      0.045757    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       64      0       0       1       0       100         0.0032214   1.1824e-05  1134.1      122.06      732.46      0.050335    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       128     0       0       0       0       100         0.0029498   2.2126e-05  440.70      266.61      1599.8      0.023045    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       128     0       0       1       0       100         0.0036061   5.0364e-06  1134.1      218.08      1308.6      0.028173    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       256     0       0       0       0       100         0.0039845   1.5172e-06  440.70      394.74      2368.7      0.015564    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       256     0       0       1       0       100         0.0054206   1.1242e-05  1134.1      290.16      1741.2      0.021174    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       512     0       0       0       0       100         0.0059527   2.3318e-06  440.70      528.45      3171.1      0.011626    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       512     0       0       1       0       100         0.0084208   6.2117e-05  1134.1      373.57      2241.6      0.016447    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       1024    0       0       0       0       100         0.010153    7.0047e-05  440.70      619.67      3718.4      0.0099150   3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       1024    0       0       1       0       100         0.015247    5.9422e-05  1134.1      412.63      2476.0      0.014890    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       8       0       0       0       0       100         0.0029266   2.3835e-05  874.68      33.590      123.17      0.36583     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       8       0       0       1       0       100         0.0029208   2.4475e-05  2210.6      33.656      123.42      0.36511     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       32      0       0       0       0       100         0.0029359   2.6198e-05  874.68      133.93      491.13      0.091747    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       32      0       0       1       0       100         0.0032571   4.8165e-05  2210.6      120.73      442.70      0.10178     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       64      0       0       0       0       100         0.0029329   3.1954e-05  874.68      268.15      983.29      0.045826    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       64      0       0       1       0       100         0.0035648   1.8004e-06  2210.6      220.61      808.98      0.055700    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       128     0       0       0       0       100         0.0030674   5.9728e-05  874.68      512.77      1880.3      0.023964    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       128     0       0       1       0       100         0.0042026   2.0689e-06  2210.6      374.26      1372.4      0.032833    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       256     0       0       0       0       100         0.0041998   1.5176e-06  874.68      749.02      2746.6      0.016405    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       256     0       0       1       0       100         0.0061890   1.4777e-05  2210.6      508.27      1863.8      0.024176    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       512     0       0       0       0       100         0.0064040   6.2288e-05  874.68      982.42      3602.5      0.012508    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       512     0       0       1       0       100         0.010902    1.1707e-05  2210.6      577.07      2116.1      0.021294    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       1024    0       0       0       0       100         0.011365    6.2594e-05  874.68      1107.2      4060.0      0.011098    3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       1024    0       0       1       0       100         0.020998    0.00011571  2210.6      599.23      2197.4      0.020506    3072        3           
2640 MHz, 70
