2775 MHz, 62
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     0       0       0       0       100         0.26569     0.00029303  49005.      789.32      327.57      2.0757      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     0       0       1       0       100         0.85038     0.010637    2.2318e+05  246.61      102.35      6.6436      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     0       1       0       0       100         0.25463     0.0010145   1.2545e+08  823.61      444.75      1.9893      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     0       1       1       0       100         0.85894     0.0096172   3.3209e+08  244.16      131.84      6.7105      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     1       0       0       0       100         0.26627     0.00075752  48901.      787.60      326.86      2.0802      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     1       0       1       0       100         0.50127     0.00019372  2.2285e+05  418.37      173.62      3.9161      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     1       1       0       0       100         0.25529     0.00034579  1.2675e+08  821.48      443.60      1.9944      32768       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      25      128     1       1       1       0       100         0.56396     0.00025208  3.8508e+08  371.86      200.81      4.4059      32768       16          
2760 MHz, 65
