2730 MHz, 73
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       0       0       0       100         0.30196     0.0016591   25892.      2666.9      673.67      0.58977     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       0       1       0       100         0.59003     0.0011094   1.5242e+05  1364.9      344.77      1.1524      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       1       0       0       100         0.34350     0.0010534   5.6548e+07  2344.4      738.74      0.67090     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       1       1       0       100         0.59611     0.00086164  2.5729e+08  1350.9      425.69      1.1643      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     1       0       0       0       100         0.42362     0.0010752   25986.      1901.0      480.20      0.82739     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     1       0       1       0       100         0.52007     0.0026489   1.5255e+05  1548.5      391.15      1.0158      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     1       1       0       0       100         0.44078     0.0027478   5.0101e+07  1827.0      575.70      0.86089     16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     1       1       1       0       100         0.53800     0.0027680   2.6849e+08  1496.8      471.66      1.0508      16384       16          
2760 MHz, 70
