2640 MHz, 70
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      8       0       0       1       0       100         0.018953    8.7182e-06  53883.      165.97      98.548      2.3692      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      32      0       0       1       0       100         0.025214    1.7838e-05  53883.      499.05      296.32      0.78793     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      128     0       0       1       0       100         0.039572    0.00015089  53883.      1271.9      755.20      0.30916     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      12      512     0       0       1       0       100         0.25116     0.00029574  53883.      801.59      475.95      0.49055     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      8       0       0       1       0       100         0.021704    4.5579e-05  1.1127e+05  301.95      125.31      2.7130      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      32      0       0       1       0       100         0.043325    2.5576e-05  1.1127e+05  605.07      251.11      1.3539      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      128     0       0       1       0       100         0.085132    9.2183e-05  1.1127e+05  1231.7      511.16      0.66510     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      25      512     0       0       1       0       100         0.41417     0.00046453  1.1127e+05  1012.7      420.28      0.80892     16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      8       0       0       1       0       100         0.028539    2.3154e-05  2.2244e+05  459.27      152.71      3.5674      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      32      0       0       1       0       100         0.044467    6.1751e-05  2.2244e+05  1179.1      392.04      1.3896      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      128     0       0       1       0       100         0.16609     0.00044640  2.2244e+05  1262.7      419.85      1.2975      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    16      50      512     0       0       1       0       100         0.74528     0.0027333   2.2244e+05  1125.6      374.25      1.4556      16384       16          
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m2048    16      12      8       0       0       1       0       100         0.027671    1.6623e-05  1.0758e+05  227.37      135.00      3.4589      32768       16          
