2775 MHz, 51
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      8       0       0       1       0       100         0.028043    2.3880e-05  1.5242e+05  448.70      113.34      3.5054      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      32      0       0       1       0       100         0.069511    3.6350e-05  1.5242e+05  724.08      182.91      2.1722      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      128     0       0       1       0       100         0.25781     0.00013762  1.5242e+05  780.91      197.26      2.0141      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      12      512     0       0       1       0       100         1.0219      0.0010744   1.5242e+05  788.08      199.07      1.9958      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      8       0       0       1       0       100         0.039652    3.4807e-05  3.1682e+05  661.12      123.13      4.9565      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      32      0       0       1       0       100         0.13317     0.00015585  3.1682e+05  787.40      146.65      4.1615      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      128     0       0       1       0       100         0.51351     0.00024865  3.1682e+05  816.78      152.13      4.0118      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      25      512     0       0       1       0       100         2.0880      0.0016296   3.1682e+05  803.52      149.66      4.0781      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      8       0       0       1       0       100         0.069844    0.00013409  6.3339e+05  750.66      116.82      8.7305      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      32      0       0       1       0       100         0.25680     0.0025021   6.3339e+05  816.66      127.09      8.0249      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      128     0       0       1       0       100         1.0231      0.0013798   6.3339e+05  819.96      127.61      7.9926      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    16      50      512     0       0       1       0       97          4.1485      0.0061824   6.3339e+05  808.83      125.88      8.1025      16384       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      8       0       0       1       0       100         0.054405    0.00028294  3.0598e+05  462.57      116.85      6.8006      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      32      0       0       1       0       100         0.17300     0.0017100   3.0598e+05  581.87      146.98      5.4063      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      128     0       0       1       0       100         0.62522     0.0016042   3.0598e+05  644.02      162.68      4.8846      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      12      512     0       0       1       0       100         2.6130      0.039725    3.0598e+05  616.38      155.70      5.1035      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      8       0       0       1       0       100         0.092926    0.00059161  6.3677e+05  564.20      105.08      11.616      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      32      0       0       1       0       100         0.32672     0.0017220   6.3677e+05  641.88      119.55      10.210      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      128     0       0       1       0       100         1.2406      0.00069626  6.3677e+05  676.16      125.94      9.6923      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      25      512     0       0       1       0       80          5.0223      0.0015555   6.3677e+05  668.10      124.43      9.8092      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      8       0       0       1       0       100         0.16154     0.00022312  1.2757e+06  649.10      101.02      20.193      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      32      0       0       1       0       100         0.61093     0.00072606  1.2757e+06  686.54      106.84      19.092      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      128     0       0       1       0       100         2.4608      0.0041032   1.2757e+06  681.79      106.10      19.225      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m2048    16      50      512     0       0       1       0       41          9.8593      0.0019193   1.2757e+06  680.66      105.93      19.257      32768       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      8       0       0       1       0       100         0.095666    0.00018096  6.0668e+05  526.12      132.90      11.958      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      32      0       0       1       0       100         0.34266     0.00014595  6.0668e+05  587.53      148.41      10.708      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      128     0       0       1       0       100         1.3901      0.024990    6.0668e+05  579.32      146.34      10.860      65536       16          
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m4096    16      12      512     0       0       1       0       75          5.4019      0.012601    6.0668e+05  596.32      150.63      10.551      65536       16          
