typ,tag,transA,m,nnzrow,nrhs,batch,transB,beta,pattern,t_vendor,t_native,ratio,relsd,sd_v,sd_n,chk_v,chk_n,agree,gbs_v,gbs_n,roof_v,roof_n,fp_mb,l2res
cdouble,cellsA0,0,1024,3,2,512,0,0,0,0.183266,0.0425099,0.23195737343533443,0.001367689587812251,0.001367689587812251,0.0009279179673440775,1907.93,1907.93,True,366.194,1578.71,0.3632876984126984,1.5661805555555557,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,0,0,1,0.184043,0.0810433,0.4403498095553756,0.001249870954070516,0.001249870954070516,0.0005115339577731904,4985.47,4985.47,True,364.648,828.087,0.36175396825396827,0.8215148809523809,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,0,1,0,0.184016,0.0422513,0.22960666463785756,0.011429712633684027,0.011429712633684027,0.0017397192512419737,6105370.0,37174100.0,True,455.873,1985.46,0.4522549603174603,1.969702380952381,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,0,1,1,0.184051,0.0806933,0.43842902239053305,0.0011764136551609614,0.0008972295722381296,0.0011764136551609614,15913600.0,74921600.0,True,455.786,1039.59,0.4521686507936508,1.0313392857142856,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,1,0,0,0.182824,0.0426435,0.23324891699120467,0.0029432621618769566,0.0010421443574147814,0.0029432621618769566,1847.72,1847.72,True,367.079,1573.77,0.3641656746031746,1.5612797619047618,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,1,0,1,0.183247,0.0810324,0.4422031465726588,0.0010216865760421727,0.0010216865760421727,0.0006630421905311949,4914.71,4914.71,True,366.232,828.198,0.36332539682539683,0.8216249999999999,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,1,1,0,0.183193,0.0423525,0.23119060226100344,0.0009803540528295295,0.0009803540528295295,0.00029649725517974144,5912690.0,35912200.0,True,457.923,1980.71,0.45428869047619047,1.9649900793650794,67.110912,True
cdouble,cellsA0,0,1024,3,2,512,1,1,1,0.183651,0.0806108,0.43893471856946054,0.0015524098507892243,0.0013359796570669366,0.0015524098507892243,15727100.0,73976200.0,True,456.781,1040.66,0.45315575396825397,1.0324007936507937,67.110912,True
cdouble,cellsA1,1,1024,3,2,512,0,0,0,0.17425,0.0880355,0.5052252510760402,0.00103558106169297,0.00103558106169297,0.0006402610310613332,1874.14,1874.14,True,385.142,762.317,0.38208531746031743,0.7562668650793651,67.110912,True
cdouble,cellsA1,1,1024,3,2,512,0,0,1,0.176646,0.12126,0.6864576610848817,0.002247806366485238,0.001103727228468236,0.002247806366485238,4971.24,4971.24,True,379.918,553.447,0.3769027777777778,0.5490545634920635,67.110912,True
cdouble,cellsA1,1,1024,3,2,512,0,1,0,0.163884,0.0914165,0.557812233042884,0.0016605973757472666,0.0010598228014937394,0.0016605973757472666,6477020.0,27115000.0,True,511.874,917.648,0.507811507936508,0.9103650793650794,67.110912,True
cdouble,cellsA1,1,1024,3,2,512,0,1,1,0.166203,0.123516,0.7431634808035956,0.012147737944881635,0.0012485213864972353,0.012147737944881635,17021500.0,21157600.0,True,504.733,679.17,0.5007271825396825,0.6737797619047619,67.110912,True
