210 MHz, 33
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       8       0       0       0       0       100         0.019170    0.00048982  440.70      2.5641      15.386      2.3962      3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       8       0       0       1       0       100         0.019339    0.0010635   1134.1      2.5415      15.251      2.4174      3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       32      0       0       0       0       100         0.025459    0.00059569  440.70      7.7226      46.341      0.79558     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       32      0       0       1       0       100         0.025480    3.1514e-05  1134.1      7.7163      46.303      0.79624     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       64      0       0       0       0       100         0.035271    0.0022316   440.70      11.148      66.897      0.55112     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       64      0       0       1       0       100         0.029514    2.3337e-05  1134.1      13.323      79.948      0.46115     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       128     0       0       0       0       100         0.049779    5.1332e-05  440.70      15.799      94.801      0.38890     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       128     0       0       1       0       100         0.052046    0.00011141  1134.1      15.110      90.672      0.40661     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       256     0       0       0       0       100         0.085118    0.00013278  440.70      18.479      110.88      0.33249     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       256     0       0       1       0       100         0.085103    3.3391e-05  1134.1      18.482      110.90      0.33243     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       512     0       0       0       0       100         0.16136     0.00013188  440.70      19.495      116.99      0.31515     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       512     0       0       1       0       100         0.16132     0.00012465  1134.1      19.500      117.01      0.31507     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       1024    0       0       0       0       100         0.31461     0.00015931  440.70      19.998      120.00      0.30723     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       1       1024    0       0       1       0       100         0.31416     0.00015430  1134.1      20.026      120.17      0.30680     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       8       0       0       0       0       100         0.016170    2.4477e-05  874.68      6.0794      22.293      2.0213      3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       8       0       0       1       0       100         0.016292    2.5412e-05  2210.6      6.0338      22.126      2.0365      3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       32      0       0       0       0       100         0.021144    2.1986e-05  874.68      18.597      68.195      0.66075     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       32      0       0       1       0       100         0.021461    0.00062481  2210.6      18.322      67.188      0.67065     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       64      0       0       0       0       100         0.036963    0.00034229  874.68      21.276      78.020      0.57755     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       64      0       0       1       0       100         0.037147    4.9542e-05  2210.6      21.171      77.632      0.58043     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       128     0       0       0       0       100         0.048026    2.8073e-05  874.68      32.751      120.10      0.37520     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       128     0       0       1       0       100         0.048718    2.7171e-05  2210.6      32.285      118.39      0.38061     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       256     0       0       0       0       100         0.085470    3.1718e-05  874.68      36.805      134.96      0.33387     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       256     0       0       1       0       100         0.085432    3.0238e-05  2210.6      36.821      135.02      0.33372     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       512     0       0       0       0       100         0.16175     0.00060174  874.68      38.896      142.63      0.31592     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       512     0       0       1       0       100         0.16168     0.00014997  2210.6      38.914      142.70      0.31577     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       1024    0       0       0       0       100         0.31497     0.00021203  874.68      39.950      146.49      0.30759     3072        3           
[1m(BM_SPMM_Grid<float, batchlas::Backend::CUDA>)    [0m1024    3       2       1024    0       0       1       0       100         0.31538     0.0026338   2210.6      39.897      146.30      0.30799     3072        3           
2790 MHz, 42
