2775 MHz, 52
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      8       0       0       1       0       100         0.038111    2.7650e-05  53883.      82.542      83.402      4.7638      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      32      0       0       1       0       100         0.10486     0.00014375  53883.      120.00      121.25      3.2769      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      128     0       0       1       0       100         0.37584     0.00025270  53883.      133.92      135.31      2.9362      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      12      512     0       0       1       0       100         1.4688      0.0010468   53883.      137.07      138.50      2.8688      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      8       0       0       1       0       100         0.059748    3.2307e-05  1.1127e+05  109.69      81.718      7.4684      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      32      0       0       1       0       100         0.19389     0.00021927  1.1127e+05  135.20      100.73      6.0591      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      128     0       0       1       0       100         0.73226     0.00060322  1.1127e+05  143.20      106.68      5.7208      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      25      512     0       0       1       0       100         2.9466      0.0010599   1.1127e+05  142.34      106.05      5.7551      16384       16          
[1m(BM_SPMM_Grid<double, batchlas::Backend::CUDA>)   [0m1024    16      50      8       0       0       1       0       100         0.10428     0.00027948  2.2244e+05  125.69      78.244      13.035      16384       16          
