2760 MHz, 58
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       8       0       0       0       1       100         0.019472    0.00015869  940.25      10.097      23.562      2.4340      3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       8       0       0       1       1       100         0.017440    0.0013141   2521.9      11.273      26.306      2.1800      3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       32      0       0       0       1       100         0.021575    2.2212e-05  940.25      36.451      85.057      0.67423     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       32      0       0       1       1       100         0.021925    2.6761e-05  2521.9      35.868      83.699      0.68517     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       64      0       0       0       1       100         0.030445    2.3933e-05  940.25      51.663      120.55      0.47570     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       64      0       0       1       1       100         0.031191    2.7368e-05  2521.9      50.426      117.67      0.48737     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       128     0       0       0       1       100         0.048982    3.2975e-05  940.25      64.222      149.86      0.38267     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       128     0       0       1       1       100         0.049257    2.6010e-05  2521.9      63.863      149.02      0.38482     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       256     0       0       0       1       100         0.086919    4.1089e-05  940.25      72.383      168.90      0.33953     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       256     0       0       1       1       100         0.087309    3.4744e-05  2521.9      72.060      168.15      0.34105     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       0       1       100         0.16437     0.00012537  940.25      76.554      178.64      0.32103     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       1       1       100         0.16444     0.00017110  2521.9      76.520      178.56      0.32117     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       1024    0       0       0       1       100         0.31981     0.00016532  940.25      78.691      183.63      0.31231     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       1024    0       0       1       1       100         0.31946     0.00017985  2521.9      78.776      183.82      0.31197     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       8       0       0       0       1       100         0.016553    2.8926e-05  1874.1      23.755      35.635      2.0691      3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       8       0       0       1       1       100         0.016873    0.00011842  4971.2      23.304      34.958      2.1092      3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       32      0       0       0       1       100         0.021723    2.8020e-05  1874.1      72.406      108.62      0.67884     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       32      0       0       1       1       100         0.023150    2.6869e-05  4971.2      67.943      101.92      0.72343     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       64      0       0       0       1       100         0.030683    2.2830e-05  1874.1      102.52      153.79      0.47942     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       64      0       0       1       1       100         0.032843    2.9441e-05  4971.2      95.780      143.68      0.51318     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       128     0       0       0       1       100         0.049074    2.9502e-05  1874.1      128.20      192.32      0.38339     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       128     0       0       1       1       100         0.051076    3.5731e-05  4971.2      123.18      184.78      0.39903     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       256     0       0       0       1       100         0.087351    3.5102e-05  1874.1      144.05      216.09      0.34121     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       256     0       0       1       1       100         0.089307    3.9021e-05  4971.2      140.90      211.35      0.34886     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       0       1       100         0.16466     0.00013189  1874.1      152.84      229.27      0.32160     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       1       1       100         0.16642     0.00019993  4971.2      151.22      226.84      0.32503     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       1024    0       0       0       1       100         0.32029     0.00019332  1874.1      157.15      235.73      0.31278     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       1024    0       0       1       1       100         0.32163     0.00018736  4971.2      156.49      234.74      0.31410     3072        3           
2775 MHz, 54
