2760 MHz, 68
[1;36mName                                              Arg0    Arg1    Arg2    Arg3    Arg4    Arg5    Arg6    Arg7    Iter        Avg(ms)     Std(ms)     chk         GFLOPS      GB/s        Time (µs) / matrixnnz/item    nnz/row     [0m
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       8       0       0       0       1       100         0.0053185   0.00010373  940.25      36.967      86.262      0.66481     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       8       0       0       1       1       100         0.0063791   0.00078582  2521.9      30.821      71.920      0.79739     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       32      0       0       0       1       100         0.0054196   0.00043472  940.25      145.11      338.61      0.16936     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       32      0       0       1       1       100         0.0073899   9.0080e-06  2521.9      106.42      248.33      0.23093     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       64      0       0       0       1       100         0.0065637   0.00062514  940.25      239.63      559.18      0.10256     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       64      0       0       1       1       100         0.010872    3.1442e-05  2521.9      144.67      337.60      0.16987     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       128     0       0       0       1       100         0.0076064   6.3268e-06  940.25      413.56      965.05      0.059425    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       128     0       0       1       1       100         0.017256    1.9956e-05  2521.9      182.30      425.39      0.13481     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       256     0       0       0       1       100         0.012180    1.5213e-05  940.25      516.55      1205.4      0.047577    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       256     0       0       1       1       100         0.030906    4.3294e-05  2521.9      203.57      475.02      0.12073     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       0       1       100         0.021056    4.5546e-05  940.25      597.61      1394.5      0.041124    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       512     0       0       1       1       100         0.056516    0.00012063  2521.9      222.64      519.53      0.11038     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       1024    0       0       0       1       100         0.037993    2.3572e-05  940.25      662.39      1545.7      0.037102    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       1       1024    0       0       1       1       100         0.10757     0.00014298  2521.9      233.95      545.93      0.10505     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       8       0       0       0       1       100         0.0053099   4.9695e-05  1874.1      74.054      111.09      0.66373     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       8       0       0       1       1       100         0.0059955   2.1116e-06  4971.2      65.585      98.383      0.74944     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       32      0       0       0       1       100         0.0053446   6.2118e-06  1874.1      294.29      441.46      0.16702     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       32      0       0       1       1       100         0.010403    1.0075e-05  4971.2      151.19      226.79      0.32510     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       64      0       0       0       1       100         0.0073780   1.2081e-05  1874.1      426.37      639.58      0.11528     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       64      0       0       1       1       100         0.016721    1.5585e-05  4971.2      188.13      282.22      0.26126     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       128     0       0       0       1       100         0.011630    1.2042e-05  1874.1      540.99      811.53      0.090856    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       128     0       0       1       1       100         0.029382    2.3264e-05  4971.2      214.12      321.20      0.22955     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       256     0       0       0       1       100         0.020041    2.2223e-05  1874.1      627.85      941.83      0.078286    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       256     0       0       1       1       100         0.055320    5.0425e-05  4971.2      227.46      341.20      0.21609     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       0       1       100         0.036159    2.5489e-05  1874.1      695.97      1044.0      0.070624    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       512     0       0       1       1       100         0.10470     0.00015876  4971.2      240.36      360.56      0.20450     3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       1024    0       0       0       1       100         0.069485    0.00014593  1874.1      724.35      1086.6      0.067856    3072        3           
[1m(BM_SPMM_Grid<std::complex<float>, batchlas::Backend::CUDA>)[0m1024    3       2       1024    0       0       1       1       100         0.20501     0.00021031  4971.2      245.50      368.28      0.20021     3072        3           
2775 MHz, 59
