typ,tag,transA,m,nnzrow,nrhs,batch,transB,beta,pattern,t_vendor,t_native,ratio,relsd,sd_v,sd_n,chk_v,chk_n,agree,gbs_v,gbs_n,roof_v,roof_n,fp_mb,l2res
cdouble,sbB,0,4096,16,50,1,0,0,1,0.123699,0.0817545,0.6609148012514248,0.0018768508155514378,0.0006647151553367448,0.0018768508155514378,2531830.0,2531830.0,True,63.709,96.3948,0.06320337301587302,0.09562976190476191,7.880708,True
cdouble,sbB,0,4096,16,50,2,0,0,1,0.228059,0.189699,0.8317979119438391,0.0016478579222874133,0.0005571496849499472,0.0016478579222874133,2531830.0,2531830.0,True,69.1112,83.0862,0.06856269841269841,0.08242678571428572,15.761416,True
cdouble,sbB,0,4096,16,50,4,0,0,1,0.43639,0.322122,0.7381516533376109,0.004805128440156741,0.004805128440156741,0.0036547643439442195,2531830.0,2531830.0,True,72.2355,97.8598,0.07166220238095239,0.09708313492063493,31.522832,True
cdouble,sbB,0,4096,16,50,8,0,0,1,0.853769,0.61337,0.7184261785096436,0.0030257481824709025,0.0030257481824709025,0.00275282455940134,2531830.0,2531830.0,True,73.8439,102.786,0.0732578373015873,0.1019702380952381,63.045664,True
cdouble,sbB,0,4096,16,50,16,0,0,1,1.6931,1.19722,0.7071171224381312,0.004523963849584872,0.000488994152737582,0.004523963849584872,2531830.0,2531830.0,True,74.4738,105.32,0.0738827380952381,0.10448412698412697,126.091328,False
cdouble,sbB,0,4096,16,50,32,0,0,1,3.4067,2.35794,0.6921478263422081,0.0022370628599540274,0.0002129606363929903,0.0022370628599540274,2531830.0,2531830.0,True,74.0254,106.951,0.07343789682539684,0.10610218253968254,252.182656,False
cdouble,sbB,0,4096,16,50,64,0,0,1,6.81129,4.68213,0.6874072312293267,0.0032044390053245,0.0005615338650975072,0.0032044390053245,2531830.0,2531830.0,True,74.0484,107.721,0.07346071428571428,0.10686607142857144,504.365312,False
cdouble,sbB,0,4096,16,50,128,0,0,1,13.6159,9.33533,0.6856197533765672,0.002200532814587165,0.0004202807012389927,0.002200532814587165,2531830.0,2531830.0,True,74.0847,108.055,0.07349672619047619,0.10719742063492065,1008.730624,False
cdouble,sbL,0,1024,3,2,1,0,0,0,0.0174326,0.00291879,0.16743285568417793,0.024674265705994607,0.021901150717621012,0.024674265705994607,1907.93,1907.93,True,7.51903,44.9076,0.007459355158730158,0.04455119047619048,0.131076,True
cdouble,sbL,0,1024,3,2,1,0,0,1,0.0178465,0.00483691,0.27102849298181714,0.07638696663211272,0.07638696663211272,0.00035210082470006675,4985.47,4985.47,True,7.34462,27.0991,0.007286329365079365,0.026884027777777778,0.131076,True
cdouble,sbL,0,1024,3,2,1,0,1,0,0.0144744,0.00292402,0.20201320952854693,0.021196982236783606,0.0017899602056043774,0.021196982236783606,70127900.0,381609000.0,True,11.3196,56.0338,0.011229761904761904,0.0555890873015873,0.131076,True
cdouble,sbL,0,1024,3,2,1,0,1,1,0.0146117,0.00504688,0.34539991924279856,0.0033833571726766907,0.0033833571726766907,0.0008825135529277494,183007000.0,859475000.0,True,11.2132,32.4644,0.011124206349206349,0.03220674603174603,0.131076,True
cdouble,sbL,0,1024,3,2,2,0,0,0,0.0165094,0.00289082,0.1751014573515694,0.018328432763022255,0.0015740366094467394,0.018328432763022255,1907.93,1907.93,True,15.879,90.6843,0.01575297619047619,0.08996458333333332,0.262152,True
cdouble,sbL,0,1024,3,2,2,0,0,1,0.0166361,0.00486063,0.2921736464676216,0.0010236293362025956,0.0010236293362025956,0.00017740663247356822,4985.47,4985.47,True,15.758,53.9338,0.015632936507936505,0.053505753968253966,0.262152,True
cdouble,sbL,0,1024,3,2,2,0,1,0,0.0164956,0.00292981,0.17761160551904753,0.10104633962996194,0.10104633962996194,0.011809537137220502,67334600.0,412090000.0,True,19.8652,111.846,0.019707539682539684,0.11095833333333334,0.262152,True
cdouble,sbL,0,1024,3,2,2,0,1,1,0.015435,0.00499661,0.3237194687398769,0.007087010042112082,0.007087010042112082,0.00019003244199567305,178899000.0,864540000.0,True,21.2302,65.5821,0.02106170634920635,0.06506160714285714,0.262152,True
cdouble,sbL,0,1024,3,2,4,0,0,0,0.0168655,0.00292359,0.1733473659245205,0.02397288949544909,0.007051792120008302,0.02397288949544909,1907.93,1907.93,True,31.0873,179.336,0.030840575396825397,0.17791269841269844,0.524304,True
cdouble,sbL,0,1024,3,2,4,0,0,1,0.0170697,0.00489698,0.2868814331827742,0.0013497659595657803,0.0013497659595657803,0.00015772537359760505,4985.47,4985.47,True,30.7155,107.067,0.030471726190476188,0.1062172619047619,0.524304,True
cdouble,sbL,0,1024,3,2,4,0,1,0,0.0158218,0.00302395,0.19112553565333906,0.143238148778915,0.002224468770936303,0.143238148778915,66006700.0,411586000.0,True,41.4224,216.728,0.0410936507936508,0.2150079365079365,0.524304,True
cdouble,sbL,0,1024,3,2,4,0,1,1,0.0165782,0.0050195,0.30277714106477177,0.034248651843987885,0.034248651843987885,0.00013346588305608128,173395000.0,863543000.0,True,39.5323,130.566,0.03921855158730159,0.1295297619047619,0.524304,True
cdouble,sbL,0,1024,3,2,8,0,0,0,0.0210196,0.00293608,0.13968296256826962,0.011757121924299225,0.011757121924299225,0.009818227023786817,1907.93,1907.93,True,49.8871,357.145,0.04949117063492063,0.3543105158730159,1.048608,True
cdouble,sbL,0,1024,3,2,8,0,0,1,0.0212674,0.00506233,0.23803238759791984,0.0018334258066336274,0.0018334258066336274,0.00039263145626618564,4985.47,4985.47,True,49.3059,207.139,0.04891458333333334,0.20549503968253968,1.048608,True
cdouble,sbL,0,1024,3,2,8,0,1,0,0.019857,0.00304082,0.15313592184116434,0.0699949355765879,0.00992214332477212,0.0699949355765879,56741800.0,408366000.0,True,66.0095,431.053,0.06548561507936508,0.42763194444444447,1.048608,True
cdouble,sbL,0,1024,3,2,8,0,1,1,0.0188607,0.00517948,0.27461759107562284,0.06481519773921435,0.06481519773921435,0.00835246009251894,157202000.0,846194000.0,True,69.4963,253.067,0.06894474206349206,0.25105853174603177,1.048608,True
cdouble,sbL,0,1024,3,2,16,0,0,0,0.0246551,0.00386245,0.1566592713069507,0.05787646369311015,0.05787646369311015,0.03981617885021165,1907.93,1907.93,True,85.0623,542.975,0.08438720238095238,0.5386656746031746,2.097216,True
cdouble,sbL,0,1024,3,2,16,0,0,1,0.0219044,0.00559948,0.255632658278702,0.014759591680210368,0.014759591680210368,0.0007296409666611899,4985.47,4985.47,True,95.744,374.538,0.09498412698412699,0.3715654761904762,2.097216,True
cdouble,sbL,0,1024,3,2,16,0,1,0,0.0219037,0.00388925,0.1775613252555504,0.0628930272054493,0.0628930272054493,0.01844543292408562,55856500.0,362331000.0,True,119.683,674.039,0.11873313492063493,0.6686894841269841,2.097216,True
cdouble,sbL,0,1024,3,2,16,0,1,1,0.024485,0.00571059,0.23322809883602205,0.007271186440677966,0.007271186440677966,0.0004142584216341919,130639000.0,817996000.0,True,107.066,459.06,0.10621626984126985,0.4554166666666667,2.097216,True
cdouble,sbL,0,1024,3,2,32,0,0,0,0.0281762,0.00471451,0.16732242105039005,0.018833431257967423,0.0038768890056146677,0.018833431257967423,1907.93,1907.93,True,148.864,889.686,0.1476825396825397,0.882625,4.194432,True
cdouble,sbL,0,1024,3,2,32,0,0,1,0.0281482,0.0080021,0.2842846078967749,0.0015773109558740832,0.0011382468505979067,0.0015773109558740832,4985.47,4985.47,True,149.012,524.167,0.1478293650793651,0.5200069444444445,4.194432,True
cdouble,sbL,0,1024,3,2,32,0,1,0,0.0267648,0.00495785,0.18523770026303205,0.018525227669251795,0.0012633944583931133,0.018525227669251795,47553200.0,332751000.0,True,195.892,1057.52,0.1943373015873016,1.0491269841269841,4.194432,True
cdouble,sbL,0,1024,3,2,32,0,1,1,0.0278695,0.00803755,0.2883995048350347,0.056544968513966884,0.056544968513966884,0.0005795907957026706,124736000.0,731209000.0,True,188.127,652.315,0.18663392857142858,0.6471378968253969,4.194432,True
cdouble,sbL,0,1024,3,2,64,0,0,0,0.0402975,0.00745759,0.18506334139834976,0.08509808300763075,0.08509808300763075,0.014001708326684627,1907.93,1907.93,True,208.173,1124.88,0.20652083333333335,1.115952380952381,8.388864,True
cdouble,sbL,0,1024,3,2,64,0,0,1,0.0446475,0.01246,0.27907497620247496,0.030982025869309593,0.030982025869309593,0.002324959871589085,4985.47,4985.47,True,187.891,673.262,0.18639980158730157,0.6679186507936508,8.388864,True
cdouble,sbL,0,1024,3,2,64,0,1,0,0.0360076,0.00752867,0.2090855819327031,0.023027440437686866,0.0008962191315166799,0.023027440437686866,39066800.0,286090000.0,True,291.217,1392.81,0.28890575396825396,1.3817559523809524,8.388864,True
cdouble,sbL,0,1024,3,2,64,0,1,1,0.0360594,0.0126023,0.3494872349512194,0.021190576323369546,0.0011254596582305862,0.021190576323369546,105273000.0,201273000.0,True,290.798,832.072,0.28849007936507937,0.825468253968254,8.388864,True
cdouble,sbL,0,1024,3,2,128,0,0,0,0.0570839,0.0128619,0.22531571949358753,0.002488389896275482,0.002488389896275482,0.0010577441902051795,1907.93,1907.93,True,293.914,1304.46,0.2915813492063492,1.294107142857143,16.777728,True
cdouble,sbL,0,1024,3,2,128,0,0,1,0.0582094,0.0218559,0.3754702848680797,0.016095080863228275,0.016095080863228275,0.0006876861625464977,4985.47,4985.47,True,288.23,767.652,0.28594246031746035,0.7615595238095239,16.777728,True
cdouble,sbL,0,1024,3,2,128,0,1,0,0.0614662,0.012945,0.2106035512200201,0.018000299351513514,0.018000299351513514,0.0005213595983005021,31358700.0,76080600.0,True,341.196,1620.08,0.33848809523809525,1.607222222222222,16.777728,True
cdouble,sbL,0,1024,3,2,128,0,1,1,0.0619587,0.0219079,0.3535887615459976,0.031910288627747196,0.031910288627747196,0.004541594584601901,81981100.0,139374000.0,True,338.484,957.28,0.335797619047619,0.9496825396825397,16.777728,True
cdouble,sbM,0,1024,16,12,1,0,0,1,0.0268488,0.0172213,0.6414178659753881,0.016131931408480082,0.016131931408480082,0.0004549871380209392,152420.0,152420.0,True,27.0029,42.0988,0.02678859126984127,0.04176468253968254,0.724996,True
cdouble,sbM,0,1024,16,12,2,0,0,1,0.0278729,0.0184219,0.6609251279917053,0.0195974943403808,0.0195974943403808,0.007350056183129861,152420.0,152420.0,True,52.0215,78.71,0.051608630952380954,0.07808531746031745,1.449992,True
cdouble,sbM,0,1024,16,12,4,0,0,1,0.0433862,0.0197192,0.45450396669908866,0.00827588034905108,0.00827588034905108,0.0007449186579577265,152420.0,152420.0,True,66.8411,147.064,0.06631061507936507,0.14589682539682539,2.899984,True
cdouble,sbM,0,1024,16,12,8,0,0,1,0.0662719,0.0298971,0.4511278535850036,0.0007286459221797433,0.0006700879256517469,0.0007286459221797433,152420.0,152420.0,True,87.5177,193.998,0.08682311507936509,0.19245833333333331,5.799968,True
cdouble,sbM,0,1024,16,12,16,0,0,1,0.118472,0.0589305,0.4974213316226619,0.0014560439840150686,0.0009200823823350666,0.0014560439840150686,152420.0,152420.0,True,97.9133,196.841,0.09713621031746032,0.19527876984126985,11.599936,True
cdouble,sbM,0,1024,16,12,32,0,0,1,0.224093,0.13028,0.5813657722463442,0.006541882164993998,0.006541882164993998,0.0017520033773411115,152420.0,152420.0,True,103.528,178.078,0.10270634920634922,0.17666468253968254,23.199872,True
cdouble,sbM,0,1024,16,12,64,0,0,1,0.442561,0.216395,0.4889608438158808,0.004742216327240765,0.004742216327240765,0.0043093971672173575,152420.0,152420.0,True,104.844,214.421,0.10401190476190475,0.21271924603174602,46.399744,True
cdouble,sbM,0,1024,16,12,128,0,0,1,0.852312,0.424887,0.49851110860811537,0.004446099786531477,0.00028499305418672974,0.004446099786531477,152420.0,152420.0,True,108.88,218.41,0.10801587301587301,0.2166765873015873,92.799488,False
cdouble,sbS,0,2048,16,25,1,0,0,1,0.041086,0.0226087,0.5502774667770043,0.0012729568705852172,0.000329138879423648,0.0012729568705852172,636766.0,636766.0,True,56.0278,101.817,0.05558313492063492,0.10100892857142857,2.301956,True
cdouble,sbS,0,2048,16,25,2,0,0,1,0.0692254,0.0379175,0.5477397024791478,0.0008073633546515462,0.00047982676878717925,0.0008073633546515462,636766.0,636766.0,True,66.5061,121.419,0.06597827380952381,0.12045535714285714,4.603912,True
cdouble,sbS,0,2048,16,25,4,0,0,1,0.122191,0.0781018,0.6391780082002766,0.0006025967542617705,0.0006025967542617705,0.000593722551848997,636766.0,636766.0,True,75.3561,117.895,0.07475803571428571,0.1169593253968254,9.207824,True
cdouble,sbS,0,2048,16,25,8,0,0,1,0.228404,0.17108,0.7490236598308261,0.0010713993453355156,0.0005511199453599762,0.0010713993453355156,636766.0,636766.0,True,80.6274,107.643,0.07998749999999999,0.10678869047619048,18.415648,True
cdouble,sbS,0,2048,16,25,16,0,0,1,0.441478,0.287778,0.6518512813775544,0.003948217028403839,0.0003698689402416429,0.003948217028403839,636766.0,636766.0,True,83.4273,127.985,0.08276517857142858,0.12696924603174603,36.831296,True
cdouble,sbS,0,2048,16,25,32,0,0,1,0.867656,0.539753,0.6220817927842371,0.0030660876363818265,0.00023434748333440905,0.0030660876363818265,636766.0,636766.0,True,84.8984,136.475,0.08422460317460317,0.13539186507936507,73.662592,True
cdouble,sbS,0,2048,16,25,64,0,0,1,1.72851,1.04298,0.6033983025843067,0.004429001514890027,0.0006388334461472599,0.004429001514890027,636766.0,636766.0,True,85.2325,141.254,0.08455605158730159,0.1401329365079365,147.325184,False
cdouble,sbS,0,2048,16,25,128,0,0,1,3.47868,2.04418,0.5876309404716731,0.0022114246299249577,0.0001713934595881196,0.0022114246299249577,636766.0,636766.0,True,84.7019,144.141,0.0840296626984127,0.1429970238095238,294.650368,False
cdouble,sbT,0,2048,16,25,1,1,0,0,0.0408962,0.0129925,0.3176945535282007,0.0016395151048681931,0.0010594725182290774,0.0016395151048681931,108964.0,108964.0,True,56.2878,177.176,0.05584107142857143,0.17576984126984127,2.301956,True
cdouble,sbT,0,2048,16,25,2,1,0,0,0.0655781,0.018853,0.28748926852104595,0.0038690288017822093,0.00043598853885672194,0.0038690288017822093,108964.0,108964.0,True,70.205,244.201,0.06964781746031747,0.2422628968253968,4.603912,True
cdouble,sbT,0,2048,16,25,4,1,0,0,0.115184,0.0497657,0.43205393110154194,0.0007145122041888289,0.0006308150437560773,0.0007145122041888289,108964.0,108964.0,True,79.9401,185.024,0.07930565476190476,0.18355555555555556,9.207824,True
cdouble,sbT,0,2048,16,25,8,1,0,0,0.214182,0.147293,0.6877001802205601,0.0008754726972768563,0.0006508343371525152,0.0008754726972768563,108964.0,108964.0,True,85.9814,125.027,0.08529900793650794,0.12403472222222223,18.415648,True
